Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"East Midlands, Elementary occupations",264,371.4,8.3,353.2,6.8,67.60,124.90,156.40,187.40,263.30,427.30,480.30,507.80,531.20,625.60,2023-01-01
"East Midlands, Elementary trades and related occupations",32,500.4,9,495.6,7.1,249.40,389.70,400.00,420.20,464.00,525.00,575.60,598.40,624.90,x,2023-01-01
"East Midlands, Elementary administration and service occupations",232,330.8,10.3,333.7,6.9,62.70,108.70,137.60,166.90,232.70,412.50,458.00,489.20,520.00,609.10,2023-01-01
West Midlands,2284,552.9,6.9,630,8,194.40,323.40,384.20,421.60,483.10,633.80,736.60,795.40,863.10,1074.20,2023-01-01
"West Midlands, Managers, directors and senior officials",208,854,9.9,972.5,7,401.90,543.90,586.20,637.40,734.30,953.20,1092.10,1209.30,1334.60,1728.40,2023-01-01
"West Midlands, Corporate managers and directors",168,905.1,9.4,1024,7.5,394.00,564.70,595.70,650.60,781.20,1010.80,1190.10,1280.40,1420.00,1857.30,2023-01-01
"West Midlands, Other managers and proprietors",40,717.7,8.7,757.7,5.8,416.60,502.50,543.60,577.40,651.90,786.80,862.40,898.00,940.40,x,2023-01-01
"West Midlands, Professional occupations",590,775.7,4.6,818,5.7,414.90,529.90,575.00,613.30,689.70,843.30,939.40,989.50,1053.70,1257.60,2023-01-01
"West Midlands, Science, research, engineering and technology professionals",148,898.1,8.1,930,7.3,517.40,625.80,670.80,718.30,813.00,972.10,1054.20,1119.60,1188.60,1355.00,2023-01-01
"West Midlands, Health professionals",169,701,5,777.2,5.6,367.60,481.70,518.50,552.80,631.20,779.30,852.70,913.50,978.30,1224.90,2023-01-01
"West Midlands, Teaching and other educational professionals",127,743.8,4.6,731,2.3,336.40,471.30,536.60,576.90,669.30,818.80,868.50,907.00,955.20,1108.20,2023-01-01
"West Midlands, Business, media and public service professionals",145,766.6,5.5,827.5,6.3,439.80,539.80,574.90,613.30,691.80,844.10,958.20,1009.00,1079.10,1284.40,2023-01-01
"West Midlands, Associate professional occupations",344,615.2,6.7,722.5,14.7,346.00,451.90,478.70,504.60,558.90,670.80,755.00,803.60,866.90,1037.90,2023-01-01
"West Midlands, Science, engineering and technology associate professionals",72,617.8,7.5,649.5,10.6,422.70,470.20,495.30,524.40,566.10,670.80,727.90,773.10,808.20,x,2023-01-01
"West Midlands, Health and social care associate professionals",47,480.3,13.3,475.9,10.2,229.60,320.50,359.10,407.20,444.70,511.80,551.50,581.60,612.40,x,2023-01-01
"West Midlands, Protective service occupations",22,777.9,-1.3,787.7,1.8,x,594.00,623.40,649.00,696.70,838.50,916.80,953.70,987.70,x,2023-01-01
"West Midlands, Business and public service associate professionals",185,651.6,8.8,734.7,9.5,383.80,479.00,507.90,534.80,594.80,720.40,805.00,862.40,937.70,1190.60,2023-01-01
"West Midlands, Administrative and secretarial occupations",248,454.8,9.9,465,9.2,185.20,266.50,315.10,360.20,416.50,490.30,538.90,566.50,601.80,734.00,2023-01-01
"West Midlands, Administrative occupations",207,462.4,9,481.9,9.3,198.40,297.90,345.00,384.20,429.80,503.50,550.20,580.20,624.30,753.50,2023-01-01
"West Midlands, Secretarial and related occupations",41,382.7,12.4,380,8.3,156.80,209.70,233.40,257.70,319.00,415.30,461.00,482.70,511.60,x,2023-01-01
"West Midlands, Skilled trades occupations",153,603,7.2,626.9,7.3,307.60,440.40,469.80,497.40,550.30,657.80,724.40,763.80,805.90,947.80,2023-01-01
"West Midlands, Skilled agricultural and related trades",10,490.7,7.8,498.4,5.8,x,423.00,451.20,453.90,480.80,530.60,560.60,576.90,x,x,2023-01-01
"West Midlands, Skilled metal, electrical and electronic trades",87,680.7,10.7,709.2,10.9,430.10,499.20,536.60,571.80,613.30,735.60,806.60,840.60,887.00,1072.10,2023-01-01
"West Midlands, Skilled construction and building trades",25,606.2,8.5,609.9,4.1,333.90,453.50,501.40,516.40,569.60,658.90,709.90,733.10,762.10,x,2023-01-01
"West Midlands, Textiles, printing and other skilled trades",31,462.4,9,453.7,3.5,170.90,249.20,264.60,336.50,410.70,505.00,546.60,576.90,599.40,x,2023-01-01
"West Midlands, Caring, leisure and other service occupations",193,369.2,9.7,366.9,6.5,136.30,218.50,248.50,274.50,326.50,408.60,446.80,466.00,496.60,573.90,2023-01-01
"West Midlands, Caring personal service occupations",167,374.6,10,371.7,7.2,149.50,229.30,258.10,286.50,330.50,411.80,448.10,467.70,499.90,574.50,2023-01-01
"West Midlands, Leisure, travel and related personal service occupations",25,320.3,7.3,330.8,2.1,95.80,165.90,173.80,202.80,243.00,354.60,419.40,439.30,468.50,x,2023-01-01
"West Midlands, Sales and customer service occupations",146,310,7.3,333.4,5.5,115.30,164.90,187.30,210.90,252.30,367.60,426.20,444.90,473.20,575.60,2023-01-01
"West Midlands, Sales occupations",107,268.3,5.5,303.5,5,110.70,153.80,168.70,190.60,233.70,318.50,390.80,420.70,439.20,522.70,2023-01-01
"West Midlands, Customer service occupations",39,420.2,7.2,415.5,10.1,160.60,228.20,250.00,300.70,366.60,454.30,492.90,521.60,569.40,x,2023-01-01
"West Midlands, Process, plant and machine operatives",140,564.8,6.7,603.2,7,282.90,416.80,436.50,466.50,510.30,631.40,707.90,757.50,783.30,934.20,2023-01-01
"West Midlands, Process, plant and machine operatives",74,537.4,2.8,584.2,3.2,351.80,415.50,430.40,450.10,501.10,604.50,672.00,728.20,769.90,909.00,2023-01-01
"West Midlands, Transport and mobile machine drivers and operatives",66,596.5,10.4,624.4,11.5,242.00,417.30,447.20,475.70,539.60,662.80,733.20,774.00,808.10,x,2023-01-01
"West Midlands, Elementary occupations",263,342.5,12.7,345.3,9.6,75.00,123.20,153.10,181.30,249.20,415.40,462.00,487.00,520.50,607.40,2023-01-01
"West Midlands, Elementary trades and related occupations",33,458.7,7.2,459.4,5.4,x,317.80,361.80,394.20,431.20,489.40,527.10,551.20,581.80,x,2023-01-01
"West Midlands, Elementary administration and service occupations",230,309.3,14.5,329,9.8,68.60,114.30,135.20,163.00,221.40,394.80,450.20,476.90,508.90,596.60,2023-01-01
East,2427,559.8,8.3,630.5,6.6,176.00,295.30,356.90,408.70,483.20,642.10,739.50,805.90,882.80,1105.30,2023-01-01
"East, Managers, directors and senior officials",250,855.8,8.4,1017.5,7.2,407.70,517.50,574.90,632.10,728.20,977.10,1150.90,1253.20,1394.40,1841.90,2023-01-01
"East, Corporate managers and directors",192,956.9,6.8,1120,8.9,422.60,564.40,634.60,689.90,826.10,1111.30,1292.60,1399.00,1552.50,1948.70,2023-01-01
"East, Other managers and proprietors",58,640.3,3.4,680.9,2.2,288.80,467.00,495.60,522.90,575.20,701.10,801.70,852.20,910.40,x,2023-01-01
"East, Professional occupations",674,735.4,5.9,779.8,6.5,255.30,452.70,517.50,566.80,651.60,830.60,924.20,977.10,1054.10,1252.50,2023-01-01
"East, Science, research, engineering and technology professionals",161,900.8,6.8,968.4,10.5,550.30,646.90,687.40,728.30,819.10,989.40,1077.10,1149.90,1214.40,1426.30,2023-01-01
"East, Health professionals",218,548.7,3,599.5,1.2,168.10,244.70,294.70,356.90,459.20,642.90,712.60,793.00,849.80,1067.40,2023-01-01
"East, Teaching and other educational professionals",130,740.4,7.6,761.1,8.2,271.70,451.50,502.30,565.50,663.40,833.10,900.00,937.50,992.90,1188.10,2023-01-01
"East, Business, media and public service professionals",166,800.1,7.7,848.3,4.1,461.50,574.30,613.70,650.70,728.20,874.70,958.20,1014.30,1072.10,1311.80,2023-01-01
"East, Associate professional occupations",357,622.8,7,687,6.4,314.60,428.40,474.20,507.70,564.20,689.90,773.80,835.40,894.30,1075.90,2023-01-01
"East, Science, engineering and technology associate professionals",71,629.2,7.7,660.5,8.9,391.50,472.20,497.80,522.70,572.30,677.90,744.40,774.50,820.60,x,2023-01-01
"East, Health and social care associate professionals",47,435,5,436.4,1.5,187.50,274.70,306.40,330.70,375.00,486.10,534.50,551.70,570.20,x,2023-01-01
"East, Protective service occupations",38,765.5,7.5,800.2,8.7,561.30,610.20,627.60,640.50,707.10,838.10,882.20,902.80,948.10,x,2023-01-01
"East, Culture, media and sports occupations",19,478,18.1,530.8,6.5,x,x,x,x,384.20,554.70,629.60,665.50,x,x,2023-01-01
"East, Business and public service associate professionals",181,661.5,9.1,754.6,6.8,379.70,463.20,503.40,536.60,597.90,742.40,856.60,918.80,982.30,1218.50,2023-01-01
"East, Administrative and secretarial occupations",264,440.8,8.1,443.5,6.4,168.30,239.30,263.70,303.20,396.10,487.50,546.20,575.00,613.30,709.80,2023-01-01
"East, Administrative occupations",215,459,7.1,462.2,5.9,173.10,245.20,287.50,343.60,415.70,506.30,564.30,591.90,629.60,728.20,2023-01-01
"East, Secretarial and related occupations",49,343.9,7.3,360.8,7.3,131.10,189.50,228.90,240.40,282.10,409.80,443.70,469.70,508.10,x,2023-01-01
"East, Skilled trades occupations",166,611.3,7.6,641.1,6.4,336.30,441.10,479.10,503.30,552.00,670.80,729.30,781.60,830.90,958.50,2023-01-01
"East, Skilled agricultural and related trades",12,493.7,14.7,484.6,8.6,x,341.20,378.00,392.40,427.60,533.60,548.30,563.00,x,x,2023-01-01
"East, Skilled metal, electrical and electronic trades",92,693.9,4.9,723.4,4.4,440.80,515.60,539.00,568.10,639.30,746.40,811.70,862.40,911.70,1037.00,2023-01-01
"East, Skilled construction and building trades",25,658.3,9.5,675.5,8.7,357.80,465.90,512.50,581.00,613.30,711.80,764.50,819.60,847.90,x,2023-01-01
"East, Textiles, printing and other skilled trades",38,490.2,17.2,466.4,14,235.40,301.80,350.30,385.70,450.70,510.50,556.20,574.90,603.70,x,2023-01-01
"East, Caring, leisure and other service occupations",183,366.5,11.2,365.5,7.9,109.70,200.80,230.90,262.50,317.70,411.20,453.50,475.00,500.10,590.50,2023-01-01
"East, Caring personal service occupations",154,368.2,10.3,368.6,7.4,123.90,210.90,243.30,275.40,323.20,408.60,449.80,471.00,495.40,587.30,2023-01-01
"East, Leisure, travel and related personal service occupations",27,328.5,12.9,331.6,6.1,71.30,115.70,151.90,175.30,235.30,404.40,445.80,478.20,521.60,x,2023-01-01
"East, Sales and customer service occupations",142,301.9,9.7,334.3,9.7,110.70,165.80,183.90,207.30,250.20,356.90,424.20,458.20,492.40,581.50,2023-01-01
"East, Sales occupations",110,269.9,9.6,301.3,8.5,103.10,154.00,173.40,190.40,224.70,315.80,373.70,408.20,442.70,543.40,2023-01-01
"East, Customer service occupations",33,449.4,14.1,445.4,15.8,157.10,242.50,287.60,324.40,409.20,477.70,535.90,564.20,585.40,x,2023-01-01
"East, Process, plant and machine operatives",126,577.8,6.1,598.3,3.6,274.30,413.50,444.30,475.20,517.00,631.90,701.90,750.20,799.60,929.90,2023-01-01
"East, Process, plant and machine operatives",49,524,4.8,567.9,6.7,324.30,430.00,446.10,466.90,498.40,593.40,632.00,660.00,700.50,x,2023-01-01
"East, Transport and mobile machine drivers and operatives",77,604.9,4.2,617.8,1.5,222.00,393.40,441.70,480.10,549.90,676.20,765.10,800.90,847.10,954.30,2023-01-01
"East, Elementary occupations",264,330.5,14.1,345.4,9,62.70,116.10,145.30,172.50,244.80,410.70,467.30,502.80,537.10,646.90,2023-01-01
"East, Elementary trades and related occupations",31,480.3,9.2,477.7,5.6,x,314.00,375.50,396.60,430.90,512.90,567.60,598.20,627.70,x,2023-01-01
"East, Elementary administration and service occupations",233,289.1,15.4,327.8,9.8,57.90,104.30,133.10,159.40,217.90,387.70,450.90,481.50,521.10,632.80,2023-01-01
London,4187,742.1,5.8,906.2,6.3,244.10,441.50,497.20,540.50,634.60,862.40,1018.80,1111.60,1237.20,1653.40,2023-01-01
"London, Managers, directors and senior officials",661,1245.7,8.3,1499.7,6.8,536.60,716.40,784.20,863.90,1047.30,1478.30,1724.90,1873.90,2023.90,2616.00,2023-01-01
"London, Corporate managers and directors",555,1389.4,10.4,1618.3,7,574.90,809.80,901.90,1006.20,1184.30,1600.10,1833.50,1969.80,2133.30,2740.60,2023-01-01
"London, Other managers and proprietors",106,731,6.1,878.3,7.6,395.90,509.80,554.80,588.40,645.40,794.60,877.30,920.40,1032.90,x,2023-01-01
"London, Professional occupations",1493,954.8,7,1051.4,6.1,508.00,642.80,697.60,752.90,846.30,1054.10,1171.50,1245.70,1341.60,1659.10,2023-01-01
"London, Science, research, engineering and technology professionals",378,1054.1,10,1156.9,9.9,576.90,714.30,774.30,814.50,939.10,1172.70,1328.10,1399.00,1511.70,1779.80,2023-01-01
"London, Health professionals",248,848.7,2,905,5.3,449.10,604.10,642.90,689.80,775.20,939.80,1036.10,1071.10,1149.90,1353.30,2023-01-01
"London, Teaching and other educational professionals",223,827.8,5,846.8,6.1,266.90,468.00,542.10,621.10,723.70,937.30,1028.10,1082.50,1133.90,1319.50,2023-01-01
"London, Business, media and public service professionals",645,975.7,3.9,1116.4,0.5,546.20,678.40,733.00,778.20,879.40,1072.80,1207.40,1287.80,1387.70,1782.60,2023-01-01
"London, Associate professional occupations",671,709.8,2.5,851.4,3.6,399.90,516.00,545.90,574.90,643.10,793.40,892.60,958.20,1055.10,1457.20,2023-01-01
"London, Science, engineering and technology associate professionals",103,654.3,0.7,731.1,1.8,459.00,520.30,543.60,564.50,612.30,728.10,804.90,870.90,912.90,x,2023-01-01
"London, Health and social care associate professionals",72,550.7,7,536.2,2.3,223.60,354.70,417.30,446.30,501.00,590.60,636.00,661.10,696.50,x,2023-01-01
"London, Protective service occupations",18,851.2,-7.1,873.6,-1.7,634.90,733.70,779.80,816.00,839.60,862.50,897.30,925.30,x,x,2023-01-01
"London, Culture, media and sports occupations",58,618.1,10.5,747,11.9,143.70,x,415.50,491.00,560.50,670.80,767.10,827.00,894.10,x,2023-01-01
"London, Business and public service associate professionals",421,771,7.3,947.7,4.4,462.80,545.90,579.40,620.10,697.70,862.40,996.60,1106.50,1241.30,1724.10,2023-01-01
"London, Administrative and secretarial occupations",408,542.4,4.1,570.1,2.8,203.80,309.00,383.30,429.50,488.10,608.10,670.80,709.80,757.40,924.30,2023-01-01
"London, Administrative occupations",331,552.8,4.9,582.6,3,223.80,347.10,413.90,446.70,498.30,613.80,670.80,710.50,756.10,944.20,2023-01-01
"London, Secretarial and related occupations",77,498.3,-1.5,516.3,2.1,158.20,230.00,256.90,294.50,418.80,581.50,660.40,690.70,763.80,884.90,2023-01-01
"London, Skilled trades occupations",149,616.2,4.9,640.2,2.3,249.70,426.60,479.10,501.10,550.80,680.00,748.70,788.90,848.30,994.80,2023-01-01
"London, Skilled agricultural and related trades",6,531.8,18.8,544,12.2,x,443.70,464.40,467.80,501.10,560.00,610.10,x,x,x,2023-01-01
"London, Skilled metal, electrical and electronic trades",59,735,2.3,778.7,5.2,482.00,551.70,589.20,618.40,678.10,807.70,895.20,931.20,967.40,x,2023-01-01
"London, Skilled construction and building trades",24,689.9,7.6,683,0.1,x,494.00,514.20,561.70,634.50,735.90,777.10,824.80,874.90,x,2023-01-01
"London, Textiles, printing and other skilled trades",60,501.2,4.6,497.5,4,192.00,256.90,345.10,372.20,465.90,534.30,595.70,642.70,671.60,x,2023-01-01
"London, Caring, leisure and other service occupations",232,426.6,8,416.6,6,125.40,202.20,239.20,273.80,364.40,484.30,535.90,561.40,591.90,687.20,2023-01-01
"London, Caring personal service occupations",170,412.5,6.3,404.8,5.5,131.90,205.50,239.80,273.40,349.20,459.90,512.40,545.20,572.90,673.40,2023-01-01
"London, Leisure, travel and related personal service occupations",61,483.2,21.6,446.7,10.8,x,186.20,224.40,266.50,420.10,529.60,581.20,601.60,626.40,706.50,2023-01-01
"London, Sales and customer service occupations",196,334.3,9.7,375.4,6,123.40,176.80,197.70,219.60,271.50,408.60,470.40,504.50,543.10,671.00,2023-01-01
"London, Sales occupations",148,292.1,9.4,338.4,6.7,115.10,169.20,186.60,203.30,243.20,361.50,429.40,458.50,492.10,596.10,2023-01-01
"London, Customer service occupations",48,478.1,9.1,488.1,6.5,158.70,237.60,291.30,342.40,411.50,525.90,581.10,638.90,689.80,802.20,2023-01-01
"London, Process, plant and machine operatives",83,634.7,4.5,663.1,3.4,230.00,362.00,431.20,478.90,544.70,719.70,800.40,845.40,920.90,1151.60,2023-01-01
"London, Process, plant and machine operatives",25,483.2,-4.4,504.8,-7.5,187.90,259.30,310.40,334.60,421.70,539.20,605.90,650.20,696.60,x,2023-01-01
"London, Transport and mobile machine drivers and operatives",58,717.3,8.5,729.5,6.6,261.20,450.80,498.90,536.80,631.90,787.00,860.00,924.60,991.30,1224.90,2023-01-01
"London, Elementary occupations",294,357.9,8.6,370,4.7,100.40,157.90,179.00,205.40,260.90,430.80,487.00,518.30,553.30,659.70,2023-01-01
"London, Elementary trades and related occupations",12,443.7,18.3,419.4,2.8,167.10,195.50,236.40,278.40,389.20,471.30,518.90,539.30,572.80,x,2023-01-01
"London, Elementary administration and service occupations",283,350.4,9,367.9,4.9,99.40,156.10,176.50,203.40,255.30,427.50,484.50,517.40,551.50,658.60,2023-01-01
South East,3846,592.9,8,680.1,7.8,195.20,337.10,402.50,444.10,516.50,685.70,802.90,868.40,954.20,1218.90,2023-01-01
"South East, Managers, directors and senior officials",460,876.9,5.4,1041.3,6.6,381.00,533.80,575.00,639.80,737.90,1015.10,1196.80,1324.10,1479.20,1927.70,2023-01-01
"South East, Corporate managers and directors",360,962.9,6.4,1121.8,8.2,384.60,553.70,613.30,673.80,826.50,1116.70,1341.60,1471.30,1629.00,2031.70,2023-01-01
"South East, Other managers and proprietors",99,682.7,1.8,749.7,2.2,373.60,487.50,529.00,557.40,615.20,766.60,827.10,888.30,939.40,x,2023-01-01
"South East, Professional occupations",1173,807.4,7.5,856.2,8.2,421.70,536.60,586.80,637.70,728.30,895.00,992.80,1054.10,1142.30,1341.60,2023-01-01
"South East, Science, research, engineering and technology professionals",346,930.3,7.9,992.9,8.8,526.50,651.60,712.70,764.70,848.40,1035.10,1158.60,1224.10,1293.50,1498.20,2023-01-01
"South East, Health professionals",228,721.7,5.9,764.7,7.5,352.80,494.80,542.00,586.10,655.80,798.40,875.20,931.00,988.80,1201.80,2023-01-01
"South East, Teaching and other educational professionals",272,731.9,9.5,731.6,6.5,311.40,462.90,502.30,548.10,647.20,801.60,876.80,933.50,980.20,1142.30,2023-01-01
"South East, Business, media and public service professionals",328,831.9,8.5,878.7,6.2,446.30,546.40,583.40,638.90,740.50,916.90,1012.70,1062.60,1152.80,1380.20,2023-01-01
"South East, Associate professional occupations",662,615.4,3.6,696.5,3.9,330.80,443.20,474.30,498.30,559.60,689.90,785.10,842.90,910.30,1132.50,2023-01-01
"South East, Science, engineering and technology associate professionals",124,603.7,3.9,642.8,4.8,391.70,465.80,490.20,512.70,560.90,664.30,740.40,778.20,816.40,917.40,2023-01-01
"South East, Health and social care associate professionals",91,453.4,7.4,462.8,7.5,200.10,296.40,320.60,366.80,414.80,485.70,551.80,581.90,615.20,x,2023-01-01
"South East, Protective service occupations",52,775.6,2.6,813.4,4.9,548.30,613.80,633.60,647.50,708.80,882.20,925.60,964.80,1005.10,x,2023-01-01
"South East, Culture, media and sports occupations",34,439.5,-2,463.4,-6.8,x,x,x,x,x,477.60,552.80,x,x,x,2023-01-01
"South East, Business and public service associate professionals",362,666.4,4.4,778.3,3.7,410.80,479.10,512.10,536.60,594.30,756.90,859.70,933.20,1009.10,1318.90,2023-01-01
"South East, Administrative and secretarial occupations",405,458.4,8.9,460.5,5.3,172.50,239.20,277.90,321.70,402.50,501.20,553.80,586.20,622.90,748.00,2023-01-01
"South East, Administrative occupations",330,472.3,7.8,480.1,5.4,177.20,247.60,296.60,345.00,421.60,518.90,572.80,599.60,642.60,775.50,2023-01-01
"South East, Secretarial and related occupations",75,372.8,2.1,374.3,4.3,113.70,183.60,217.50,243.30,302.80,422.00,470.00,498.40,524.40,622.80,2023-01-01
"South East, Skilled trades occupations",220,612.9,7.9,634.2,6.9,316.90,440.80,468.00,504.40,560.00,670.80,728.20,769.60,824.50,949.80,2023-01-01
"South East, Skilled agricultural and related trades",22,498.7,11.9,506.8,14.2,334.00,421.60,426.40,441.70,458.00,527.40,552.60,582.50,605.70,x,2023-01-01
"South East, Skilled metal, electrical and electronic trades",113,689.9,4.5,728.3,6.7,438.20,528.70,565.60,595.60,643.20,739.40,814.80,849.00,912.60,1066.80,2023-01-01
"South East, Skilled construction and building trades",36,676.2,12.8,670,8.7,411.40,503.80,534.80,569.80,622.80,727.10,782.10,827.10,850.00,x,2023-01-01
"South East, Textiles, printing and other skilled trades",49,455.9,4.8,449,4,206.60,249.50,297.10,336.10,414.50,516.30,556.30,581.10,603.70,x,2023-01-01
"South East, Caring, leisure and other service occupations",288,375.9,9.3,379.8,9.3,121.80,208.10,240.50,273.80,332.30,420.90,468.90,493.90,520.20,615.40,2023-01-01
"South East, Caring personal service occupations",232,378.4,10.1,383.6,10.5,145.30,223.60,254.30,282.50,337.90,419.70,468.50,494.10,518.30,607.90,2023-01-01
"South East, Leisure, travel and related personal service occupations",52,351.7,6.4,356.7,4.3,x,140.20,170.50,199.60,289.00,420.70,464.30,483.30,506.00,x,2023-01-01
"South East, Sales and customer service occupations",212,306.9,7.6,333.1,6,103.20,160.00,182.00,205.90,247.80,375.30,429.70,459.90,491.30,574.90,2023-01-01
"South East, Sales occupations",161,271.2,3.3,303.1,4.1,96.90,148.90,166.20,187.40,224.10,332.40,390.50,417.30,450.10,533.10,2023-01-01
"South East, Customer service occupations",51,437,13.5,428.9,14,156.60,233.10,264.90,291.00,394.40,480.40,528.20,554.80,577.70,670.80,2023-01-01
"South East, Process, plant and machine operatives",111,563.9,6.7,584.6,5.7,255.20,405.00,433.00,460.60,509.90,614.60,684.50,728.00,766.60,888.90,2023-01-01
"South East, Process, plant and machine operatives",44,531,5,552.3,3.9,315.70,419.20,432.80,448.50,496.60,570.30,614.60,652.00,697.30,799.20,2023-01-01
"South East, Transport and mobile machine drivers and operatives",67,593.9,9.3,605.6,6.9,232.20,357.60,438.00,470.90,536.60,656.30,726.70,760.80,811.00,941.10,2023-01-01
"South East, Elementary occupations",316,289.3,2.4,318.8,4.1,62.50,110.00,130.90,157.80,213.10,381.20,446.70,470.90,504.10,597.90,2023-01-01
"South East, Elementary trades and related occupations",35,460,9.9,429.1,3.2,x,254.70,320.50,356.40,421.70,487.30,529.30,547.60,575.40,x,2023-01-01
"South East, Elementary administration and service occupations",282,262.6,3.2,305.2,3.7,61.00,104.60,127.00,149.00,194.40,349.90,424.80,459.40,492.00,583.00,2023-01-01
South West,2370,539,7.8,607.8,7.7,180.80,299.90,366.20,413.40,478.40,622.90,720.40,780.30,845.20,1064.80,2023-01-01
"South West, Managers, directors and senior officials",245,804.9,11.4,931.5,9.1,345.00,517.10,563.40,597.90,693.50,924.80,1055.60,1137.70,1246.70,1642.00,2023-01-01
"South West, Corporate managers and directors",189,873.4,13.7,1005.8,11,376.00,535.10,591.10,647.20,749.10,998.70,1149.20,1246.60,1372.60,1789.50,2023-01-01
"South West, Other managers and proprietors",56,616,2.2,681.2,3.9,300.40,468.70,505.30,527.40,577.60,695.70,804.90,846.50,892.90,x,2023-01-01
"South West, Professional occupations",631,762.7,7.7,799.8,7.5,413.40,518.50,559.20,601.60,681.10,834.20,917.70,972.20,1046.70,1238.90,2023-01-01
"South West, Science, research, engineering and technology professionals",156,854.8,10.3,898.7,9.3,502.20,597.90,643.90,683.20,784.40,927.20,1054.10,1101.80,1176.40,1333.80,2023-01-01
"South West, Health professionals",159,681.7,8.2,753.5,8.8,354.00,479.00,518.50,551.90,630.50,771.40,839.50,901.50,945.70,x,2023-01-01
"South West, Teaching and other educational professionals",141,718.9,2.5,723.4,4.6,285.80,446.50,502.30,538.00,647.60,796.10,872.20,921.60,974.50,1139.40,2023-01-01
"South West, Business, media and public service professionals",176,766.6,8.3,815.1,6.5,441.70,520.60,574.80,623.90,712.50,831.00,918.00,977.60,1075.80,1244.30,2023-01-01
"South West, Associate professional occupations",357,568.6,2.8,630.2,5.1,278.80,408.50,431.40,461.00,511.40,644.60,726.00,778.30,831.80,1006.20,2023-01-01
"South West, Science, engineering and technology associate professionals",91,621.4,6.3,644.2,6.7,382.60,444.80,469.50,500.30,554.60,686.60,757.00,794.10,836.30,x,2023-01-01
"South West, Health and social care associate professionals",52,422.3,2.2,414,-0.8,191.60,263.30,288.90,324.70,394.60,453.60,484.70,505.20,531.30,x,2023-01-01
"South West, Protective service occupations",19,781.7,-0.8,748.8,-3,489.80,552.20,597.20,619.30,695.00,x,830.60,881.50,919.00,x,2023-01-01
"South West, Culture, media and sports occupations",23,458.8,7.4,470.4,8.8,x,x,x,x,382.80,491.50,544.70,584.40,x,x,2023-01-01
"South West, Business and public service associate professionals",171,613.3,1.5,697.2,6,349.20,438.50,478.40,499.70,547.00,680.00,772.80,836.70,898.60,1149.90,2023-01-01
"South West, Administrative and secretarial occupations",268,434.6,7.7,434.1,6.7,174.90,245.10,276.20,315.50,391.40,471.50,517.50,541.70,576.90,677.70,2023-01-01
"South West, Administrative occupations",216,444.2,6.8,451,6.1,190.10,258.70,298.90,337.90,410.90,480.90,529.00,561.30,600.40,701.90,2023-01-01
"South West, Secretarial and related occupations",53,357.6,7.1,364.8,8.5,143.40,198.20,230.00,256.40,301.50,408.70,459.00,492.50,508.10,x,2023-01-01
"South West, Skilled trades occupations",163,584.2,5.9,609.6,8.3,312.80,429.00,458.50,479.90,530.60,642.70,697.70,728.30,764.60,902.20,2023-01-01
"South West, Skilled agricultural and related trades",11,479.5,4.5,476.1,1.8,x,285.50,359.40,400.70,453.90,514.50,534.10,548.80,x,x,2023-01-01
"South West, Skilled metal, electrical and electronic trades",78,652.6,7.8,688.5,11,433.50,493.70,522.40,546.20,606.50,712.70,764.30,791.80,849.50,990.40,2023-01-01
"South West, Skilled construction and building trades",32,637.9,7.1,661.7,6.7,400.50,478.50,507.70,526.70,587.10,676.70,720.00,742.50,766.00,x,2023-01-01
"South West, Textiles, printing and other skilled trades",42,469,7.5,457.5,5.4,195.50,265.90,326.30,355.60,428.10,508.30,552.70,568.20,605.40,x,2023-01-01
"South West, Caring, leisure and other service occupations",208,381.3,14.7,377.2,12.2,123.00,203.10,240.60,267.80,324.50,420.20,465.90,491.30,517.80,610.40,2023-01-01
"South West, Caring personal service occupations",175,375.6,12.8,375.2,11.4,127.20,207.90,242.60,269.90,322.60,414.90,459.00,482.70,511.90,601.50,2023-01-01
"South West, Leisure, travel and related personal service occupations",31,406.4,28.6,385.5,16.4,x,169.50,213.40,257.50,333.40,446.60,495.40,514.80,528.70,x,2023-01-01
"South West, Sales and customer service occupations",140,286.8,6.8,319,7.1,96.80,157.40,172.80,190.30,236.10,356.60,419.30,441.90,470.40,551.80,2023-01-01
"South West, Sales occupations",110,256.5,2.6,294.1,6.8,89.50,145.30,166.40,177.30,218.80,315.00,377.90,413.30,440.80,517.70,2023-01-01
"South West, Customer service occupations",30,424.3,9.3,409.2,10.4,137.60,230.20,266.20,301.90,383.60,460.60,510.00,527.60,554.70,x,2023-01-01
"South West, Process, plant and machine operatives",110,555.6,9.4,572.5,8.4,225.00,416.20,444.00,469.00,513.10,613.90,670.10,707.50,747.20,860.60,2023-01-01
"South West, Process, plant and machine operatives",52,536.5,7.5,554.9,5,254.40,420.30,437.80,458.30,500.70,587.00,648.80,674.60,707.10,x,2023-01-01
"South West, Transport and mobile machine drivers and operatives",57,572.6,10,588.7,11.5,215.10,406.30,452.20,484.10,528.20,635.10,695.40,732.10,773.70,x,2023-01-01
"South West, Elementary occupations",248,295.5,4.9,324.9,8.1,62.50,105.70,135.00,160.40,215.60,390.80,445.20,480.00,517.50,606.20,2023-01-01
