Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"East Midlands, Elementary administration and service occupations",232,11.18,9.1,12.39,8.6,9.68,10.42,10.49,10.56,10.88,11.75,12.46,12.83,13.27,14.92,2023-01-01
West Midlands,2284,15.2,8.6,18.95,8.9,10.57,11.33,11.82,12.3,13.56,17.3,20.21,21.79,23.96,29.70,2023-01-01
"West Midlands, Managers, directors and senior officials",208,23.05,10.5,26.67,6.8,12.53,14.77,15.96,17.25,19.93,25.74,29.79,32.41,35.24,46.81,2023-01-01
"West Midlands, Corporate managers and directors",168,24.72,10,28.38,7.3,12.84,15.62,17.03,18.75,21.62,27.45,32.03,34.12,38.01,49.48,2023-01-01
"West Midlands, Other managers and proprietors",40,17.85,11.9,19.92,5.9,11.51,13.16,13.87,14.42,16.06,19.11,21.53,23.03,24.91,x,2023-01-01
"West Midlands, Professional occupations",590,22.63,5.1,24.3,6.5,14.09,16.84,17.8,18.78,20.86,24.62,26.97,28.33,30.19,35.32,2023-01-01
"West Midlands, Science, research, engineering and technology professionals",148,23.52,5.9,24.8,7.4,14.32,16.96,18.13,19.17,21.71,25.7,27.96,29.62,31.37,35.37,2023-01-01
"West Midlands, Health professionals",169,21.51,6,24.34,8.8,14.54,16.95,17.54,18.61,20.74,23.22,24.84,26.42,28.41,x,2023-01-01
"West Midlands, Teaching and other educational professionals",127,24.34,2.6,24.81,2.3,15.00,18.30,19.59,20.26,22.53,25.91,27.90,29.18,30.41,34.91,2023-01-01
"West Midlands, Business, media and public service professionals",145,21.25,3.8,23.35,6.6,13.07,15.23,16.35,17.44,19.33,23.77,26.20,27.97,30.05,35.70,2023-01-01
"West Midlands, Associate professional occupations",344,16.53,8.5,20.18,16,11.84,12.85,13.44,13.91,15.23,17.93,19.93,21.26,22.96,27.54,2023-01-01
"West Midlands, Science, engineering and technology associate professionals",72,15.65,6.8,16.99,8.4,11.60,12.48,12.95,13.5,14.7,17.27,18.67,19.59,20.83,x,2023-01-01
"West Midlands, Health and social care associate professionals",47,14.08,9.3,14.95,12.8,11.11,12.05,12.42,12.66,13.46,14.85,15.86,16.59,17.02,x,2023-01-01
"West Midlands, Protective service occupations",22,20.62,4.4,20.44,7.8,14.29,15.95,16.23,16.76,18.18,21.7,23.28,24.72,x,x,2023-01-01
"West Midlands, Business and public service associate professionals",185,17.48,8.2,20.33,8,12.24,13.44,13.97,14.73,16.12,19.06,21.62,23.15,25.13,31.64,2023-01-01
"West Midlands, Administrative and secretarial occupations",248,13.28,7,14.88,7,10.71,11.28,11.57,11.85,12.5,14.16,15.33,16.09,17.23,21.06,2023-01-01
"West Midlands, Administrative occupations",207,13.5,7.2,15.14,6.9,10.76,11.46,11.78,12.02,12.75,14.56,15.72,16.56,17.69,21.67,2023-01-01
"West Midlands, Secretarial and related occupations",41,12.11,10.1,13.38,7.1,10.50,10.90,11,11.16,11.69,12.74,13.43,13.55,14.33,x,2023-01-01
"West Midlands, Skilled trades occupations",153,14.77,8,15.99,8.3,10.70,11.60,12.11,12.71,13.75,15.88,17.28,18.00,18.96,21.85,2023-01-01
"West Midlands, Skilled agricultural and related trades",10,12,9.5,13.06,8.9,x,10.98,11.3,11.42,11.66,12.87,14.17,14.58,x,x,2023-01-01
"West Midlands, Skilled metal, electrical and electronic trades",87,16.21,8.6,17.2,10.7,11.56,12.95,13.49,13.95,15.07,17.3,18.77,19.52,20.66,23.81,2023-01-01
"West Midlands, Skilled construction and building trades",25,15.31,8.7,15.93,6.6,10.89,12.24,13.01,13.68,14.2,16.26,17.50,17.99,18.48,x,2023-01-01
"West Midlands, Textiles, printing and other skilled trades",31,11.97,9,13.09,4.7,10.42,10.58,10.77,10.9,11.36,12.5,13.37,14.00,14.40,x,2023-01-01
"West Midlands, Caring, leisure and other service occupations",193,11.82,11,12.53,9.7,10.42,10.70,10.87,10.93,11.28,12.3,13.04,13.43,13.91,15.72,2023-01-01
"West Midlands, Caring personal service occupations",167,11.85,10.6,12.57,10.1,10.44,10.80,10.9,10.97,11.4,12.47,13.13,13.49,14.01,15.75,2023-01-01
"West Midlands, Leisure, travel and related personal service occupations",25,11.02,8.2,12.27,5.6,10.41,x,10.42,10.5,10.7,11.52,12.06,12.43,12.78,x,2023-01-01
"West Midlands, Sales and customer service occupations",146,11.05,8.1,12.45,6.2,10.19,10.42,10.48,10.55,10.86,11.53,12.02,12.45,13.03,15.42,2023-01-01
"West Midlands, Sales occupations",107,11,9.3,11.95,5.6,10.15,10.42,10.42,10.5,10.72,11.18,11.68,11.92,12.22,14.06,2023-01-01
"West Midlands, Customer service occupations",39,12.02,8.6,13.6,8.7,10.36,10.56,10.75,10.91,11.6,12.78,13.90,14.75,15.34,x,2023-01-01
"West Midlands, Process, plant and machine operatives",140,13.5,8.1,15.16,7.2,10.52,11.12,11.52,11.83,12.6,14.33,15.81,16.87,17.99,21.20,2023-01-01
"West Midlands, Process, plant and machine operatives",74,13.46,7.8,15.16,6.1,10.50,11.04,11.49,11.72,12.52,14.45,16.28,17.47,18.78,22.34,2023-01-01
"West Midlands, Transport and mobile machine drivers and operatives",66,13.52,8.1,15.17,8.6,10.53,11.26,11.67,11.96,12.71,14.19,15.47,16.42,17.28,x,2023-01-01
"West Midlands, Elementary occupations",263,11.17,10.4,12.41,10,10.05,10.42,10.44,10.52,10.86,11.67,12.36,12.82,13.45,15.08,2023-01-01
"West Midlands, Elementary trades and related occupations",33,11.28,8,12.26,7.3,10.42,10.42,10.5,10.61,11,11.79,12.66,12.88,13.37,x,2023-01-01
"West Midlands, Elementary administration and service occupations",230,11.12,10.7,12.45,10.5,10.00,10.42,10.44,10.52,10.84,11.63,12.32,12.78,13.49,15.08,2023-01-01
East,2427,15.67,8.3,19.37,7.5,10.63,11.50,11.99,12.51,13.99,17.78,20.76,22.44,24.64,30.99,2023-01-01
"East, Managers, directors and senior officials",250,23.24,10.5,28.01,7.2,12.40,14.77,15.93,17.06,19.73,26.41,30.81,33.67,37.60,49.66,2023-01-01
"East, Corporate managers and directors",192,26.22,9.4,31.18,8.3,13.01,16.69,18,19.45,23.03,29.59,34.75,37.79,41.56,52.67,2023-01-01
"East, Other managers and proprietors",58,15.93,5.3,18.07,4.5,11.23,12.50,13.04,13.51,14.82,17.57,19.80,21.38,22.93,x,2023-01-01
"East, Professional occupations",674,22.65,6.8,24.45,6.8,14.01,16.60,17.48,18.59,20.76,24.8,27.04,28.68,30.44,35.99,2023-01-01
"East, Science, research, engineering and technology professionals",161,24.34,8.2,26.14,10.9,15.07,17.72,18.65,19.42,21.88,26.19,28.73,31.07,33.27,38.03,2023-01-01
"East, Health professionals",218,20.49,5.7,21.83,5.1,12.89,15.12,16,16.84,18.19,22.01,24.38,25.25,26.98,31.69,2023-01-01
"East, Teaching and other educational professionals",130,25.75,5.4,26.7,5.5,15.21,18.95,20.35,21.4,23.7,27.75,29.85,31.77,33.33,38.36,2023-01-01
"East, Business, media and public service professionals",166,22.36,8,23.98,4.3,14.31,16.58,17.7,18.95,20.74,24.32,26.56,28.40,29.87,34.99,2023-01-01
"East, Associate professional occupations",357,16.9,9.1,19.46,7.7,11.58,13.05,13.51,14.31,15.44,18.57,20.64,21.70,23.36,28.74,2023-01-01
"East, Science, engineering and technology associate professionals",71,16.59,11.6,17.72,9.1,11.57,13.04,13.41,13.92,15.39,17.77,19.49,20.27,20.99,x,2023-01-01
"East, Health and social care associate professionals",47,13.46,7.9,14.47,5,10.91,11.57,12,12.33,13.01,14.41,15.30,15.62,16.58,x,2023-01-01
"East, Protective service occupations",38,20.62,15.5,19.77,12.7,14.07,15.19,15.63,15.98,17.3,21.19,22.06,22.58,23.12,x,2023-01-01
"East, Culture, media and sports occupations",19,14.44,7.1,19.26,5.1,10.59,11.12,11.74,12.37,13.45,16.63,19.31,x,x,x,2023-01-01
"East, Business and public service associate professionals",181,17.94,8.6,21.22,7.1,11.92,13.63,14.36,14.98,16.49,19.82,22.55,24.36,26.77,32.41,2023-01-01
"East, Administrative and secretarial occupations",264,13.45,6.3,14.91,5.9,10.70,11.25,11.6,11.92,12.55,14.5,15.75,16.67,17.64,20.77,2023-01-01
"East, Administrative occupations",215,13.8,6.5,15.17,5.3,10.84,11.42,11.78,12.08,12.75,14.78,16.11,17.00,17.88,21.53,2023-01-01
"East, Secretarial and related occupations",49,12.49,8.4,13.6,8.4,10.55,10.83,11,11.3,11.88,13.13,14.17,14.70,15.73,x,2023-01-01
"East, Skilled trades occupations",166,15.04,8.6,16.27,7.3,10.90,11.98,12.4,12.93,13.89,16.16,17.62,18.43,19.38,22.62,2023-01-01
"East, Skilled agricultural and related trades",12,13.08,18.2,13.63,13.9,x,10.67,11.05,11.38,12.01,13.46,14.05,14.81,x,x,2023-01-01
"East, Skilled metal, electrical and electronic trades",92,16.52,6.4,17.62,6.9,11.81,13.10,13.75,14.37,15.71,17.75,18.91,19.93,21.14,24.16,2023-01-01
"East, Skilled construction and building trades",25,15.99,8.3,16.5,7.1,10.86,12.66,13.44,13.86,14.94,16.98,18.52,19.15,20.53,x,2023-01-01
"East, Textiles, printing and other skilled trades",38,12.48,13.4,13.1,9.6,10.42,10.98,11.24,11.48,11.98,12.93,13.72,14.22,14.53,x,2023-01-01
"East, Caring, leisure and other service occupations",183,11.82,9.2,12.55,8.5,10.42,10.73,10.9,11,11.41,12.33,12.96,13.38,13.96,15.60,2023-01-01
"East, Caring personal service occupations",154,11.85,8.6,12.5,8.5,10.50,10.81,10.94,11.06,11.45,12.36,12.97,13.36,13.95,15.50,2023-01-01
"East, Leisure, travel and related personal service occupations",27,11.38,8.8,12.55,7.8,x,10.42,10.47,10.58,10.91,12,12.49,12.97,13.73,x,2023-01-01
"East, Sales and customer service occupations",142,11.13,7.8,12.6,9.4,10.18,10.43,10.52,10.64,11,11.52,12.14,12.84,13.42,15.60,2023-01-01
"East, Sales occupations",110,11,8.6,12.02,8.6,10.10,10.42,10.49,10.57,10.84,11.25,11.63,11.97,12.39,14.32,2023-01-01
"East, Customer service occupations",33,12.73,10.8,14.18,11.9,10.42,10.90,11.13,11.42,12,13.37,14.16,15.15,15.90,x,2023-01-01
"East, Process, plant and machine operatives",126,13.45,7.1,14.88,5,10.55,11.35,11.6,11.91,12.6,14.39,15.41,16.36,17.11,20.17,2023-01-01
"East, Process, plant and machine operatives",49,13,6.3,14.25,7.2,10.57,11.00,11.36,11.56,12.25,13.89,15.00,15.58,16.45,x,2023-01-01
"East, Transport and mobile machine drivers and operatives",77,13.67,5.5,15.27,3.4,10.51,11.54,11.87,12.08,12.9,14.55,15.92,16.75,17.52,20.57,2023-01-01
"East, Elementary occupations",264,11.21,9.4,12.59,8.9,9.44,10.42,10.47,10.56,10.9,11.83,12.47,13.00,13.87,15.75,2023-01-01
"East, Elementary trades and related occupations",31,11.72,8.6,12.9,7.7,10.42,10.50,10.64,10.9,11.25,12.24,13.01,13.50,14.61,x,2023-01-01
"East, Elementary administration and service occupations",233,11.14,9.4,12.53,9.2,9.16,10.42,10.45,10.53,10.88,11.74,12.39,12.86,13.79,15.65,2023-01-01
London,4187,20.59,5.9,26.72,7.1,11.49,13.15,14.22,15.33,17.84,24.01,28.33,31.02,34.37,45.52,2023-01-01
"London, Managers, directors and senior officials",661,33.57,9.4,40.93,7.1,14.66,18.96,21.01,23.29,28.14,39.85,46.65,50.76,55.11,71.49,2023-01-01
"London, Corporate managers and directors",555,37.97,11,44.47,7.2,16.60,22.24,24.63,27.2,31.9,43.39,50.14,53.66,58.76,73.92,2023-01-01
"London, Other managers and proprietors",106,18.18,6.1,23.13,8.6,12.09,13.39,14.27,15,16.41,20.07,22.57,24.10,26.76,x,2023-01-01
"London, Professional occupations",1493,27.1,6.3,30.38,6.2,16.23,19.46,20.72,21.95,24.53,29.69,33.00,35.01,37.35,45.92,2023-01-01
"London, Science, research, engineering and technology professionals",378,28.04,8.5,31.1,9.6,16.02,19.48,20.73,22.09,25.12,31.56,35.43,37.64,40.55,47.85,2023-01-01
"London, Health professionals",248,24.84,4.8,27.32,10.8,16.70,19.32,20.2,20.74,22.91,27.23,28.90,30.83,32.48,39.65,2023-01-01
"London, Teaching and other educational professionals",223,28.72,7.3,30.33,8.7,16.75,21.42,22.4,23.78,26.35,30.79,33.58,34.68,36.35,41.97,2023-01-01
"London, Business, media and public service professionals",645,26.94,4.7,31.05,0.8,15.86,19.15,20.52,21.75,24.31,29.61,32.90,35.38,37.97,47.92,2023-01-01
"London, Associate professional occupations",671,19.49,4.6,24.01,6.3,12.46,14.35,15.13,16,17.74,21.33,23.98,25.78,28.53,39.22,2023-01-01
"London, Science, engineering and technology associate professionals",103,18.23,7.3,19.83,2.9,12.46,13.91,14.42,15.02,16.55,19.75,21.72,23.00,24.18,x,2023-01-01
"London, Health and social care associate professionals",72,15.99,7.1,16.75,1.6,11.56,12.46,13.28,13.87,14.91,17.41,18.49,19.11,19.80,x,2023-01-01
"London, Protective service occupations",18,20.32,-9.2,21.61,2.1,16.37,19.14,19.7,19.91,20.07,21.18,22.25,23.57,x,x,2023-01-01
"London, Culture, media and sports occupations",58,17.07,4.1,23.3,6.5,11.01,12.66,13.42,14.31,15.48,18.78,21.03,22.77,25.08,x,2023-01-01
"London, Business and public service associate professionals",421,21.04,7.6,26.36,4.8,13.03,15.23,16.19,17.12,18.95,23.43,27.11,29.95,33.47,46.55,2023-01-01
"London, Administrative and secretarial occupations",408,15.84,6.2,17.85,2.7,11.05,12.21,12.77,13.33,14.48,17.21,18.89,20.00,21.33,27.28,2023-01-01
"London, Administrative occupations",331,16.06,5.7,17.99,2.9,11.38,12.51,13.07,13.61,14.87,17.35,19.10,20.06,21.39,28.06,2023-01-01
"London, Secretarial and related occupations",77,14.35,2.8,17.2,2.1,10.49,11.50,11.91,12,13.08,16.13,18.21,19.21,20.70,25.20,2023-01-01
"London, Skilled trades occupations",149,15.19,7.2,16.88,3.9,10.80,11.98,12.42,12.86,13.98,16.59,18.37,19.11,20.25,23.74,2023-01-01
"London, Skilled agricultural and related trades",6,13.31,11,14.37,5.2,x,11.95,12.29,12.61,12.96,13.95,x,x,x,x,2023-01-01
"London, Skilled metal, electrical and electronic trades",59,18.27,4.9,19.38,5.7,12.04,13.85,14.71,15.28,16.96,19.51,21.60,22.86,23.54,x,2023-01-01
"London, Skilled construction and building trades",24,16.63,4.9,17.34,-0.3,11.00,12.50,13.15,14.01,15.49,18.09,19.19,19.67,20.43,x,2023-01-01
"London, Textiles, printing and other skilled trades",60,13,10.9,14.15,7.3,10.42,11.07,11.43,11.88,12.43,13.73,14.57,15.21,15.68,x,2023-01-01
"London, Caring, leisure and other service occupations",232,13.06,8.5,14.32,11.5,10.45,11.05,11.47,11.8,12.39,13.89,15.00,15.76,16.59,19.25,2023-01-01
"London, Caring personal service occupations",170,13,6.6,13.97,9.5,10.50,11.08,11.5,11.78,12.34,13.75,14.75,15.39,16.13,18.30,2023-01-01
"London, Leisure, travel and related personal service occupations",61,13.18,14.6,15.32,19.2,10.42,10.99,11.33,11.91,12.61,14.49,16.01,17.08,18.26,20.64,2023-01-01
"London, Sales and customer service occupations",196,11.95,6.8,13.78,5.8,10.42,10.83,11,11.11,11.51,12.5,13.37,13.96,14.77,18.29,2023-01-01
"London, Sales occupations",148,11.74,6.7,13.03,6,10.42,10.77,10.98,11.01,11.36,12.09,12.67,13.00,13.59,16.14,2023-01-01
"London, Customer service occupations",48,13.68,8.6,15.67,6.5,10.60,11.12,11.46,11.93,12.91,14.74,16.59,17.70,18.57,21.26,2023-01-01
"London, Process, plant and machine operatives",83,15.53,5.5,17.27,2.6,10.65,11.77,12.05,12.74,14.14,16.76,18.00,18.57,19.49,24.08,2023-01-01
"London, Process, plant and machine operatives",25,13.11,2.6,14.62,-1.4,10.42,10.52,10.95,11.18,11.97,14.05,14.94,15.64,16.94,x,2023-01-01
"London, Transport and mobile machine drivers and operatives",58,16.65,6.1,18.22,3.1,11.20,12.44,13.17,14,15.48,17.69,18.57,19.21,19.98,29.87,2023-01-01
"London, Elementary occupations",294,11.94,10.1,13,5.6,10.42,10.50,10.63,10.86,11.26,12.25,13.00,13.47,14.00,16.27,2023-01-01
"London, Elementary trades and related occupations",12,11.95,15.4,12.65,4.4,10.40,10.42,10.5,10.63,11.02,12.49,13.24,13.41,13.64,x,2023-01-01
"London, Elementary administration and service occupations",283,11.93,10,13.02,5.7,10.42,10.50,10.64,10.88,11.26,12.25,13.00,13.47,14.00,16.32,2023-01-01
South East,3846,16.61,8.3,20.59,7.8,10.81,11.76,12.32,13.01,14.62,19.19,22.43,24.21,26.14,33.25,2023-01-01
"South East, Managers, directors and senior officials",460,23.71,6.3,28.84,6.9,12.61,15.17,16.42,17.59,20.46,26.66,31.71,34.98,39.67,51.27,2023-01-01
"South East, Corporate managers and directors",360,25.98,7.4,31.39,8.6,13.02,16.36,17.85,19.42,22.92,29.93,35.28,39.33,43.27,54.10,2023-01-01
"South East, Other managers and proprietors",99,17.37,3.6,20,3,12.00,13.11,13.91,15,16.03,19.31,21.60,22.64,24.32,x,2023-01-01
"South East, Professional occupations",1173,23.64,5.6,25.29,6.2,14.37,17.38,18.49,19.63,21.69,25.62,28.12,29.80,31.76,37.52,2023-01-01
"South East, Science, research, engineering and technology professionals",346,25,7.3,26.82,7.7,14.87,17.86,19.28,20.45,22.91,27.68,31.14,32.54,34.29,39.91,2023-01-01
"South East, Health professionals",228,21.82,5.4,23.51,6.8,14.50,17.23,17.96,18.66,20.57,23.73,25.36,26.78,28.24,34.28,2023-01-01
"South East, Teaching and other educational professionals",272,24.03,4,24.8,4.4,15.46,18.35,19.46,20.4,22.41,25.76,27.72,28.98,30.57,35.46,2023-01-01
"South East, Business, media and public service professionals",328,23.16,6.3,25.07,5.3,13.84,16.10,17.6,18.91,21.03,25.3,27.93,29.14,31.43,37.50,2023-01-01
"South East, Associate professional occupations",662,16.8,5,19.7,5.5,11.53,12.82,13.45,14.06,15.33,18.75,21.19,22.35,23.99,29.59,2023-01-01
"South East, Science, engineering and technology associate professionals",124,15.99,8.4,17.24,7.6,11.65,12.89,13.46,13.91,14.91,17.29,19.01,19.92,21.24,23.94,2023-01-01
"South East, Health and social care associate professionals",91,13.41,5.7,14.79,5.7,10.62,11.17,11.5,11.93,12.6,14.37,15.28,16.10,17.16,x,2023-01-01
"South East, Protective service occupations",52,19.47,-1.2,19.75,4.2,13.80,15.14,15.8,16,17.18,22.06,22.34,22.73,23.69,x,2023-01-01
"South East, Culture, media and sports occupations",34,13.78,2.6,18.04,3.6,10.55,11.45,11.67,11.93,12.83,15.25,17.55,18.62,21.01,x,2023-01-01
"South East, Business and public service associate professionals",362,18.47,5,21.76,4.2,12.20,13.59,14.35,15,16.69,20.62,23.35,25.01,27.21,35.75,2023-01-01
"South East, Administrative and secretarial occupations",405,13.79,7.9,15.44,5.9,10.81,11.46,11.79,12.05,12.82,14.85,16.05,16.89,17.98,22.15,2023-01-01
"South East, Administrative occupations",330,14.11,7.1,15.8,5.9,10.99,11.68,12,12.35,13.22,15.14,16.53,17.44,18.65,22.83,2023-01-01
"South East, Secretarial and related occupations",75,12.29,8.9,13.71,6.1,10.49,10.82,10.98,11.16,11.75,12.86,14.04,14.89,15.46,17.88,2023-01-01
"South East, Skilled trades occupations",220,15.09,9.2,16.47,8.6,10.98,11.85,12.45,12.88,14.1,16.36,17.62,18.66,19.36,22.95,2023-01-01
"South East, Skilled agricultural and related trades",22,12.7,8.9,13.42,9.6,10.78,11.12,11.29,11.47,12.04,13.24,14.04,14.52,14.83,x,2023-01-01
"South East, Skilled metal, electrical and electronic trades",113,16.98,7.2,18.06,8.6,11.79,13.38,14.1,14.67,15.78,17.98,19.20,20.20,21.38,25.19,2023-01-01
"South East, Skilled construction and building trades",36,16,10.5,16.81,9.6,11.32,12.77,13.5,14.28,15.12,17.14,18.91,19.29,20.25,x,2023-01-01
"South East, Textiles, printing and other skilled trades",49,12.44,9.4,13.34,8.2,10.45,10.91,11.15,11.31,11.76,13.13,14.04,14.56,15.07,x,2023-01-01
"South East, Caring, leisure and other service occupations",288,11.94,8.8,12.79,8.4,10.43,10.83,10.98,11.14,11.51,12.49,13.20,13.57,14.09,16.22,2023-01-01
"South East, Caring personal service occupations",232,11.94,8.7,12.7,8.5,10.47,10.87,11,11.15,11.52,12.48,13.16,13.50,13.98,15.94,2023-01-01
"South East, Leisure, travel and related personal service occupations",52,11.7,8.7,13.15,8.3,10.38,10.61,10.9,11,11.36,12.42,13.22,13.78,14.34,x,2023-01-01
"South East, Sales and customer service occupations",212,11.14,7,12.54,6.1,10.16,10.42,10.5,10.64,10.97,11.58,12.21,12.75,13.46,15.91,2023-01-01
"South East, Sales occupations",161,11,7.2,11.95,4.3,9.92,10.42,10.45,10.53,10.87,11.27,11.73,12.08,12.41,14.27,2023-01-01
"South East, Customer service occupations",51,12.55,10,14.1,11.3,10.42,10.82,10.94,11.22,11.85,13.51,14.63,15.32,16.37,18.91,2023-01-01
"South East, Process, plant and machine operatives",111,13.5,7.2,14.87,4.8,10.64,11.24,11.57,11.9,12.64,14.47,15.49,16.33,16.97,19.61,2023-01-01
"South East, Process, plant and machine operatives",44,13.03,3.8,14.23,4.9,10.63,11.15,11.43,11.68,12.31,13.99,14.98,15.58,16.34,19.15,2023-01-01
"South East, Transport and mobile machine drivers and operatives",67,13.92,9.2,15.27,4.8,10.64,11.38,11.73,12,12.96,14.83,16.05,16.67,17.34,19.72,2023-01-01
"South East, Elementary occupations",316,11.15,10.1,12.25,8,9.34,10.42,10.44,10.5,10.85,11.61,12.20,12.67,13.42,14.98,2023-01-01
"South East, Elementary trades and related occupations",35,11.43,7.3,12.31,9.1,10.41,10.50,10.54,10.61,10.97,11.83,12.50,13.02,13.64,x,2023-01-01
"South East, Elementary administration and service occupations",282,11.1,10.3,12.24,7.8,9.15,x,10.42,10.5,10.81,11.58,12.17,12.61,13.35,14.93,2023-01-01
South West,2370,15.24,7.4,18.76,8.1,10.65,11.45,11.92,12.42,13.71,17.27,20.11,21.65,23.77,29.86,2023-01-01
"South West, Managers, directors and senior officials",245,21.35,9.1,25.78,9.6,12.29,14.33,15.32,16.38,18.62,25,28.76,31.10,33.80,44.16,2023-01-01
"South West, Corporate managers and directors",189,24.23,13.1,28.01,10.2,12.78,15.53,16.98,17.85,20.44,27.6,31.29,33.81,37.33,47.69,2023-01-01
"South West, Other managers and proprietors",56,16.19,4.3,18.47,9.2,11.88,12.74,13.42,13.97,14.8,17.86,20.06,21.55,22.90,x,2023-01-01
"South West, Professional occupations",631,22.5,6.4,24.04,6.7,14.39,16.86,17.84,18.74,20.76,24.38,26.55,28.19,30.00,35.15,2023-01-01
"South West, Science, research, engineering and technology professionals",156,23.01,8.8,24.2,6.9,14.36,16.45,17.68,18.84,20.91,24.77,27.37,29.26,31.03,35.87,2023-01-01
"South West, Health professionals",159,21.17,6.1,23.44,9.3,14.74,16.84,17.28,18.15,19.93,22.46,24.45,25.20,26.96,x,2023-01-01
"South West, Teaching and other educational professionals",141,25.1,4.4,25.9,6.2,16.49,18.80,20.02,21.34,23.71,26.63,28.75,30.33,31.76,37.27,2023-01-01
"South West, Business, media and public service professionals",176,21.44,7.6,23.21,6,13.61,15.78,17.16,18.02,19.91,23.34,25.79,27.33,29.56,33.96,2023-01-01
"South West, Associate professional occupations",357,15.85,3.4,18.39,5,11.22,12.24,12.77,13.32,14.54,17.5,19.95,21.08,22.37,27.12,2023-01-01
"South West, Science, engineering and technology associate professionals",91,16.59,7.6,17.92,8.4,11.51,12.67,13.02,13.61,14.91,18.12,20.46,21.36,22.15,x,2023-01-01
"South West, Health and social care associate professionals",52,12.71,0.8,13.81,1.6,10.69,11.11,11.39,11.61,12.14,13.44,14.40,14.90,15.49,x,2023-01-01
"South West, Protective service occupations",19,20.42,3.6,19.2,-3.6,13.23,15.41,15.73,16.35,18.16,20.62,21.52,22.18,23.04,x,2023-01-01
"South West, Culture, media and sports occupations",23,14.63,10,17.25,5.6,10.70,11.16,11.83,12.29,13.03,15.72,18.18,19.42,x,x,2023-01-01
"South West, Business and public service associate professionals",171,16.83,1.9,19.86,5.4,11.60,12.93,13.65,14.29,15.4,18.61,21.37,22.48,24.38,30.85,2023-01-01
"South West, Administrative and secretarial occupations",268,13.22,9.1,14.54,6.9,10.77,11.23,11.51,11.83,12.29,14.06,15.07,16.00,16.83,19.91,2023-01-01
"South West, Administrative occupations",216,13.42,7.8,14.85,7,10.90,11.45,11.79,11.94,12.5,14.39,15.66,16.58,17.33,20.35,2023-01-01
"South West, Secretarial and related occupations",53,11.94,7.2,13.17,6.4,10.49,10.79,10.96,11.11,11.5,12.8,13.94,14.37,14.83,x,2023-01-01
"South West, Skilled trades occupations",163,14.53,7.7,15.84,10,10.73,11.50,12,12.41,13.45,15.77,17.04,17.77,18.97,21.93,2023-01-01
"South West, Skilled agricultural and related trades",11,12.15,0.4,12.8,1.7,x,11.26,11.37,11.4,11.83,12.87,13.48,x,x,x,2023-01-01
"South West, Skilled metal, electrical and electronic trades",78,16.07,6.8,17.19,10,11.22,13.00,13.43,13.91,14.99,17.39,19.00,19.60,20.39,24.00,2023-01-01
"South West, Skilled construction and building trades",32,15.98,9.6,16.75,10.7,11.00,12.48,12.78,13.57,14.86,16.85,17.99,18.53,19.47,x,2023-01-01
"South West, Textiles, printing and other skilled trades",42,12.09,9.9,13.03,11.4,10.42,10.75,11.06,11.25,11.75,12.6,13.49,14.00,14.57,x,2023-01-01
"South West, Caring, leisure and other service occupations",208,12.25,9.8,13.01,9.6,10.49,10.90,11.08,11.29,11.73,12.87,13.54,14.06,14.87,16.84,2023-01-01
"South West, Caring personal service occupations",175,12.26,9.1,12.95,9.3,10.50,10.94,11.11,11.34,11.76,12.85,13.52,14.00,14.82,16.81,2023-01-01
"South West, Leisure, travel and related personal service occupations",31,11.94,12.1,13.3,10.8,10.42,10.63,10.9,10.99,11.48,12.83,13.73,14.33,14.95,x,2023-01-01
"South West, Sales and customer service occupations",140,11.02,7,12.35,8.5,10.14,10.42,10.46,10.55,10.89,11.5,12.05,12.47,13.05,15.06,2023-01-01
"South West, Sales occupations",110,11,8.9,11.99,9.2,10.04,x,10.42,10.5,10.72,11.13,11.66,11.99,12.33,13.98,2023-01-01
"South West, Customer service occupations",30,12.25,7.4,13.42,7,10.39,10.62,10.89,11.18,11.77,12.92,13.77,14.67,15.40,x,2023-01-01
"South West, Process, plant and machine operatives",110,13.36,8.8,14.54,8.2,10.51,11.15,11.53,11.96,12.58,14.17,15.02,15.75,16.34,18.60,2023-01-01
"South West, Process, plant and machine operatives",52,13.35,7.9,14.49,8,10.66,11.23,11.52,11.82,12.46,14.08,15.23,15.80,16.55,x,2023-01-01
"South West, Transport and mobile machine drivers and operatives",57,13.37,9.7,14.59,8.4,10.50,11.04,11.64,12,12.63,14.24,14.88,15.46,16.17,x,2023-01-01
"South West, Elementary occupations",248,11.17,10.6,12.47,11.2,9.18,10.42,10.48,10.55,10.88,11.81,12.50,13.00,13.61,15.31,2023-01-01
"South West, Elementary trades and related occupations",29,12.1,9.4,13.13,11.9,10.42,10.80,11,11.05,11.5,13.08,13.79,14.50,15.37,x,2023-01-01
"South West, Elementary administration and service occupations",219,11.06,10.6,12.33,11.1,9.02,10.42,10.44,10.5,10.77,11.67,12.33,12.75,13.42,14.83,2023-01-01
Wales,1211,14.88,7.6,18.01,8.3,10.60,11.29,11.76,12.21,13.42,16.84,19.30,20.85,22.46,28.31,2023-01-01
"Wales, Managers, directors and senior officials",96,20.33,6,23.41,6.9,11.61,13.40,14.37,15.38,17.33,22.87,25.63,27.51,30.66,x,2023-01-01
