Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"North East, Business and public service associate professionals",57,14.05,,16.03,,9.78,10.79,11.23,11.77,13.1,16.09,17.62,18.68,19.68,x,2021-01-01
"North East,  Administrative and secretarial occupations",116,11.47,,12.93,,9.13,9.83,10.09,10.40,10.88,12.58,13.68,14.27,14.66,17.52,2021-01-01
"North East, Administrative occupations",99,11.73,,13.25,,9.39,10.01,10.40,10.64,11,12.97,14.04,14.28,14.93,18.73,2021-01-01
"North East, Secretarial and related occupations",17,9.92,,10.75,,8.83,9.00,9.08,9.20,9.66,10.45,11.00,11.62,12.21,x,2021-01-01
"North East,  Skilled trades occupations",65,13.14,,14.16,,8.91,9.43,9.90,10.40,11.91,14.31,15.13,16.18,16.58,x,2021-01-01
"North East, Skilled metal, electrical and electronic trades",36,14.53,,15.16,,9.52,11.00,11.80,12.49,13.47,15.52,16.47,17.19,18.64,x,2021-01-01
"North East, Skilled construction and building trades",13,14.33,,15.32,,x,11.25,12.00,12.61,14.18,14.68,15.11,15.93,x,x,2021-01-01
"North East, Textiles, printing and other skilled trades",15,9.2,,10.08,,x,8.75,8.89,x,8.91,9.48,9.98,10.26,x,x,2021-01-01
"North East,  Caring, leisure and other service occupations",78,10,,10.68,,8.91,9.05,9.20,9.34,9.71,10.42,11.02,11.28,11.69,13.03,2021-01-01
"North East, Caring personal service occupations",65,10,,10.62,,8.91,9.16,9.29,9.45,9.77,10.42,10.99,11.28,11.66,x,2021-01-01
"North East, Leisure, travel and related personal service occupations",13,9.53,,10.87,,7.11,8.69,8.91,8.94,9.07,10.2,10.87,x,x,x,2021-01-01
"North East,  Sales and customer service occupations",84,9.9,,10.83,,8.40,8.91,9.01,9.22,9.41,10.04,10.70,11.10,11.67,13.81,2021-01-01
"North East, Sales occupations",63,9.69,,10.78,,8.36,8.91,9.03,9.22,9.35,10,10.48,11.01,11.65,13.66,2021-01-01
"North East, Customer service occupations",21,10.14,,10.96,,8.55,8.91,9.00,9.25,9.75,10.44,10.85,11.10,11.74,x,2021-01-01
"North East,  Process, plant and machine operatives",54,10.83,,12.16,,8.91,9.28,9.47,9.73,10.18,11.63,12.69,13.62,14.49,x,2021-01-01
"North East, Process, plant and machine operatives",28,11.12,,12.46,,8.91,9.18,9.46,9.61,10.18,12.09,13.47,14.78,15.64,x,2021-01-01
"North East, Transport and mobile machine drivers and operatives",26,10.7,,11.85,,8.91,9.32,9.51,9.85,10.19,11.28,12.09,12.67,13.62,x,2021-01-01
"North East,  Elementary occupations",99,9.56,,10.45,,6.98,8.65,8.91,8.91,9.2,9.89,10.64,11.13,11.71,13.02,2021-01-01
"North East, Elementary trades and related occupations",11,10.5,,11.13,,x,8.93,x,9.37,9.98,10.88,11.52,12.09,x,x,2021-01-01
"North East, Elementary administration and service occupations",88,9.51,,10.32,,6.91,8.32,8.91,8.91,9.15,9.74,10.46,10.96,11.41,12.91,2021-01-01
North West,2806,13.2,,16.58,,8.98,9.69,10.01,10.49,11.71,15.28,17.96,19.58,21.70,27.09,2021-01-01
"North West, Managers, directors and senior officials",270,19.21,,23.67,,10.25,12.56,13.74,14.62,16.67,22.35,25.97,27.93,31.07,40.77,2021-01-01
"North West, Corporate managers and directors",210,21.47,,26.03,,10.80,13.82,14.99,16.02,18.52,24.76,28.72,31.05,34.44,44.53,2021-01-01
"North West, Other managers and proprietors",59,14.37,,15.86,,9.45,10.34,11.09,11.70,12.83,16.25,18.03,18.71,19.92,x,2021-01-01
"North West, Professional occupations",687,20.93,,22.3,,13.03,15.70,16.49,17.53,19.28,22.89,24.88,26.31,27.70,32.79,2021-01-01
"North West, Science, research, engineering and technology professionals",141,20.98,,21.93,,12.78,14.94,16.23,17.10,19.26,23,24.97,26.26,27.65,32.20,2021-01-01
"North West, Health professionals",187,19.86,,21.89,,13.81,15.91,16.46,17.23,19.01,21.24,22.87,23.87,24.73,30.06,2021-01-01
"North West, Teaching and other educational professionals",181,24.2,,24.26,,15.03,17.32,18.63,19.47,21.86,25.33,27.27,28.43,29.45,34.36,2021-01-01
"North West, Business, media and public service professionals",178,19.7,,21.36,,11.78,14.21,15.57,16.42,18.05,21.65,23.87,26.23,27.35,32.70,2021-01-01
"North West, Associate professional occupations",393,14.34,,16.48,,9.75,10.89,11.41,11.95,13.12,15.86,17.72,19.07,20.48,24.96,2021-01-01
"North West, Science, engineering and technology associate professionals",78,13.6,,15.27,,9.86,10.68,11.23,11.76,12.51,15.46,16.62,17.32,18.13,x,2021-01-01
"North West, Health and social care associate professionals",74,11.73,,12.3,,8.98,9.71,10.01,10.28,10.99,12.5,13.25,13.61,14.09,x,2021-01-01
"North West, Protective service occupations",24,18.31,,18.27,,12.81,13.88,14.50,14.87,16.73,19.71,20.23,21.26,x,x,2021-01-01
"North West, Culture, media and sports occupations",20,13.75,,17.82,,9.13,10.17,10.29,10.97,13.4,16.97,17.93,19.05,x,x,2021-01-01
"North West, Business and public service associate professionals",198,15.79,,18.01,,10.20,11.53,12.19,12.99,14.36,17.38,20.00,21.08,22.75,27.45,2021-01-01
"North West, Administrative and secretarial occupations",351,11.49,,13.27,,9.03,9.77,9.99,10.20,10.82,12.5,13.80,14.30,15.30,19.43,2021-01-01
"North West, Administrative occupations",290,11.84,,13.53,,9.20,9.91,10.13,10.44,10.96,12.91,14.20,14.61,15.69,19.88,2021-01-01
"North West, Secretarial and related occupations",61,10.26,,11.86,,8.91,9.06,9.28,9.50,9.89,10.93,11.76,12.38,12.92,x,2021-01-01
"North West, Skilled trades occupations",179,12.52,,13.84,,8.91,9.68,10.00,10.50,11.5,13.82,15.13,15.93,16.96,20.01,2021-01-01
"North West, Skilled agricultural and related trades",10,11.12,,11.86,,x,10.12,10.28,10.64,10.99,11.55,12.60,12.75,x,x,2021-01-01
"North West, Skilled metal, electrical and electronic trades",98,14.45,,15.27,,9.76,11.21,11.75,12.19,13.1,15.32,16.73,17.74,18.52,22.46,2021-01-01
"North West, Skilled construction and building trades",27,13.11,,13.9,,8.91,10.00,10.58,11.46,12.2,14.35,15.71,16.23,16.89,x,2021-01-01
"North West, Textiles, printing and other skilled trades",44,9.79,,10.5,,7.50,8.68,8.91,8.93,9.25,10.16,10.92,11.13,11.81,x,2021-01-01
"North West, Caring, leisure and other service occupations",248,10.1,,10.85,,8.91,9.15,9.29,9.43,9.77,10.51,11.20,11.63,12.05,13.70,2021-01-01
"North West, Caring personal service occupations",213,10.19,,10.88,,8.94,9.20,9.33,9.49,9.81,10.64,11.29,11.71,12.09,13.70,2021-01-01
"North West, Leisure, travel and related personal service occupations",33,9.62,,10.55,,7.60,8.81,8.91,9.00,9.3,9.96,10.41,10.79,11.27,x,2021-01-01
"North West, Sales and customer service occupations",215,9.79,,11.25,,8.46,8.91,9.02,9.22,9.4,10.2,10.94,11.34,12.29,14.06,2021-01-01
"North West, Sales occupations",161,9.62,,11.07,,8.36,8.91,9.01,9.20,9.33,10,10.52,11.00,11.79,13.58,2021-01-01
"North West, Customer service occupations",54,10.43,,11.67,,8.72,8.91,9.09,9.37,9.88,11.05,11.99,12.47,12.98,15.01,2021-01-01
"North West, Process, plant and machine operatives",159,11.7,,12.9,,8.99,9.47,9.95,10.21,11.02,12.49,13.32,13.92,14.84,17.51,2021-01-01
"North West, Process, plant and machine operatives",64,11.46,,12.73,,8.91,9.38,9.69,10.00,10.7,12.38,13.62,14.16,15.24,18.09,2021-01-01
"North West, Transport and mobile machine drivers and operatives",95,11.75,,13,,9.00,9.59,10.00,10.49,11.19,12.54,13.25,13.73,14.36,17.29,2021-01-01
"North West, Elementary occupations",307,9.53,,10.7,,7.17,8.69,x,8.91,9.17,9.97,10.59,11.07,11.80,13.70,2021-01-01
"North West, Elementary trades and related occupations",35,10,,11.14,,8.72,8.93,9.11,9.32,9.68,10.5,11.22,11.72,12.25,x,2021-01-01
"North West, Elementary administration and service occupations",273,9.49,,10.62,,7.12,8.39,8.91,8.91,9.08,9.89,10.46,11.00,11.70,13.47,2021-01-01
Yorkshire and The Humber,2143,12.89,,16.16,,8.99,9.66,10.00,10.41,11.5,14.75,17.14,18.91,20.68,26.38,2021-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",205,19.16,,23.17,,10.25,11.98,12.82,14.27,16.44,21.7,25.54,27.40,29.96,40.71,2021-01-01
"Yorkshire and The Humber, Corporate managers and directors",160,20.78,,25.39,,10.60,12.60,14.37,15.70,18.41,24.03,27.42,29.85,33.49,46.19,2021-01-01
"Yorkshire and The Humber, Other managers and proprietors",46,14.38,,15.87,,9.25,10.31,11.25,11.75,12.91,15.69,17.38,19.17,20.60,x,2021-01-01
"Yorkshire and The Humber, Professional occupations",483,20.24,,21.69,,12.72,15.18,16.05,16.86,18.65,22.11,24.46,25.54,27.13,32.38,2021-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",109,20.25,,21.35,,12.69,14.52,16.07,16.79,18.51,21.86,24.08,25.74,27.22,x,2021-01-01
"Yorkshire and The Humber, Health professionals",113,19.65,,21.76,,13.69,15.78,16.37,16.97,18.65,21.22,22.87,24.00,25.12,x,2021-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",123,23.88,,24.04,,13.10,16.35,17.57,18.80,21.79,25.33,27.38,29.16,30.64,35.16,2021-01-01
"Yorkshire and The Humber, Business, media and public service professionals",138,18.52,,20.2,,11.81,13.70,14.40,15.52,16.94,20.16,22.19,23.24,24.64,29.33,2021-01-01
"Yorkshire and The Humber, Associate professional occupations",312,14.15,,16.48,,9.74,10.76,11.46,12.01,13.03,15.66,17.63,18.96,20.16,24.13,2021-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",55,13.41,,15.67,,9.71,10.41,10.84,11.31,12.34,15.38,16.99,17.88,19.39,x,2021-01-01
"Yorkshire and The Humber, Health and social care associate professionals",69,11.96,,12.59,,9.00,9.66,10.02,10.18,11.2,12.73,13.58,14.05,14.41,x,2021-01-01
"Yorkshire and The Humber, Protective service occupations",23,19.71,,18.02,,12.53,13.56,14.08,14.80,16.65,19.8,20.43,21.08,21.35,x,2021-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",15,14.49,,17.3,,x,11.49,12.25,12.73,13.86,15.89,18.73,x,x,x,2021-01-01
"Yorkshire and The Humber, Business and public service associate professionals",150,15.66,,18.09,,10.02,11.56,12.22,12.84,14.09,17.22,19.12,20.71,22.25,27.79,2021-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",238,11.38,,13.08,,9.04,9.75,9.97,10.19,10.81,12.35,13.77,14.28,15.03,18.91,2021-01-01
"Yorkshire and The Humber, Administrative occupations",198,11.66,,13.32,,9.20,9.89,10.09,10.45,11,12.73,14.03,14.40,15.34,19.77,2021-01-01
"Yorkshire and The Humber, Secretarial and related occupations",41,10.18,,11.68,,8.91,9.13,9.21,9.50,9.89,10.79,11.62,12.35,13.69,x,2021-01-01
"Yorkshire and The Humber, Skilled trades occupations",159,12.78,,14.05,,8.98,9.86,10.20,10.68,11.66,14.16,15.38,16.29,17.28,19.66,2021-01-01
"Yorkshire and The Humber, Skilled agricultural and related trades",8,10,,10.84,,x,x,9.24,9.43,9.91,10.39,10.96,x,x,x,2021-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",81,14.64,,15.56,,9.91,11.13,11.81,12.26,13.66,15.72,17.27,17.78,18.91,21.39,2021-01-01
"Yorkshire and The Humber, Skilled construction and building trades",36,13.24,,13.85,,9.14,10.50,10.69,11.13,12.06,14.16,15.09,15.48,16.81,x,2021-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",35,10.04,,10.73,,8.65,8.91,9.00,9.07,9.58,10.58,11.07,11.38,11.92,x,2021-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",197,10.2,,11.09,,8.91,9.15,9.32,9.50,9.81,10.83,11.47,11.89,12.54,14.53,2021-01-01
"Yorkshire and The Humber, Caring personal service occupations",169,10.24,,11.07,,8.95,9.20,9.40,9.55,9.85,10.85,11.47,11.89,12.49,14.38,2021-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,9.85,,11.07,,7.70,8.69,8.91,8.97,9.48,10.26,11.41,11.86,12.43,x,2021-01-01
"Yorkshire and The Humber, Sales and customer service occupations",172,9.9,,10.98,,8.40,8.91,8.99,9.18,9.41,10.12,10.90,11.30,12.25,14.01,2021-01-01
"Yorkshire and The Humber, Sales occupations",124,9.62,,10.72,,8.24,8.91,8.97,9.10,9.32,10,10.44,10.91,11.40,13.63,2021-01-01
"Yorkshire and The Humber, Customer service occupations",48,10.43,,11.54,,8.79,8.92,9.09,9.38,9.96,11.03,11.91,12.24,12.60,x,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",135,11.39,,12.71,,9.00,9.56,9.83,10.00,10.71,12.07,13.19,13.86,14.50,16.93,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",70,11.2,,12.29,,9.00,9.38,9.60,9.85,10.32,12.03,13.12,13.70,14.29,15.97,2021-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",65,11.5,,13.12,,9.00,9.83,10.02,10.39,11.03,12.14,13.24,14.05,14.68,x,2021-01-01
"Yorkshire and The Humber, Elementary occupations",242,9.58,,10.76,,7.35,x,8.91,8.98,9.27,10,10.73,11.15,11.70,12.99,2021-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",37,10.19,,11.38,,8.91,9.00,9.04,9.28,9.77,10.62,11.13,11.48,11.76,x,2021-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",205,9.5,,10.61,,7.20,8.85,8.91,8.92,9.24,9.96,10.65,11.10,11.64,12.98,2021-01-01
East Midlands,1815,12.77,,15.88,,8.96,9.55,9.98,10.35,11.48,14.5,16.82,18.40,20.05,25.70,2021-01-01
"East Midlands, Managers, directors and senior officials",182,18.45,,22.8,,10.16,12.26,13.35,14.29,16.39,21.11,24.75,28.11,31.29,40.68,2021-01-01
"East Midlands, Corporate managers and directors",141,19.8,,24.66,,10.63,13.06,14.23,15.01,17.76,22.68,28.28,30.41,34.21,42.81,2021-01-01
"East Midlands, Other managers and proprietors",40,15.32,,16.59,,9.80,10.61,11.28,12.06,13.64,16.54,18.33,19.25,20.79,x,2021-01-01
"East Midlands, Professional occupations",393,19.92,,21.44,,12.46,14.86,15.82,16.60,18.28,21.79,24.25,25.65,27.01,31.54,2021-01-01
"East Midlands, Science, research, engineering and technology professionals",100,19.37,,20.67,,12.17,14.53,15.33,16.35,17.82,20.91,23.61,25.05,26.35,x,2021-01-01
"East Midlands, Health professionals",98,19.38,,21.85,,13.80,15.67,16.07,16.66,18.11,20.42,22.43,23.34,24.32,x,2021-01-01
"East Midlands, Teaching and other educational professionals",98,23.66,,23.22,,13.51,16.67,17.71,19.01,21.76,25.19,26.84,27.77,28.80,x,2021-01-01
"East Midlands, Business, media and public service professionals",98,18.53,,20.4,,11.09,13.24,14.17,14.98,16.47,20.23,22.67,23.94,26.00,x,2021-01-01
"East Midlands, Associate professional occupations",260,14.31,,16.35,,9.78,11.08,11.57,12.11,13.13,15.67,17.63,18.94,20.19,24.30,2021-01-01
"East Midlands, Science, engineering and technology associate professionals",54,13.84,,14.53,,9.71,10.67,11.11,11.63,12.77,14.43,15.59,16.27,17.32,x,2021-01-01
"East Midlands, Health and social care associate professionals",47,12.19,,12.7,,9.05,9.63,10.18,10.57,11.3,13.1,14.01,14.42,14.86,x,2021-01-01
"East Midlands, Protective service occupations",23,19.38,,18.28,,12.15,13.74,14.28,15.16,16.39,19.86,20.91,21.15,21.48,x,2021-01-01
"East Midlands, Culture, media and sports occupations",12,12.45,,17.15,,x,9.73,10.07,11.04,11.69,14.06,x,x,x,x,2021-01-01
"East Midlands, Business and public service associate professionals",124,15.66,,17.95,,10.42,11.74,12.20,12.69,14.11,17.52,19.61,20.94,22.40,x,2021-01-01
"East Midlands, Administrative and secretarial occupations",210,11.27,,12.99,,9.00,9.52,9.89,10.04,10.73,12.19,13.26,14.03,14.76,18.03,2021-01-01
"East Midlands, Administrative occupations",176,11.5,,13.17,,9.13,9.74,10.00,10.22,10.83,12.35,13.53,14.28,14.86,18.38,2021-01-01
"East Midlands, Secretarial and related occupations",34,10.27,,11.88,,8.90,9.03,9.15,9.38,9.8,11.1,12.20,12.55,13.67,x,2021-01-01
"East Midlands, Skilled trades occupations",135,12.52,,13.77,,8.91,9.50,10.00,10.49,11.68,13.85,15.33,16.19,16.86,19.25,2021-01-01
"East Midlands, Skilled agricultural and related trades",7,10.63,,12.13,,x,x,9.25,9.62,10.44,11.56,x,x,x,x,2021-01-01
"East Midlands, Skilled metal, electrical and electronic trades",75,14.28,,14.88,,9.56,11.14,11.78,12.00,13.07,15.47,16.60,17.11,18.14,x,2021-01-01
"East Midlands, Skilled construction and building trades",20,13.18,,14.39,,10.11,10.93,11.27,11.66,12.23,14.4,15.52,16.32,17.28,x,2021-01-01
"East Midlands, Textiles, printing and other skilled trades",34,9.48,,10.48,,7.77,8.77,8.91,8.94,9.23,10,10.66,11.03,11.89,x,2021-01-01
"East Midlands, Caring, leisure and other service occupations",148,10.1,,10.84,,8.91,9.04,9.21,9.37,9.81,10.6,11.45,11.86,12.53,14.05,2021-01-01
"East Midlands, Caring personal service occupations",126,10.11,,10.83,,8.93,9.10,9.26,9.43,9.85,10.6,11.48,11.91,12.50,14.05,2021-01-01
"East Midlands, Leisure, travel and related personal service occupations",21,9.89,,10.63,,7.34,8.88,8.91,9.02,9.34,10.39,11.07,11.41,11.84,x,2021-01-01
"East Midlands, Sales and customer service occupations",137,9.71,,10.94,,8.34,8.91,8.95,9.08,9.33,10,10.73,11.40,12.11,13.65,2021-01-01
"East Midlands, Sales occupations",96,9.56,,10.73,,7.92,8.91,8.95,9.04,9.3,10,10.41,10.96,11.73,13.36,2021-01-01
"East Midlands, Customer service occupations",40,10.16,,11.36,,8.71,8.91,8.93,9.10,9.53,10.61,11.52,12.17,12.77,x,2021-01-01
"East Midlands, Process, plant and machine operatives",126,11.08,,12.36,,8.91,9.30,9.47,9.75,10.28,11.96,12.93,13.71,14.52,16.95,2021-01-01
"East Midlands, Process, plant and machine operatives",74,10.73,,12.18,,8.91,9.24,9.39,9.63,10.06,11.5,12.73,13.44,14.55,17.34,2021-01-01
"East Midlands, Transport and mobile machine drivers and operatives",52,11.54,,12.59,,8.93,9.38,9.64,9.97,10.7,12.34,13.29,14.00,14.45,x,2021-01-01
"East Midlands, Elementary occupations",226,9.71,,10.74,,7.50,8.91,8.91,9.00,9.36,10.15,10.91,11.35,11.98,13.77,2021-01-01
"East Midlands, Elementary trades and related occupations",40,10.11,,11.03,,8.91,9.00,9.12,9.32,9.79,10.52,11.16,11.93,12.42,x,2021-01-01
"East Midlands, Elementary administration and service occupations",186,9.59,,10.65,,7.20,8.90,8.91,9.00,9.3,10.03,10.80,11.29,11.86,13.64,2021-01-01
West Midlands,2175,13.31,,17.04,,8.96,9.62,10.01,10.53,11.8,15.42,18.08,19.71,21.39,27.01,2021-01-01
"West Midlands, Managers, directors and senior officials",216,20,,23.35,,10.60,12.73,13.84,14.88,17.25,22.52,26.36,28.62,30.99,39.37,2021-01-01
"West Midlands, Corporate managers and directors",169,21.85,,25.23,,11.16,14.02,15.09,16.43,19.42,24.84,28.66,30.72,33.52,40.78,2021-01-01
"West Midlands, Other managers and proprietors",48,14.75,,17.11,,10.01,11.21,11.50,12.08,13.24,16.27,18.27,19.46,21.29,x,2021-01-01
"West Midlands, Professional occupations",494,20.56,,22.28,,12.76,15.66,16.67,17.54,19.33,22.67,24.72,26.16,27.63,33.03,2021-01-01
"West Midlands, Science, research, engineering and technology professionals",130,21.04,,22.12,,13.07,15.78,16.62,17.68,19.41,23.11,24.95,26.17,28.01,32.42,2021-01-01
"West Midlands, Health professionals",120,19.78,,21.71,,12.74,15.66,16.39,17.12,18.97,20.89,22.76,24.00,25.35,x,2021-01-01
"West Midlands, Teaching and other educational professionals",107,22.94,,23.55,,14.24,17.47,18.24,19.27,21.17,24.62,26.57,27.70,29.35,35.77,2021-01-01
"West Midlands, Business, media and public service professionals",137,19.68,,22.05,,12.38,14.46,15.35,16.68,18.09,21.66,23.61,25.97,27.74,x,2021-01-01
"West Midlands, Associate professional occupations",334,15.32,,20.18,,9.89,11.09,11.84,12.46,13.75,16.71,19.27,20.36,21.27,25.64,2021-01-01
"West Midlands, Science, engineering and technology associate professionals",67,14.01,,15.31,,9.97,10.72,11.09,11.81,12.9,15.38,16.41,17.68,18.76,x,2021-01-01
"West Midlands, Health and social care associate professionals",49,12.05,,12.77,,8.91,9.50,9.72,10.17,10.85,12.98,14.04,14.88,15.61,x,2021-01-01
