Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Yorkshire and The Humber, Caring, leisure and other service occupations",197,325.5,,328.9,,132.40,200.30,220.60,249.80,286.20,356.20,389.20,410.60,437.10,509.80,2021-01-01
"Yorkshire and The Humber, Caring personal service occupations",169,327.9,,332.3,,141.80,208.40,229.80,256.40,292.70,357.30,391.20,411.50,436.70,502.90,2021-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,280.3,,303.2,,95.40,146.20,165.00,187.70,229.70,332.40,370.70,396.80,426.50,x,2021-01-01
"Yorkshire and The Humber, Sales and customer service occupations",172,274.3,,299.2,,104.50,156.10,175.00,188.60,228.40,329.20,373.40,392.80,416.90,495.90,2021-01-01
"Yorkshire and The Humber, Sales occupations",124,250.2,,280.3,,96.80,145.50,161.00,178.90,210.00,292.70,348.90,370.40,392.90,478.10,2021-01-01
"Yorkshire and The Humber, Customer service occupations",48,362.7,,347.8,,125.30,183.20,209.20,243.20,315.70,383.30,418.00,440.20,461.90,x,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",135,483.1,,529.7,,298.10,357.60,381.20,402.00,447.80,542.80,600.00,634.10,673.30,803.50,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",70,460,,493.3,,302.90,351.80,365.70,384.90,420.70,495.70,569.30,589.40,610.60,732.00,2021-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",65,525,,569.1,,278.60,380.40,411.40,432.30,479.50,586.50,653.00,686.80,738.30,x,2021-01-01
"Yorkshire and The Humber, Elementary occupations",242,291.9,,307.4,,70.60,114.70,139.20,160.80,217.60,356.40,399.60,428.90,459.40,544.00,2021-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",37,400.4,,431.9,,223.50,297.20,321.10,341.40,366.10,431.90,474.10,498.80,517.50,x,2021-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",205,248.7,,285.1,,65.70,102.40,122.80,143.10,187.40,329.90,382.60,406.60,445.00,528.20,2021-01-01
East Midlands,1815,471,,536,,168.50,269.60,320.00,354.20,410.10,536.60,620.90,678.40,747.40,932.60,2021-01-01
"East Midlands, Managers, directors and senior officials",182,689.9,,834.1,,310.70,430.60,475.80,526.90,607.60,776.50,904.70,1053.30,1157.20,1533.20,2021-01-01
"East Midlands, Corporate managers and directors",141,737.6,,891.4,,280.90,430.70,507.20,548.90,648.90,833.30,1053.30,1150.70,1269.10,1658.00,2021-01-01
"East Midlands, Other managers and proprietors",40,588.6,,632.1,,357.60,422.30,453.80,471.30,523.20,645.40,697.10,764.00,799.50,x,2021-01-01
"East Midlands, Professional occupations",393,676,,728.7,,369.40,479.10,511.90,546.50,604.30,759.40,833.40,874.20,935.60,1102.00,2021-01-01
"East Midlands, Science, research, engineering and technology professionals",100,743.4,,779.8,,449.70,536.60,574.20,603.70,668.40,801.30,923.50,958.70,1025.20,x,2021-01-01
"East Midlands, Health professionals",98,634.7,,723.9,,317.60,446.30,485.30,517.10,581.50,710.90,787.50,851.10,881.10,x,2021-01-01
"East Midlands, Teaching and other educational professionals",98,670.7,,681.2,,333.60,471.00,492.80,528.00,583.30,741.90,797.30,845.20,884.70,x,2021-01-01
"East Midlands, Business, media and public service professionals",98,649.1,,729.2,,373.10,479.10,507.80,540.60,593.90,744.40,823.80,863.10,947.80,x,2021-01-01
"East Midlands, Associate professional occupations",260,531.3,,582.9,,271.60,376.50,402.30,430.20,479.10,585.90,651.00,702.10,770.10,926.80,2021-01-01
"East Midlands, Science, engineering and technology associate professionals",54,530.6,,560.1,,344.20,392.60,420.90,447.80,481.60,571.70,608.20,644.00,699.90,x,2021-01-01
"East Midlands, Health and social care associate professionals",47,408.6,,397.1,,x,259.10,291.30,333.50,376.20,452.50,485.50,510.10,531.70,x,2021-01-01
"East Midlands, Protective service occupations",23,693.1,,710.1,,x,506.60,546.70,589.50,640.50,789.10,827.60,843.00,869.20,x,2021-01-01
"East Midlands, Culture, media and sports occupations",12,404,,488.2,,x,x,x,x,312.50,x,x,x,x,x,2021-01-01
"East Midlands, Business and public service associate professionals",124,576.3,,648.1,,334.30,416.30,440.10,460.00,522.00,644.70,726.40,796.60,847.60,x,2021-01-01
"East Midlands, Administrative and secretarial occupations",210,380.4,,398.4,,155.20,216.20,242.50,279.60,339.70,417.70,463.00,489.90,524.30,634.90,2021-01-01
"East Midlands, Administrative occupations",176,392,,414.5,,166.20,234.90,264.90,304.50,355.30,431.20,474.80,500.00,528.30,654.50,2021-01-01
"East Midlands, Secretarial and related occupations",34,287.1,,314.7,,101.20,169.80,182.00,197.60,237.40,336.30,392.50,404.20,440.40,x,2021-01-01
"East Midlands, Skilled trades occupations",135,526.9,,548.1,,240.00,356.20,385.20,409.70,465.40,579.00,642.60,678.90,726.30,867.60,2021-01-01
"East Midlands, Skilled agricultural and related trades",7,399.4,,445.3,,x,x,353.50,372.70,386.30,424.90,x,x,x,x,2021-01-01
"East Midlands, Skilled metal, electrical and electronic trades",75,599.8,,631.1,,378.50,446.60,479.90,512.10,560.70,660.00,711.60,747.40,781.20,x,2021-01-01
"East Midlands, Skilled construction and building trades",20,548.1,,620.1,,404.40,444.90,459.90,475.50,525.20,614.30,671.70,724.00,x,x,2021-01-01
"East Midlands, Textiles, printing and other skilled trades",34,335.6,,343.4,,142.10,193.70,207.30,240.00,305.50,368.70,402.40,436.20,468.60,x,2021-01-01
"East Midlands, Caring, leisure and other service occupations",148,324.6,,329.5,,140.10,207.70,234.40,252.50,288.00,367.50,398.70,414.30,440.80,504.50,2021-01-01
"East Midlands, Caring personal service occupations",126,327.3,,330.7,,152.70,218.70,244.70,262.90,296.30,366.80,398.10,411.80,434.80,497.00,2021-01-01
"East Midlands, Leisure, travel and related personal service occupations",21,278.9,,313.9,,111.00,147.20,163.50,185.50,227.60,355.90,394.00,443.10,459.40,x,2021-01-01
"East Midlands, Sales and customer service occupations",137,274.2,,293.1,,98.40,140.50,157.20,178.20,221.80,326.00,367.50,389.50,414.00,497.60,2021-01-01
"East Midlands, Sales occupations",96,252.4,,275.1,,94.20,133.80,148.90,162.10,202.10,295.90,342.80,364.00,390.00,471.70,2021-01-01
"East Midlands, Customer service occupations",40,342.7,,335.9,,106.40,162.30,198.90,222.30,277.10,378.90,411.20,447.70,472.50,x,2021-01-01
"East Midlands, Process, plant and machine operatives",126,474.6,,507.6,,252.00,349.10,368.60,386.30,427.50,519.10,593.60,625.90,669.90,793.30,2021-01-01
"East Midlands, Process, plant and machine operatives",74,441.7,,486.2,,285.40,348.10,360.70,374.20,405.40,496.30,540.80,585.10,616.30,752.10,2021-01-01
"East Midlands, Transport and mobile machine drivers and operatives",52,510,,538.1,,216.20,356.30,390.50,427.40,472.00,582.30,654.40,672.90,710.80,x,2021-01-01
"East Midlands, Elementary occupations",226,340.1,,326.3,,78.60,129.30,155.50,187.20,262.40,378.50,422.40,447.60,479.10,560.80,2021-01-01
"East Midlands, Elementary trades and related occupations",40,418,,438.8,,262.40,336.20,356.20,371.50,394.60,449.90,490.20,520.70,543.40,x,2021-01-01
"East Midlands, Elementary administration and service occupations",186,294.8,,302.4,,71.50,113.10,136.40,160.80,210.60,356.20,396.80,429.90,456.60,540.40,2021-01-01
West Midlands,2175,491.1,,578.3,,180.70,284.00,331.60,362.70,421.60,568.50,665.90,726.20,787.70,985.20,2021-01-01
"West Midlands, Managers, directors and senior officials",216,766.6,,867.3,,351.60,473.50,517.50,562.10,644.20,853.50,979.30,1079.30,1189.90,1498.10,2021-01-01
"West Midlands, Corporate managers and directors",169,820.2,,923.9,,348.10,498.20,551.40,592.90,709.90,919.90,1075.20,1171.10,1275.40,1546.00,2021-01-01
"West Midlands, Other managers and proprietors",48,590.3,,667.1,,361.50,433.00,465.50,497.00,545.60,640.50,729.60,773.40,808.80,x,2021-01-01
"West Midlands, Professional occupations",494,726.2,,766.4,,385.70,492.80,543.30,575.10,653.50,784.20,861.70,917.80,977.40,1184.90,2021-01-01
"West Midlands, Science, research, engineering and technology professionals",130,781.9,,827.5,,466.80,574.90,616.40,651.60,728.30,862.40,953.40,990.10,1059.80,1225.20,2021-01-01
"West Midlands, Health professionals",120,647.9,,721.4,,341.30,438.20,478.60,525.00,589.20,726.20,787.00,846.50,889.50,x,2021-01-01
"West Midlands, Teaching and other educational professionals",107,710.4,,715.3,,350.90,478.40,508.70,544.90,646.50,787.00,828.80,856.70,899.50,1092.20,2021-01-01
"West Midlands, Business, media and public service professionals",137,707.6,,787.6,,389.40,504.70,555.70,574.90,663.00,777.50,862.40,935.60,1020.60,1241.90,2021-01-01
"West Midlands, Associate professional occupations",334,566.4,,729.3,,312.50,392.90,419.80,451.10,512.80,627.70,720.20,773.50,820.70,1003.40,2021-01-01
"West Midlands, Science, engineering and technology associate professionals",67,551.6,,574.5,,342.20,394.70,408.60,429.90,493.30,586.70,634.00,670.20,722.30,x,2021-01-01
