Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"North East, Science, engineering and technology associate professionals",31,611.7,8.4,658.7,3.7,441.30,481.20,500.00,526.00,565.40,674.00,751.80,787.70,818.30,x,2024-01-01
"North East, Health and social care associate professionals",28,481.3,7.3,480.3,2.4,189.30,275.10,339.50,380.50,438.40,523.10,551.40,598.20,609.00,x,2024-01-01
"North East, Protective service occupations",22,804.2,-2.3,833.6,10.5,565.60,601.10,646.20,669.90,728.70,887.50,944.60,985.80,1012.40,x,2024-01-01
"North East, Business and public service associate professionals",68,632.4,12.1,726.7,7.9,389.10,475.20,497.40,521.90,565.20,708.60,769.80,837.90,916.20,x,2024-01-01
"North East,  Administrative and secretarial occupations",106,465.6,8.1,457.4,4.9,202.70,279.80,318.30,352.60,429.00,495.10,544.40,565.40,595.80,693.60,2024-01-01
"North East, Administrative occupations",89,480.7,9.8,475.6,4.7,214.00,305.90,345.50,389.10,442.50,507.80,563.30,578.80,611.60,706.10,2024-01-01
"North East, Secretarial and related occupations",17,346,-1.6,364.7,5.3,182.30,232.00,247.70,268.20,312.90,403.60,443.60,465.20,496.40,x,2024-01-01
"North East,  Skilled trades occupations",65,620.4,10.2,654.9,8.5,356.90,458.70,480.90,506.40,564.80,670.90,733.40,777.90,855.60,x,2024-01-01
"North East, Skilled metal, electrical and electronic trades",34,705,6.4,764.6,7.6,482.10,526.30,569.70,587.70,637.60,761.60,870.70,905.50,978.30,x,2024-01-01
"North East, Skilled construction and building trades",13,658.3,11.4,660.7,10.4,398.70,483.90,526.20,585.20,627.30,687.30,728.20,744.90,x,x,2024-01-01
"North East, Textiles, printing and other skilled trades",15,455.6,10.5,448.3,8,x,289.50,347.80,380.70,422.60,475.50,517.30,544.40,585.50,x,2024-01-01
"North East,  Caring, leisure and other service occupations",84,422.3,6.5,402.6,2.4,143.10,226.10,257.40,286.80,351.90,462.10,497.80,522.40,545.80,617.40,2024-01-01
"North East, Caring personal service occupations",71,423.7,4.9,407.6,1.6,143.20,235.20,262.80,289.10,361.20,466.40,505.00,526.70,549.90,620.40,2024-01-01
"North East, Leisure, travel and related personal service occupations",12,355.4,9,347.4,0.7,x,185.30,213.00,237.50,293.20,442.50,x,463.90,x,x,2024-01-01
"North East,  Sales and customer service occupations",75,351.6,16.8,367.1,10.1,144.00,198.00,221.40,243.00,287.90,426.20,463.70,487.20,507.90,593.90,2024-01-01
"North East, Sales occupations",54,289.6,8.6,332.8,9.9,122.00,182.00,195.00,210.70,248.70,354.60,417.30,456.80,485.30,x,2024-01-01
"North East, Customer service occupations",22,459.3,6.7,452.2,12,247.90,313.80,335.80,378.90,440.10,480.70,508.30,534.40,558.50,x,2024-01-01
"North East,  Process, plant and machine operatives",57,591,5.6,623.3,5.1,378.10,457.60,480.20,500.40,554.10,650.70,705.30,753.40,796.70,899.20,2024-01-01
"North East, Process, plant and machine operatives",31,591.1,4.5,607.3,1.5,422.30,461.70,479.90,497.70,552.60,646.30,690.00,715.20,776.30,x,2024-01-01
"North East, Transport and mobile machine drivers and operatives",26,582.3,6.5,642.8,9.4,296.20,446.60,477.30,506.70,555.10,655.50,740.70,795.80,862.00,x,2024-01-01
"North East,  Elementary occupations",100,296.9,8.5,337.5,9.9,68.50,118.00,143.90,165.20,218.30,408.10,475.80,503.00,534.50,629.20,2024-01-01
"North East, Elementary trades and related occupations",10,513.7,12.4,516,15.3,x,384.50,438.40,454.30,467.70,546.90,591.80,627.40,x,x,2024-01-01
"North East, Elementary administration and service occupations",89,268.2,7.3,316.9,9.5,62.70,114.00,132.30,153.80,199.90,360.20,456.20,492.00,515.60,590.40,2024-01-01
North West,2931,593.5,7.5,677.2,8,223.00,363.80,428.00,460.20,526.70,678.30,785.80,848.00,924.30,1164.00,2024-01-01
"North West, Managers, directors and senior officials",293,865.7,7,1049.1,8.4,437.80,567.70,608.30,651.90,766.60,1004.60,1159.00,1256.30,1397.60,1817.40,2024-01-01
"North West, Corporate managers and directors",225,960.8,8.7,1140.6,10.1,448.20,594.10,636.70,709.80,836.60,1106.40,1284.00,1402.70,1533.80,1916.50,2024-01-01
"North West, Other managers and proprietors",68,690.3,4.6,744.4,5.4,413.90,507.70,541.40,587.00,637.50,766.60,830.70,874.30,953.30,x,2024-01-01
"North West, Professional occupations",793,827.4,7.1,893.8,7.6,466.10,574.90,620.70,670.80,743.30,904.20,1005.30,1073.60,1149.60,1388.70,2024-01-01
"North West, Science, research, engineering and technology professionals",180,890.3,4.7,948.8,4.9,536.60,645.50,675.20,714.20,810.00,976.40,1098.90,1164.10,1250.10,1438.50,2024-01-01
"North West, Health professionals",231,783.2,8.9,892.3,9.3,433.60,548.10,592.00,650.20,704.30,844.00,959.30,1005.50,1102.40,1403.50,2024-01-01
"North West, Teaching and other educational professionals",171,829.8,9.4,841,8.7,373.20,570.70,608.20,648.10,757.20,912.60,997.70,1054.50,1105.70,1281.30,2024-01-01
"North West, Business, media and public service professionals",211,816,6.4,891.5,8.2,465.60,579.30,613.10,651.60,737.10,902.80,1000.10,1056.20,1127.00,1398.80,2024-01-01
"North West, Associate professional occupations",447,631.4,7.6,694.6,6.8,366.20,465.80,498.30,523.30,572.30,700.30,778.30,838.30,887.00,1094.60,2024-01-01
"North West, Science, engineering and technology associate professionals",85,645.9,5.8,702.7,6.8,436.40,499.00,525.60,544.00,575.00,709.60,786.00,840.30,874.20,x,2024-01-01
"North West, Health and social care associate professionals",74,499.4,8.8,487.1,8.6,239.30,341.80,384.10,424.10,462.50,540.20,574.80,603.10,624.30,x,2024-01-01
"North West, Protective service occupations",31,816.4,7,838.9,7,570.20,600.50,617.10,637.50,751.70,882.40,930.20,972.60,1011.40,x,2024-01-01
"North West, Culture, media and sports occupations",25,570.7,19.1,600.4,20.7,x,x,387.00,439.30,506.80,632.50,742.70,770.60,x,x,2024-01-01
"North West, Business and public service associate professionals",232,679.1,5.6,748.3,4.5,420.00,492.80,517.50,547.20,604.10,750.50,835.90,881.50,960.30,1188.90,2024-01-01
"North West, Administrative and secretarial occupations",315,486.5,7.7,508.3,8.9,228.00,308.70,361.70,404.70,457.90,536.60,576.90,617.40,664.20,783.20,2024-01-01
"North West, Administrative occupations",262,508.3,9,530.8,9.3,240.90,349.90,400.40,433.60,471.10,551.40,600.60,640.00,677.70,816.80,2024-01-01
"North West, Secretarial and related occupations",53,392.7,7,396.8,5.7,144.70,230.10,246.10,269.50,334.70,443.80,477.80,508.70,545.40,x,2024-01-01
"North West, Skilled trades occupations",180,623.2,5.9,657.5,6,360.50,468.90,497.00,523.50,568.90,688.10,752.90,792.80,835.30,986.20,2024-01-01
"North West, Skilled agricultural and related trades",8,513.7,7.9,550.3,13.3,x,470.50,478.30,491.80,502.60,540.00,573.80,592.20,x,x,2024-01-01
"North West, Skilled metal, electrical and electronic trades",98,706.6,8.7,744.5,7.4,476.30,534.40,556.00,586.70,647.50,768.90,828.80,878.90,932.30,1051.30,2024-01-01
"North West, Skilled construction and building trades",30,632.1,2.8,643.4,0.1,349.10,460.00,492.40,528.10,589.10,676.70,735.90,754.50,789.30,x,2024-01-01
"North West, Textiles, printing and other skilled trades",43,501,5.9,490.2,6,205.10,281.20,339.20,397.00,457.50,539.80,580.90,603.00,640.10,x,2024-01-01
"North West, Caring, leisure and other service occupations",271,419.3,9.4,411.7,7.9,157.20,245.00,275.00,310.40,373.10,457.90,497.90,520.40,545.50,636.00,2024-01-01
"North West, Caring personal service occupations",229,421.6,10.1,416.9,8.9,162.20,250.30,284.20,320.80,381.70,458.70,502.00,528.50,550.30,638.10,2024-01-01
"North West, Leisure, travel and related personal service occupations",42,380.8,2.5,380.6,2.6,136.30,205.00,242.60,264.60,337.50,451.20,479.80,497.90,507.60,x,2024-01-01
"North West, Sales and customer service occupations",182,345.1,6.8,370.2,7.4,133.20,184.50,203.70,228.90,281.70,421.90,472.90,498.20,528.70,618.70,2024-01-01
"North West, Sales occupations",130,297.8,4.2,335.8,5.9,118.90,169.80,185.80,201.50,240.00,357.20,429.00,457.60,483.30,575.50,2024-01-01
"North West, Customer service occupations",52,469.7,7.3,456.8,8.1,193.00,274.70,317.00,357.20,437.40,499.10,540.00,565.30,595.10,677.20,2024-01-01
"North West, Process, plant and machine operatives",157,600.8,3.8,623.7,2.7,308.80,445.30,466.20,496.50,545.40,652.80,727.40,767.00,812.40,948.50,2024-01-01
"North West, Process, plant and machine operatives",73,572.8,8.1,592.5,6.2,342.20,445.10,459.70,477.50,526.90,618.70,670.80,716.50,746.20,852.00,2024-01-01
"North West, Transport and mobile machine drivers and operatives",84,628.7,2.3,650.8,0.8,289.10,445.50,479.10,509.10,565.60,695.30,776.30,818.90,871.20,990.80,2024-01-01
"North West, Elementary occupations",296,341.3,8.5,353.6,5.9,79.50,135.00,166.90,194.10,261.30,428.60,479.10,503.80,536.20,629.70,2024-01-01
"North West, Elementary trades and related occupations",31,497.6,6.9,503,5.8,211.70,362.30,421.40,438.70,470.40,538.60,592.60,615.80,632.40,x,2024-01-01
"North West, Elementary administration and service occupations",265,312.2,8.1,336.4,5.3,74.60,123.50,154.40,180.90,239.20,395.20,461.00,490.60,518.30,612.80,2024-01-01
Yorkshire and The Humber,2178,574.9,7.1,649.9,7.5,221.50,358.40,418.50,454.70,511.10,652.80,751.00,814.50,883.70,1099.10,2024-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",213,850,5.6,997.9,6.1,441.70,546.20,589.50,637.60,734.20,967.90,1138.10,1234.70,1360.30,1786.70,2024-01-01
"Yorkshire and The Humber, Corporate managers and directors",165,919.9,5.2,1063.9,6.2,444.40,574.90,622.50,671.70,803.80,1049.00,1234.40,1332.80,1480.20,1894.00,2024-01-01
"Yorkshire and The Humber, Other managers and proprietors",48,670.8,6.5,770.8,7.6,394.00,495.60,530.90,550.40,608.80,753.60,851.30,920.60,984.90,x,2024-01-01
"Yorkshire and The Humber, Professional occupations",561,792.1,4.2,853.9,5.2,446.40,550.60,595.90,634.80,708.20,861.70,956.40,1012.20,1073.40,1348.20,2024-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",117,855.3,3.1,927.8,6.1,499.50,601.60,650.30,691.70,777.70,940.40,1063.90,1139.30,1244.10,1437.00,2024-01-01
"Yorkshire and The Humber, Health professionals",155,738.4,7.5,854.9,10.1,409.00,527.60,556.60,605.80,678.30,822.70,899.20,959.30,1021.00,x,2024-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",134,792.1,6.5,810.3,4.2,380.90,553.90,595.20,616.20,696.70,873.60,940.30,983.80,1041.90,1244.10,2024-01-01
"Yorkshire and The Humber, Business, media and public service professionals",155,785.8,3.2,834.6,3.2,465.80,555.30,595.90,632.10,711.00,843.30,949.40,996.70,1064.80,1328.10,2024-01-01
"Yorkshire and The Humber, Associate professional occupations",333,608,5.7,661.9,6.1,332.40,457.90,485.10,509.60,553.30,670.80,752.40,795.90,871.70,1028.10,2024-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",65,611.8,2.7,668.3,4.9,421.90,478.10,496.90,513.10,560.20,676.00,739.50,789.50,854.30,x,2024-01-01
"Yorkshire and The Humber, Health and social care associate professionals",64,506.9,10,484.3,9.8,242.10,328.00,377.20,417.30,462.90,532.80,570.70,584.70,608.10,x,2024-01-01
"Yorkshire and The Humber, Protective service occupations",30,793.6,5.4,793.1,7.8,551.70,583.40,605.70,624.00,689.60,883.80,900.50,919.40,961.80,x,2024-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",16,499.4,,480.9,15,x,x,x,x,459.60,550.00,617.70,645.60,x,x,2024-01-01
"Yorkshire and The Humber, Business and public service associate professionals",158,661.2,7.8,724.4,6,402.50,482.10,512.60,536.60,596.40,730.40,802.50,865.40,948.00,1149.90,2024-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",218,480.7,9.4,483.3,7.7,202.50,286.90,333.40,376.90,444.10,516.50,565.40,594.00,624.80,737.70,2024-01-01
"Yorkshire and The Humber, Administrative occupations",183,492.5,7.3,505.5,6.8,228.20,324.90,381.20,424.00,464.90,532.80,575.00,604.80,641.40,762.80,2024-01-01
"Yorkshire and The Humber, Secretarial and related occupations",35,340.1,4.6,365.4,7.6,126.90,191.10,223.70,250.40,290.10,381.50,446.60,473.70,496.50,x,2024-01-01
"Yorkshire and The Humber, Skilled trades occupations",152,633.3,4.2,667.6,4.4,354.40,469.60,498.20,521.00,576.50,696.20,766.00,806.40,857.80,1017.80,2024-01-01
"Yorkshire and The Humber, Skilled agricultural and related trades",5,493.5,7.1,471.1,2.8,x,x,x,x,467.60,555.00,x,x,x,x,2024-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",82,715.4,5.3,758.5,5.8,470.70,538.10,574.90,599.10,664.40,772.00,849.20,900.80,950.50,1095.90,2024-01-01
"Yorkshire and The Humber, Skilled construction and building trades",30,642,6,675.7,5.7,444.50,500.00,519.30,536.50,592.30,707.40,785.70,816.70,857.60,x,2024-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",34,484.4,1.4,473.5,0.9,202.30,297.50,342.00,386.70,444.90,514.80,571.60,600.30,620.10,x,2024-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",196,414.6,12.2,406.8,9.9,183.90,261.30,290.30,324.00,370.30,449.70,483.00,507.10,537.00,605.70,2024-01-01
"Yorkshire and The Humber, Caring personal service occupations",167,420,13.1,414.1,10.9,193.40,274.00,303.70,331.10,375.80,453.80,485.00,512.60,541.60,611.70,2024-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,364.4,6.1,353.5,1.1,154.90,188.40,207.30,235.40,319.50,406.20,454.90,463.70,488.90,x,2024-01-01
"Yorkshire and The Humber, Sales and customer service occupations",146,355.9,13.7,367.9,9.6,130.60,185.90,213.70,233.80,287.70,429.00,476.10,498.80,526.00,600.70,2024-01-01
"Yorkshire and The Humber, Sales occupations",106,307.4,11.7,339.1,10.4,114.00,177.30,189.50,214.70,254.70,372.40,447.30,472.20,492.60,568.80,2024-01-01
"Yorkshire and The Humber, Customer service occupations",40,457.9,6.5,444.8,7.2,184.30,271.60,319.40,355.20,426.80,497.90,533.60,558.80,579.70,x,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",126,606.4,7.9,642.3,6.6,364.90,461.20,490.90,514.40,555.10,654.70,733.90,773.50,818.60,941.30,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",67,571.1,8.8,605.2,10,361.80,441.60,467.70,492.20,526.00,614.50,660.50,688.10,754.50,x,2024-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",60,651.4,7.4,683.9,4.1,371.20,491.40,519.50,542.70,600.00,733.70,797.60,832.70,867.60,1030.20,2024-01-01
"Yorkshire and The Humber, Elementary occupations",233,351.9,10.8,352.9,7.1,79.60,133.80,167.70,189.20,249.90,435.80,478.70,507.10,540.80,627.70,2024-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",24,478.7,9.6,493.1,7.9,x,381.90,414.00,431.40,456.90,521.20,580.80,602.10,642.00,x,2024-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",209,310.4,13.9,336.7,7.6,75.60,125.60,152.00,180.70,229.80,413.50,465.60,492.00,527.20,614.20,2024-01-01
East Midlands,1871,565.1,7.2,629,6.7,191.30,322.40,393.70,442.00,500.00,635.80,730.60,792.10,862.00,1079.00,2024-01-01
"East Midlands, Managers, directors and senior officials",193,859.4,10.1,1006.2,8.1,407.10,563.20,600.60,651.60,744.10,978.70,1149.90,1230.60,1341.60,1724.90,2024-01-01
"East Midlands, Corporate managers and directors",143,942.7,11.8,1093.6,8.8,387.50,577.40,632.40,698.90,832.60,1085.70,1269.80,1377.80,1492.30,1885.50,2024-01-01
"East Midlands, Other managers and proprietors",50,694.2,5.7,757.5,5,431.90,517.30,556.40,591.50,645.30,766.40,855.30,916.40,960.60,x,2024-01-01
"East Midlands, Professional occupations",416,772.8,3.9,824.2,3.6,436.80,544.70,587.70,623.20,701.20,851.30,930.40,987.70,1054.00,1294.20,2024-01-01
"East Midlands, Science, research, engineering and technology professionals",107,887.3,7.2,932.8,5.8,541.00,633.90,684.80,728.30,807.50,984.00,1063.20,1149.80,1203.40,1416.40,2024-01-01
"East Midlands, Health professionals",96,712.2,3.7,788.1,1,336.60,489.70,528.10,572.10,641.90,792.60,872.80,921.00,984.40,x,2024-01-01
"East Midlands, Teaching and other educational professionals",106,743.1,-0.1,754.2,0.6,342.40,527.10,554.40,589.00,656.50,824.20,891.60,905.70,957.80,1153.90,2024-01-01
"East Midlands, Business, media and public service professionals",107,748.5,5.3,816.8,6.9,460.20,559.20,590.30,613.30,691.10,814.50,900.80,958.40,1018.90,1294.40,2024-01-01
"East Midlands, Associate professional occupations",278,607,5,659.6,3.7,282.30,438.30,465.60,492.10,550.30,670.80,748.80,791.50,868.00,1049.20,2024-01-01
"East Midlands, Science, engineering and technology associate professionals",60,615.8,3.8,662.5,5,435.40,480.30,499.50,533.40,572.60,670.80,727.90,769.50,830.60,x,2024-01-01
"East Midlands, Health and social care associate professionals",48,489,9.9,484.5,13.2,237.00,343.20,377.30,429.10,462.90,533.40,570.00,614.70,632.90,x,2024-01-01
"East Midlands, Protective service occupations",17,788.9,9.2,813.4,8.8,543.10,597.50,628.20,651.60,694.60,883.70,953.70,980.80,1047.80,x,2024-01-01
"East Midlands, Culture, media and sports occupations",21,423.9,-5.8,517.9,9.5,x,168.50,180.50,241.70,x,526.10,598.70,640.20,x,x,2024-01-01
"East Midlands, Business and public service associate professionals",132,670.8,5.2,724.6,2.3,321.10,459.20,493.70,528.50,592.60,738.70,817.30,890.70,962.70,1156.40,2024-01-01
"East Midlands, Administrative and secretarial occupations",191,464,6.1,462.7,7.3,185.20,264.80,300.00,343.00,423.00,500.20,552.90,574.90,608.90,706.80,2024-01-01
"East Midlands, Administrative occupations",153,479.1,7.2,481.6,8,199.10,280.10,333.40,369.30,440.80,526.70,569.80,598.80,632.40,728.20,2024-01-01
"East Midlands, Secretarial and related occupations",38,378.2,8.6,387.4,7.2,172.00,224.30,244.60,265.40,308.10,431.90,466.30,479.10,510.80,x,2024-01-01
"East Midlands, Skilled trades occupations",129,629.7,5.3,664.9,7.5,345.00,459.60,497.80,525.10,573.70,701.10,774.30,814.40,858.00,1019.50,2024-01-01
"East Midlands, Skilled agricultural and related trades",6,484.2,3.8,469.7,5.4,x,x,x,442.60,471.30,504.00,535.90,x,x,x,2024-01-01
"East Midlands, Skilled metal, electrical and electronic trades",73,735.2,6,765.2,6.5,482.80,563.50,592.80,615.40,682.40,791.00,851.40,907.30,946.50,1098.10,2024-01-01
"East Midlands, Skilled construction and building trades",20,623.7,1.6,673.3,5.1,356.30,479.70,515.80,528.50,577.20,671.50,751.50,801.80,851.70,x,2024-01-01
"East Midlands, Textiles, printing and other skilled trades",30,461.7,10.1,454.2,11,192.50,273.70,321.70,375.00,421.90,504.70,560.60,573.00,587.60,x,2024-01-01
"East Midlands, Caring, leisure and other service occupations",168,423.1,15.1,405.3,13.5,159.40,234.70,269.00,298.40,360.00,458.80,489.60,517.60,542.60,632.90,2024-01-01
"East Midlands, Caring personal service occupations",143,424.9,15,407.4,13,160.00,240.60,273.80,304.40,365.90,459.40,490.70,519.80,546.90,632.90,2024-01-01
"East Midlands, Leisure, travel and related personal service occupations",24,384.2,22.7,386.6,17.9,142.70,198.90,239.80,264.40,318.00,445.10,468.90,490.70,515.90,x,2024-01-01
"East Midlands, Sales and customer service occupations",115,331.3,8.1,351.9,6.9,116.20,174.90,199.00,223.40,268.80,403.60,454.60,480.70,520.90,601.20,2024-01-01
"East Midlands, Sales occupations",82,287.4,3.8,319.5,5.9,102.70,158.80,182.50,202.40,240.20,342.90,404.20,437.40,471.50,574.60,2024-01-01
"East Midlands, Customer service occupations",32,455.9,9.4,434.1,5,173.80,244.10,284.60,333.90,428.90,480.70,523.30,553.00,571.10,x,2024-01-01
"East Midlands, Process, plant and machine operatives",139,580.7,5.6,614.7,5.2,311.80,446.20,471.60,493.30,533.20,640.30,711.00,755.60,809.20,916.70,2024-01-01
"East Midlands, Process, plant and machine operatives",76,551.8,6.8,583.2,5.2,346.60,446.40,465.60,485.40,513.70,590.80,652.20,693.90,728.60,847.40,2024-01-01
