Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"West Midlands, Business and public service associate professionals",161,37.4,,36.1,,29.90,35.00,35.00,36.50,37.00,37.50,37.60,39.00,40.00,40.00,2021-01-01
"West Midlands, Administrative and secretarial occupations",252,36.2,,31.1,,14.90,20.90,24.00,26.80,32.50,37.00,37.50,37.50,38.60,40.10,2021-01-01
"West Midlands, Administrative occupations",208,37,,32,,16.00,22.50,25.00,29.90,35.00,37.00,37.50,37.60,39.00,40.30,2021-01-01
"West Midlands, Secretarial and related occupations",44,28.8,,27.1,,8.90,15.00,17.80,20.50,24.10,34.90,36.40,37.00,37.50,x,2021-01-01
"West Midlands, Skilled trades occupations",149,40,,40,,30.00,37.00,37.40,37.60,39.00,40.00,42.40,44.00,45.00,49.50,2021-01-01
"West Midlands, Skilled agricultural and related trades",7,39.9,,36.2,,x,x,37.00,37.10,39.30,40.00,x,x,x,x,2021-01-01
"West Midlands, Skilled metal, electrical and electronic trades",90,40,,41.3,,36.90,37.50,37.60,38.90,39.10,41.00,43.00,44.80,46.00,50.50,2021-01-01
"West Midlands, Skilled construction and building trades",25,40,,40.5,,25.70,37.00,37.00,37.80,39.90,40.10,42.50,44.00,45.00,x,2021-01-01
"West Midlands, Textiles, printing and other skilled trades",27,38.1,,36,,23.00,25.30,28.90,30.00,35.40,39.90,40.00,41.30,42.00,x,2021-01-01
"West Midlands, Caring, leisure and other service occupations",188,32.2,,30.7,,14.00,20.00,22.50,24.30,29.10,35.00,37.50,37.50,39.10,44.10,2021-01-01
"West Midlands, Caring personal service occupations",160,31.8,,30.7,,14.00,20.00,22.50,24.30,29.10,34.80,37.50,37.50,39.20,44.40,2021-01-01
"West Midlands, Leisure, travel and related personal service occupations",24,30,,29.3,,13.70,16.00,17.70,20.90,25.30,35.10,37.30,37.50,38.10,x,2021-01-01
"West Midlands, Sales and customer service occupations",165,27.8,,27.2,,11.20,16.00,17.50,19.90,22.80,32.60,36.80,37.40,37.50,40.10,2021-01-01
"West Midlands, Sales occupations",122,24,,25.8,,10.30,14.90,16.00,17.80,21.30,29.30,34.20,36.30,37.50,40.10,2021-01-01
"West Midlands, Customer service occupations",43,35.7,,31.4,,15.50,20.90,23.80,27.70,33.90,37.00,37.50,37.50,37.90,x,2021-01-01
"West Midlands, Process, plant and machine operatives",129,40,,40.9,,28.10,36.90,37.50,38.00,39.70,42.00,44.90,46.20,48.00,53.10,2021-01-01
"West Midlands, Process, plant and machine operatives",66,40,,40.5,,34.10,37.00,37.50,38.30,39.10,40.30,42.40,44.00,45.00,49.60,2021-01-01
"West Midlands, Transport and mobile machine drivers and operatives",63,41,,41.3,,24.00,34.20,37.00,38.00,40.00,44.60,47.50,48.00,50.00,56.40,2021-01-01
"West Midlands, Elementary occupations",247,34.6,,29.8,,9.40,15.00,16.80,20.00,27.80,37.00,38.40,39.90,40.00,44.20,2021-01-01
"West Midlands, Elementary trades and related occupations",34,39.5,,38.5,,24.90,33.50,36.00,37.00,37.70,40.00,40.70,42.20,43.80,x,2021-01-01
"West Midlands, Elementary administration and service occupations",213,31,,28.4,,8.30,13.20,15.50,18.20,24.30,37.00,37.50,38.80,40.00,43.80,2021-01-01
East,2434,37,,32.8,,14.00,22.30,25.50,30.00,35.00,37.50,38.40,40.00,40.00,44.30,2021-01-01
"East, Managers, directors and senior officials",250,37.5,,36.7,,25.00,35.00,36.00,36.80,37.40,39.00,40.00,40.00,40.00,45.00,2021-01-01
"East, Corporate managers and directors",193,37.5,,36.2,,25.00,35.00,35.60,36.50,37.30,37.90,40.00,40.00,40.00,42.60,2021-01-01
"East, Other managers and proprietors",57,39.8,,38.1,,27.60,35.00,36.90,37.40,37.60,40.00,40.20,42.10,44.00,x,2021-01-01
"East, Professional occupations",634,36.9,,32,,14.70,23.50,27.30,30.50,34.50,37.00,37.50,37.50,37.50,40.00,2021-01-01
"East, Science, research, engineering and technology professionals",142,37.5,,36.9,,34.50,36.40,36.90,37.00,37.40,37.50,37.90,39.40,40.00,40.50,2021-01-01
"East, Health professionals",184,30,,28.1,,8.00,13.90,17.50,20.50,24.00,37.00,37.50,37.50,37.50,40.00,2021-01-01
"East, Teaching and other educational professionals",159,32.5,,29.1,,15.00,22.70,24.30,26.00,30.10,32.50,32.50,35.40,37.00,37.30,2021-01-01
"East, Business, media and public service professionals",149,37,,35.3,,25.00,35.00,35.00,36.10,37.00,37.40,x,37.50,38.60,40.00,2021-01-01
"East, Associate professional occupations",359,37.4,,35.3,,21.80,32.20,35.00,36.00,37.00,37.50,39.90,40.00,40.00,42.60,2021-01-01
"East, Science, engineering and technology associate professionals",70,37.5,,37.5,,30.00,35.30,36.80,37.00,37.20,38.30,39.90,40.00,40.90,x,2021-01-01
"East, Health and social care associate professionals",55,36.7,,31.3,,14.90,20.30,22.50,25.90,32.60,37.00,37.50,37.50,38.20,x,2021-01-01
"East, Protective service occupations",40,40,,40.6,,37.00,x,x,x,40.00,40.50,41.80,42.00,42.50,x,2021-01-01
"East, Culture, media and sports occupations",21,31,,27.9,,x,x,x,23.50,28.40,37.00,37.50,38.30,x,x,2021-01-01
"East, Business and public service associate professionals",173,37,,35.3,,22.50,34.90,35.00,36.10,37.00,37.50,37.50,38.00,40.00,42.00,2021-01-01
"East, Administrative and secretarial occupations",269,35,,29.9,,12.60,18.80,20.90,23.60,30.00,37.00,37.40,37.50,37.50,40.00,2021-01-01
"East, Administrative occupations",218,35,,30.4,,13.50,19.80,21.70,24.80,32.00,37.00,37.50,37.50,37.50,40.00,2021-01-01
"East, Secretarial and related occupations",51,29,,27.7,,11.60,16.00,18.20,20.80,24.50,34.50,37.00,37.00,37.50,x,2021-01-01
"East, Skilled trades occupations",169,40,,40.2,,29.90,37.00,37.50,38.00,39.90,41.30,43.30,44.70,45.80,49.70,2021-01-01
"East, Skilled agricultural and related trades",8,37,,33.6,,x,x,x,36.00,37.00,38.10,39.00,40.00,x,x,2021-01-01
"East, Skilled metal, electrical and electronic trades",96,40.5,,42.1,,37.00,37.60,39.00,39.70,40.00,42.30,44.20,45.40,47.00,50.00,2021-01-01
"East, Skilled construction and building trades",26,40.5,,41.2,,35.10,37.50,37.60,39.00,40.00,42.50,43.70,45.00,45.60,x,2021-01-01
"East, Textiles, printing and other skilled trades",38,37.5,,35.9,,17.40,26.50,29.60,31.80,35.50,40.00,40.50,41.60,43.90,x,2021-01-01
"East, Caring, leisure and other service occupations",210,28.7,,28.1,,10.80,16.10,18.70,21.00,24.90,32.50,37.00,37.40,37.50,42.10,2021-01-01
"East, Caring personal service occupations",179,28.6,,28.2,,11.00,16.20,18.80,21.00,24.90,32.50,36.00,37.40,37.50,42.30,2021-01-01
"East, Leisure, travel and related personal service occupations",30,30,,27.4,,x,14.60,17.80,20.00,23.80,36.50,37.00,37.30,38.20,x,2021-01-01
"East, Sales and customer service occupations",167,26.9,,26.6,,10.40,15.00,16.70,18.70,22.40,31.90,36.80,37.30,37.50,40.50,2021-01-01
"East, Sales occupations",123,23.9,,25.1,,10.00,13.80,16.00,17.40,20.40,28.30,33.50,36.20,37.50,40.20,2021-01-01
"East, Customer service occupations",44,36.4,,31,,13.70,19.20,21.80,26.10,32.70,37.00,37.50,37.60,39.20,x,2021-01-01
"East, Process, plant and machine operatives",132,40.6,,41.3,,25.00,35.90,37.30,38.00,40.00,43.00,45.80,47.50,49.20,56.30,2021-01-01
"East, Process, plant and machine operatives",56,40,,39.6,,30.00,37.00,37.30,37.50,39.00,40.50,42.40,44.00,45.50,x,2021-01-01
"East, Transport and mobile machine drivers and operatives",76,42.8,,42.6,,22.60,35.00,37.50,39.00,40.00,45.00,48.00,50.00,51.30,60.20,2021-01-01
"East, Elementary occupations",244,31.2,,28.7,,7.30,12.00,15.00,16.80,23.90,37.40,39.60,40.00,41.90,47.00,2021-01-01
"East, Elementary trades and related occupations",32,40,,38.9,,21.10,32.40,36.90,37.50,39.10,42.50,45.00,45.30,47.30,x,2021-01-01
"East, Elementary administration and service occupations",212,27.9,,27.2,,6.70,11.00,12.80,15.40,20.80,35.50,38.00,39.90,40.20,45.40,2021-01-01
London,3968,36,,33.8,,18.40,28.50,32.50,34.90,35.00,37.50,37.50,39.30,40.00,41.40,2021-01-01
"London, Managers, directors and senior officials",579,37.4,,36.5,,32.00,x,35.00,35.00,35.40,37.50,39.90,40.00,40.00,42.50,2021-01-01
"London, Corporate managers and directors",484,37,,36.2,,32.00,x,35.00,35.00,35.00,37.50,38.90,39.90,40.00,40.70,2021-01-01
"London, Other managers and proprietors",96,39.3,,38.5,,32.70,35.00,35.60,36.80,37.50,40.00,40.00,40.80,42.80,x,2021-01-01
"London, Professional occupations",1358,36,,34.3,,24.00,32.40,32.80,35.00,35.00,37.40,37.50,37.50,38.90,40.00,2021-01-01
"London, Science, research, engineering and technology professionals",311,37.5,,37,,34.90,x,35.00,35.90,37.30,37.50,39.00,40.00,40.00,40.00,2021-01-01
"London, Health professionals",223,37.5,,33.4,,15.00,23.70,29.90,34.20,37.40,37.50,37.50,37.50,38.90,40.00,2021-01-01
"London, Teaching and other educational professionals",294,32.5,,29.1,,15.00,24.20,26.20,27.50,30.00,32.50,32.90,35.00,35.00,37.00,2021-01-01
"London, Business, media and public service professionals",531,36,,35.9,,33.10,x,35.00,35.00,35.00,37.40,x,37.50,39.80,40.00,2021-01-01
"London, Associate professional occupations",630,37,,35.4,,27.60,35.00,35.00,35.00,36.00,37.50,38.00,39.90,40.00,41.80,2021-01-01
"London, Science, engineering and technology associate professionals",110,37.5,,37,,34.70,35.00,35.00,35.90,37.00,37.90,40.00,40.00,40.00,43.30,2021-01-01
"London, Health and social care associate professionals",80,35,,31.5,,16.40,22.50,27.20,30.10,35.00,36.00,37.00,37.50,37.50,x,2021-01-01
"London, Protective service occupations",24,41.9,,40.5,,35.60,37.00,37.50,39.00,40.00,x,42.10,42.20,x,x,2021-01-01
"London, Culture, media and sports occupations",42,37,,29.9,,x,x,x,29.70,35.00,37.50,39.80,39.90,40.00,x,2021-01-01
"London, Business and public service associate professionals",373,37,,36.1,,32.20,x,35.00,35.00,35.90,37.50,37.50,39.30,40.00,40.20,2021-01-01
"London, Administrative and secretarial occupations",480,35,,31.9,,15.10,22.90,28.00,32.00,35.00,36.90,37.50,37.50,37.90,40.00,2021-01-01
"London, Administrative occupations",398,35.9,,32.3,,16.00,24.50,30.00,33.30,35.00,37.00,37.50,37.50,38.00,40.00,2021-01-01
"London, Secretarial and related occupations",82,35,,29.9,,13.80,17.70,20.90,24.10,30.10,35.00,37.40,37.50,37.50,x,2021-01-01
"London, Skilled trades occupations",141,40,,38.1,,23.80,33.90,35.00,36.20,37.50,40.00,41.80,43.00,44.80,48.60,2021-01-01
"London, Skilled agricultural and related trades",7,37.5,,34.7,,x,x,x,x,36.00,38.90,x,x,x,x,2021-01-01
"London, Skilled metal, electrical and electronic trades",60,40,,40.5,,35.00,36.90,37.40,37.50,38.50,40.00,42.50,43.70,45.00,x,2021-01-01
"London, Skilled construction and building trades",22,40,,38.9,,22.90,27.70,36.00,37.10,40.00,41.50,43.90,45.00,46.70,x,2021-01-01
"London, Textiles, printing and other skilled trades",53,38.9,,35.4,,18.80,25.00,29.10,31.90,35.00,40.00,40.40,41.70,43.50,x,2021-01-01
"London, Caring, leisure and other service occupations",229,32.2,,30,,11.30,17.50,20.00,22.50,27.60,35.00,37.50,37.50,39.80,43.00,2021-01-01
"London, Caring personal service occupations",181,30.9,,29.5,,10.10,16.90,19.80,22.20,27.30,34.70,36.60,37.50,37.50,43.00,2021-01-01
"London, Leisure, travel and related personal service occupations",46,35.2,,31.3,,14.80,18.40,20.20,24.00,30.20,37.50,39.90,40.00,40.00,x,2021-01-01
"London, Sales and customer service occupations",196,29,,27.7,,11.10,16.00,17.10,19.90,23.60,35.00,36.70,37.50,38.80,41.80,2021-01-01
"London, Sales occupations",147,25.7,,26.5,,10.50,15.10,16.20,18.10,21.60,30.60,35.90,37.50,38.10,41.60,2021-01-01
"London, Customer service occupations",49,35,,31.2,,14.70,20.20,23.90,26.30,35.00,36.00,37.50,37.80,39.10,41.60,2021-01-01
"London, Process, plant and machine operatives",98,39.5,,38.9,,23.50,x,35.00,35.70,38.00,40.20,43.00,45.00,46.70,51.10,2021-01-01
"London, Process, plant and machine operatives",29,39.7,,39.1,,25.50,35.00,36.10,37.50,38.00,40.00,41.90,43.00,44.80,x,2021-01-01
"London, Transport and mobile machine drivers and operatives",70,39.2,,38.8,,21.50,35.00,35.00,35.20,38.00,40.50,43.10,45.00,47.60,52.60,2021-01-01
"London, Elementary occupations",257,31,,29.2,,9.40,14.80,16.20,19.00,24.10,36.40,38.60,40.00,40.60,46.20,2021-01-01
"London, Elementary trades and related occupations",12,38.7,,35.5,,16.00,25.50,31.70,32.90,36.80,39.90,x,40.30,x,x,2021-01-01
"London, Elementary administration and service occupations",246,30.1,,28.9,,9.20,14.30,16.00,18.70,23.90,36.00,38.40,40.00,40.50,46.20,2021-01-01
South East,4066,37,,33,,15.00,24.00,28.70,32.10,35.00,37.50,37.90,39.80,40.00,42.50,2021-01-01
"South East, Managers, directors and senior officials",455,37.5,,36.1,,25.00,35.00,35.00,36.20,37.00,37.90,39.90,40.00,40.00,43.00,2021-01-01
"South East, Corporate managers and directors",357,37.5,,35.7,,25.00,35.00,35.00,36.00,37.00,37.50,39.80,40.00,40.00,42.30,2021-01-01
"South East, Other managers and proprietors",98,39,,37.4,,26.40,35.00,36.40,37.00,37.50,40.00,40.00,40.10,41.10,x,2021-01-01
"South East, Professional occupations",1178,37,,33.4,,19.50,30.00,32.40,32.50,35.00,37.40,37.50,37.50,37.80,40.00,2021-01-01
"South East, Science, research, engineering and technology professionals",346,37.5,,37.1,,35.00,36.80,37.00,37.00,37.40,37.50,37.60,38.50,39.90,40.00,2021-01-01
"South East, Health professionals",190,37.4,,32.5,,15.60,22.50,25.40,30.00,34.10,37.50,37.50,37.50,38.60,40.90,2021-01-01
"South East, Teaching and other educational professionals",340,32.5,,28.7,,13.00,19.50,24.00,25.90,32.30,32.50,32.50,35.00,36.90,37.50,2021-01-01
"South East, Business, media and public service professionals",302,37,,34.8,,24.00,34.60,35.00,35.00,36.90,37.50,x,37.50,38.60,40.00,2021-01-01
"South East, Associate professional occupations",699,37.4,,35.1,,21.50,32.40,35.00,35.60,37.00,37.50,38.90,40.00,40.00,42.00,2021-01-01
"South East, Science, engineering and technology associate professionals",143,37.5,,37.7,,32.70,36.70,37.00,37.00,37.50,38.00,40.00,40.00,40.10,43.00,2021-01-01
"South East, Health and social care associate professionals",102,35,,29.8,,12.00,19.90,22.50,26.00,30.10,37.00,37.00,37.40,37.50,x,2021-01-01
"South East, Protective service occupations",65,40,,40.3,,36.00,38.60,39.70,x,40.00,40.80,41.90,42.10,42.40,x,2021-01-01
"South East, Culture, media and sports occupations",38,30.7,,25.6,,x,x,x,x,x,36.20,37.20,37.50,37.90,x,2021-01-01
"South East, Business and public service associate professionals",351,37.4,,35.6,,24.20,34.90,35.00,36.00,37.00,37.50,37.50,38.80,40.00,40.50,2021-01-01
"South East, Administrative and secretarial occupations",512,35.4,,30.3,,12.00,18.60,21.90,25.00,32.00,37.00,37.50,37.50,37.90,40.00,2021-01-01
"South East, Administrative occupations",422,36.5,,31.1,,13.80,20.00,24.00,27.80,35.00,37.00,37.50,37.50,38.40,40.00,2021-01-01
"South East, Secretarial and related occupations",89,27.7,,26.7,,10.10,15.50,16.60,18.60,22.50,33.30,36.00,37.00,37.50,39.60,2021-01-01
"South East, Skilled trades occupations",238,40,,39.4,,27.00,36.90,37.40,37.50,39.80,40.00,42.40,43.90,45.00,48.10,2021-01-01
"South East, Skilled agricultural and related trades",20,39,,38.4,,x,36.30,36.90,37.00,37.50,40.00,40.00,40.00,x,x,2021-01-01
"South East, Skilled metal, electrical and electronic trades",122,40,,41.1,,36.80,37.50,37.70,39.00,40.00,40.60,42.50,44.50,45.00,48.40,2021-01-01
"South East, Skilled construction and building trades",39,40,,41.1,,35.40,37.50,39.00,39.90,40.00,40.40,43.50,45.00,45.10,x,2021-01-01
"South East, Textiles, printing and other skilled trades",57,38.6,,35,,17.50,23.90,25.80,30.00,36.80,40.00,40.30,42.30,44.00,x,2021-01-01
"South East, Caring, leisure and other service occupations",298,30.3,,29.3,,11.00,17.50,20.00,22.50,27.40,34.50,37.00,37.50,38.40,43.60,2021-01-01
"South East, Caring personal service occupations",251,30.1,,29.3,,11.00,17.70,20.10,22.50,27.10,33.50,37.00,37.50,38.30,44.20,2021-01-01
"South East, Leisure, travel and related personal service occupations",45,32,,28.6,,10.60,16.00,18.10,21.30,27.60,35.70,37.40,37.50,38.90,x,2021-01-01
"South East, Sales and customer service occupations",230,27.5,,26.9,,9.90,14.90,16.00,18.30,22.50,33.20,37.00,37.50,37.90,40.50,2021-01-01
"South East, Sales occupations",173,24.3,,25.4,,8.90,13.30,15.10,16.40,20.10,29.30,35.00,37.00,37.50,40.00,2021-01-01
"South East, Customer service occupations",57,35.7,,31.4,,15.00,20.50,23.30,26.00,33.00,37.00,37.50,37.90,39.90,41.30,2021-01-01
"South East, Process, plant and machine operatives",138,40,,39.3,,20.00,33.30,35.80,37.00,38.90,42.00,44.80,45.70,48.00,52.40,2021-01-01
"South East, Process, plant and machine operatives",57,40,,38,,20.40,34.00,36.20,37.30,38.00,40.00,42.10,43.10,45.00,48.00,2021-01-01
"South East, Transport and mobile machine drivers and operatives",81,40.5,,40.2,,19.80,32.80,35.30,37.00,39.40,44.20,46.00,48.00,49.50,54.90,2021-01-01
"South East, Elementary occupations",318,28,,27.3,,6.20,11.00,13.50,15.60,21.20,35.10,38.00,39.70,40.00,45.00,2021-01-01
"South East, Elementary trades and related occupations",28,40,,40.2,,25.20,35.80,37.30,38.10,40.00,41.20,43.80,45.00,47.70,x,2021-01-01
"South East, Elementary administration and service occupations",291,25.3,,26,,6.00,10.00,12.50,15.00,19.90,32.80,37.50,38.20,40.00,44.60,2021-01-01
South West,2278,37,,32.3,,14.70,22.30,25.30,29.90,34.90,37.40,37.90,39.10,40.00,42.50,2021-01-01
"South West, Managers, directors and senior officials",236,37.5,,36.2,,23.50,35.00,35.00,35.90,37.00,38.70,40.00,40.00,40.00,43.90,2021-01-01
"South West, Corporate managers and directors",180,37.5,,35.7,,22.10,34.70,35.00,35.00,37.00,37.90,39.80,40.00,40.00,42.50,2021-01-01
"South West, Other managers and proprietors",56,38.6,,37.9,,27.30,35.70,36.90,37.00,37.50,40.00,40.00,40.00,42.80,x,2021-01-01
"South West, Professional occupations",556,36.9,,32.6,,18.70,26.00,30.00,32.40,35.00,37.00,37.50,37.50,37.50,40.00,2021-01-01
"South West, Science, research, engineering and technology professionals",132,37.4,,36.8,,34.60,36.20,37.00,37.00,37.00,37.50,37.90,38.90,39.80,40.00,2021-01-01
"South West, Health professionals",119,37,,31.5,,16.00,22.50,24.10,27.40,31.60,x,37.50,37.50,37.50,40.50,2021-01-01
"South West, Teaching and other educational professionals",149,32.4,,27.7,,13.00,19.50,22.40,24.20,28.70,32.50,32.50,32.70,35.00,37.00,2021-01-01
"South West, Business, media and public service professionals",156,37,,34.6,,22.50,33.80,35.00,35.00,36.50,37.00,37.50,37.50,37.90,40.00,2021-01-01
"South West, Associate professional occupations",311,37,,34,,21.40,30.00,32.60,35.00,36.90,37.40,37.50,37.90,39.80,40.40,2021-01-01
"South West, Science, engineering and technology associate professionals",63,37.4,,37.3,,30.20,35.00,36.30,36.90,37.00,37.50,39.10,39.90,40.00,x,2021-01-01
"South West, Health and social care associate professionals",57,35,,30.3,,16.00,22.50,24.00,27.50,30.00,37.00,x,37.00,37.50,x,2021-01-01
"South West, Protective service occupations",10,40,,38,,x,x,39.20,x,40.00,40.00,42.00,x,x,x,2021-01-01
"South West, Culture, media and sports occupations",19,28.7,,24.7,,x,x,12.00,x,x,35.00,37.00,37.20,x,x,2021-01-01
"South West, Business and public service associate professionals",163,37,,34.9,,22.60,33.00,35.00,35.00,37.00,37.40,37.50,37.60,39.40,40.00,2021-01-01
"South West, Administrative and secretarial occupations",275,35,,29.6,,11.50,18.50,21.90,24.00,30.00,37.00,37.40,37.50,37.50,40.00,2021-01-01
"South West, Administrative occupations",222,35.7,,30.3,,12.00,20.00,22.50,25.00,31.50,37.00,37.50,37.50,37.50,40.00,2021-01-01
"South West, Secretarial and related occupations",54,28.6,,26.7,,10.10,16.40,18.00,20.00,23.40,32.50,36.20,37.00,37.50,x,2021-01-01
"South West, Skilled trades occupations",169,40,,39.2,,27.60,36.40,37.00,37.50,39.10,40.00,42.50,43.50,44.80,48.00,2021-01-01
"South West, Skilled agricultural and related trades",11,37.5,,35.6,,x,30.00,34.90,35.10,37.00,38.90,39.90,x,x,x,2021-01-01
"South West, Skilled metal, electrical and electronic trades",80,40,,40.8,,36.40,37.50,37.90,38.90,40.00,40.50,42.90,44.00,45.00,48.00,2021-01-01
"South West, Skilled construction and building trades",33,40,,41.1,,36.40,38.60,39.20,39.90,x,42.00,42.50,44.00,45.60,x,2021-01-01
"South West, Textiles, printing and other skilled trades",45,37.5,,35.8,,17.10,24.00,27.10,30.00,35.00,39.60,40.00,43.10,44.60,x,2021-01-01
"South West, Caring, leisure and other service occupations",202,29.9,,28.3,,10.60,17.00,19.50,21.90,25.10,33.60,37.00,37.50,38.60,42.30,2021-01-01
"South West, Caring personal service occupations",168,29.6,,28.6,,11.10,17.50,19.90,22.40,25.40,32.90,36.90,37.50,38.30,42.50,2021-01-01
"South West, Leisure, travel and related personal service occupations",32,31.3,,26.7,,x,15.10,17.50,19.00,23.90,35.00,37.00,37.50,39.00,x,2021-01-01
"South West, Sales and customer service occupations",168,25.5,,26,,10.00,14.00,16.00,17.50,21.40,31.00,36.00,37.10,37.60,40.50,2021-01-01
"South West, Sales occupations",137,24,,25.1,,9.10,13.30,15.40,16.30,20.10,29.00,34.00,36.70,37.50,40.00,2021-01-01
"South West, Customer service occupations",32,34.9,,29.8,,11.80,19.30,21.00,22.50,28.90,36.50,37.50,37.50,38.70,x,2021-01-01
"South West, Process, plant and machine operatives",120,40,,40.3,,24.10,35.00,37.00,37.50,39.50,42.50,44.90,46.00,48.00,51.70,2021-01-01
"South West, Process, plant and machine operatives",55,40,,39.4,,28.80,36.90,37.30,37.50,38.60,40.50,42.50,43.50,44.30,x,2021-01-01
"South West, Transport and mobile machine drivers and operatives",65,41.4,,41.1,,22.50,33.50,36.80,38.00,40.00,44.90,47.00,48.00,49.00,54.80,2021-01-01
"South West, Elementary occupations",241,30,,27.6,,7.70,12.10,14.60,16.50,22.00,36.30,38.00,39.60,40.00,44.40,2021-01-01
"South West, Elementary trades and related occupations",31,40,,38,,x,34.20,36.00,37.00,38.60,41.00,43.10,44.40,45.00,x,2021-01-01
"South West, Elementary administration and service occupations",210,26,,26.1,,7.50,11.90,13.10,15.40,20.00,33.10,37.50,38.10,39.80,42.60,2021-01-01
Wales,1194,37,,32.9,,16.00,24.00,27.50,30.00,34.90,37.00,37.50,38.80,40.00,42.50,2021-01-01
"Wales, Managers, directors and senior officials",95,37.5,,37,,26.50,35.00,35.00,36.80,37.00,39.00,40.00,40.00,40.50,45.10,2021-01-01
"Wales, Corporate managers and directors",68,37.5,,36.8,,25.20,35.00,35.00,36.50,37.00,39.00,40.00,40.00,40.00,x,2021-01-01
"Wales, Other managers and proprietors",27,37.5,,37.5,,26.80,35.00,36.80,37.00,37.00,39.90,40.00,40.00,41.20,x,2021-01-01
"Wales, Professional occupations",291,36.2,,33.1,,20.70,27.50,30.00,32.50,34.90,37.00,37.50,37.50,37.50,39.50,2021-01-01
"Wales, Science, research, engineering and technology professionals",50,37,,36.7,,33.50,35.00,36.50,36.90,37.00,37.50,37.50,37.80,38.90,x,2021-01-01
"Wales, Health professionals",95,37.5,,33.5,,20.00,25.00,29.70,30.50,36.00,x,x,37.50,37.50,x,2021-01-01
"Wales, Teaching and other educational professionals",77,32.4,,28.9,,16.10,26.00,27.20,27.50,29.90,32.50,32.50,32.90,35.00,x,2021-01-01
"Wales, Business, media and public service professionals",70,37,,34.5,,26.70,34.00,34.90,35.00,35.40,37.00,37.00,37.50,37.50,x,2021-01-01
"Wales, Associate professional occupations",148,37,,35.6,,23.20,34.00,35.00,36.30,37.00,37.40,37.50,39.50,40.00,42.20,2021-01-01
"Wales, Science, engineering and technology associate professionals",33,37.5,,38.9,,34.90,x,37.00,37.00,37.00,37.50,39.80,40.00,41.00,x,2021-01-01
"Wales, Health and social care associate professionals",28,36.9,,33.3,,20.80,28.80,29.90,32.00,34.10,37.00,37.00,37.10,37.50,x,2021-01-01
"Wales, Protective service occupations",13,40.5,,42.5,,x,40.00,x,x,40.00,41.90,44.10,46.10,x,x,2021-01-01
"Wales, Business and public service associate professionals",69,37,,34.7,,24.00,34.50,35.00,35.00,36.90,37.00,37.50,37.50,38.70,x,2021-01-01
"Wales, Administrative and secretarial occupations",163,36.1,,31.3,,15.00,22.10,24.90,27.40,32.60,37.00,37.00,37.50,37.50,40.00,2021-01-01
"Wales, Administrative occupations",139,36.9,,32.2,,15.90,22.50,25.00,30.00,34.80,37.00,37.00,37.50,37.50,40.00,2021-01-01
"Wales, Secretarial and related occupations",24,28.6,,26.2,,7.00,13.80,16.00,19.20,23.50,32.00,36.90,37.00,37.50,x,2021-01-01
"Wales, Skilled trades occupations",83,39.3,,38.6,,30.10,34.90,36.10,37.00,37.70,40.00,40.50,42.10,43.00,46.60,2021-01-01
"Wales, Skilled metal, electrical and electronic trades",43,39.9,,40.3,,34.90,36.80,37.00,37.20,38.60,40.00,41.00,42.40,43.70,x,2021-01-01
"Wales, Skilled construction and building trades",14,40,,40.4,,x,37.50,38.00,38.90,x,40.10,42.10,43.00,44.70,x,2021-01-01
"Wales, Textiles, printing and other skilled trades",21,35.3,,33.8,,20.00,26.10,28.80,30.00,32.70,37.50,x,40.00,40.20,x,2021-01-01
"Wales, Caring, leisure and other service occupations",131,30.5,,29.4,,12.20,20.00,22.30,24.30,28.70,33.90,37.00,37.00,37.50,40.60,2021-01-01
"Wales, Caring personal service occupations",116,30.6,,29.6,,12.10,20.00,22.50,25.00,28.80,33.30,36.30,37.20,37.50,40.90,2021-01-01
"Wales, Leisure, travel and related personal service occupations",13,27.2,,26.7,,x,15.90,16.20,18.00,24.00,32.50,x,37.00,x,x,2021-01-01
"Wales, Sales and customer service occupations",89,27.3,,27.1,,12.00,16.20,18.20,19.90,23.00,31.50,36.10,37.00,37.50,40.40,2021-01-01
"Wales, Sales occupations",67,24,,25.9,,11.10,16.00,16.90,18.70,21.90,29.40,33.70,35.90,37.40,40.10,2021-01-01
"Wales, Customer service occupations",22,35,,31,,16.10,20.00,23.00,25.00,31.00,37.00,37.00,37.50,37.70,x,2021-01-01
"Wales, Process, plant and machine operatives",68,40,,40.9,,27.40,36.40,37.00,37.50,39.00,41.90,44.90,46.80,48.50,56.00,2021-01-01
"Wales, Process, plant and machine operatives",36,40,,41.1,,34.60,37.00,37.40,37.50,39.00,40.20,42.50,44.20,46.00,x,2021-01-01
"Wales, Transport and mobile machine drivers and operatives",32,40,,40.7,,17.70,30.00,36.00,37.30,39.00,44.20,47.50,49.00,51.00,x,2021-01-01
"Wales, Elementary occupations",125,30,,27.8,,7.50,12.50,15.00,16.30,23.00,36.80,38.00,39.50,40.00,44.00,2021-01-01
"Wales, Elementary trades and related occupations",20,40,,38.5,,x,37.00,37.00,37.50,39.00,40.00,41.90,42.70,44.90,x,2021-01-01
"Wales, Elementary administration and service occupations",105,25,,25.7,,6.20,11.90,13.60,15.80,20.00,31.00,37.00,37.90,39.10,42.20,2021-01-01
