Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"North East, Skilled metal, electrical and electronic trades",36,39.9,,40.8,,36.00,37.40,37.50,37.90,38.50,40.00,42.00,43.40,45.00,x,2021-01-01
"North East, Skilled construction and building trades",13,39,,39.7,,36.90,37.00,x,37.40,38.30,x,40.00,40.40,x,x,2021-01-01
"North East, Textiles, printing and other skilled trades",15,32.5,,30.8,,16.00,20.00,22.50,24.00,27.90,36.00,37.30,38.80,x,x,2021-01-01
"North East,  Caring, leisure and other service occupations",78,32.5,,30.3,,14.00,20.20,22.50,24.50,30.00,36.40,37.00,37.50,38.30,42.60,2021-01-01
"North East, Caring personal service occupations",65,32.5,,30.8,,14.00,20.90,23.10,25.30,30.00,36.90,37.00,37.50,38.40,43.60,2021-01-01
"North East, Leisure, travel and related personal service occupations",13,29,,27.1,,x,x,19.20,21.10,24.00,32.60,36.00,36.60,x,x,2021-01-01
"North East,  Sales and customer service occupations",84,28,,26.9,,11.30,16.00,17.90,19.40,22.60,31.50,36.00,37.00,37.50,40.00,2021-01-01
"North East, Sales occupations",63,24.6,,25.6,,11.00,15.50,16.10,18.00,21.20,29.30,33.00,35.70,37.00,40.00,2021-01-01
"North East, Customer service occupations",21,36,,30.9,,15.30,20.00,22.50,25.70,32.00,37.00,37.40,37.50,37.50,x,2021-01-01
"North East,  Process, plant and machine operatives",54,39.3,,40.2,,27.10,36.10,37.00,37.50,38.90,40.50,42.50,44.20,46.00,x,2021-01-01
"North East, Process, plant and machine operatives",28,39,,39.4,,31.70,37.00,37.00,37.40,38.10,40.00,41.50,42.00,43.90,x,2021-01-01
"North East, Transport and mobile machine drivers and operatives",26,40,,41.1,,25.90,35.00,36.80,37.60,39.00,41.50,45.00,46.00,48.20,x,2021-01-01
"North East,  Elementary occupations",99,28.7,,27.6,,9.00,12.40,14.60,16.00,21.30,36.20,38.00,39.00,40.00,44.20,2021-01-01
"North East, Elementary trades and related occupations",11,39,,39,,x,35.80,37.00,37.50,39.00,40.00,x,42.10,x,x,2021-01-01
"North East, Elementary administration and service occupations",88,25.8,,26.2,,8.30,12.00,13.40,15.00,18.90,32.60,37.50,38.00,39.30,43.20,2021-01-01
North West,2806,37,,33.1,,16.00,24.00,28.30,32.00,35.00,37.50,38.00,39.10,40.00,42.50,2021-01-01
"North West, Managers, directors and senior officials",270,37.5,,36.5,,27.50,35.00,35.40,36.70,37.40,38.80,40.00,40.00,40.00,43.30,2021-01-01
"North West, Corporate managers and directors",210,37.5,,35.9,,25.30,35.00,35.00,36.20,37.10,37.90,39.70,40.00,40.00,42.00,2021-01-01
"North West, Other managers and proprietors",59,39.1,,38.3,,29.90,36.00,36.80,37.00,37.50,40.00,40.00,40.90,42.50,x,2021-01-01
"North West, Professional occupations",687,37,,34,,22.50,30.00,32.40,32.50,35.00,37.40,37.50,37.50,38.20,40.00,2021-01-01
"North West, Science, research, engineering and technology professionals",141,37.5,,37.8,,35.00,36.10,36.70,37.00,37.40,37.50,38.80,39.30,40.00,41.70,2021-01-01
"North West, Health professionals",187,37.5,,34,,20.00,27.50,30.00,32.90,37.40,37.50,37.50,39.30,40.00,40.00,2021-01-01
"North West, Teaching and other educational professionals",181,32.4,,29.6,,19.40,24.70,27.20,27.50,32.40,32.50,32.50,33.90,35.00,37.00,2021-01-01
"North West, Business, media and public service professionals",178,37,,35.6,,29.90,35.00,x,35.00,37.00,37.50,37.50,37.50,38.00,40.00,2021-01-01
"North West, Associate professional occupations",393,37.1,,35,,22.50,32.50,35.00,35.00,37.00,37.50,37.90,39.00,40.00,41.30,2021-01-01
"North West, Science, engineering and technology associate professionals",78,37.5,,37.1,,29.90,35.00,36.20,37.00,37.10,37.90,39.90,40.00,40.40,x,2021-01-01
"North West, Health and social care associate professionals",74,36.5,,31.5,,15.00,23.10,25.90,29.60,34.50,37.00,37.20,37.50,37.50,x,2021-01-01
"North West, Protective service occupations",24,40,,39.1,,x,37.00,38.60,40.00,40.00,40.70,42.00,42.10,42.40,x,2021-01-01
"North West, Culture, media and sports occupations",20,37,,30.4,,x,x,x,x,35.00,37.50,37.50,38.00,38.80,x,2021-01-01
"North West, Business and public service associate professionals",198,37,,35.4,,25.90,35.00,35.00,35.00,37.00,37.50,37.50,38.10,39.20,40.00,2021-01-01
"North West, Administrative and secretarial occupations",351,36,,31.4,,14.40,21.00,24.20,28.80,35.00,37.00,37.50,37.50,38.00,40.00,2021-01-01
"North West, Administrative occupations",290,36.8,,32.1,,15.00,22.50,26.50,30.10,35.00,37.00,37.50,37.50,38.70,40.20,2021-01-01
"North West, Secretarial and related occupations",61,30.1,,28,,11.30,17.30,20.00,21.00,27.40,35.00,36.50,37.00,37.50,38.90,2021-01-01
"North West, Skilled trades occupations",179,40,,38.9,,28.10,36.10,37.00,37.50,38.80,40.00,41.50,42.80,44.30,48.00,2021-01-01
"North West, Skilled agricultural and related trades",10,39.2,,38.9,,x,37.00,37.00,37.00,37.50,40.00,41.00,41.70,x,x,2021-01-01
"North West, Skilled metal, electrical and electronic trades",98,40,,40.6,,35.40,37.10,37.50,38.00,39.00,40.50,42.30,43.20,44.80,48.00,2021-01-01
"North West, Skilled construction and building trades",27,40,,39.9,,35.00,37.00,37.50,38.20,39.10,40.00,40.50,41.30,42.50,x,2021-01-01
"North West, Textiles, printing and other skilled trades",44,37.5,,34.3,,16.00,21.80,24.70,28.30,34.50,39.90,40.20,42.00,43.90,x,2021-01-01
"North West, Caring, leisure and other service occupations",248,31.6,,29.6,,12.40,18.60,21.10,23.40,28.20,35.00,37.00,37.50,38.20,42.30,2021-01-01
"North West, Caring personal service occupations",213,31.4,,29.9,,12.60,19.50,21.30,23.80,28.40,35.00,37.00,37.50,38.30,43.00,2021-01-01
"North West, Leisure, travel and related personal service occupations",33,32,,27.7,,10.10,15.30,17.90,21.30,26.40,35.00,37.00,37.50,38.10,x,2021-01-01
"North West, Sales and customer service occupations",215,28.3,,27.5,,12.00,16.00,17.70,19.80,23.60,32.90,36.50,37.40,37.60,40.00,2021-01-01
"North West, Sales occupations",161,24.8,,26,,10.70,15.10,16.00,18.00,21.30,29.80,34.50,36.50,37.50,40.00,2021-01-01
"North West, Customer service occupations",54,35,,31.8,,16.00,21.80,25.00,28.70,33.90,37.00,37.50,37.50,38.90,40.60,2021-01-01
"North West, Process, plant and machine operatives",159,40,,40.1,,24.00,35.00,36.50,37.40,38.80,41.50,44.30,45.80,48.00,53.80,2021-01-01
"North West, Process, plant and machine operatives",64,39,,38.6,,27.80,35.00,36.50,37.00,38.10,40.00,41.40,42.10,43.60,x,2021-01-01
"North West, Transport and mobile machine drivers and operatives",95,40.1,,41.2,,22.60,33.90,36.50,37.50,39.10,43.90,47.00,48.10,50.40,57.30,2021-01-01
"North West, Elementary occupations",307,30,,27.7,,8.00,12.50,15.00,17.70,23.10,35.80,37.80,38.90,40.00,44.00,2021-01-01
"North West, Elementary trades and related occupations",35,39,,37.1,,20.00,33.70,35.00,36.20,37.50,40.00,40.50,42.10,44.70,x,2021-01-01
"North West, Elementary administration and service occupations",273,26.9,,26.5,,7.50,12.00,14.20,16.00,21.00,33.90,37.40,38.00,39.20,43.00,2021-01-01
Yorkshire and The Humber,2143,37,,33.2,,16.00,24.00,28.10,31.20,35.00,37.50,38.10,39.90,40.00,43.70,2021-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",205,37.5,,36.2,,23.00,35.00,35.00,36.80,37.00,38.90,40.00,40.00,40.00,44.00,2021-01-01
"Yorkshire and The Humber, Corporate managers and directors",160,37.5,,35.7,,22.00,34.90,35.00,36.20,37.00,37.70,39.90,40.00,40.00,42.60,2021-01-01
"Yorkshire and The Humber, Other managers and proprietors",46,39.8,,38,,30.00,35.00,36.90,37.00,37.50,40.00,40.00,40.70,42.00,x,2021-01-01
"Yorkshire and The Humber, Professional occupations",483,37,,33.9,,22.50,30.10,32.40,32.50,35.00,37.30,37.50,37.50,37.50,40.00,2021-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",109,37.5,,37.2,,34.40,36.00,36.90,37.00,37.30,37.50,37.90,39.30,40.00,40.20,2021-01-01
"Yorkshire and The Humber, Health professionals",113,37.5,,34.1,,20.90,28.00,30.00,31.10,36.80,37.50,37.50,37.50,39.10,42.20,2021-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",123,32.5,,29.2,,17.00,24.20,26.00,28.20,32.40,32.50,32.50,33.20,35.00,37.00,2021-01-01
"Yorkshire and The Humber, Business, media and public service professionals",138,37,,35.6,,28.40,x,35.00,35.00,36.90,37.30,37.50,x,37.50,40.00,2021-01-01
"Yorkshire and The Humber, Associate professional occupations",312,37,,34.4,,20.00,30.10,34.00,35.00,36.90,37.50,37.80,39.30,40.00,40.90,2021-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",55,37.5,,37.5,,29.90,35.00,36.80,37.00,37.00,37.80,39.80,40.00,41.30,x,2021-01-01
"Yorkshire and The Humber, Health and social care associate professionals",69,35,,31.2,,18.30,22.50,26.30,28.50,32.10,37.00,37.00,37.00,37.50,x,2021-01-01
"Yorkshire and The Humber, Protective service occupations",23,40,,39.5,,37.00,37.10,x,x,x,40.00,x,40.00,41.20,x,2021-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",15,30,,26.1,,x,x,x,x,x,35.00,37.50,37.90,x,x,2021-01-01
"Yorkshire and The Humber, Business and public service associate professionals",150,37,,34.8,,22.30,34.00,35.00,35.00,37.00,37.50,37.50,37.90,39.90,40.00,2021-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",238,35,,30.8,,14.00,20.50,23.30,27.00,32.90,37.00,37.50,37.50,37.50,40.00,2021-01-01
"Yorkshire and The Humber, Administrative occupations",198,36.4,,31.6,,15.00,22.30,25.00,29.90,34.90,37.00,37.50,37.50,37.70,40.00,2021-01-01
"Yorkshire and The Humber, Secretarial and related occupations",41,28.7,,26.6,,9.20,15.00,17.10,19.90,23.90,34.00,35.10,37.00,37.30,x,2021-01-01
"Yorkshire and The Humber, Skilled trades occupations",159,40,,39.5,,28.50,36.60,37.00,37.50,39.00,40.00,42.30,43.70,45.00,49.50,2021-01-01
"Yorkshire and The Humber, Skilled agricultural and related trades",8,37.6,,35.2,,x,x,31.30,35.90,37.00,39.90,40.00,x,x,x,2021-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",81,40,,41.3,,35.00,37.40,37.50,38.00,40.00,41.50,43.40,44.70,46.60,51.80,2021-01-01
"Yorkshire and The Humber, Skilled construction and building trades",36,40,,41.4,,36.90,37.30,38.40,39.00,x,40.20,43.40,44.80,45.60,x,2021-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",35,37,,34.2,,18.90,24.00,27.70,29.90,34.50,38.50,40.00,40.00,41.30,x,2021-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",197,31,,29.7,,12.90,19.90,22.30,24.00,28.40,34.50,37.00,37.50,38.10,41.60,2021-01-01
"Yorkshire and The Humber, Caring personal service occupations",169,31,,30,,13.50,20.20,22.50,24.70,28.70,34.50,37.30,37.50,38.40,42.20,2021-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,29.5,,27.4,,11.80,16.40,18.40,20.00,24.40,33.30,37.00,37.00,37.50,x,2021-01-01
"Yorkshire and The Humber, Sales and customer service occupations",172,27.8,,27.3,,11.70,16.00,18.00,19.50,22.70,32.40,36.60,37.30,37.60,40.00,2021-01-01
"Yorkshire and The Humber, Sales occupations",124,24.8,,26.1,,11.00,15.20,16.50,18.40,21.20,29.90,34.90,36.90,37.60,40.20,2021-01-01
"Yorkshire and The Humber, Customer service occupations",48,35,,30.1,,14.80,19.10,20.20,24.00,30.00,36.60,37.10,37.50,37.60,x,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",135,40.2,,41.7,,29.70,36.30,37.50,38.10,40.00,42.70,45.40,47.30,48.70,54.30,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",70,40,,40.1,,30.00,36.20,37.50,37.90,39.00,40.40,42.50,43.70,44.90,50.00,2021-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",65,43.4,,43.4,,27.60,36.50,37.50,39.00,40.00,46.00,48.40,50.00,51.80,58.70,2021-01-01
"Yorkshire and The Humber, Elementary occupations",242,30.8,,28.6,,8.00,12.50,15.30,17.50,23.80,37.00,39.00,40.00,41.00,45.50,2021-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",37,40,,37.9,,23.00,33.10,35.10,37.00,38.50,40.00,42.50,44.10,45.00,x,2021-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",205,26.5,,26.9,,7.50,11.90,14.00,16.00,20.20,34.00,37.50,39.00,40.00,45.00,2021-01-01
East Midlands,1815,37,,33.7,,16.00,24.00,28.50,32.00,36.00,37.50,39.20,40.00,40.00,44.80,2021-01-01
"East Midlands, Managers, directors and senior officials",182,37.5,,36.6,,23.50,35.00,36.20,37.00,37.50,39.10,40.00,40.00,41.00,45.00,2021-01-01
"East Midlands, Corporate managers and directors",141,37.5,,36.1,,20.60,35.00,35.40,36.90,37.50,39.00,40.00,40.00,40.50,44.80,2021-01-01
"East Midlands, Other managers and proprietors",40,39.9,,38.1,,30.00,36.20,37.00,37.00,37.50,40.00,40.00,41.20,42.50,x,2021-01-01
"East Midlands, Professional occupations",393,37,,34,,21.00,29.70,32.40,32.50,35.00,37.40,37.50,37.50,38.50,40.20,2021-01-01
"East Midlands, Science, research, engineering and technology professionals",100,37.5,,37.7,,35.00,36.90,36.90,37.00,37.50,37.50,39.80,40.00,40.00,x,2021-01-01
"East Midlands, Health professionals",98,37.5,,33.1,,17.50,22.50,27.00,30.00,34.80,37.50,37.50,37.50,38.90,42.30,2021-01-01
"East Midlands, Teaching and other educational professionals",98,32.5,,29.3,,17.10,24.30,26.00,27.50,30.00,32.50,x,32.50,35.00,x,2021-01-01
"East Midlands, Business, media and public service professionals",98,37,,35.7,,28.00,35.00,35.00,36.50,37.00,37.50,x,37.50,38.10,x,2021-01-01
"East Midlands, Associate professional occupations",260,37.5,,35.6,,22.50,34.00,35.00,36.80,37.00,37.50,39.80,40.00,40.00,42.50,2021-01-01
"East Midlands, Science, engineering and technology associate professionals",54,37.5,,38.6,,34.00,36.80,36.90,37.00,37.50,39.00,40.00,40.00,41.80,x,2021-01-01
"East Midlands, Health and social care associate professionals",47,36.9,,31.3,,x,22.10,26.60,29.60,35.00,37.00,37.20,37.50,37.80,x,2021-01-01
"East Midlands, Protective service occupations",23,40,,38.8,,x,37.00,38.90,x,39.80,40.20,x,42.00,42.40,x,2021-01-01
"East Midlands, Culture, media and sports occupations",12,35.3,,28.5,,x,x,x,x,31.80,37.00,37.50,39.20,x,x,2021-01-01
"East Midlands, Business and public service associate professionals",124,37.5,,36.1,,24.00,34.90,35.00,36.80,37.00,37.50,38.90,40.00,40.00,41.30,2021-01-01
"East Midlands, Administrative and secretarial occupations",210,35.9,,30.7,,13.70,20.00,22.50,25.10,31.00,37.00,37.50,37.50,38.40,40.00,2021-01-01
"East Midlands, Administrative occupations",176,36.9,,31.5,,14.30,20.90,24.00,27.80,34.50,37.00,37.50,37.50,39.00,40.00,2021-01-01
"East Midlands, Secretarial and related occupations",34,28.1,,26.5,,8.00,15.90,18.50,20.00,23.10,31.00,36.10,36.80,37.30,x,2021-01-01
"East Midlands, Skilled trades occupations",135,40,,39.8,,27.80,36.90,37.00,37.50,39.00,40.00,42.50,44.00,45.50,50.00,2021-01-01
"East Midlands, Skilled agricultural and related trades",7,38,,36.7,,x,x,35.30,37.00,37.50,39.90,x,x,x,x,2021-01-01
"East Midlands, Skilled metal, electrical and electronic trades",75,40,,42.4,,36.90,37.50,38.00,39.00,40.00,42.00,44.00,45.50,47.00,x,2021-01-01
"East Midlands, Skilled construction and building trades",20,41,,43.1,,37.00,37.50,39.10,40.00,40.00,42.50,45.00,46.00,47.70,x,2021-01-01
"East Midlands, Textiles, printing and other skilled trades",34,37,,32.8,,18.00,20.30,24.50,27.50,33.70,37.50,39.00,39.90,40.00,x,2021-01-01
"East Midlands, Caring, leisure and other service occupations",148,32.4,,30.4,,14.60,20.00,22.40,24.80,28.90,35.20,37.40,37.50,38.70,43.10,2021-01-01
"East Midlands, Caring personal service occupations",126,32.4,,30.5,,15.00,21.00,23.00,25.00,29.20,35.00,37.30,37.50,38.40,42.60,2021-01-01
"East Midlands, Leisure, travel and related personal service occupations",21,30.4,,29.5,,12.20,16.00,17.60,20.30,24.40,36.50,37.60,38.80,40.00,x,2021-01-01
"East Midlands, Sales and customer service occupations",137,28,,26.8,,11.20,15.20,16.50,18.70,23.30,31.80,36.60,37.40,37.50,40.00,2021-01-01
"East Midlands, Sales occupations",96,25.5,,25.6,,10.80,14.90,16.00,17.70,21.00,29.70,34.50,36.60,37.50,40.00,2021-01-01
"East Midlands, Customer service occupations",40,34.9,,29.6,,12.00,17.60,20.00,24.10,29.00,36.90,37.50,37.50,37.60,x,2021-01-01
"East Midlands, Process, plant and machine operatives",126,40,,41.1,,25.50,36.00,37.40,37.90,39.50,42.10,45.10,47.00,48.00,55.30,2021-01-01
"East Midlands, Process, plant and machine operatives",74,39.9,,39.9,,28.60,36.30,37.30,37.50,39.00,40.40,42.50,44.40,45.70,49.80,2021-01-01
"East Midlands, Transport and mobile machine drivers and operatives",52,43,,42.7,,24.10,34.50,37.40,39.00,40.00,45.90,48.00,50.20,54.00,x,2021-01-01
"East Midlands, Elementary occupations",226,35.9,,30.4,,9.10,14.20,16.70,20.00,28.00,38.00,40.00,40.00,41.80,47.10,2021-01-01
"East Midlands, Elementary trades and related occupations",40,40,,39.8,,26.80,36.50,37.20,37.50,39.00,40.70,43.30,44.50,47.00,x,2021-01-01
"East Midlands, Elementary administration and service occupations",186,30,,28.4,,8.30,12.60,15.00,17.30,23.90,37.00,38.80,40.00,40.40,45.30,2021-01-01
West Midlands,2175,37,,33.9,,16.60,25.00,30.00,32.50,36.00,37.50,39.00,40.00,40.00,44.00,2021-01-01
"West Midlands, Managers, directors and senior officials",216,37.5,,37.1,,29.90,35.00,36.50,37.00,37.50,39.30,40.00,40.00,40.00,44.20,2021-01-01
"West Midlands, Corporate managers and directors",169,37.5,,36.6,,26.80,35.00,35.80,36.90,37.40,39.00,40.00,40.00,40.00,42.50,2021-01-01
"West Midlands, Other managers and proprietors",48,39.7,,39,,35.00,36.90,37.00,37.40,37.50,40.00,40.10,42.00,44.00,x,2021-01-01
"West Midlands, Professional occupations",494,37,,34.4,,22.50,32.00,32.50,33.60,36.20,37.50,37.50,37.50,38.80,40.00,2021-01-01
"West Midlands, Science, research, engineering and technology professionals",130,37.5,,37.4,,34.90,36.80,37.00,37.00,37.30,37.50,38.70,39.10,39.90,40.10,2021-01-01
"West Midlands, Health professionals",120,37.5,,33.2,,18.80,24.00,30.00,30.00,34.50,37.50,37.50,37.50,39.00,41.80,2021-01-01
"West Midlands, Teaching and other educational professionals",107,32.5,,30.4,,19.40,24.30,26.00,30.10,32.40,32.50,35.00,36.40,36.90,x,2021-01-01
"West Midlands, Business, media and public service professionals",137,37,,35.7,,27.80,35.00,x,35.00,36.90,37.50,x,37.50,38.10,40.00,2021-01-01
"West Midlands, Associate professional occupations",334,37.5,,36.1,,25.80,34.90,35.00,36.70,37.00,37.50,39.90,40.00,40.00,42.30,2021-01-01
"West Midlands, Science, engineering and technology associate professionals",67,37.5,,37.5,,30.90,36.30,36.90,37.00,37.40,38.00,39.60,40.00,40.00,x,2021-01-01
"West Midlands, Health and social care associate professionals",49,35.5,,31.6,,18.50,23.00,25.60,29.90,32.50,37.00,x,37.00,37.50,x,2021-01-01
"West Midlands, Protective service occupations",43,40,,40.3,,37.00,x,x,x,40.00,41.30,42.00,42.30,43.70,x,2021-01-01
"West Midlands, Culture, media and sports occupations",15,37.4,,32.6,,x,x,x,35.00,35.80,37.90,39.90,40.00,x,x,2021-01-01
