Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"East Midlands, Elementary administration and service occupations",218,300,1.7,312,3.2,58.70,104.00,130.10,155.00,218.50,378.70,427.00,453.90,488.10,576.40,2022-01-01
West Midlands,2287,517.2,5.3,583.3,0.9,179.30,296.10,349.50,384.60,448.40,593.80,697.80,755.80,809.90,1015.20,2022-01-01
"West Midlands, Managers, directors and senior officials",224,777.3,1.4,908.7,4.8,345.00,480.00,535.90,570.60,678.70,885.40,1021.50,1138.90,1230.50,1580.60,2022-01-01
"West Midlands, Corporate managers and directors",182,827.1,0.8,952.4,3.1,345.80,487.20,538.40,578.90,710.60,951.20,1111.50,1201.20,1316.00,1643.70,2022-01-01
"West Midlands, Other managers and proprietors",41,660.4,11.9,716.3,7.4,311.30,466.20,504.00,541.10,577.10,732.80,789.30,824.50,879.30,x,2022-01-01
"West Midlands, Professional occupations",567,741.5,2.1,774.1,1,389.80,492.80,537.80,584.70,668.70,804.90,883.70,934.00,1006.20,1177.10,2022-01-01
"West Midlands, Science, research, engineering and technology professionals",141,831.1,6.3,867.1,4.8,491.50,598.90,643.90,685.00,766.50,903.60,980.40,1026.30,1070.80,1256.80,2022-01-01
"West Midlands, Health professionals",156,667.9,3.1,735.6,2,345.90,454.40,490.30,527.00,604.30,748.20,807.20,878.50,920.80,1191.40,2022-01-01
"West Midlands, Teaching and other educational professionals",129,711.3,0.1,714.5,-0.1,339.00,456.30,509.10,568.50,653.50,780.50,843.80,869.20,916.20,1078.40,2022-01-01
"West Midlands, Business, media and public service professionals",142,726.9,2.7,778.2,-1.2,381.80,493.50,536.60,585.50,670.50,811.80,900.20,958.30,1032.20,1172.40,2022-01-01
"West Midlands, Associate professional occupations",325,576.4,1.8,629.7,-13.7,302.00,407.00,440.80,468.30,522.70,639.00,726.20,776.60,816.40,976.90,2022-01-01
"West Midlands, Science, engineering and technology associate professionals",65,574.9,4.2,587.5,2.3,365.30,432.10,442.30,470.00,525.70,611.30,668.50,703.20,740.00,x,2022-01-01
"West Midlands, Health and social care associate professionals",45,423.8,7.5,431.8,6.9,210.90,293.90,333.50,359.60,389.30,459.10,498.30,527.30,568.00,x,2022-01-01
"West Midlands, Protective service occupations",48,788.3,0,774,1.6,480.60,517.10,541.90,606.70,696.30,824.40,874.80,898.80,949.20,x,2022-01-01
"West Midlands, Culture, media and sports occupations",14,476.1,3.1,520.2,,x,x,x,x,378.60,545.20,605.80,x,x,x,2022-01-01
"West Midlands, Business and public service associate professionals",152,598.9,-2.3,670.8,-2.8,342.90,431.90,460.00,498.30,547.00,671.50,761.60,787.40,845.90,1073.30,2022-01-01
"West Midlands, Administrative and secretarial occupations",239,414,4.9,425.7,2.8,168.60,238.70,273.90,305.80,370.60,454.10,503.70,528.30,558.90,685.70,2022-01-01
"West Midlands, Administrative occupations",199,424.4,4.7,441,2,173.70,248.50,288.70,325.80,385.10,472.10,519.80,540.40,574.90,700.10,2022-01-01
"West Midlands, Secretarial and related occupations",41,340.6,16.6,351,6.5,129.40,196.00,227.30,245.30,289.40,374.20,423.10,445.60,475.00,x,2022-01-01
"West Midlands, Skilled trades occupations",160,562.6,8,584.1,7.1,301.10,404.20,436.50,462.80,517.40,613.50,676.10,712.80,749.50,861.20,2022-01-01
"West Midlands, Skilled agricultural and related trades",7,455.1,12.1,470.9,19.6,x,x,x,417.10,430.80,469.80,516.90,x,x,x,2022-01-01
"West Midlands, Skilled metal, electrical and electronic trades",95,614.7,8.3,639.4,5.5,378.20,461.10,499.20,533.80,574.90,670.30,728.60,759.30,795.00,891.50,2022-01-01
"West Midlands, Skilled construction and building trades",27,558.6,4.3,585.7,3.6,284.30,443.50,476.00,488.80,526.20,610.70,673.40,703.60,733.30,x,2022-01-01
"West Midlands, Textiles, printing and other skilled trades",31,424.4,17,438.4,19,160.80,247.40,285.10,335.00,391.30,457.10,489.90,506.50,543.40,x,2022-01-01
"West Midlands, Caring, leisure and other service occupations",206,336.4,3.8,344.5,2.7,145.80,210.60,240.30,259.90,300.10,374.90,408.40,425.40,455.30,534.40,2022-01-01
"West Midlands, Caring personal service occupations",176,340.7,4.9,346.7,5,148.30,220.10,244.40,264.50,305.10,376.20,408.40,425.70,456.00,535.90,2022-01-01
"West Midlands, Leisure, travel and related personal service occupations",27,298.4,6.1,323.9,-7,x,161.90,195.20,204.90,262.70,347.20,388.10,412.60,444.40,x,2022-01-01
"West Midlands, Sales and customer service occupations",161,288.9,4.3,315.9,4.2,105.30,152.00,170.70,194.10,239.00,346.70,396.50,423.20,447.90,546.20,2022-01-01
"West Midlands, Sales occupations",112,254.3,1.8,289.1,4,103.20,146.90,160.20,175.80,220.00,302.10,361.40,384.50,412.30,507.90,2022-01-01
"West Midlands, Customer service occupations",49,392.1,5.3,377.4,0.7,116.70,189.10,225.70,268.60,345.00,423.40,457.70,476.20,525.40,x,2022-01-01
"West Midlands, Process, plant and machine operatives",171,529.2,11,563.6,10.3,282.50,386.30,411.80,427.70,481.90,582.10,664.60,700.00,747.50,863.50,2022-01-01
"West Midlands, Process, plant and machine operatives",98,522.7,14.9,566.3,14.1,346.60,396.50,418.30,429.40,478.60,574.90,648.10,684.80,738.90,849.10,2022-01-01
"West Midlands, Transport and mobile machine drivers and operatives",73,540.2,7.8,560,6.3,186.10,345.40,396.90,423.70,500.20,603.80,679.10,721.20,752.50,x,2022-01-01
"West Midlands, Elementary occupations",235,304,-5.4,315,-6.1,69.80,114.60,140.00,160.70,227.20,379.80,427.20,455.50,479.40,564.80,2022-01-01
"West Midlands, Elementary trades and related occupations",27,427.9,8.1,436,4.7,193.00,266.70,310.60,355.40,391.50,463.30,493.10,523.10,556.00,x,2022-01-01
"West Midlands, Elementary administration and service occupations",209,270.2,-8.9,299.5,-7.1,64.70,102.80,128.80,149.60,206.40,360.00,410.90,440.90,470.20,546.10,2022-01-01
East,2429,517,5.3,591.7,4.4,168.80,267.90,325.00,373.90,446.30,597.90,697.60,766.50,829.10,1047.00,2022-01-01
"East, Managers, directors and senior officials",261,789.5,2.6,949,-0.4,357.90,479.10,531.00,576.80,684.60,919.90,1062.80,1153.70,1288.40,1723.30,2022-01-01
"East, Corporate managers and directors",204,895.8,2.3,1028.6,-1.8,350.10,500.00,567.50,626.90,762.00,1020.00,1165.20,1280.30,1384.70,1881.10,2022-01-01
"East, Other managers and proprietors",57,619.3,7.7,666.1,5.3,373.00,457.40,476.10,511.10,559.40,676.80,751.40,791.80,843.50,x,2022-01-01
"East, Professional occupations",661,694.3,2.6,732.5,2.7,246.60,403.00,468.60,517.10,613.30,775.60,869.10,919.90,980.90,1197.00,2022-01-01
"East, Science, research, engineering and technology professionals",160,843.3,7.8,876.4,7,515.90,598.80,645.40,678.80,766.40,919.00,1009.30,1054.10,1127.20,1312.40,2022-01-01
"East, Health professionals",223,532.6,2.9,592.4,4.7,171.70,247.10,291.90,341.70,452.20,619.70,726.40,778.00,843.10,1029.60,2022-01-01
"East, Teaching and other educational professionals",131,688.3,-2.1,703.4,-2.9,254.10,398.70,440.70,492.80,588.60,751.20,822.80,852.30,917.10,x,2022-01-01
"East, Business, media and public service professionals",147,742.7,2.3,814.7,4.3,396.10,517.00,574.40,607.80,679.50,821.20,919.90,958.20,1042.20,1291.60,2022-01-01
"East, Associate professional occupations",331,582.1,5.4,645.5,4.6,287.50,402.50,440.80,469.60,525.10,638.10,734.30,788.30,844.90,1024.40,2022-01-01
"East, Science, engineering and technology associate professionals",69,584.1,5.9,606.7,5.3,360.20,420.10,456.60,483.80,528.90,623.80,671.20,709.70,766.80,x,2022-01-01
"East, Health and social care associate professionals",37,414.5,8.7,430,11.2,187.20,257.70,292.30,332.50,377.10,449.10,501.80,515.40,547.70,x,2022-01-01
"East, Protective service occupations",38,712.2,-3.2,736.3,-0.5,513.80,540.20,566.50,599.80,640.70,788.50,835.50,850.20,890.90,x,2022-01-01
"East, Culture, media and sports occupations",20,404.8,1.2,498.5,12.8,x,x,x,x,x,495.10,x,x,x,x,2022-01-01
"East, Business and public service associate professionals",166,606.4,2,706.4,0.9,343.00,437.10,465.10,493.50,555.80,673.70,778.10,855.70,933.70,1205.00,2022-01-01
"East, Administrative and secretarial occupations",243,407.6,5.3,417,3.8,156.00,228.40,253.90,293.30,364.20,452.80,501.30,527.10,558.10,672.20,2022-01-01
"East, Administrative occupations",196,428.5,7.1,436.4,4.7,164.60,241.10,285.60,323.70,383.30,476.90,519.70,537.40,572.60,697.20,2022-01-01
"East, Secretarial and related occupations",47,320.5,2.5,336.4,-0.2,125.30,180.20,198.90,223.60,261.40,374.40,414.60,431.00,462.80,x,2022-01-01
"East, Skilled trades occupations",184,568.3,5.4,602.4,5.4,300.90,406.90,444.90,466.20,512.90,631.60,693.90,742.80,786.80,919.90,2022-01-01
"East, Skilled agricultural and related trades",13,430.5,9.8,446.3,13.3,x,343.70,354.80,369.70,409.80,477.80,498.30,x,x,x,2022-01-01
"East, Skilled metal, electrical and electronic trades",104,661.2,7,692.7,6.7,417.10,481.80,512.70,536.00,599.70,706.40,780.50,822.30,862.50,992.80,2022-01-01
"East, Skilled construction and building trades",26,601.2,4.6,621.4,1.7,318.00,457.60,482.70,515.00,551.60,635.30,713.20,763.50,791.10,x,2022-01-01
"East, Textiles, printing and other skilled trades",41,418.1,12.2,409.2,6.2,170.10,239.90,283.50,303.60,363.80,460.00,497.30,513.40,538.10,x,2022-01-01
"East, Caring, leisure and other service occupations",186,329.7,11.8,338.6,8.4,123.60,189.40,214.70,240.10,289.60,371.60,417.40,436.90,466.00,553.50,2022-01-01
"East, Caring personal service occupations",152,333.8,14.2,343.2,10.2,135.90,203.50,229.30,250.60,295.10,371.70,417.40,437.00,465.10,554.50,2022-01-01
"East, Leisure, travel and related personal service occupations",33,291,-1.4,312.6,1.9,x,126.80,150.30,180.00,229.00,359.00,396.60,429.20,467.30,x,2022-01-01
"East, Sales and customer service occupations",162,275.3,1.3,304.6,1,109.60,158.90,176.20,191.30,231.00,320.10,380.10,405.70,438.40,524.60,2022-01-01
"East, Sales occupations",121,246.2,2,277.8,-0.7,104.30,149.90,165.70,179.10,208.10,292.00,337.70,369.90,389.20,486.30,2022-01-01
"East, Customer service occupations",41,393.8,6.6,384.8,6.2,150.30,212.40,238.80,261.00,339.50,434.50,468.40,492.00,516.10,x,2022-01-01
"East, Process, plant and machine operatives",156,544.4,8.9,577.4,9.1,243.10,380.80,403.70,435.20,487.20,598.90,680.00,712.70,766.60,908.40,2022-01-01
"East, Process, plant and machine operatives",64,500.1,11.1,532.1,9.7,336.80,387.70,404.90,425.70,460.10,546.50,603.40,634.30,668.70,x,2022-01-01
"East, Transport and mobile machine drivers and operatives",92,580.5,8.9,608.8,8.4,209.10,367.50,402.50,442.40,524.60,662.40,740.00,774.90,823.70,988.50,2022-01-01
"East, Elementary occupations",246,289.6,-3.5,316.8,-0.5,59.90,105.80,132.50,157.70,211.90,371.90,426.70,460.00,494.50,605.60,2022-01-01
"East, Elementary trades and related occupations",30,440,0.7,452.2,3.9,218.10,302.50,342.50,360.80,401.80,483.00,524.90,553.80,616.60,x,2022-01-01
"East, Elementary administration and service occupations",217,250.6,-5.3,298.4,-0.8,55.30,95.90,117.60,142.50,190.50,343.90,407.80,440.00,475.80,582.00,2022-01-01
London,4085,701.6,4.6,852.6,4.5,227.80,404.40,461.40,508.30,597.90,820.20,958.20,1044.50,1149.90,1533.20,2022-01-01
"London, Managers, directors and senior officials",627,1149.9,6.7,1404.3,5.7,479.10,640.50,720.60,795.30,958.20,1353.00,1609.80,1748.00,1916.50,2493.10,2022-01-01
"London, Corporate managers and directors",530,1258.4,6,1512.8,5.6,517.50,728.30,820.30,908.50,1086.60,1461.00,1724.90,1855.80,2032.80,2638.20,2022-01-01
"London, Other managers and proprietors",98,688.7,2.2,815.9,1.1,383.30,484.40,522.00,561.30,607.10,766.60,852.40,900.30,958.20,x,2022-01-01
"London, Professional occupations",1460,892.1,2.7,991.3,2.5,479.10,609.20,664.50,709.10,804.20,977.40,1081.40,1149.90,1242.20,1533.20,2022-01-01
"London, Science, research, engineering and technology professionals",351,958.4,4.1,1053,3.2,536.60,662.60,705.50,764.20,862.40,1076.70,1197.80,1261.60,1341.60,1608.10,2022-01-01
"London, Health professionals",263,831.7,4.3,859.2,3.6,415.70,572.80,621.70,671.60,750.00,909.40,998.20,1035.00,1085.30,1274.10,2022-01-01
"London, Teaching and other educational professionals",282,788.4,0,798.4,-1.7,252.90,487.20,562.50,616.30,700.70,877.20,957.20,1006.90,1052.80,1217.60,2022-01-01
"London, Business, media and public service professionals",563,939.1,2.1,1111,3,528.80,646.40,701.40,757.60,852.90,1028.50,1149.90,1243.20,1341.60,1802.30,2022-01-01
"London, Associate professional occupations",625,692.2,7.8,821.9,1.6,414.70,505.30,536.60,572.90,627.50,766.60,885.20,958.20,1035.80,1391.40,2022-01-01
"London, Science, engineering and technology associate professionals",96,649.4,3.8,718.4,2.8,440.80,498.90,524.40,548.30,591.20,713.10,767.00,799.10,862.40,x,2022-01-01
"London, Health and social care associate professionals",59,514.8,9.2,524.3,7.9,x,346.60,391.50,421.60,477.80,551.00,597.10,628.30,677.90,x,2022-01-01
"London, Protective service occupations",98,916.6,17.3,888.5,5.1,607.30,661.70,690.50,716.90,791.10,952.60,992.50,1014.50,1051.40,1229.90,2022-01-01
"London, Culture, media and sports occupations",45,559.4,15.6,667.5,,x,x,x,413.90,510.20,619.70,689.90,736.20,x,x,2022-01-01
"London, Business and public service associate professionals",327,718.3,3,907.8,5.2,446.40,520.60,550.30,577.60,651.60,804.90,942.10,1047.60,1202.40,1676.40,2022-01-01
"London, Administrative and secretarial occupations",380,521.2,4,554.4,1.8,184.00,287.50,352.10,397.20,470.80,574.90,632.40,689.30,738.00,947.10,2022-01-01
"London, Administrative occupations",310,527,3.2,565.4,1.4,189.40,323.80,377.00,413.00,478.10,575.00,632.40,686.00,732.10,958.20,2022-01-01
"London, Secretarial and related occupations",70,505.7,16.8,505.7,4.8,150.70,201.30,234.80,275.60,399.40,570.40,644.20,699.40,748.00,x,2022-01-01
"London, Skilled trades occupations",145,587.5,11.4,625.7,8.9,239.80,382.10,436.50,475.60,521.70,653.50,748.50,794.90,843.30,1017.30,2022-01-01
"London, Skilled metal, electrical and electronic trades",66,718.7,4.2,740,2.9,457.70,516.60,561.90,579.70,658.70,771.40,832.20,864.30,908.20,x,2022-01-01
"London, Skilled construction and building trades",20,641.4,5.2,682.6,10.1,233.40,376.60,459.40,497.10,586.30,733.80,842.10,938.00,999.80,x,2022-01-01
"London, Textiles, printing and other skilled trades",52,479.2,22.9,478.6,17.7,177.70,247.20,326.70,349.00,398.90,515.80,555.30,592.90,614.90,x,2022-01-01
"London, Caring, leisure and other service occupations",262,395.1,11.7,393,7.1,140.10,213.50,253.60,287.50,342.60,448.30,493.60,514.90,542.10,636.40,2022-01-01
"London, Caring personal service occupations",191,388,12.5,383.7,8.6,131.40,209.20,243.90,279.70,340.90,435.30,485.00,507.70,524.80,615.40,2022-01-01
"London, Leisure, travel and related personal service occupations",64,397.2,-0.8,403.1,-3.1,148.50,214.50,253.60,283.60,342.10,450.20,498.30,525.30,551.40,x,2022-01-01
"London, Community and civil enforcement occupations",7,599.2,12.4,555.3,4.7,x,458.90,484.00,491.70,556.00,621.90,x,x,x,x,2022-01-01
"London, Sales and customer service occupations",222,304.7,-4.9,354.2,-5.8,117.40,164.20,189.40,209.20,248.10,379.30,431.40,463.20,498.30,645.90,2022-01-01
"London, Sales occupations",164,267,-5.2,317.2,-8,109.70,152.40,171.30,192.10,227.20,325.60,389.50,412.20,444.10,549.00,2022-01-01
"London, Customer service occupations",58,438.4,2.7,458.4,-2.7,156.30,228.10,256.20,305.30,397.10,487.40,542.20,608.80,672.40,780.60,2022-01-01
"London, Process, plant and machine operatives",104,607.5,5.7,641.3,3.4,226.30,362.60,421.60,459.60,539.00,682.50,758.40,817.70,885.80,1104.70,2022-01-01
"London, Process, plant and machine operatives",32,505.5,8.2,546,3.1,199.30,293.50,348.70,380.90,454.90,567.90,637.20,670.60,725.10,x,2022-01-01
"London, Transport and mobile machine drivers and operatives",72,661.3,7.6,684.2,4.1,237.90,420.50,465.60,500.00,592.50,733.30,813.60,879.40,935.40,x,2022-01-01
"London, Elementary occupations",261,329.5,10.4,353.3,8.2,95.00,140.70,160.70,188.60,239.20,396.20,454.10,482.80,528.20,631.80,2022-01-01
"London, Elementary trades and related occupations",11,375.1,6.3,408.1,5.2,x,228.40,243.50,286.80,348.40,410.60,463.00,x,x,x,2022-01-01
"London, Elementary administration and service occupations",250,321.4,9.9,350.8,8.4,95.00,138.10,155.70,185.00,235.50,395.20,452.60,480.70,528.70,630.90,2022-01-01
South East,3895,549.2,4.4,630.8,3.4,179.40,305.40,364.10,402.50,478.70,637.60,745.80,808.60,888.40,1136.30,2022-01-01
"South East, Managers, directors and senior officials",458,832.3,8.6,977.2,5.3,331.60,499.60,558.60,613.30,711.20,958.20,1139.00,1263.50,1399.70,1796.40,2022-01-01
"South East, Corporate managers and directors",368,904.6,7.1,1036.7,2.6,311.60,517.00,576.90,647.30,766.60,1039.90,1250.40,1372.80,1493.10,1873.40,2022-01-01
"South East, Other managers and proprietors",90,670.9,16.7,733.5,16.9,354.50,469.60,503.90,528.60,592.00,748.50,814.00,854.20,912.80,x,2022-01-01
"South East, Professional occupations",1175,750.8,1.3,791.3,0.4,367.30,492.80,535.30,575.20,670.30,834.50,929.70,987.00,1056.70,1253.50,2022-01-01
"South East, Science, research, engineering and technology professionals",328,862.4,0,912.7,0.7,492.50,602.50,664.40,702.50,789.70,958.20,1068.70,1124.30,1182.60,1363.00,2022-01-01
"South East, Health professionals",216,681.3,1.9,711.4,0.9,308.20,438.50,482.80,521.70,604.30,748.00,829.80,878.50,941.60,1142.40,2022-01-01
"South East, Teaching and other educational professionals",322,668.3,-0.1,686.9,1.7,265.90,425.00,475.10,507.80,591.90,751.90,829.70,883.20,932.30,1084.70,2022-01-01
"South East, Business, media and public service professionals",308,766.6,-0.2,827.2,-0.6,402.50,505.40,541.10,586.80,677.10,859.00,958.20,1024.80,1098.20,1301.60,2022-01-01
"South East, Associate professional occupations",574,594.1,4.7,670.6,6.1,330.40,423.90,460.00,488.50,536.60,669.40,748.30,804.60,865.10,1067.90,2022-01-01
"South East, Science, engineering and technology associate professionals",133,581.3,5.2,613.4,4.8,377.20,443.60,468.30,494.40,536.60,635.00,691.30,722.90,759.20,890.30,2022-01-01
"South East, Health and social care associate professionals",64,422,10.6,430.6,12,x,273.20,303.10,337.40,383.70,466.00,509.80,538.40,555.10,x,2022-01-01
"South East, Protective service occupations",50,755.8,-3.2,775.1,-0.7,520.20,562.70,604.00,623.80,692.10,817.50,856.00,888.60,949.50,x,2022-01-01
"South East, Culture, media and sports occupations",33,448.6,33.3,497.5,23,x,x,x,275.40,361.10,518.60,574.90,615.40,x,x,2022-01-01
"South East, Business and public service associate professionals",294,638,2.3,750.4,4.2,379.30,460.00,491.10,515.00,574.90,725.10,829.30,905.60,969.60,1276.30,2022-01-01
"South East, Administrative and secretarial occupations",419,420.9,4.3,437.3,0.6,162.80,227.70,257.70,302.10,378.40,465.90,516.90,551.00,588.80,713.40,2022-01-01
"South East, Administrative occupations",340,438.3,4,455.4,-0.1,172.50,238.90,280.60,326.60,389.10,481.30,536.60,573.90,610.50,739.70,2022-01-01
"South East, Secretarial and related occupations",78,365.3,25.1,359,6.7,127.70,181.70,208.20,229.50,280.30,399.80,439.40,463.00,489.80,582.50,2022-01-01
"South East, Skilled trades occupations",248,568.3,6.2,593.2,5,293.70,410.50,440.90,464.40,517.50,623.40,685.20,718.90,757.40,888.50,2022-01-01
"South East, Skilled agricultural and related trades",25,445.8,1.5,443.6,-1.3,x,379.70,381.70,387.50,419.50,467.00,509.30,527.00,537.40,x,2022-01-01
"South East, Skilled metal, electrical and electronic trades",131,660,7.7,682.4,5.3,411.50,486.20,517.50,550.00,605.10,702.20,753.40,795.20,848.90,971.80,2022-01-01
"South East, Skilled construction and building trades",38,599.2,1.2,616.5,-1.6,373.90,491.30,507.80,537.60,560.40,630.90,678.30,705.50,758.00,x,2022-01-01
"South East, Textiles, printing and other skilled trades",55,435,13.7,431.9,12.3,184.00,233.20,284.70,318.30,399.50,472.90,510.00,527.10,559.50,x,2022-01-01
"South East, Caring, leisure and other service occupations",308,344,7.1,347.6,6.2,115.00,192.30,221.90,251.70,298.80,383.80,427.50,449.40,481.30,562.50,2022-01-01
"South East, Caring personal service occupations",248,343.7,7.7,347.2,7.4,130.90,201.80,228.30,254.50,302.10,382.20,425.60,444.70,474.10,557.20,2022-01-01
"South East, Leisure, travel and related personal service occupations",54,330.4,1.7,341.9,0.5,x,146.60,182.60,215.00,274.20,383.20,427.90,460.10,502.50,x,2022-01-01
"South East, Sales and customer service occupations",246,285.3,-0.6,314.2,1.6,103.70,150.60,169.00,188.30,231.30,347.40,400.00,422.80,451.50,537.90,2022-01-01
"South East, Sales occupations",180,262.6,0.9,291.2,1.4,95.20,136.80,158.60,178.70,214.50,308.30,366.90,391.30,415.80,498.50,2022-01-01
"South East, Customer service occupations",67,385.1,0.9,376.1,-0.2,126.30,187.50,208.30,244.70,305.30,426.40,474.40,501.20,523.20,628.80,2022-01-01
"South East, Process, plant and machine operatives",152,528.6,8.7,553.1,7,214.00,370.50,400.00,427.50,474.40,580.50,648.50,684.10,727.00,857.60,2022-01-01
"South East, Process, plant and machine operatives",59,505.6,14.2,531.8,14.9,321.40,387.30,408.50,433.90,469.20,551.00,596.40,634.30,668.10,757.90,2022-01-01
"South East, Transport and mobile machine drivers and operatives",94,543.2,3.5,566.4,2.2,171.70,323.80,390.90,421.80,480.00,605.30,675.00,722.10,762.80,910.10,2022-01-01
"South East, Elementary occupations",316,282.4,8.9,306.3,6.4,59.30,104.10,127.30,151.50,203.40,364.60,420.80,448.30,482.70,575.30,2022-01-01
"South East, Elementary trades and related occupations",31,418.6,-0.8,415.6,-7.5,x,270.90,307.70,345.90,391.80,442.40,486.50,508.40,550.30,x,2022-01-01
"South East, Elementary administration and service occupations",285,254.6,10.4,294.3,8,57.40,96.60,118.80,142.50,189.30,348.80,405.00,437.20,470.90,565.80,2022-01-01
South West,2264,500,7.5,564.5,7,170.10,275.50,333.00,378.60,439.70,576.80,669.30,728.30,787.50,986.30,2022-01-01
"South West, Managers, directors and senior officials",252,722.7,8.7,853.9,8,327.10,467.70,515.90,555.20,632.40,835.40,972.70,1067.80,1155.40,1492.10,2022-01-01
"South West, Corporate managers and directors",199,768.2,6.5,906.4,6.9,306.20,460.00,526.80,567.30,670.20,918.50,1066.40,1149.90,1241.20,1636.30,2022-01-01
"South West, Other managers and proprietors",53,602.7,5.2,655.4,7.9,398.60,476.10,503.30,529.00,568.90,666.70,732.80,785.70,834.60,x,2022-01-01
"South West, Professional occupations",591,708.4,3.1,744.3,1.7,354.60,475.90,517.50,559.10,632.40,779.90,852.40,894.40,958.20,1155.70,2022-01-01
"South West, Science, research, engineering and technology professionals",147,775.2,0.3,822,-0.3,434.00,548.00,587.60,637.90,709.50,847.90,938.20,997.00,1078.00,1222.70,2022-01-01
"South West, Health professionals",134,630.3,-0.9,692.4,-0.7,318.10,431.00,470.10,504.00,579.40,708.20,771.50,809.40,856.80,x,2022-01-01
"South West, Teaching and other educational professionals",149,701.6,5.5,691.4,2.6,283.40,454.20,488.10,523.40,609.00,774.20,827.30,856.80,921.60,1054.20,2022-01-01
"South West, Business, media and public service professionals",161,708,5.9,765.5,4,373.90,480.30,520.10,574.90,638.00,785.60,879.00,916.00,983.90,1179.00,2022-01-01
"South West, Associate professional occupations",301,553.3,8.7,599.8,7.7,259.30,383.30,413.80,443.70,488.70,614.50,682.40,744.40,791.50,958.30,2022-01-01
"South West, Science, engineering and technology associate professionals",68,584.5,13,603.5,9.1,357.10,430.20,449.10,477.20,523.20,636.50,683.50,735.00,770.60,x,2022-01-01
"South West, Health and social care associate professionals",44,413.2,3.1,417.5,6.1,213.90,274.30,297.60,319.50,379.60,451.30,481.10,506.80,524.20,x,2022-01-01
"South West, Protective service occupations",14,788.3,25,772.1,18.7,x,601.50,633.10,646.20,716.70,828.40,876.30,885.90,x,x,2022-01-01
"South West, Culture, media and sports occupations",21,427.3,,432.2,19,x,x,x,x,x,479.00,525.50,x,x,x,2022-01-01
"South West, Business and public service associate professionals",153,604.2,5.1,657.7,4.2,308.30,421.60,454.90,479.10,533.50,657.60,747.80,798.10,859.10,1101.60,2022-01-01
"South West, Administrative and secretarial occupations",254,403.7,8,406.9,6,159.40,228.60,257.00,299.80,365.80,438.50,483.00,510.90,542.60,641.00,2022-01-01
"South West, Administrative occupations",202,415.8,6.3,425.2,6,170.80,244.40,287.30,328.60,382.30,455.50,498.30,527.30,559.10,659.10,2022-01-01
"South West, Secretarial and related occupations",52,333.9,10.2,336.2,7.7,104.70,183.30,205.20,227.90,265.40,381.70,424.60,443.00,474.30,x,2022-01-01
"South West, Skilled trades occupations",157,551.9,10.1,563.1,8.3,335.50,409.90,432.90,454.20,500.10,596.70,638.50,668.60,704.80,802.00,2022-01-01
"South West, Skilled agricultural and related trades",10,458.8,12.3,467.7,15.2,x,384.10,390.10,408.20,429.20,500.10,529.40,x,x,x,2022-01-01
"South West, Skilled metal, electrical and electronic trades",76,605.6,5.6,620.3,3.3,391.70,464.70,493.80,516.50,572.60,645.90,673.70,712.00,744.70,x,2022-01-01
"South West, Skilled construction and building trades",31,595.5,8.3,620.1,8,400.00,450.30,475.00,499.60,542.20,631.10,688.00,730.30,757.50,x,2022-01-01
"South West, Textiles, printing and other skilled trades",40,436.2,19.2,434,18.4,194.60,306.60,346.60,372.20,402.20,466.70,504.90,528.10,553.80,x,2022-01-01
"South West, Caring, leisure and other service occupations",178,332.5,8.4,336.1,6.7,118.20,181.20,210.40,233.20,283.70,372.20,417.40,438.20,464.90,539.10,2022-01-01
"South West, Caring personal service occupations",146,332.9,7.8,336.9,6.1,128.90,194.50,218.80,244.00,289.80,366.70,416.80,438.00,460.90,538.80,2022-01-01
"South West, Leisure, travel and related personal service occupations",30,316.1,19.4,331.3,10.6,88.40,141.90,162.20,188.80,241.40,373.40,421.00,442.90,480.50,x,2022-01-01
"South West, Sales and customer service occupations",152,268.5,5.7,297.8,5.6,94.00,148.20,164.00,182.70,228.00,331.00,384.20,407.50,438.80,509.80,2022-01-01
"South West, Sales occupations",116,250.1,6.5,275.4,3.8,82.30,135.60,156.20,170.00,209.00,298.40,354.20,376.60,402.50,480.60,2022-01-01
"South West, Customer service occupations",36,388.3,9.6,370.7,4.8,131.00,191.00,219.30,252.10,341.50,419.20,468.90,484.90,503.90,x,2022-01-01
"South West, Process, plant and machine operatives",140,507.9,5.1,528.1,3.5,207.60,374.50,401.70,422.50,460.60,561.90,621.50,650.50,702.00,806.00,2022-01-01
"South West, Process, plant and machine operatives",69,499.1,7.7,528.3,6.1,308.50,397.40,414.40,425.90,467.30,550.00,612.20,637.20,666.60,x,2022-01-01
"South West, Transport and mobile machine drivers and operatives",71,520.4,4.6,527.8,1.3,179.20,304.30,370.70,409.50,458.20,579.10,634.90,662.10,723.50,x,2022-01-01
"South West, Elementary occupations",240,281.7,2.1,300.5,4.2,57.70,107.20,125.80,151.50,208.30,359.70,404.80,437.70,468.30,552.60,2022-01-01
"South West, Elementary trades and related occupations",28,441.7,8.3,446.2,8.2,208.90,333.00,352.20,371.00,399.30,478.50,528.30,542.40,573.90,x,2022-01-01
"South West, Elementary administration and service occupations",212,249.5,5.7,281.1,4.1,54.60,97.80,116.50,138.40,185.20,321.90,386.10,416.10,445.10,527.30,2022-01-01
