Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  East Midlands, Customer service occupations",41,36,-2.2,29.9,-3,11.20,19.30,22.40,24.90,30.50,36.90,37.50,37.50,38.10,x,2020-01-01
"East Midlands, Process, plant and machine operatives",126,40,-0.3,39.5,-4,24.30,34.60,36.90,37.40,39.00,40.00,42.40,44.20,45.90,51.60,2020-01-01
"  East Midlands, Process, plant and machine operatives",68,39,-2.4,38.3,-3.2,29.50,36.00,36.90,37.00,38.00,40.00,40.10,41.10,42.50,x,2020-01-01
"  East Midlands, Transport and mobile machine drivers and operatives",58,40.2,-10.4,41,-4.8,20.30,32.30,36.00,38.90,40.00,42.90,45.80,48.00,50.00,x,2020-01-01
"East Midlands, Elementary occupations",195,35,9.4,29.3,1.7,8.30,13.10,16.00,19.70,26.20,37.50,40.00,40.00,40.10,45.00,2020-01-01
"  East Midlands, Elementary trades and related occupations",35,40,0,39.4,1.2,29.70,36.90,37.50,37.60,39.00,40.00,42.00,42.70,44.90,x,2020-01-01
"  East Midlands, Elementary administration and service occupations",160,29,1.8,27.1,1.1,7.50,11.30,13.90,16.00,21.10,36.20,38.00,39.90,40.00,43.30,2020-01-01
West Midlands,2086,37,0,32.8,-1.6,15.20,24.00,28.50,32.00,35.00,37.50,38.40,39.60,40.00,42.50,2020-01-01
"West Midlands, Managers, directors and senior officials",211,37.5,0,36.1,-2.1,24.00,35.00,35.00,36.50,37.30,37.60,39.50,40.00,40.00,42.50,2020-01-01
"  West Midlands, Corporate managers and directors",180,37.5,0,36.1,-2.4,24.00,35.00,35.00,36.40,37.30,37.60,39.50,40.00,40.00,42.50,2020-01-01
"  West Midlands, Other managers and proprietors",31,37.5,0,36.4,-0.7,24.00,32.70,35.00,37.00,37.40,37.90,39.50,39.90,40.00,x,2020-01-01
"West Midlands, Professional occupations",448,37,0.2,33.4,1.5,20.00,29.00,32.30,32.50,35.00,37.40,37.50,37.50,37.90,40.00,2020-01-01
"  West Midlands, Science, research, engineering and technology professionals",110,37.5,0,37.7,1.4,35.00,36.90,x,37.00,37.40,37.50,38.40,39.10,39.90,40.50,2020-01-01
"  West Midlands, Health professionals",115,37.4,0.2,32.2,2,15.70,22.50,25.00,30.00,33.90,37.50,37.50,37.50,39.30,41.70,2020-01-01
"  West Midlands, Teaching and educational professionals",119,32.5,0.1,28.9,1.6,14.20,23.00,25.00,27.50,32.30,32.50,32.50,35.00,36.50,x,2020-01-01
"  West Midlands, Business, media and public service professionals",104,37,0,35.2,-0.3,24.00,34.90,35.00,35.00,37.00,37.50,x,37.50,38.00,x,2020-01-01
"West Midlands, Associate professional and technical occupations",314,37.4,-0.1,35.8,-1.3,25.90,35.00,35.00,36.50,37.00,37.50,39.10,x,40.00,42.00,2020-01-01
"  West Midlands, Science, engineering and technology associate professionals",63,37.5,0,36.8,-3.2,32.00,36.50,36.90,37.00,37.00,38.10,39.10,39.80,40.00,x,2020-01-01
"  West Midlands, Health and social care associate professionals",23,36.9,-0.2,31.7,-6.2,18.00,23.20,25.10,30.00,34.90,37.00,x,37.00,37.40,x,2020-01-01
"  West Midlands, Protective service occupations",40,40,0,39.9,1,37.00,37.00,40.00,x,40.00,41.80,x,42.00,42.40,x,2020-01-01
"  West Midlands, Culture, media and sports occupations",19,34.9,-3.2,27,-7.6,x,x,x,x,30.80,35.30,37.40,x,x,x,2020-01-01
"  West Midlands, Business and public service associate professionals",169,37.4,-0.3,36.1,-0.7,30.00,35.00,35.00,36.00,37.00,37.50,37.50,39.00,39.90,40.00,2020-01-01
"West Midlands, Administrative and secretarial occupations",230,35,-1.1,30.4,-1.5,12.60,20.00,22.50,25.00,32.00,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  West Midlands, Administrative occupations",186,36.5,-0.3,31.1,-0.7,13.20,20.00,23.90,27.00,34.90,37.00,37.50,37.50,38.00,40.00,2020-01-01
"  West Midlands, Secretarial and related occupations",44,30,-4.2,27.6,-4.7,10.30,17.00,20.00,21.00,24.10,34.90,36.20,37.00,37.40,x,2020-01-01
"West Midlands, Skilled trades occupations",152,39.6,-0.9,37.9,-5.6,30.00,36.90,37.00,37.50,38.50,40.00,40.00,40.80,42.10,46.20,2020-01-01
"  West Midlands, Skilled agricultural and related trades",8,40,0.1,38.3,2.8,x,37.00,37.40,37.50,39.60,40.00,40.00,x,x,x,2020-01-01
"  West Midlands, Skilled metal, electrical and electronic trades",89,39.8,-0.5,40,-3.7,36.10,37.00,37.50,37.50,39.00,40.00,40.00,41.50,42.50,47.10,2020-01-01
"  West Midlands, Skilled construction and building trades",28,40,0,37.1,-8.3,32.10,37.00,37.00,37.50,39.00,x,40.00,40.40,41.10,x,2020-01-01
"  West Midlands, Textiles, printing and other skilled trades",27,37,-1.7,32,-12.5,x,24.20,27.80,30.00,33.60,38.90,40.00,40.00,40.10,x,2020-01-01
"West Midlands, Caring, leisure and other service occupations",196,30.3,0.1,29.3,0.3,12.20,18.00,20.00,22.60,27.30,33.60,37.00,37.50,38.60,42.30,2020-01-01
"  West Midlands, Caring personal service occupations",168,30.6,0.7,29.8,0.7,12.30,18.40,21.00,23.20,27.50,33.80,37.00,37.50,38.70,42.50,2020-01-01
"  West Midlands, Leisure, travel and related personal service occupations",28,28.4,-5.2,26.9,-3.1,x,16.00,16.10,19.50,24.70,32.00,37.00,37.50,38.00,x,2020-01-01
"West Midlands, Sales and customer service occupations",172,30,6.8,27.5,0.7,11.00,16.00,18.10,20.30,24.80,35.00,37.40,37.50,37.50,40.00,2020-01-01
"  West Midlands, Sales occupations",118,26,5.1,25.4,-1,9.90,14.00,16.00,17.60,22.00,30.00,36.00,37.00,37.50,40.00,2020-01-01
"  West Midlands, Customer service occupations",54,37,0.5,32,1,16.00,23.90,26.30,30.00,35.00,37.40,37.50,37.50,37.90,x,2020-01-01
"West Midlands, Process, plant and machine operatives",137,40,-0.8,39.3,-4.1,28.20,36.00,37.00,37.50,38.90,40.00,42.50,44.70,45.80,50.00,2020-01-01
"  West Midlands, Process, plant and machine operatives",74,39,-2.5,38.2,-3.9,31.10,36.40,37.00,37.50,38.00,40.00,40.00,40.70,42.40,45.20,2020-01-01
"  West Midlands, Transport and mobile machine drivers and operatives",63,40.1,-7.1,40.5,-3.9,25.50,35.80,37.50,38.00,40.00,43.60,47.00,48.00,49.60,x,2020-01-01
"West Midlands, Elementary occupations",227,31.4,1.9,26.4,-5.9,7.40,11.50,14.50,16.10,22.70,37.00,38.90,39.90,40.00,44.80,2020-01-01
"  West Midlands, Elementary trades and related occupations",33,40,0,39.4,1.8,27.60,36.20,37.00,37.50,39.00,40.00,43.30,45.00,46.70,x,2020-01-01
"  West Midlands, Elementary administration and service occupations",194,25,-8.6,24.2,-8.4,6.30,10.00,12.10,15.00,19.70,34.50,37.50,38.60,39.90,42.70,2020-01-01
East,2279,37,0,31.9,-2.6,11.50,20.90,24.50,29.40,35.00,37.50,38.10,39.90,40.00,42.80,2020-01-01
"East, Managers, directors and senior officials",244,37.5,0,36,-2.1,24.00,35.00,35.00,36.20,37.10,37.90,40.00,40.00,40.00,44.00,2020-01-01
"  East, Corporate managers and directors",207,37.5,0,36,-1.5,24.00,35.00,35.00,36.20,37.30,37.60,40.00,40.00,40.00,43.00,2020-01-01
"  East, Other managers and proprietors",38,37.5,0,36,-5.8,23.80,30.40,35.00,36.80,37.00,39.90,40.00,40.20,42.50,x,2020-01-01
"East, Professional occupations",531,36,-2.1,29.6,-7,6.30,18.70,23.00,27.40,32.50,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  East, Science, research, engineering and technology professionals",117,37.5,0,36.8,-0.2,34.10,36.10,36.90,37.00,37.00,37.50,37.80,38.80,40.00,x,2020-01-01
"  East, Health professionals",173,25,-26.3,23.2,-19.9,2.90,4.50,6.00,8.60,18.00,34.50,37.50,37.50,37.50,39.20,2020-01-01
"  East, Teaching and educational professionals",134,32.5,0.2,27.5,-1.5,12.00,19.50,22.50,24.30,29.30,32.50,x,32.50,35.00,37.00,2020-01-01
"  East, Business, media and public service professionals",107,37,0,34.8,-2.5,22.90,35.00,35.00,36.10,37.00,37.40,37.50,37.50,37.80,40.00,2020-01-01
"East, Associate professional and technical occupations",338,37.5,0,35.6,0.1,24.00,35.00,35.00,36.30,37.00,37.50,39.00,40.00,40.00,41.40,2020-01-01
"  East, Science, engineering and technology associate professionals",71,37.5,0,37.2,-1.6,32.70,35.80,36.90,37.00,37.40,37.50,39.10,40.00,40.00,x,2020-01-01
"  East, Health and social care associate professionals",29,36.9,-0.2,30.7,-2.6,x,21.90,24.20,27.50,31.50,37.00,37.00,37.40,37.50,x,2020-01-01
"  East, Protective service occupations",32,40,0,39.9,0.4,37.00,x,x,40.00,40.00,40.00,40.60,41.70,42.30,x,2020-01-01
"  East, Culture, media and sports occupations",23,37,0,30,5.3,x,x,x,x,35.00,37.50,37.50,39.90,x,x,2020-01-01
"  East, Business and public service associate professionals",184,37.4,-0.3,35.7,0.2,27.60,35.00,35.00,36.00,37.00,37.50,37.50,38.90,40.00,40.00,2020-01-01
"East, Administrative and secretarial occupations",245,34.9,-0.4,28.8,-2.4,10.30,17.20,20.00,22.50,27.90,36.90,37.50,37.50,37.50,40.00,2020-01-01
"  East, Administrative occupations",196,35,-0.1,29.3,-2.7,9.70,17.70,20.00,22.70,30.00,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  East, Secretarial and related occupations",49,26.5,-6.2,27,-1.4,12.40,16.10,18.40,21.00,24.00,33.00,36.20,37.00,37.50,x,2020-01-01
"East, Skilled trades occupations",181,40,0,38.7,-3.7,30.00,36.90,37.40,37.50,39.30,40.00,41.70,42.50,43.40,45.90,2020-01-01
"  East, Skilled agricultural and related trades",8,37.5,0,36.3,-0.1,x,x,36.70,37.00,37.00,39.80,x,x,x,x,2020-01-01
"  East, Skilled metal, electrical and electronic trades",98,40,-0.6,40.8,-3,36.00,37.50,38.00,39.00,40.00,40.90,42.30,43.00,44.70,47.80,2020-01-01
"  East, Skilled construction and building trades",32,40,0,37.7,-7.1,23.90,36.10,37.00,37.50,39.00,40.00,40.80,42.40,42.50,x,2020-01-01
"  East, Textiles, printing and other skilled trades",43,39,0,35.2,-3.9,21.90,30.00,33.30,34.40,37.50,40.00,40.00,40.00,42.30,x,2020-01-01
"East, Caring, leisure and other service occupations",200,30.4,1,28.9,-0.8,10.40,16.60,19.70,21.30,25.70,35.00,37.20,37.50,39.00,43.50,2020-01-01
"  East, Caring personal service occupations",168,30,0,29,-0.8,10.50,16.40,19.40,21.00,25.50,34.00,37.10,37.50,38.80,44.00,2020-01-01
"  East, Leisure, travel and related personal service occupations",32,34.9,9,28.5,-0.9,x,18.20,20.00,22.50,29.40,36.90,37.40,37.50,39.80,x,2020-01-01
"East, Sales and customer service occupations",189,28,1.2,26.9,0.7,9.30,14.90,16.00,18.20,22.20,34.60,36.90,37.50,38.50,40.50,2020-01-01
"  East, Sales occupations",135,23.1,-4,25.1,-0.7,8.70,12.70,15.00,16.00,20.00,29.40,35.00,36.60,37.50,40.00,2020-01-01
"  East, Customer service occupations",54,36.3,3.1,31.5,3.4,15.90,21.40,24.80,28.00,35.00,37.00,37.50,38.90,39.90,x,2020-01-01
"East, Process, plant and machine operatives",126,40,-2.2,40.1,-2.5,24.00,35.60,37.00,37.50,39.80,42.00,44.60,45.60,48.00,53.60,2020-01-01
"  East, Process, plant and machine operatives",52,40,0,39.9,-1.7,33.30,37.00,37.50,37.60,39.00,40.10,42.00,43.00,44.10,x,2020-01-01
"  East, Transport and mobile machine drivers and operatives",74,40.8,-4.4,40.3,-3,20.00,31.90,35.30,37.50,40.00,43.80,46.80,48.00,50.00,55.40,2020-01-01
"East, Elementary occupations",225,30,3.8,27,-2,6.70,10.60,13.00,15.70,21.50,36.90,39.00,40.00,40.00,45.00,2020-01-01
"  East, Elementary trades and related occupations",29,40,0,39.3,1.6,32.00,36.90,37.50,39.00,39.80,40.30,42.60,44.00,45.00,x,2020-01-01
"  East, Elementary administration and service occupations",197,25,0,25.2,-3.2,6.20,10.00,12.00,13.90,18.90,32.50,37.50,39.00,40.00,44.00,2020-01-01
London,3895,36,-2.2,33.6,-1.4,17.50,28.40,32.50,34.90,35.00,37.40,37.50,39.00,40.00,41.00,2020-01-01
"London, Managers, directors and senior officials",618,36.9,-1.4,36.3,-1.1,32.00,x,35.00,35.00,35.00,37.50,38.90,40.00,40.00,41.40,2020-01-01
"  London, Corporate managers and directors",536,36.7,-1.9,36.2,-1,33.70,x,x,35.00,35.00,37.50,38.00,39.90,40.00,40.50,2020-01-01
"  London, Other managers and proprietors",83,37.5,0,36.8,-2.1,27.00,35.00,35.00,35.00,36.60,37.90,40.00,40.00,40.10,x,2020-01-01
"London, Professional occupations",1162,35,-3.4,34.2,0.1,22.50,32.20,32.50,34.90,35.00,37.30,37.50,37.50,37.60,40.00,2020-01-01
"  London, Science, research, engineering and technology professionals",261,37.5,0,36.4,-1.8,34.00,35.00,35.00,35.00,37.00,37.50,37.50,39.80,40.00,40.00,2020-01-01
"  London, Health professionals",206,37.5,0,34.8,4,15.00,23.00,30.00,32.40,37.40,37.50,37.50,37.50,39.90,40.00,2020-01-01
"  London, Teaching and educational professionals",274,32.5,0,29.2,1.8,15.00,22.10,26.00,27.50,32.00,32.50,34.60,35.00,35.00,37.40,2020-01-01
"  London, Business, media and public service professionals",422,35.9,-1.7,35.6,-0.4,34.30,x,x,35.00,35.00,37.00,37.50,37.50,37.90,40.00,2020-01-01
"London, Associate professional and technical occupations",731,37,-1,35.7,-0.6,30.10,x,35.00,35.00,35.80,37.50,38.20,40.00,40.00,41.00,2020-01-01
"  London, Science, engineering and technology associate professionals",100,37.5,0,36.9,0.1,32.10,35.00,35.00,36.00,37.00,37.60,x,40.00,40.00,x,2020-01-01
"  London, Health and social care associate professionals",57,35,-1.1,32.2,1.3,17.50,24.10,29.70,33.10,35.00,36.40,37.50,x,37.50,x,2020-01-01
"  London, Protective service occupations",26,42,0,41.2,2.9,35.90,39.60,x,40.00,x,42.20,42.40,42.50,x,x,2020-01-01
"  London, Culture, media and sports occupations",64,35,-6.7,27.6,-11.8,x,12.60,15.60,x,34.30,37.40,37.50,39.80,40.00,x,2020-01-01
"  London, Business and public service associate professionals",485,37,-1,36.6,0.4,34.90,x,35.00,35.00,35.30,37.50,37.50,39.80,40.00,40.00,2020-01-01
"London, Administrative and secretarial occupations",402,35,0,30.8,-3.5,13.50,21.00,24.80,29.90,35.00,36.00,37.50,37.50,37.50,40.00,2020-01-01
"  London, Administrative occupations",319,35,-2.4,31.3,-3.1,13.80,22.40,27.80,30.40,35.00,36.10,37.50,37.50,37.50,40.00,2020-01-01
"  London, Secretarial and related occupations",84,35,-0.1,29.1,-5.2,12.70,17.20,21.00,23.90,29.00,35.00,37.40,37.50,37.50,x,2020-01-01
"London, Skilled trades occupations",146,39,-2.5,36.6,-8.1,23.90,34.90,35.00,36.40,37.50,40.00,40.00,40.50,42.50,45.00,2020-01-01
"  London, Skilled agricultural and related trades",8,37.4,-3.9,33.3,-14.1,x,34.90,35.00,36.00,36.40,38.70,x,x,x,x,2020-01-01
"  London, Skilled metal, electrical and electronic trades",64,39.9,-0.2,39.1,-4.4,35.00,36.80,37.40,37.50,38.00,40.00,40.00,41.70,42.50,x,2020-01-01
"  London, Skilled construction and building trades",16,40,0,37.5,-2.3,27.40,35.40,37.50,38.40,40.00,40.00,40.50,42.00,x,x,2020-01-01
"  London, Textiles, printing and other skilled trades",58,37.5,-6.3,34,-13.4,19.90,24.40,26.30,31.70,35.00,39.80,40.00,40.00,42.00,x,2020-01-01
"London, Caring, leisure and other service occupations",281,32.5,-3.4,29.9,-1.7,10.90,17.50,20.00,23.00,28.40,35.10,37.50,37.60,39.90,42.40,2020-01-01
"  London, Caring personal service occupations",220,32,-1.5,29.5,-1.6,10.80,17.70,20.00,23.00,28.00,35.00,36.60,37.50,38.00,42.80,2020-01-01
"  London, Leisure, travel and related personal service occupations",61,35.4,-2.5,31.2,-1.5,x,16.00,20.00,23.10,30.10,37.60,40.00,40.00,40.00,x,2020-01-01
"London, Sales and customer service occupations",224,30.5,0.3,28,-1.6,12.00,16.00,17.30,19.90,24.30,35.00,37.20,37.50,38.20,40.50,2020-01-01
"  London, Sales occupations",165,27,-1.9,27.1,-0.8,11.00,15.60,16.10,18.00,22.50,32.30,36.80,37.50,38.30,40.80,2020-01-01
"  London, Customer service occupations",59,35,-0.4,30.8,-3.5,15.00,20.00,24.50,30.00,35.00,36.30,37.50,37.50,38.20,x,2020-01-01
"London, Process, plant and machine operatives",85,40,0,38.9,-4.3,24.00,35.00,35.00,36.00,38.00,40.20,43.80,45.00,46.50,50.70,2020-01-01
"  London, Process, plant and machine operatives",25,39.1,0.4,37,-2.2,23.90,31.40,35.00,35.00,37.50,40.00,41.00,42.00,42.90,x,2020-01-01
"  London, Transport and mobile machine drivers and operatives",60,40,-0.5,39.7,-4.5,25.00,x,35.00,36.80,38.00,41.60,45.00,46.20,48.00,52.50,2020-01-01
"London, Elementary occupations",246,30,-7.8,27.9,-6.4,9.20,12.80,15.20,18.00,23.00,35.50,39.00,40.00,40.00,46.30,2020-01-01
"  London, Elementary trades and related occupations",12,38.6,-1,36.1,0.2,x,32.60,35.00,36.40,37.30,40.00,40.50,42.70,x,x,2020-01-01
"  London, Elementary administration and service occupations",234,28.5,-9.7,27.5,-6.5,9.00,12.60,15.00,17.50,22.10,35.00,38.60,40.00,40.00,46.20,2020-01-01
South East,3887,37,0,32.5,-1.2,14.90,23.00,27.80,31.00,35.00,37.50,37.60,39.70,40.00,42.00,2020-01-01
"South East, Managers, directors and senior officials",450,37.5,0,35.5,-1.6,22.10,35.00,35.00,36.40,37.30,37.60,40.00,40.00,40.00,42.50,2020-01-01
"  South East, Corporate managers and directors",385,37.5,0,35.3,-2.1,21.00,35.00,35.00,36.10,37.00,37.50,39.90,40.00,40.00,42.50,2020-01-01
"  South East, Other managers and proprietors",65,39,4,37.3,1.6,26.70,34.40,36.40,37.00,37.50,40.00,40.00,40.00,41.40,x,2020-01-01
"South East, Professional occupations",990,37,0,33,-1.2,19.40,28.10,31.60,32.50,35.00,37.40,37.50,x,37.50,40.00,2020-01-01
"  South East, Science, research, engineering and technology professionals",298,37.5,0,36.7,-0.6,34.50,35.70,36.90,37.00,37.40,x,37.50,37.90,39.90,40.00,2020-01-01
"  South East, Health professionals",169,37,-1.3,31.2,-3.7,15.00,21.90,23.50,26.30,30.10,37.50,x,37.50,37.50,40.00,2020-01-01
"  South East, Teaching and educational professionals",282,32.5,-0.1,28.7,0.2,15.40,20.00,24.10,25.90,32.00,32.50,32.50,35.00,37.00,37.50,2020-01-01
"  South East, Business, media and public service professionals",240,37,0,34.9,-1.1,24.20,34.50,35.00,35.00,36.90,37.40,37.50,x,37.50,40.00,2020-01-01
"South East, Associate professional and technical occupations",695,37.5,0,35.2,-0.7,23.00,34.80,35.00,35.90,37.00,37.50,38.20,39.90,40.00,41.20,2020-01-01
"  South East, Science, engineering and technology associate professionals",136,37.5,0,37.5,-0.7,33.60,36.80,37.00,37.00,37.50,38.20,39.90,40.00,40.00,42.30,2020-01-01
"  South East, Health and social care associate professionals",61,36.4,0.2,31.6,3.1,15.00,22.00,24.90,29.50,33.70,37.00,37.00,37.50,37.50,x,2020-01-01
"  South East, Protective service occupations",54,40,0,40,0.6,35.90,39.90,39.90,x,40.00,41.10,42.00,42.10,42.70,x,2020-01-01
"  South East, Culture, media and sports occupations",47,35,-0.1,25.3,-7.3,x,x,x,x,28.00,36.20,37.50,x,37.50,x,2020-01-01
"  South East, Business and public service associate professionals",396,37.4,-0.2,35.4,-0.9,25.70,35.00,35.00,35.00,37.00,37.50,37.50,37.60,39.90,40.00,2020-01-01
"South East, Administrative and secretarial occupations",438,35,-0.1,28.9,-2.7,9.90,17.20,20.00,22.40,29.90,36.80,37.40,37.50,37.50,40.00,2020-01-01
"  South East, Administrative occupations",348,35,-2.7,29.8,-2,10.00,18.40,21.00,24.00,31.10,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  South East, Secretarial and related occupations",91,25.9,-8.8,25.7,-5.5,9.20,15.00,16.30,18.40,21.90,31.30,35.10,37.00,37.50,39.30,2020-01-01
"South East, Skilled trades occupations",265,40,0,38.6,-2.7,30.00,36.80,37.10,37.50,39.20,40.00,40.50,42.00,43.00,47.20,2020-01-01
"  South East, Skilled agricultural and related trades",22,39.7,-0.4,36.1,-2.2,x,36.80,37.00,37.00,37.50,40.00,40.00,40.00,40.00,x,2020-01-01
"  South East, Skilled metal, electrical and electronic trades",142,40,0,40.4,-2.1,36.50,37.50,37.90,38.90,39.90,40.00,41.60,42.50,44.00,48.10,2020-01-01
"  South East, Skilled construction and building trades",40,40,0,40,-3.1,36.00,38.80,39.00,39.90,40.00,40.00,42.30,42.50,43.80,x,2020-01-01
"  South East, Textiles, printing and other skilled trades",62,37.5,-3.8,34.3,-6.6,18.20,24.80,29.90,32.10,36.30,40.00,x,40.00,41.10,x,2020-01-01
"South East, Caring, leisure and other service occupations",344,30.1,0.2,28.8,0.7,10.00,16.50,19.30,22.00,26.20,33.80,37.00,37.50,38.90,42.30,2020-01-01
"  South East, Caring personal service occupations",295,30.1,0.2,29.2,1.2,10.50,17.40,20.00,22.50,26.90,33.50,37.00,37.50,38.80,43.60,2020-01-01
"  South East, Leisure, travel and related personal service occupations",49,31,3.7,27,-2.9,x,14.30,15.90,17.50,25.00,36.10,37.50,37.60,39.10,x,2020-01-01
"South East, Sales and customer service occupations",264,27.9,-5.6,26.6,-2.7,9.80,14.70,16.00,18.40,22.50,33.70,37.00,37.50,37.50,40.00,2020-01-01
"  South East, Sales occupations",191,24.3,-3,25.1,-2.6,8.60,13.00,15.20,16.50,20.40,30.00,35.90,37.00,37.50,40.00,2020-01-01
"  South East, Customer service occupations",74,35,-4.1,30.6,-2,14.00,19.50,22.00,24.50,32.00,37.00,x,37.50,38.90,40.70,2020-01-01
"South East, Process, plant and machine operatives",132,40,0,38.6,-3.8,20.80,35.00,36.80,37.50,39.00,40.20,43.00,44.90,46.00,50.00,2020-01-01
"  South East, Process, plant and machine operatives",55,39.5,-1.2,38.3,-2.7,28.50,36.40,37.10,37.50,38.50,40.00,40.30,41.60,42.70,46.40,2020-01-01
"  South East, Transport and mobile machine drivers and operatives",77,40,-4.8,38.8,-4.5,18.40,31.90,36.00,37.00,39.50,42.40,45.00,46.20,48.00,50.40,2020-01-01
"South East, Elementary occupations",309,30,0.3,26.9,-3,6.30,10.20,13.40,15.20,20.90,36.80,38.90,40.00,40.00,45.30,2020-01-01
"  South East, Elementary trades and related occupations",37,40,0,39.2,0.9,25.00,35.00,37.50,37.80,39.00,40.00,43.30,44.60,45.00,x,2020-01-01
"  South East, Elementary administration and service occupations",272,25,-6.1,25.2,-4.6,5.80,9.60,11.90,14.20,19.00,33.10,37.50,39.00,40.00,44.80,2020-01-01
South West,2145,36.8,-0.3,31.6,-1.3,13.00,21.20,24.60,29.40,34.50,37.50,37.70,39.30,40.00,42.20,2020-01-01
"South West, Managers, directors and senior officials",239,37.5,0,35.9,-0.3,23.90,34.90,35.00,35.00,37.00,37.90,40.00,40.00,40.00,42.50,2020-01-01
"  South West, Corporate managers and directors",197,37.5,0,35.6,-0.7,24.00,35.00,35.00,35.00,37.00,37.50,39.90,40.00,40.00,42.10,2020-01-01
"  South West, Other managers and proprietors",42,37.5,0,37.1,2,23.00,33.90,35.00,36.30,37.10,39.80,40.00,41.40,43.10,x,2020-01-01
"South West, Professional occupations",490,35,-4.5,31.9,-1.3,16.00,24.20,28.70,31.00,32.50,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  South West, Science, research, engineering and technology professionals",121,37.4,-0.3,36.3,-2,30.10,35.00,35.90,36.90,37.00,37.50,37.50,38.60,39.40,40.00,2020-01-01
"  South West, Health professionals",122,34.5,-6.6,30.6,-2.2,14.80,20.60,22.50,24.60,30.00,37.50,37.50,37.50,37.90,40.10,2020-01-01
"  South West, Teaching and educational professionals",134,32.4,0,27.4,2.1,9.30,19.10,21.80,24.20,30.00,32.50,x,32.50,35.00,x,2020-01-01
"  South West, Business, media and public service professionals",113,37,-0.1,33.9,-2,22.10,30.10,34.90,35.00,35.00,37.00,37.50,37.50,37.50,x,2020-01-01
"South West, Associate professional and technical occupations",278,37,-0.3,34.3,-0.7,21.00,30.10,34.90,35.00,36.90,37.50,37.60,39.80,40.00,41.30,2020-01-01
"  South West, Science, engineering and technology associate professionals",53,37.5,0,37.1,0.9,31.30,35.00,35.50,37.00,37.00,37.50,39.00,40.00,40.00,x,2020-01-01
"  South West, Health and social care associate professionals",36,37,0.1,31.1,3,15.50,21.50,26.00,29.90,32.50,37.00,37.50,37.50,37.50,x,2020-01-01
"  South West, Protective service occupations",11,40.7,1.7,37.4,-2.3,x,x,x,40.00,40.00,42.00,42.80,x,x,x,2020-01-01
"  South West, Culture, media and sports occupations",16,34.8,-3.8,22.7,-13.6,x,x,x,x,x,35.40,37.50,37.50,x,x,2020-01-01
"  South West, Business and public service associate professionals",161,37,0,35,-0.8,22.50,32.50,35.00,35.00,36.80,37.50,37.60,39.40,40.00,40.50,2020-01-01
"South West, Administrative and secretarial occupations",238,34.4,-0.9,29,-1,10.20,18.00,20.50,22.50,28.70,36.60,37.20,37.50,37.50,40.00,2020-01-01
"  South West, Administrative occupations",185,35,-0.1,29.7,-0.4,11.30,18.50,21.00,24.00,30.00,37.00,37.40,37.50,37.50,40.00,2020-01-01
"  South West, Secretarial and related occupations",53,27.9,-5.3,26.5,-3.2,9.20,16.00,18.50,20.70,23.80,32.00,36.20,37.10,37.50,x,2020-01-01
"South West, Skilled trades occupations",170,39.9,-0.2,37.8,-4.7,29.10,35.90,37.00,37.40,39.00,40.00,40.00,40.70,42.10,45.00,2020-01-01
"  South West, Skilled agricultural and related trades",12,39,-2.5,36.4,-2,x,35.70,36.70,37.00,37.20,40.00,x,40.00,x,x,2020-01-01
"  South West, Skilled metal, electrical and electronic trades",85,40,0,39.5,-3.4,35.00,37.00,37.40,37.50,39.00,40.00,40.00,41.00,42.40,45.50,2020-01-01
"  South West, Skilled construction and building trades",30,40,0,39.1,-5,36.90,37.90,x,39.00,40.00,40.00,40.00,41.10,42.50,x,2020-01-01
"  South West, Textiles, printing and other skilled trades",43,37.5,-4,33.9,-8.4,17.30,25.20,28.80,30.00,35.00,39.90,40.00,40.00,41.10,x,2020-01-01
"South West, Caring, leisure and other service occupations",212,30,4.3,28.3,1.2,10.00,16.40,18.70,21.60,25.60,33.80,37.00,37.50,38.80,42.10,2020-01-01
"  South West, Caring personal service occupations",179,30,4.2,28.8,2.6,11.50,16.60,19.00,22.00,26.00,33.30,37.00,37.50,39.10,42.40,2020-01-01
"  South West, Leisure, travel and related personal service occupations",33,28.6,2,25.6,-6.1,x,13.80,16.00,20.00,23.90,35.00,37.00,37.50,37.60,x,2020-01-01
"South West, Sales and customer service occupations",182,26,3.9,26.1,1,9.10,14.00,16.00,18.00,21.60,31.40,36.30,37.40,37.50,40.00,2020-01-01
"  South West, Sales occupations",139,23.9,4.9,24.8,1.3,8.10,13.00,15.00,16.10,20.00,28.80,33.90,36.50,37.50,40.00,2020-01-01
"  South West, Customer service occupations",43,35,-0.9,30.2,-1.6,11.90,18.20,22.10,24.30,32.10,37.00,37.50,37.50,37.50,x,2020-01-01
"South West, Process, plant and machine operatives",120,40,0,39,-2.1,23.90,36.40,37.00,37.50,39.00,40.20,42.80,44.20,45.50,49.70,2020-01-01
