Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  South West, Process, plant and machine operatives",57,39.5,-1,38.4,-2.3,32.40,37.00,37.00,37.50,38.00,40.00,40.20,42.00,42.70,x,2020-01-01
"  South West, Transport and mobile machine drivers and operatives",63,40,-4.2,39.6,-2,16.90,34.00,37.00,38.00,40.00,42.50,45.00,46.80,48.00,x,2020-01-01
"South West, Elementary occupations",216,27.6,-0.1,24.9,-6.8,6.00,10.00,12.00,14.90,20.00,35.00,38.00,39.70,40.00,43.00,2020-01-01
"  South West, Elementary trades and related occupations",31,40,0,38.5,-2.1,30.00,35.90,37.00,37.50,39.00,40.00,41.40,42.50,43.90,x,2020-01-01
"  South West, Elementary administration and service occupations",185,22.5,-6.3,22.6,-9.1,5.50,9.00,10.50,12.60,16.60,30.00,36.50,37.50,39.70,42.10,2020-01-01
Wales,1137,37,0,32.7,-0.6,16.00,24.00,27.70,30.10,35.00,37.30,37.50,38.90,40.00,42.00,2020-01-01
"Wales, Managers, directors and senior officials",92,37.5,0,36.2,-0.7,23.40,35.00,35.00,36.90,37.00,37.50,40.00,40.00,40.00,x,2020-01-01
"  Wales, Corporate managers and directors",72,37.5,0,36.2,-0.5,23.00,35.00,35.00,36.60,37.00,38.00,40.00,40.00,40.00,x,2020-01-01
"  Wales, Other managers and proprietors",20,37,0,36.1,-1.6,24.90,34.90,37.00,x,37.00,37.40,37.70,40.00,x,x,2020-01-01
"Wales, Professional occupations",253,37,0.6,32.9,-0.2,20.00,27.50,29.90,32.40,33.00,37.00,37.50,37.50,37.50,40.00,2020-01-01
"  Wales, Science, research, engineering and technology professionals",45,37.1,-0.9,36.3,-1.2,31.20,35.80,36.80,37.00,37.00,37.50,x,37.50,38.50,x,2020-01-01
"  Wales, Health professionals",85,37.5,0,33.5,0.9,20.00,24.70,29.00,30.00,37.20,37.50,37.50,37.50,39.10,x,2020-01-01
"  Wales, Teaching and educational professionals",70,32.4,-0.1,28,-2.8,15.50,22.30,26.00,27.50,27.90,32.50,x,32.50,32.50,x,2020-01-01
"  Wales, Business, media and public service professionals",53,37,0,35.5,1,25.30,34.80,35.00,35.90,37.00,37.00,37.30,37.50,37.50,x,2020-01-01
"Wales, Associate professional and technical occupations",164,37,0,35.4,0.4,24.00,35.00,35.00,36.90,37.00,37.50,38.00,39.80,40.00,41.40,2020-01-01
"  Wales, Science, engineering and technology associate professionals",34,37.5,0,38.1,1,36.40,x,37.00,37.00,37.50,37.50,39.00,39.90,40.00,x,2020-01-01
"  Wales, Health and social care associate professionals",24,37,0,34,5.3,x,29.90,30.60,35.00,36.90,37.00,37.50,37.50,x,x,2020-01-01
"  Wales, Protective service occupations",17,40,0,40,3.3,x,37.20,39.30,x,40.00,40.20,41.90,42.40,x,x,2020-01-01
"  Wales, Culture, media and sports occupations",11,34.8,,25.6,15.1,x,x,x,x,x,37.00,37.00,x,x,x,2020-01-01
"  Wales, Business and public service associate professionals",79,37,0,34.9,-1.9,24.00,34.60,35.00,35.00,36.90,37.00,37.50,37.50,39.10,x,2020-01-01
"Wales, Administrative and secretarial occupations",127,36.9,5.3,31.2,2.9,15.00,21.90,25.00,28.00,33.90,37.00,37.00,37.50,37.50,39.60,2020-01-01
"  Wales, Administrative occupations",103,37,0.4,32.4,3.6,16.00,24.00,27.80,30.00,35.00,37.00,37.00,37.50,37.50,39.90,2020-01-01
"  Wales, Secretarial and related occupations",24,28.1,0.3,26.1,-1.7,x,15.00,16.80,20.00,23.90,31.00,35.00,37.00,37.00,x,2020-01-01
"Wales, Skilled trades occupations",86,39,-2.3,37.8,-3.1,28.00,34.90,36.20,37.00,37.50,40.00,40.00,40.90,42.30,45.90,2020-01-01
"  Wales, Skilled metal, electrical and electronic trades",47,39.9,-0.2,39.8,-2.5,34.90,37.00,37.10,37.50,38.60,40.00,40.40,42.00,42.50,x,2020-01-01
"  Wales, Skilled construction and building trades",14,40,0,38.6,-3.3,x,36.40,37.00,39.00,x,x,40.00,41.60,x,x,2020-01-01
"  Wales, Textiles, printing and other skilled trades",19,32.5,-13.3,31.9,-10.2,x,25.60,27.30,28.40,30.00,34.90,38.20,39.80,x,x,2020-01-01
"Wales, Caring, leisure and other service occupations",136,31,3.1,29.7,0.5,13.00,19.50,22.40,24.50,28.30,34.90,37.00,37.50,37.50,41.60,2020-01-01
"  Wales, Caring personal service occupations",119,31.2,0.8,30,0,13.00,19.60,22.40,24.40,28.30,34.80,37.00,37.50,37.50,41.90,2020-01-01
"  Wales, Leisure, travel and related personal service occupations",17,30,5.1,27.6,3,x,18.10,21.40,24.40,28.00,35.00,37.00,37.00,37.40,x,2020-01-01
"Wales, Sales and customer service occupations",92,30,8.7,27.7,1.5,11.40,16.00,18.00,20.00,24.00,34.50,37.00,37.10,37.50,40.00,2020-01-01
"  Wales, Sales occupations",67,25.8,4.9,25.8,0.3,10.20,14.70,16.10,18.00,22.70,30.10,35.00,36.50,37.50,x,2020-01-01
"  Wales, Customer service occupations",25,36.9,0,32.8,2.9,17.00,23.50,28.60,31.00,35.00,37.00,37.20,37.50,37.90,x,2020-01-01
"Wales, Process, plant and machine operatives",73,39.1,-2.9,38.9,-5.8,26.30,36.00,37.00,37.00,38.00,40.00,41.60,43.50,45.00,49.90,2020-01-01
"  Wales, Process, plant and machine operatives",41,39,-2.5,39.4,-3,32.90,36.70,37.00,37.10,38.00,40.00,40.30,41.40,43.00,x,2020-01-01
"  Wales, Transport and mobile machine drivers and operatives",32,40,-6.3,38.3,-9.1,16.00,34.40,35.70,37.00,38.60,40.40,44.00,45.10,46.70,x,2020-01-01
"Wales, Elementary occupations",115,31.4,-1.4,27.4,-4.8,6.40,11.30,14.90,16.00,23.50,37.00,39.00,40.00,40.00,44.00,2020-01-01
"  Wales, Elementary trades and related occupations",20,40,0,40.7,2.6,33.90,37.00,37.30,38.00,39.10,40.10,42.10,43.70,45.70,x,2020-01-01
"  Wales, Elementary administration and service occupations",95,25,-5,24.6,-5.7,6.00,10.00,12.00,15.00,19.30,32.30,37.40,37.80,39.90,42.00,2020-01-01
Scotland,2155,35.4,-1.7,32.3,-1.5,15.20,23.10,28.00,31.00,35.00,37.00,37.50,38.50,39.80,40.60,2020-01-01
"Scotland, Managers, directors and senior officials",199,37.5,-0.1,36.4,-0.3,30.00,35.00,35.00,35.00,36.90,37.50,39.10,40.00,40.00,41.60,2020-01-01
"  Scotland, Corporate managers and directors",160,37.4,-0.1,36.5,0.4,32.90,35.00,35.00,35.00,36.90,37.50,39.00,40.00,40.00,41.00,2020-01-01
"  Scotland, Other managers and proprietors",39,37.5,0,35.9,-3.4,24.00,34.70,35.00,35.00,37.00,37.70,x,40.00,40.00,x,2020-01-01
"Scotland, Professional occupations",590,35,0,32.4,-1.1,18.50,27.50,30.10,33.70,35.00,36.90,x,37.50,37.50,40.00,2020-01-01
"  Scotland, Science, research, engineering and technology professionals",94,37.4,-0.3,36.3,-1.7,34.60,35.00,35.00,36.80,37.00,37.50,37.50,37.50,38.80,x,2020-01-01
"  Scotland, Health professionals",248,37.5,0,31.7,-0.5,14.70,23.00,25.50,30.00,34.50,x,x,37.50,38.70,40.00,2020-01-01
"  Scotland, Teaching and educational professionals",132,35,0,29.7,-0.8,14.00,21.00,27.80,31.50,32.60,x,35.00,35.00,35.00,35.40,2020-01-01
"  Scotland, Business, media and public service professionals",117,35,-2.1,34,-0.8,22.90,34.80,x,35.00,35.00,36.20,37.00,37.00,37.50,39.10,2020-01-01
"Scotland, Associate professional and technical occupations",319,37,-0.1,34.8,0,24.00,34.50,x,35.00,35.00,37.50,37.50,39.10,40.00,40.00,2020-01-01
"  Scotland, Science, engineering and technology associate professionals",64,37.5,0,36.9,-0.5,32.50,35.00,35.00,36.00,37.00,37.50,38.00,39.10,39.90,x,2020-01-01
"  Scotland, Health and social care associate professionals",49,35,0,32.3,3.9,20.60,26.50,29.10,31.40,35.00,35.90,37.00,37.00,37.50,x,2020-01-01
"  Scotland, Protective service occupations",49,40,0,38.4,-2.2,36.90,37.00,38.70,x,x,40.00,40.00,40.00,40.00,x,2020-01-01
"  Scotland, Culture, media and sports occupations",19,34.8,0.1,24.8,-2.9,x,x,x,x,x,35.00,36.70,37.00,x,x,2020-01-01
"  Scotland, Business and public service associate professionals",137,35.8,-1.2,34.8,-0.6,26.90,34.70,x,35.00,35.00,37.00,37.50,37.50,37.50,40.00,2020-01-01
"Scotland, Administrative and secretarial occupations",229,35,0,30,-2.4,14.00,20.00,22.40,25.00,31.50,35.00,37.00,37.50,37.50,40.00,2020-01-01
"  Scotland, Administrative occupations",189,35,-0.1,30.5,-2.3,14.00,20.00,22.70,26.40,33.30,35.90,37.00,37.50,37.50,40.00,2020-01-01
"  Scotland, Secretarial and related occupations",39,30.1,-5.5,27.8,-3.1,12.00,17.60,19.70,21.60,26.00,34.60,35.00,36.20,37.40,x,2020-01-01
"Scotland, Skilled trades occupations",143,39,-2,37.6,-5.6,30.00,35.50,36.80,37.00,38.00,39.90,40.00,40.00,41.00,44.80,2020-01-01
"  Scotland, Skilled agricultural and related trades",10,39.6,-1.1,35.3,-9.3,x,x,36.00,37.00,38.30,40.00,x,x,x,x,2020-01-01
"  Scotland, Skilled metal, electrical and electronic trades",59,39.6,-1,39.6,-5.6,36.00,37.00,37.50,37.50,38.90,40.00,40.00,41.00,42.00,x,2020-01-01
"  Scotland, Skilled construction and building trades",35,39,0,38.4,-5.2,33.00,36.00,37.00,37.40,38.90,x,39.00,40.00,40.00,x,2020-01-01
"  Scotland, Textiles, printing and other skilled trades",39,37.3,-3.9,34.5,-2.7,21.20,27.70,30.70,31.90,35.40,39.00,x,40.00,40.70,x,2020-01-01
"Scotland, Caring, leisure and other service occupations",219,30.1,0.2,28.6,0.8,12.50,18.00,20.00,22.50,27.10,35.00,37.00,37.50,37.50,40.50,2020-01-01
"  Scotland, Caring personal service occupations",184,30.1,0.2,29.1,1.6,14.00,18.70,21.00,22.90,27.50,35.00,36.80,37.50,37.50,40.80,2020-01-01
"  Scotland, Leisure, travel and related personal service occupations",35,29.9,1.3,26.1,-3.9,x,14.70,16.00,18.80,22.50,35.00,37.00,37.50,37.80,x,2020-01-01
"Scotland, Sales and customer service occupations",162,30,4,27.7,0.3,11.50,16.00,17.50,20.00,24.60,35.00,36.90,37.50,37.70,40.00,2020-01-01
"  Scotland, Sales occupations",109,26.1,4.6,25.9,-0.7,9.60,14.50,16.00,17.00,21.50,30.30,36.00,37.10,37.50,40.00,2020-01-01
"  Scotland, Customer service occupations",53,35,0,31.3,-0.1,13.90,21.00,24.50,29.10,34.90,36.00,37.40,37.50,38.20,x,2020-01-01
"Scotland, Process, plant and machine operatives",101,39.1,-2.3,38.5,-5.8,24.20,34.50,36.10,37.00,38.00,40.00,41.70,43.30,45.00,50.00,2020-01-01
"  Scotland, Process, plant and machine operatives",48,38.9,-0.3,37.8,-3.6,30.30,35.20,36.80,37.00,37.50,39.20,40.00,40.00,40.50,x,2020-01-01
"  Scotland, Transport and mobile machine drivers and operatives",53,40,-5.1,39.2,-7.3,18.90,31.20,35.90,37.00,39.00,42.10,45.00,45.80,48.00,x,2020-01-01
"Scotland, Elementary occupations",195,29.6,2.1,27,-2.7,8.00,13.00,15.00,16.10,21.30,35.00,37.70,39.00,39.80,42.30,2020-01-01
"  Scotland, Elementary trades and related occupations",33,39.1,-0.3,38.8,2.1,28.60,36.80,37.50,38.70,39.00,40.00,41.50,42.00,43.00,x,2020-01-01
"  Scotland, Elementary administration and service occupations",162,24,-6,24.6,-5.9,7.50,12.00,13.70,15.00,18.90,30.00,35.30,37.00,38.00,41.00,2020-01-01
Northern Ireland,1002,37,0,33.2,-0.6,16.00,23.40,27.50,30.70,35.00,37.50,39.40,x,40.00,42.50,2020-01-01
