Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  East Midlands, Textiles, printing and other skilled trades",30,9.25,-1.6,10.38,-3.7,6.98,7.90,8.04,8.42,8.95,9.69,10.26,10.49,11.19,x,2020-01-01
"East Midlands, Caring, leisure and other service occupations",157,9.86,3.8,10.38,2.5,8.21,8.75,8.89,9.03,9.46,10.35,11.09,11.49,12.00,13.62,2020-01-01
"  East Midlands, Caring personal service occupations",135,9.89,3.8,10.41,2.5,8.49,8.78,8.96,9.09,9.5,10.49,11.12,11.51,12.03,13.66,2020-01-01
"  East Midlands, Leisure, travel and related personal service occupations",22,9.46,3.5,10.21,2.8,6.98,7.96,8.33,8.71,9.07,9.95,10.52,11.18,11.75,x,2020-01-01
"East Midlands, Sales and customer service occupations",135,9.33,4,10.62,2.6,7.49,8.72,8.80,8.9,9.13,9.69,10.24,10.73,11.34,13.65,2020-01-01
"  East Midlands, Sales occupations",94,9.21,5.9,10.11,2.8,7.00,8.72,8.72,8.85,9.04,9.46,9.81,10.03,10.52,12.33,2020-01-01
"  East Midlands, Customer service occupations",41,10.15,2,11.64,3.4,8.39,8.79,8.92,9.07,9.41,10.72,11.74,12.52,13.16,x,2020-01-01
"East Midlands, Process, plant and machine operatives",126,10.72,2.9,11.98,1.3,8.17,8.76,9.04,9.4,10.05,11.62,12.56,13.25,14.19,16.63,2020-01-01
"  East Midlands, Process, plant and machine operatives",68,10.63,4.4,12.33,4.7,7.91,8.72,8.94,9.3,9.96,11.49,12.92,13.98,15.14,x,2020-01-01
"  East Midlands, Transport and mobile machine drivers and operatives",58,10.78,-1.8,11.59,-2.5,8.31,8.92,9.13,9.57,10.08,11.71,12.37,12.76,13.32,x,2020-01-01
"East Midlands, Elementary occupations",195,9.29,3.6,10.25,2.5,6.95,8.21,8.69,8.72,8.96,9.76,10.50,11.02,11.66,13.44,2020-01-01
"  East Midlands, Elementary trades and related occupations",35,9.73,5,10.73,4,8.21,8.72,8.75,8.87,9.35,10.21,11.00,11.47,12.02,x,2020-01-01
"  East Midlands, Elementary administration and service occupations",160,9.21,3.6,10.1,1.9,6.78,8.03,8.43,8.72,8.84,9.58,10.37,10.94,11.55,13.31,2020-01-01
West Midlands,2086,12.92,3.4,16.34,2.8,8.72,9.29,9.69,10.12,11.28,14.97,17.52,19.36,21.13,26.92,2020-01-01
"West Midlands, Managers, directors and senior officials",211,20.18,2.3,23.99,-0.1,10.35,12.85,13.71,14.93,17.62,22.97,26.90,29.09,31.78,43.86,2020-01-01
"  West Midlands, Corporate managers and directors",180,21.43,0.8,25.13,-1.2,10.96,13.44,14.49,15.9,18.89,24.5,27.94,30.42,33.18,45.58,2020-01-01
"  West Midlands, Other managers and proprietors",31,14.33,1.2,17.5,6.3,9.41,10.32,11.05,12.21,13.4,16.55,18.91,20.02,x,x,2020-01-01
"West Midlands, Professional occupations",448,20.7,1.1,22.16,0.9,12.74,15.34,16.09,16.97,18.78,22.68,24.47,26.02,27.60,33.85,2020-01-01
"  West Midlands, Science, research, engineering and technology professionals",110,20.97,1.3,21.66,-0.7,12.27,15.29,15.79,17.01,19.02,22.8,24.08,24.98,26.96,x,2020-01-01
"  West Midlands, Health professionals",115,19.4,1,21.79,-0.3,13.18,15.66,16.04,16.69,18.2,20.91,22.76,23.51,25.03,x,2020-01-01
"  West Midlands, Teaching and educational professionals",119,22.68,1,23.17,0.5,13.16,16.09,17.00,18.19,20.89,23.97,26.25,27.57,30.19,34.21,2020-01-01
"  West Midlands, Business, media and public service professionals",104,19.45,2,22.14,4.5,11.77,14.43,15.35,16.3,17.86,21.88,24.71,26.63,28.47,x,2020-01-01
"West Midlands, Associate professional and technical occupations",314,15.54,2.6,17.82,5.4,9.73,11.36,12.07,12.57,14.09,16.84,19.05,19.94,21.04,24.53,2020-01-01
"  West Midlands, Science, engineering and technology associate professionals",63,13.92,0.9,14.75,1.9,9.37,10.46,10.96,11.41,12.45,15.32,16.45,17.17,18.24,x,2020-01-01
"  West Midlands, Health and social care associate professionals",23,13.36,4,13.75,-0.6,9.79,10.46,10.98,11.83,12.5,13.83,14.99,15.57,15.93,x,2020-01-01
"  West Midlands, Protective service occupations",40,19.3,2.9,18.66,3.6,12.57,14.23,14.79,15.9,17.67,19.85,20.63,21.68,22.05,x,2020-01-01
"  West Midlands, Business and public service associate professionals",169,16.06,0.1,18.03,-1,10.06,11.77,12.35,12.96,14.7,17.66,19.80,20.83,22.40,27.30,2020-01-01
"West Midlands, Administrative and secretarial occupations",230,11.22,2.2,12.7,1.6,8.72,9.30,9.67,9.92,10.51,12.27,13.37,13.93,14.88,18.69,2020-01-01
"  West Midlands, Administrative occupations",186,11.45,2.8,12.96,1.7,8.74,9.50,9.85,10.07,10.71,12.61,13.75,14.35,15.30,19.38,2020-01-01
"  West Midlands, Secretarial and related occupations",44,10.26,0.6,11.45,1.6,8.30,8.98,9.14,9.44,9.89,11.19,12.14,12.35,12.85,x,2020-01-01
"West Midlands, Skilled trades occupations",152,12,-3.7,13.11,-3.5,8.00,8.95,9.52,9.95,10.96,13,14.27,15.00,15.91,18.73,2020-01-01
"  West Midlands, Skilled agricultural and related trades",8,9.69,6.7,9.94,-2.2,x,8.69,8.84,8.91,9.16,9.79,10.62,x,x,x,2020-01-01
"  West Midlands, Skilled metal, electrical and electronic trades",89,13.06,-5.7,13.92,-3.8,8.71,10.00,10.48,10.97,12.12,14.17,15.51,16.60,17.36,x,2020-01-01
"  West Midlands, Skilled construction and building trades",28,12.39,-3.3,13.49,-5.5,8.00,9.12,9.62,10.29,11.31,13.46,14.29,14.79,15.52,x,2020-01-01
"  West Midlands, Textiles, printing and other skilled trades",27,9.2,-3.3,10.57,-1.4,6.99,7.99,8.00,8.3,8.73,9.96,10.65,11.08,11.33,x,2020-01-01
"West Midlands, Caring, leisure and other service occupations",196,9.92,4.2,10.74,3.8,8.50,8.79,9.00,9.19,9.49,10.52,11.19,11.63,12.15,14.27,2020-01-01
"  West Midlands, Caring personal service occupations",168,9.96,4.1,10.67,3.7,8.70,8.88,9.08,9.24,9.54,10.66,11.22,11.66,12.20,14.15,2020-01-01
"  West Midlands, Leisure, travel and related personal service occupations",28,9.35,3.3,11.16,4.6,6.93,8.24,8.72,8.73,9,10.08,10.72,11.29,11.74,x,2020-01-01
"West Midlands, Sales and customer service occupations",172,9.52,5.7,10.86,5,7.66,8.72,8.85,8.99,9.2,9.9,10.44,10.99,11.79,14.64,2020-01-01
"  West Midlands, Sales occupations",118,9.33,5.7,10.12,3.7,7.33,8.72,8.72,8.85,9.1,9.59,10.05,10.22,10.59,x,2020-01-01
"  West Midlands, Customer service occupations",54,10.35,1.8,12.14,4.6,8.51,8.99,9.18,9.22,9.78,11.25,12.42,13.25,14.46,x,2020-01-01
"West Midlands, Process, plant and machine operatives",137,10.78,1.9,11.96,0.9,8.00,8.81,9.10,9.5,10.08,11.55,12.53,13.18,14.04,15.85,2020-01-01
"  West Midlands, Process, plant and machine operatives",74,10.4,1.2,11.47,0.4,8.09,8.75,8.96,9.28,9.94,11.24,12.22,13.12,14.17,16.11,2020-01-01
"  West Midlands, Transport and mobile machine drivers and operatives",63,11.2,1.9,12.5,2,7.65,8.99,9.27,9.7,10.41,11.87,12.81,13.21,13.87,x,2020-01-01
"West Midlands, Elementary occupations",227,9.17,4.3,10.24,1.8,6.73,8.03,8.50,8.72,8.79,9.5,10.24,10.62,11.08,12.89,2020-01-01
"  West Midlands, Elementary trades and related occupations",33,9.53,1.6,10.37,0.5,7.55,x,8.72,8.84,9.09,10.16,10.88,11.26,11.77,x,2020-01-01
"  West Midlands, Elementary administration and service occupations",194,9.05,3.8,10.21,2,6.65,7.75,8.29,8.72,8.74,9.42,10.12,10.54,10.98,12.76,2020-01-01
East,2279,13.28,2.3,16.74,0.8,8.72,9.42,9.87,10.32,11.63,15.33,18.20,19.88,21.89,28.46,2020-01-01
"East, Managers, directors and senior officials",244,20.45,-0.3,25.55,1.6,10.48,13.11,14.21,14.76,17.34,24.27,29.17,31.83,36.36,46.40,2020-01-01
"  East, Corporate managers and directors",207,21.83,-0.9,27.1,1.3,11.18,14.21,14.75,16.02,18.86,25.61,31.14,34.58,37.83,47.94,2020-01-01
"  East, Other managers and proprietors",38,14.07,-3.4,17.06,3.9,9.16,10.49,11.01,11.74,13.21,14.93,17.88,19.37,x,x,2020-01-01
"East, Professional occupations",531,20.72,0.9,22.47,0.1,12.68,14.90,15.90,16.85,18.84,22.63,24.68,25.97,27.83,33.36,2020-01-01
"  East, Science, research, engineering and technology professionals",117,21.65,-1.4,22.76,-2.9,13.01,15.33,16.44,17.89,19.53,23.5,26.21,27.96,29.20,34.40,2020-01-01
"  East, Health professionals",173,18.91,3,21.8,3.5,12.55,13.70,14.59,15.65,16.96,20.33,22.30,23.01,24.62,30.54,2020-01-01
"  East, Teaching and educational professionals",134,23.7,2.7,24.45,2.4,14.40,17.44,18.74,20.03,21.95,25.13,27.51,28.86,30.81,35.00,2020-01-01
"  East, Business, media and public service professionals",107,19.38,-1.6,20.87,-4.1,11.56,14.29,15.15,16.03,17.75,21.26,23.31,24.35,26.31,x,2020-01-01
"East, Associate professional and technical occupations",338,15.27,-2.8,17.75,-2.8,10.00,11.47,12.22,12.81,14.01,16.96,19.23,20.26,21.77,27.58,2020-01-01
"  East, Science, engineering and technology associate professionals",71,14.11,-2.2,15.63,-0.4,9.82,10.85,11.49,12.3,13.11,15.34,17.28,18.40,19.53,x,2020-01-01
"  East, Health and social care associate professionals",29,12.19,-7.9,13.2,-9.6,9.39,10.03,10.58,10.84,11.32,13.25,14.12,14.46,15.00,x,2020-01-01
"  East, Protective service occupations",32,19.23,2.7,18.41,2,12.62,13.40,14.18,14.93,19,19.7,20.30,20.87,21.28,x,2020-01-01
"  East, Culture, media and sports occupations",23,12.76,-5.2,14.14,-11.9,8.20,9.00,9.45,9.89,11.76,13.94,15.33,15.97,x,x,2020-01-01
"  East, Business and public service associate professionals",184,16.2,-4.4,19.46,-2.5,10.34,12.02,12.86,13.5,14.87,18.21,20.74,22.47,25.09,30.73,2020-01-01
"East, Administrative and secretarial occupations",245,11.5,0.4,13.13,-0.1,8.72,9.46,9.80,10,10.77,12.39,13.79,14.61,15.56,19.38,2020-01-01
"  East, Administrative occupations",196,11.83,1.5,13.52,0.3,8.85,9.68,10.00,10.25,10.97,12.82,14.22,15.09,16.27,20.49,2020-01-01
"  East, Secretarial and related occupations",49,10.38,-0.3,11.42,-2,8.32,8.94,9.11,9.39,9.84,11,12.09,12.76,13.17,x,2020-01-01
"East, Skilled trades occupations",181,12.17,-5.4,13.13,-4.5,8.37,9.30,9.79,10.08,11.14,13.42,14.57,15.43,16.30,18.86,2020-01-01
"  East, Skilled agricultural and related trades",8,10.02,-10.4,11.23,-6.3,x,8.59,8.89,9.2,9.4,10.83,11.90,x,x,x,2020-01-01
"  East, Skilled metal, electrical and electronic trades",98,13.56,-5.8,14.25,-5.4,8.92,10.36,11.04,11.53,12.48,14.5,16.04,16.83,17.90,20.28,2020-01-01
"  East, Skilled construction and building trades",32,12.62,-5.8,13.04,-6.3,8.39,9.61,10.00,10.56,11.88,13.79,14.99,15.39,16.06,x,2020-01-01
"  East, Textiles, printing and other skilled trades",43,9.89,-1,10.65,-0.3,7.62,8.68,8.73,8.93,9.33,10.27,11.01,11.53,12.30,x,2020-01-01
"East, Caring, leisure and other service occupations",200,9.9,3.1,10.59,2,8.20,8.81,9.00,9.13,9.52,10.34,11.00,11.48,12.11,13.64,2020-01-01
"  East, Caring personal service occupations",168,9.95,3.4,10.61,2.6,8.50,8.98,9.05,9.22,9.61,10.41,11.03,11.54,12.18,13.53,2020-01-01
"  East, Leisure, travel and related personal service occupations",32,9.28,-1.2,10.53,-1,6.70,7.95,8.29,8.69,8.87,9.64,10.50,11.00,11.50,x,2020-01-01
"East, Sales and customer service occupations",189,9.45,4.3,10.73,2.2,7.66,8.72,8.85,9,9.2,9.82,10.46,10.99,11.61,14.45,2020-01-01
"  East, Sales occupations",135,9.31,4.9,10.27,3.9,7.39,8.72,8.77,8.97,9.1,9.57,9.96,10.23,10.84,13.42,2020-01-01
"  East, Customer service occupations",54,10.32,3,11.66,-1.2,8.20,8.91,9.07,9.2,9.75,11.08,11.92,12.40,13.25,x,2020-01-01
"East, Process, plant and machine operatives",126,10.94,-1.3,12.08,-1.7,8.48,9.02,9.32,9.7,10.28,11.71,12.73,13.38,14.08,16.56,2020-01-01
"  East, Process, plant and machine operatives",52,11.01,-1.5,11.96,-0.1,8.72,9.16,9.50,9.8,10.45,12.16,13.18,13.50,14.23,x,2020-01-01
"  East, Transport and mobile machine drivers and operatives",74,10.83,-2.1,12.16,-2.7,8.33,8.94,9.18,9.55,10.21,11.46,12.42,13.16,14.00,x,2020-01-01
"East, Elementary occupations",225,9.21,3.6,10.25,1.6,6.57,7.95,8.47,8.72,8.9,9.63,10.30,10.70,11.29,13.92,2020-01-01
"  East, Elementary trades and related occupations",29,10.11,4.6,10.94,3,8.21,8.81,9.00,9.2,9.6,10.61,11.27,11.64,12.15,x,2020-01-01
"  East, Elementary administration and service occupations",197,9.09,3.2,10.1,1.1,6.46,7.67,8.22,8.69,8.77,9.46,10.12,10.52,11.09,13.73,2020-01-01
London,3895,18.3,3.2,23.78,2.9,9.35,11.00,12.00,13.1,15.41,21.6,25.72,28.24,31.43,42.14,2020-01-01
"London, Managers, directors and senior officials",618,30.66,0.3,37.26,-1.5,12.49,16.20,18.68,20.78,25.02,36.6,43.67,48.09,52.04,68.50,2020-01-01
"  London, Corporate managers and directors",536,33.35,0.6,39.66,-1.4,13.68,18.52,20.79,23.23,27.6,39.22,46.64,49.74,54.50,71.12,2020-01-01
"  London, Other managers and proprietors",83,17.39,0.3,21.89,2.1,9.92,11.88,12.28,13.16,15.28,20.16,22.72,24.63,27.64,x,2020-01-01
"London, Professional occupations",1162,24.63,2.3,27.31,1.6,14.33,17.54,18.78,20.11,22.15,27.17,30.27,32.44,34.83,42.49,2020-01-01
"  London, Science, research, engineering and technology professionals",261,25.58,2.2,27.22,1.4,14.31,17.66,18.98,20.21,22.72,28.75,31.79,33.68,35.65,40.85,2020-01-01
"  London, Health professionals",206,22.24,0.1,23.49,-3.5,14.67,16.99,17.92,18.61,20.52,23.8,26.26,27.62,29.52,35.92,2020-01-01
"  London, Teaching and educational professionals",274,25.8,0.6,27.5,3.7,14.73,18.71,20.16,21.3,23.42,27.9,30.52,32.38,34.22,39.71,2020-01-01
"  London, Business, media and public service professionals",422,24.87,1.8,29.08,1.9,14.10,17.31,18.52,19.98,22.06,27.89,31.60,33.91,37.41,48.73,2020-01-01
"London, Associate professional and technical occupations",731,18.49,0,22.81,0.2,11.45,13.29,14.05,14.86,16.49,20.44,23.90,25.76,27.93,38.07,2020-01-01
"  London, Science, engineering and technology associate professionals",100,16.08,-2.6,17.8,-0.3,10.68,11.99,12.78,13.39,14.83,17.62,20.07,21.12,22.86,x,2020-01-01
"  London, Health and social care associate professionals",57,14.96,-1.6,16.88,3.9,10.93,12.12,12.59,12.94,13.96,16.42,17.84,18.67,19.59,x,2020-01-01
"  London, Protective service occupations",26,17.51,2.1,19.87,-0.2,13.21,13.36,14.18,16.06,17.35,18.39,19.48,20.46,x,x,2020-01-01
"  London, Culture, media and sports occupations",64,14.78,-1.5,19.25,4.3,9.42,11.37,11.81,12.46,13.53,15.97,19.04,19.93,22.42,x,2020-01-01
"  London, Business and public service associate professionals",485,20.11,-0.1,25.01,0.4,12.15,14.32,15.20,15.88,18.22,22.93,26.48,28.33,31.89,42.98,2020-01-01
"London, Administrative and secretarial occupations",402,14.19,-0.6,17.04,0.9,9.00,10.32,10.94,11.53,12.76,15.81,17.86,19.29,21.05,27.53,2020-01-01
"  London, Administrative occupations",319,14.52,0.9,17.41,1.2,9.30,10.75,11.37,11.92,13.13,16.12,18.07,19.47,21.73,28.85,2020-01-01
"  London, Secretarial and related occupations",84,12.62,-6.6,15.51,-0.8,8.21,9.24,9.74,10.1,11.13,14.26,16.28,17.89,19.95,x,2020-01-01
"London, Skilled trades occupations",146,12.83,2.9,14.9,2.6,8.40,9.13,9.70,10.4,11.47,14.31,15.83,16.85,18.13,23.86,2020-01-01
"  London, Skilled agricultural and related trades",8,11.38,5.8,12.12,4.9,x,x,9.53,10.77,11.07,11.87,x,x,x,x,2020-01-01
"  London, Skilled metal, electrical and electronic trades",64,15.99,-3.2,17.54,1.7,9.95,11.24,12.02,13.14,14.38,17.52,19.06,21.08,23.62,x,2020-01-01
"  London, Skilled construction and building trades",16,14.12,-3.8,15.43,-9.5,x,9.66,10.03,10.65,11.99,14.44,16.16,x,x,x,2020-01-01
"  London, Textiles, printing and other skilled trades",58,10.34,0.6,11.8,1,7.42,8.69,8.72,8.76,9.27,11.22,12.23,13.04,13.76,x,2020-01-01
"London, Caring, leisure and other service occupations",281,10.94,0.3,11.84,-0.6,8.65,9.15,9.43,9.73,10.3,11.72,12.57,13.05,13.50,15.44,2020-01-01
"  London, Caring personal service occupations",220,11,1,11.77,0.5,8.75,9.28,9.51,9.84,10.36,11.75,12.59,13.05,13.47,15.43,2020-01-01
"  London, Leisure, travel and related personal service occupations",61,10.69,-2.5,12.08,-3.6,7.60,8.72,8.85,9.34,10.09,11.55,12.40,13.04,13.67,x,2020-01-01
"London, Sales and customer service occupations",224,10.3,3,12.8,4,8.38,9.00,9.29,9.62,9.97,11.02,12.20,13.10,14.19,18.67,2020-01-01
"  London, Sales occupations",165,10.15,5.1,11.81,3.5,8.21,8.80,9.17,9.48,9.8,10.54,11.18,11.75,12.60,15.70,2020-01-01
"  London, Customer service occupations",59,12.32,4.5,15.26,5.8,8.72,9.69,9.86,10.3,11.24,13.86,15.72,17.64,18.36,x,2020-01-01
"London, Process, plant and machine operatives",85,13.48,-2.5,15.56,1.6,8.70,9.49,10.13,10.55,12,14.81,16.15,17.20,19.08,30.13,2020-01-01
"  London, Process, plant and machine operatives",25,11.86,-2.1,13.26,-4.7,8.21,9.00,9.33,9.74,10.49,12.58,14.40,15.16,15.63,x,2020-01-01
"  London, Transport and mobile machine drivers and operatives",60,14.28,-0.3,16.45,4.5,8.72,10.00,10.54,11.23,12.8,15.41,17.15,18.53,20.96,30.13,2020-01-01
"London, Elementary occupations",246,9.56,2.7,10.79,2.4,6.98,8.22,8.72,8.72,9.02,10.25,10.75,11.13,11.90,14.31,2020-01-01
"  London, Elementary trades and related occupations",12,9.49,-0.1,11.24,6.5,x,x,8.72,8.75,8.82,10.43,11.23,11.98,x,x,2020-01-01
"  London, Elementary administration and service occupations",234,9.56,3,10.76,2.1,6.98,8.21,8.69,8.72,9.04,10.25,10.75,11.11,11.86,14.26,2020-01-01
South East,3887,14.33,2.3,17.88,-0.2,8.76,9.67,10.17,10.82,12.46,16.68,19.64,21.29,23.48,30.47,2020-01-01
"South East, Managers, directors and senior officials",450,20.44,-1.7,25.39,-5.1,10.27,12.82,14.15,15.33,17.79,23.86,27.96,31.11,35.02,46.17,2020-01-01
"  South East, Corporate managers and directors",385,21.58,-6.1,26.98,-6,10.81,13.52,14.90,16.41,19.03,25.44,29.95,33.07,37.72,49.03,2020-01-01
"  South East, Other managers and proprietors",65,15.09,2.3,16.53,0.7,9.50,10.45,11.50,12.29,13.38,16.62,18.86,19.77,21.05,x,2020-01-01
"South East, Professional occupations",990,21.44,-0.1,23.39,0.8,13.35,15.99,17.06,18.01,19.69,23.55,26.06,27.56,29.40,35.15,2020-01-01
"  South East, Science, research, engineering and technology professionals",298,21.67,-3.6,23.7,-0.7,13.28,15.67,17.11,18.05,19.82,24.08,27.03,28.54,30.28,35.95,2020-01-01
"  South East, Health professionals",169,19.99,3.1,22.63,5.4,14.07,16.17,16.97,17.51,18.93,21.4,23.43,24.61,26.42,x,2020-01-01
"  South East, Teaching and educational professionals",282,22.8,1.7,23.48,1.8,14.18,16.75,18.04,19.12,21.21,24.37,26.44,27.67,28.80,33.56,2020-01-01
"  South East, Business, media and public service professionals",240,20.89,-1.2,23.35,-2.1,12.68,15.02,16.33,17.25,19.06,23.18,25.79,27.51,29.98,36.15,2020-01-01
"South East, Associate professional and technical occupations",695,15.65,-4.2,18.19,-5.4,10.02,11.57,12.26,12.85,14.25,17.42,19.83,20.92,22.52,28.92,2020-01-01
"  South East, Science, engineering and technology associate professionals",136,14.37,-0.8,16.04,1.1,9.60,10.93,11.53,11.99,13,15.9,17.73,18.62,20.00,x,2020-01-01
"  South East, Health and social care associate professionals",61,13.3,2.9,13.85,-1.9,9.46,10.72,11.23,11.67,12.35,14.17,15.22,15.68,16.74,x,2020-01-01
"  South East, Protective service occupations",54,19.63,1.8,18.39,0.1,12.96,14.24,14.53,15.2,17.03,20.19,20.67,21.09,21.43,x,2020-01-01
"  South East, Culture, media and sports occupations",47,13.1,-4.7,14.49,-11.1,8.73,10.02,10.59,11.33,11.97,14.73,16.36,18.16,19.61,x,2020-01-01
"  South East, Business and public service associate professionals",396,16.63,-7.2,19.86,-7.1,10.27,11.93,12.79,13.44,14.94,18.68,21.46,23.22,25.52,34.05,2020-01-01
"South East, Administrative and secretarial occupations",438,11.99,-0.1,13.66,-1,8.73,9.49,9.86,10.11,10.95,12.98,14.25,15.15,16.25,20.69,2020-01-01
"  South East, Administrative occupations",348,12.49,1.4,14.16,-0.7,9.02,9.85,10.12,10.56,11.44,13.49,14.87,15.72,16.81,22.57,2020-01-01
"  South East, Secretarial and related occupations",91,10.11,-2.4,11.46,-2.8,8.00,8.72,8.92,9.09,9.62,10.9,12.06,12.56,13.45,16.24,2020-01-01
"South East, Skilled trades occupations",265,12.37,-4.6,13.69,-3.4,8.56,9.40,9.98,10.37,11.39,13.56,15.03,15.79,16.70,19.54,2020-01-01
"  South East, Skilled agricultural and related trades",22,10.55,0.5,11.3,-0.5,8.09,8.80,9.00,9.29,10.01,11.18,11.79,12.36,x,x,2020-01-01
"  South East, Skilled metal, electrical and electronic trades",142,14.23,-4.9,14.99,-5.9,9.07,10.63,11.24,11.98,13,15.33,16.64,17.25,18.26,21.35,2020-01-01
"  South East, Skilled construction and building trades",40,13.52,-1.6,13.93,-3,8.78,10.00,10.99,11.7,12.19,14.44,15.20,15.50,16.49,x,2020-01-01
"  South East, Textiles, printing and other skilled trades",62,10,-2.3,10.91,-4.3,7.76,8.61,8.72,8.84,9.41,10.44,11.13,11.59,12.25,x,2020-01-01
"South East, Caring, leisure and other service occupations",344,9.94,0.9,10.57,-0.7,8.02,8.82,9.00,9.17,9.54,10.45,11.12,11.53,12.00,13.81,2020-01-01
"  South East, Caring personal service occupations",295,9.99,1,10.59,0.7,8.36,8.95,9.08,9.25,9.62,10.48,11.17,11.56,12.00,13.81,2020-01-01
"  South East, Leisure, travel and related personal service occupations",49,9.37,-1.8,10.43,-7.9,6.75,7.69,8.20,8.46,8.99,9.97,10.78,11.15,11.79,x,2020-01-01
"South East, Sales and customer service occupations",264,9.62,4.3,11.1,1.1,7.56,8.72,8.87,9.01,9.32,10.08,10.85,11.44,12.39,15.32,2020-01-01
"  South East, Sales occupations",191,9.5,5.3,10.42,2.2,7.20,8.72,8.80,9,9.23,9.75,10.30,10.64,11.24,13.64,2020-01-01
"  South East, Customer service occupations",74,10.64,1.5,12.55,0.1,8.20,8.83,9.07,9.26,9.89,11.68,13.13,13.76,14.81,x,2020-01-01
"South East, Process, plant and machine operatives",132,11,-2.3,12.2,-3.3,8.38,8.92,9.10,9.5,10.09,11.95,12.94,13.47,14.28,16.20,2020-01-01
"  South East, Process, plant and machine operatives",55,10.78,-4.6,11.54,-6.1,7.98,8.75,8.99,9.18,9.81,11.67,12.67,13.09,13.89,15.68,2020-01-01
"  South East, Transport and mobile machine drivers and operatives",77,11.09,-1.1,12.67,-1.4,8.55,9.01,9.29,9.69,10.38,12.14,13.24,13.73,14.42,17.00,2020-01-01
"South East, Elementary occupations",309,9.21,2.3,10.27,-0.3,6.82,7.92,8.30,8.72,8.89,9.62,10.24,10.71,11.53,13.52,2020-01-01
"  South East, Elementary trades and related occupations",37,9.31,0.4,10.43,1.2,7.62,8.55,8.72,8.72,9,9.88,10.55,11.44,12.09,x,2020-01-01
"  South East, Elementary administration and service occupations",272,9.2,2.2,10.24,-0.6,6.68,7.76,8.21,8.71,8.87,9.59,10.18,10.65,11.42,13.48,2020-01-01
South West,2145,12.74,2.4,16.36,3.8,8.58,9.28,9.68,10.06,11.2,14.61,17.12,18.91,20.84,26.41,2020-01-01
"South West, Managers, directors and senior officials",239,18.2,1.2,21.96,-3.5,9.65,11.73,12.74,13.8,15.62,20.85,24.88,26.93,30.17,38.00,2020-01-01
"  South West, Corporate managers and directors",197,19.54,-0.9,23.18,-4.9,9.79,12.18,13.43,14.37,16.72,22.2,26.35,28.66,31.39,39.69,2020-01-01
"  South West, Other managers and proprietors",42,14.25,3.7,16.42,3.9,9.09,10.35,11.27,11.99,13.11,15.62,17.23,19.30,20.66,x,2020-01-01
"South West, Professional occupations",490,20.82,1.6,22.03,1.3,12.74,15.35,16.07,16.97,19.02,22.37,24.15,25.52,26.97,32.59,2020-01-01
"  South West, Science, research, engineering and technology professionals",121,20.6,-0.5,21.42,-0.2,12.60,15.14,16.09,17.02,18.99,22.44,24.35,25.47,26.99,30.70,2020-01-01
"  South West, Health professionals",122,19.19,0.7,22.22,4,12.76,15.21,15.69,16.16,17.34,20.24,22.19,23.11,24.91,x,2020-01-01
"  South West, Teaching and educational professionals",134,22.86,-0.5,23.43,1,14.38,16.92,18.59,19.92,21.55,23.9,25.68,26.76,28.27,33.87,2020-01-01
"  South West, Business, media and public service professionals",113,19.24,0.4,21.19,-0.1,11.54,13.81,14.88,15.92,17.78,21.46,23.63,25.31,26.83,32.49,2020-01-01
"South West, Associate professional and technical occupations",278,14.5,-2.5,16.35,-2.7,9.71,11.02,11.55,12.31,13.39,15.83,17.64,18.78,19.87,24.21,2020-01-01
"  South West, Science, engineering and technology associate professionals",53,13.27,-4.5,14.55,-4.3,9.02,10.28,10.71,11.22,12.29,14.77,15.83,17.43,18.47,x,2020-01-01
"  South West, Health and social care associate professionals",36,12.74,-1.4,13.87,1.6,9.88,10.52,10.88,11.22,12.15,13.63,14.59,15.22,15.97,x,2020-01-01
"  South West, Protective service occupations",11,19.23,2.7,19.15,7.2,x,14.65,15.10,15.22,16.82,20.43,x,x,x,x,2020-01-01
"  South West, Culture, media and sports occupations",16,13.37,1.4,15.29,0.8,x,9.29,9.96,10.61,11.7,14.88,x,x,x,x,2020-01-01
"  South West, Business and public service associate professionals",161,15.33,-1.9,17.35,-3.1,10.04,11.48,12.30,12.81,14.03,16.81,18.68,19.61,20.79,26.13,2020-01-01
"South West, Administrative and secretarial occupations",238,11.09,2.4,12.48,1.4,8.69,9.29,9.61,9.93,10.43,11.92,13.01,13.63,14.54,17.70,2020-01-01
"  South West, Administrative occupations",185,11.45,2.5,12.91,2,8.84,9.55,9.89,10.07,10.73,12.39,13.52,14.23,15.33,19.67,2020-01-01
"  South West, Secretarial and related occupations",53,10.06,0.1,10.81,-1.6,8.16,8.80,9.00,9.22,9.69,10.57,11.33,11.82,12.35,x,2020-01-01
"South West, Skilled trades occupations",170,11.78,-3.5,12.61,-4.1,8.00,9.06,9.50,9.87,10.8,12.96,14.12,14.71,15.56,17.82,2020-01-01
"  South West, Skilled agricultural and related trades",12,10.46,3.6,10.75,-0.9,x,8.72,9.04,9.5,9.87,11.27,11.78,x,x,x,2020-01-01
"  South West, Skilled metal, electrical and electronic trades",85,13.45,-1.2,13.58,-5,8.44,9.82,10.36,11.06,12.17,14.37,15.56,15.95,16.83,x,2020-01-01
