Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
Administrative occupations,2396,36,-0.3,31.5,-0.4,15.00,22.00,24.90,29.10,35.00,37.00,37.50,37.50,37.60,40.00,2022-01-01
Secretarial and related occupations,524,30.1,0.4,28.1,2,11.50,17.10,19.90,21.70,25.20,35.00,36.80,37.30,37.50,40.00,2022-01-01
Skilled trades occupations,1764,40,0,39.3,0.2,29.00,36.20,37.00,37.50,39.00,40.00,42.10,43.30,44.80,48.50,2022-01-01
Skilled agricultural and related trades,109,38,-1.1,36.4,-0.9,21.80,34.90,36.00,37.00,37.40,39.90,40.00,40.00,41.10,44.00,2022-01-01
"Skilled metal, electrical and electronic trades",946,40,0,41.1,-0.3,35.90,37.40,37.50,38.40,39.90,41.00,42.80,44.10,45.30,49.50,2022-01-01
Skilled construction and building trades,294,40,0,40.4,-0.6,35.00,37.00,37.50,38.40,39.80,40.00,42.50,43.50,44.80,49.00,2022-01-01
"Textiles, printing and other skilled trades",416,37.5,0,35.3,2,18.30,25.00,28.70,30.60,35.50,39.90,40.00,41.80,43.50,48.00,2022-01-01
"Caring, leisure and other service occupations",2343,31,0.8,29.4,0,11.40,18.00,20.40,23.00,27.50,35.00,37.00,37.50,38.00,42.50,2022-01-01
Caring personal service occupations,1923,30.7,1.1,29.5,0.1,11.90,18.40,20.90,23.00,27.50,34.50,37.00,37.50,37.70,42.90,2022-01-01
"Leisure, travel and related personal service occupations",392,30.9,-3.5,28.5,-0.1,10.00,16.00,18.40,21.00,26.00,35.50,37.10,37.50,39.00,41.40,2022-01-01
Community and civil enforcement occupations,28,37,0,35.4,-1.3,23.20,34.20,35.00,36.00,36.80,x,37.00,37.20,38.60,x,2022-01-01
Sales and customer service occupations,1826,27.5,-0.4,26.9,-0.2,10.80,15.50,17.00,19.20,22.80,32.40,36.30,37.30,37.50,40.00,2022-01-01
Sales occupations,1325,24.7,1.3,25.6,-0.1,10.00,14.60,16.00,17.60,21.00,29.50,34.50,36.60,37.50,40.00,2022-01-01
Customer service occupations,501,35,-0.1,30.3,-1.7,13.90,19.90,21.80,24.50,31.00,36.80,37.40,37.50,37.80,40.00,2022-01-01
"Process, plant and machine operatives",1563,40,0,40,-1.2,24.00,35.00,36.80,37.50,39.00,42.00,44.80,45.90,48.00,52.90,2022-01-01
"Process, plant and machine operatives",763,39.9,-0.2,39.1,-1.2,28.70,36.00,37.00,37.40,38.50,40.00,42.00,43.20,44.70,48.50,2022-01-01
Transport and mobile machine drivers and operatives,800,41.7,1.4,40.8,-1.2,20.50,33.30,36.00,37.50,40.00,44.70,47.20,48.20,50.00,56.50,2022-01-01
Elementary occupations,2732,29.1,-4.1,27.6,-2.8,7.50,12.20,14.90,16.40,22.00,35.50,37.80,39.30,40.00,44.80,2022-01-01
Elementary trades and related occupations,286,39.5,-1.2,37.4,-3.1,18.90,31.00,34.60,36.00,37.90,40.00,42.10,43.70,45.00,49.70,2022-01-01
Elementary administration and service occupations,2446,26,-5.4,26.4,-2,7.10,11.50,13.90,15.90,20.00,33.00,37.30,38.30,40.00,43.80,2022-01-01
North East,1015,36.9,-0.3,32.8,-0.8,15.70,23.00,26.60,30.00,35.00,37.40,37.50,38.90,39.90,42.80,2022-01-01
"North East,  Managers, directors and senior officials",79,37.5,0.1,36,-0.9,24.80,35.00,35.80,36.90,37.40,37.50,39.30,40.00,40.00,x,2022-01-01
"North East, Corporate managers and directors",63,37.5,0.1,35.8,-1,24.30,35.00,36.00,36.90,37.40,37.50,39.00,39.90,40.00,x,2022-01-01
"North East, Other managers and proprietors",17,37.5,0.1,36.9,0.3,26.70,34.70,35.00,36.10,37.40,38.60,40.00,40.00,x,x,2022-01-01
"North East,  Professional occupations",241,36.9,-0.3,33.8,0.6,22.20,28.50,32.00,32.50,35.90,37.40,37.50,37.50,37.50,40.00,2022-01-01
"North East, Science, research, engineering and technology professionals",50,37.5,0,37.5,2.3,35.00,36.00,36.40,36.90,37.10,x,37.50,38.30,39.10,x,2022-01-01
"North East, Teaching and other educational professionals",56,32.5,0.2,29.8,-0.6,16.90,24.90,24.90,26.40,30.80,32.50,35.00,36.80,37.00,x,2022-01-01
"North East, Business, media and public service professionals",58,37,0,35,0.6,27.10,34.90,35.00,35.00,36.90,37.00,37.50,37.50,37.50,x,2022-01-01
"North East,  Associate professional occupations",141,37,0,35.1,-0.5,22.20,33.20,35.00,35.80,36.90,37.50,38.90,40.00,40.00,42.50,2022-01-01
"North East, Science, engineering and technology associate professionals",35,37.4,0.1,36.9,2.5,30.40,35.60,36.90,36.90,37.00,37.50,39.10,40.00,40.00,x,2022-01-01
"North East, Health and social care associate professionals",24,36.1,0.3,30.5,-1.9,x,22.20,25.00,27.50,30.30,37.00,x,37.00,37.20,x,2022-01-01
"North East, Protective service occupations",19,40.1,-4.5,40.9,-0.9,37.00,39.90,x,40.10,x,41.90,42.30,42.70,x,x,2022-01-01
"North East, Business and public service associate professionals",58,37,0,34.7,-3.4,22.20,34.10,35.00,35.00,36.80,37.00,37.50,37.80,38.90,x,2022-01-01
"North East,  Administrative and secretarial occupations",114,36.2,-1.9,31.6,-0.9,16.60,22.30,24.90,28.90,33.90,37.00,37.00,37.40,37.50,40.00,2022-01-01
"North East, Administrative occupations",95,36.9,-0.3,32,-1.8,17.40,22.50,25.10,30.00,35.00,37.00,37.00,37.50,37.50,40.00,2022-01-01
"North East, Secretarial and related occupations",19,32.8,9.4,29.3,5.1,15.00,19.50,22.00,24.00,29.50,35.00,36.90,37.00,37.50,x,2022-01-01
"North East,  Skilled trades occupations",73,38.9,0.7,38.3,0.1,25.20,36.00,37.00,37.10,37.60,40.00,41.40,42.50,43.40,x,2022-01-01
"North East, Skilled metal, electrical and electronic trades",40,39.8,-0.2,41.2,0.9,36.60,37.50,37.50,38.00,38.90,40.30,42.50,43.20,44.70,x,2022-01-01
"North East, Textiles, printing and other skilled trades",19,35.8,10.1,33.3,8,15.60,20.20,25.00,28.70,33.60,37.50,40.00,41.80,42.40,x,2022-01-01
"North East,  Caring, leisure and other service occupations",90,32.4,-0.3,30.6,0.9,12.50,18.80,22.40,24.60,29.60,36.70,37.00,37.50,38.00,43.30,2022-01-01
"North East, Caring personal service occupations",75,32.6,0.3,31.1,0.9,12.50,20.00,22.50,25.50,30.00,36.90,37.20,37.50,39.00,44.20,2022-01-01
"North East, Leisure, travel and related personal service occupations",14,28.2,-2.8,26.6,-1.7,x,15.80,16.10,20.00,24.00,31.90,36.00,36.50,x,x,2022-01-01
"North East,  Sales and customer service occupations",87,28.8,2.9,27.2,1,10.60,16.10,18.40,20.00,23.60,32.10,36.20,36.90,37.50,40.00,2022-01-01
"North East, Sales occupations",60,24.7,0.5,25.7,0.4,10.20,15.70,16.70,18.70,21.20,30.00,33.60,36.50,37.30,40.00,2022-01-01
"North East, Customer service occupations",27,35,-2.8,30.5,-1.2,15.10,20.00,23.20,27.30,31.80,36.10,36.90,37.00,37.50,x,2022-01-01
"North East,  Process, plant and machine operatives",65,39.5,0.6,40.3,0.3,25.30,36.10,37.00,37.50,38.90,40.50,43.80,45.00,46.70,x,2022-01-01
"North East, Process, plant and machine operatives",36,38.9,-0.3,38.8,-1.4,26.60,36.90,37.20,37.50,38.70,39.80,40.20,41.60,43.00,x,2022-01-01
"North East, Transport and mobile machine drivers and operatives",29,41.2,3,42.1,2.5,23.30,35.40,36.90,37.50,39.70,45.00,48.00,49.50,51.50,x,2022-01-01
"North East,  Elementary occupations",126,25.2,-12.3,26.1,-5.4,7.80,12.00,13.80,15.60,20.00,32.00,37.00,37.70,39.10,42.40,2022-01-01
"North East, Elementary trades and related occupations",11,37.8,-3.1,34.7,-11,x,x,33.70,34.50,36.00,39.20,40.00,41.30,x,x,2022-01-01
"North East, Elementary administration and service occupations",115,24,-6.8,25.2,-3.7,7.50,11.80,13.50,15.00,18.50,30.00,35.80,37.10,38.80,41.90,2022-01-01
North West,2840,37,0,33.4,0.8,16.00,25.00,29.40,32.20,35.00,37.50,37.90,39.10,40.00,43.20,2022-01-01
"North West, Managers, directors and senior officials",277,37.5,0,36.7,0.6,28.00,35.00,35.00,36.20,37.10,38.10,39.90,40.00,40.00,44.20,2022-01-01
"North West, Corporate managers and directors",221,37.5,0,36.3,1,27.20,35.00,35.00,36.00,37.00,37.50,39.10,40.00,40.00,43.00,2022-01-01
"North West, Other managers and proprietors",57,39,-0.2,38.5,0.4,30.00,35.00,37.00,37.00,37.50,40.00,40.20,41.10,43.30,x,2022-01-01
"North West, Professional occupations",722,36.9,-0.2,34.3,0.8,24.00,31.10,32.50,33.30,35.00,37.40,37.50,37.50,37.90,40.20,2022-01-01
"North West, Science, research, engineering and technology professionals",159,37.5,0,37.5,-0.7,34.50,35.90,36.50,37.00,37.30,37.50,38.50,39.30,40.00,41.60,2022-01-01
"North West, Health professionals",195,37.5,0.1,34.4,1.2,20.50,27.80,30.00,34.00,37.40,37.50,37.50,38.90,40.00,43.60,2022-01-01
"North West, Teaching and other educational professionals",177,32.4,-0.1,29.7,0.4,19.30,24.90,27.10,27.50,32.40,32.50,32.70,35.00,35.00,37.00,2022-01-01
"North West, Business, media and public service professionals",192,37,0,35.9,0.9,30.80,x,35.00,35.00,36.30,37.40,37.50,37.50,37.60,40.00,2022-01-01
"North West, Associate professional occupations",361,37.1,0.1,35.1,0.3,22.50,33.40,35.00,35.00,37.00,37.50,38.00,39.40,40.00,41.40,2022-01-01
"North West, Science, engineering and technology associate professionals",72,37.5,0,37.7,1.6,33.20,36.00,36.20,37.00,37.10,38.50,39.90,40.00,40.20,x,2022-01-01
"North West, Health and social care associate professionals",62,35,-4.1,30.2,-4.2,12.50,21.40,25.00,27.70,32.50,37.00,37.00,37.40,37.50,x,2022-01-01
"North West, Protective service occupations",20,41.6,4,42.7,9.3,35.50,39.90,x,x,40.20,42.00,42.70,44.60,x,x,2022-01-01
"North West, Culture, media and sports occupations",19,35.6,-3.8,28.5,-6.2,x,x,x,x,33.90,37.00,37.50,37.50,x,x,2022-01-01
"North West, Business and public service associate professionals",189,37.3,0.7,35.6,0.5,28.70,x,35.00,35.00,37.00,37.50,37.50,38.80,39.90,40.10,2022-01-01
"North West, Administrative and secretarial occupations",326,36,0,31.7,1,16.00,22.50,25.00,29.00,35.00,37.00,37.50,37.50,37.50,40.00,2022-01-01
"North West, Administrative occupations",272,36.5,-0.8,32.3,0.6,16.00,23.30,27.70,30.10,35.00,37.00,37.50,37.50,38.20,40.00,2022-01-01
"North West, Secretarial and related occupations",55,31.1,3.4,28.7,2.6,12.10,18.90,20.60,23.20,26.70,35.00,36.60,37.30,37.50,x,2022-01-01
"North West, Skilled trades occupations",184,39.9,-0.2,39.1,0.6,30.00,36.20,37.00,37.50,38.50,40.00,41.50,42.50,44.50,48.00,2022-01-01
"North West, Skilled agricultural and related trades",10,37.6,-4.2,35.7,-8.3,x,x,36.10,36.90,37.50,38.60,40.00,40.00,x,x,2022-01-01
"North West, Skilled metal, electrical and electronic trades",105,40,0,40.7,0.2,35.70,37.00,37.50,37.90,39.00,40.10,42.50,43.60,44.80,48.50,2022-01-01
"North West, Skilled construction and building trades",27,39.2,-2,39.3,-1.5,35.00,36.60,37.00,37.50,38.00,40.00,40.00,41.50,42.50,x,2022-01-01
"North West, Textiles, printing and other skilled trades",42,39,3.9,36,5,17.10,26.30,29.90,31.70,37.10,40.00,41.10,42.10,44.80,x,2022-01-01
"North West, Caring, leisure and other service occupations",262,31.4,-0.5,29.6,-0.2,11.90,18.00,20.90,23.70,28.50,35.00,37.00,37.50,37.70,42.50,2022-01-01
"North West, Caring personal service occupations",218,31.5,0.2,29.9,-0.1,12.00,18.60,21.30,24.00,28.80,34.50,37.00,37.50,37.60,43.00,2022-01-01
"North West, Leisure, travel and related personal service occupations",41,30,-6.2,27.8,0.4,10.20,15.10,16.10,20.00,25.00,35.00,37.00,37.50,37.60,x,2022-01-01
"North West, Sales and customer service occupations",208,30,6,28.2,2.7,12.00,16.20,18.80,20.60,24.80,35.00,37.10,37.50,38.20,40.30,2022-01-01
"North West, Sales occupations",143,26.5,6.8,26.7,2.8,11.00,15.60,17.00,19.50,22.50,30.90,35.90,37.50,38.20,40.30,2022-01-01
"North West, Customer service occupations",65,35,-0.1,31.3,-1.7,15.00,20.80,23.90,27.00,34.40,37.00,37.50,37.50,38.30,40.10,2022-01-01
"North West, Process, plant and machine operatives",175,40,0,39.7,-1.1,24.50,33.60,35.80,37.00,38.10,41.10,44.00,45.50,47.80,52.70,2022-01-01
"North West, Process, plant and machine operatives",82,39,0,37.9,-1.9,25.00,34.40,36.00,37.00,37.50,40.00,40.70,41.90,42.50,47.20,2022-01-01
"North West, Transport and mobile machine drivers and operatives",93,41.3,3,41.3,0.3,23.90,33.10,35.20,37.40,39.40,44.60,47.50,48.50,50.00,58.00,2022-01-01
"North West, Elementary occupations",326,30,0,27.9,0.8,7.90,13.00,15.50,17.50,23.20,35.50,37.90,39.20,40.00,44.70,2022-01-01
"North West, Elementary trades and related occupations",33,39,0,37.3,0.6,20.10,32.00,35.00,36.00,37.50,40.00,42.20,43.50,45.00,x,2022-01-01
"North West, Elementary administration and service occupations",293,27,0.4,26.9,1.5,7.50,12.10,14.70,16.10,21.20,33.80,37.30,38.50,40.00,43.90,2022-01-01
Yorkshire and The Humber,2112,37,0,33.3,0.2,15.80,24.00,28.50,31.90,35.00,37.50,38.40,39.90,40.00,44.00,2022-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",214,37.5,0,36.5,0.9,25.80,35.00,35.00,36.80,37.00,38.50,40.00,40.00,40.00,44.60,2022-01-01
"Yorkshire and The Humber, Corporate managers and directors",169,37.5,0,35.9,0.6,24.00,34.90,35.00,36.00,37.00,37.50,39.50,40.00,40.00,42.50,2022-01-01
"Yorkshire and The Humber, Other managers and proprietors",45,39.8,-0.1,38.7,2,30.00,35.00,36.80,37.00,37.50,40.00,41.50,43.10,44.30,x,2022-01-01
"Yorkshire and The Humber, Professional occupations",497,37,0.1,33.9,-0.1,22.50,30.00,32.50,32.50,35.00,37.30,37.50,37.50,37.50,40.00,2022-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",111,37.5,0,37.3,0.4,34.90,35.00,36.20,36.90,37.00,37.50,37.60,39.00,40.00,41.30,2022-01-01
"Yorkshire and The Humber, Health professionals",121,37.5,0.1,33.4,-1.9,18.70,25.00,28.50,30.00,36.90,37.50,37.50,37.50,38.90,42.30,2022-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",122,32.5,0,29.5,1,14.80,25.00,26.20,28.50,32.40,32.50,33.40,35.00,36.50,x,2022-01-01
"Yorkshire and The Humber, Business, media and public service professionals",143,37,0,35.4,-0.4,28.00,x,35.00,35.00,36.90,37.30,37.50,x,37.50,40.00,2022-01-01
"Yorkshire and The Humber, Associate professional occupations",279,37.4,1.1,35.3,2.6,24.00,34.00,35.00,36.30,37.00,37.50,38.80,39.90,40.00,41.50,2022-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",58,37.5,0.1,38,1.4,30.20,35.40,37.00,37.00,37.40,38.80,40.00,40.50,41.40,x,2022-01-01
"Yorkshire and The Humber, Health and social care associate professionals",48,36.1,3.1,31.5,0.9,16.60,24.30,28.10,30.00,34.20,37.00,x,37.00,37.00,x,2022-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",16,35,16.7,26.9,3,x,x,x,x,x,36.90,37.50,x,x,x,2022-01-01
"Yorkshire and The Humber, Business and public service associate professionals",130,37.4,1.1,35.7,2.6,30.00,35.00,35.00,36.50,37.00,37.50,37.50,38.70,39.90,40.00,2022-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",231,35,-0.1,30.7,-0.2,14.00,20.00,22.50,25.00,32.00,37.00,37.50,37.50,37.50,40.00,2022-01-01
"Yorkshire and The Humber, Administrative occupations",189,36.2,-0.6,31.5,-0.4,14.90,21.30,24.10,28.30,34.50,37.00,37.50,37.50,37.70,40.00,2022-01-01
"Yorkshire and The Humber, Secretarial and related occupations",42,28.8,0.5,27,1.4,10.00,15.10,17.40,20.00,24.00,34.50,35.00,37.00,37.50,x,2022-01-01
"Yorkshire and The Humber, Skilled trades occupations",154,40,0,40,1.3,30.00,37.00,37.00,37.90,39.80,40.50,42.90,44.00,46.00,50.00,2022-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",87,40,0,41.9,1.5,35.00,37.50,38.20,39.00,40.00,42.00,44.00,45.40,47.00,52.00,2022-01-01
"Yorkshire and The Humber, Skilled construction and building trades",28,40,0,42,1.3,37.00,38.00,39.00,39.40,x,40.30,43.90,44.40,45.60,x,2022-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",34,37.5,1.4,34.8,1.8,17.00,25.50,29.00,30.20,36.00,39.00,40.00,40.70,41.80,x,2022-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",187,31.5,1.6,29.3,-1.2,11.00,18.20,21.50,24.00,28.10,35.00,37.00,37.50,37.50,41.80,2022-01-01
"Yorkshire and The Humber, Caring personal service occupations",152,31.8,2.6,29.7,-1,12.00,19.00,22.20,24.70,28.70,35.00,37.00,37.50,37.50,42.10,2022-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",33,29.9,1.4,27.2,-0.7,8.10,14.00,16.60,19.50,24.00,35.00,37.00,37.50,38.90,x,2022-01-01
"Yorkshire and The Humber, Sales and customer service occupations",158,28.1,1.1,27.5,0.9,12.00,16.00,18.30,20.20,23.20,33.50,36.60,37.40,37.50,40.00,2022-01-01
"Yorkshire and The Humber, Sales occupations",112,25.7,3.8,26.3,0.6,11.30,15.70,16.60,18.80,21.90,30.00,35.00,36.70,37.50,40.00,2022-01-01
"Yorkshire and The Humber, Customer service occupations",45,35,0,30.4,0.9,15.40,20.10,22.50,24.90,30.00,36.90,37.40,37.50,37.60,x,2022-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",154,40,-0.6,41,-1.7,28.00,35.90,37.00,37.50,39.60,42.20,44.80,46.00,48.00,53.90,2022-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",84,39.3,-1.8,38.6,-3.8,27.00,34.70,36.00,37.10,38.40,40.00,41.20,42.50,44.00,48.00,2022-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",70,44,1.3,43.9,1.2,28.80,37.00,39.00,40.00,41.50,45.60,48.00,50.30,53.00,58.50,2022-01-01
"Yorkshire and The Humber, Elementary occupations",239,28,-9.1,27.1,-5.1,7.20,11.70,14.20,16.00,20.80,35.40,37.80,39.60,40.00,44.60,2022-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",28,39.5,-1.2,36,-5.1,x,27.00,31.30,33.10,37.40,40.00,41.10,42.30,43.60,x,2022-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",211,24.5,-7.5,26,-3.3,6.90,10.60,13.40,15.20,19.70,32.20,37.30,38.30,40.00,43.90,2022-01-01
East Midlands,1825,37,0,33.3,-1.3,15.00,23.50,27.60,30.80,35.00,37.50,39.00,40.00,40.00,44.10,2022-01-01
"East Midlands, Managers, directors and senior officials",179,37.5,0,36.2,-1,22.50,34.90,35.00,36.90,37.40,39.00,40.00,40.00,40.00,44.80,2022-01-01
"East Midlands, Corporate managers and directors",139,37.5,0,35.8,-1,22.10,34.90,35.00,36.80,37.30,38.00,39.90,40.00,40.00,42.90,2022-01-01
"East Midlands, Other managers and proprietors",40,39.1,-1.9,37.6,-1.3,24.00,35.00,36.80,37.00,37.50,40.00,40.00,40.90,42.50,x,2022-01-01
"East Midlands, Professional occupations",398,37,0,33.9,-0.3,22.10,29.90,32.50,32.50,35.00,37.30,37.50,37.50,38.60,40.00,2022-01-01
"East Midlands, Science, research, engineering and technology professionals",103,37.5,0,37.9,0.5,35.00,36.90,36.90,37.00,37.40,37.50,39.20,39.90,40.00,x,2022-01-01
"East Midlands, Health professionals",83,37.4,-0.2,33.4,0.8,18.80,22.50,24.60,29.90,34.80,37.50,37.50,39.00,40.00,x,2022-01-01
"East Midlands, Business, media and public service professionals",103,37,0,35.2,-1.5,24.60,35.00,35.00,35.40,36.90,37.40,37.50,37.50,38.00,x,2022-01-01
"East Midlands, Associate professional occupations",242,37.5,0,35.6,-0.1,23.60,34.50,35.00,36.80,37.00,37.50,39.60,40.00,40.00,42.40,2022-01-01
"East Midlands, Science, engineering and technology associate professionals",55,37.5,0,37.5,-2.7,30.00,36.80,37.00,37.00,37.50,38.40,39.90,40.00,40.40,x,2022-01-01
"East Midlands, Health and social care associate professionals",39,36.9,0,32.5,3.9,18.60,24.50,28.00,30.00,35.00,37.00,37.00,37.30,37.50,x,2022-01-01
"East Midlands, Protective service occupations",23,40,0,39.4,1.4,32.70,36.90,37.80,39.90,x,41.10,42.00,42.50,43.10,x,2022-01-01
"East Midlands, Culture, media and sports occupations",16,36.9,4.6,30.3,6.4,x,20.60,22.60,23.80,30.50,37.40,37.50,37.60,x,x,2022-01-01
"East Midlands, Business and public service associate professionals",109,37.5,0,35.7,-1.1,25.40,35.00,35.10,36.80,37.00,37.50,38.60,39.90,40.00,40.00,2022-01-01
"East Midlands, Administrative and secretarial occupations",198,35,-2.5,30.4,-0.9,13.10,20.00,22.50,25.00,30.10,37.00,37.50,37.50,38.20,40.00,2022-01-01
"East Midlands, Administrative occupations",162,36.5,-1,31.1,-1.2,13.80,21.60,24.00,27.60,33.00,37.00,37.50,37.50,38.90,40.00,2022-01-01
"East Midlands, Secretarial and related occupations",36,28,-0.4,27.1,2.4,x,17.40,20.00,20.50,23.60,32.70,36.30,37.00,37.50,x,2022-01-01
"East Midlands, Skilled trades occupations",137,40,0,39.5,-0.8,28.00,36.90,37.00,37.50,39.00,40.10,42.40,43.70,45.00,48.80,2022-01-01
"East Midlands, Skilled agricultural and related trades",7,37.6,-1.2,36.5,-0.5,x,x,x,35.50,37.10,39.90,41.40,x,x,x,2022-01-01
"East Midlands, Skilled metal, electrical and electronic trades",80,40,0,41.3,-2.6,36.80,37.50,37.90,39.00,40.00,41.30,43.30,44.80,46.00,50.30,2022-01-01
"East Midlands, Skilled construction and building trades",19,40,-2.4,41.6,-3.5,36.00,37.00,37.00,38.00,40.00,42.50,44.00,45.00,46.40,x,2022-01-01
"East Midlands, Textiles, printing and other skilled trades",30,37.3,0.9,34,3.8,18.40,23.90,26.10,29.90,35.00,39.00,39.90,40.00,40.00,x,2022-01-01
"East Midlands, Caring, leisure and other service occupations",157,30.5,-6,29.2,-4,12.20,18.00,20.00,22.40,27.10,33.70,37.00,37.50,38.30,42.50,2022-01-01
"East Midlands, Caring personal service occupations",132,30.3,-6.6,29.3,-4.1,12.90,18.40,20.10,22.70,27.20,33.30,37.00,37.50,38.20,42.60,2022-01-01
"East Midlands, Leisure, travel and related personal service occupations",23,30.3,-0.2,28.1,-4.9,x,15.80,16.40,19.20,22.90,35.00,37.00,37.30,39.30,x,2022-01-01
"East Midlands, Sales and customer service occupations",121,27.6,-1.4,26.7,-0.3,10.90,15.80,17.60,19.70,23.00,30.50,35.80,37.00,37.50,40.00,2022-01-01
"East Midlands, Sales occupations",86,26,2,25.8,0.6,10.30,14.70,16.50,18.30,22.00,29.70,33.80,36.10,37.50,40.00,2022-01-01
"East Midlands, Customer service occupations",36,31.2,-10.6,28.8,-2.6,12.90,17.90,20.00,21.50,27.50,35.70,37.00,37.50,37.50,x,2022-01-01
"East Midlands, Process, plant and machine operatives",145,40,0,40.2,-2.1,24.60,35.00,36.90,37.50,39.10,42.00,44.90,46.20,48.00,54.00,2022-01-01
"East Midlands, Process, plant and machine operatives",78,39.8,-0.4,39.3,-1.5,30.00,35.80,36.90,37.50,38.80,40.00,42.00,43.30,45.00,48.60,2022-01-01
"East Midlands, Transport and mobile machine drivers and operatives",67,42.3,-1.5,41.4,-3.1,20.00,31.60,36.30,38.10,40.00,45.00,48.00,49.40,51.30,59.30,2022-01-01
"East Midlands, Elementary occupations",249,32.6,-9.2,28.7,-5.6,6.90,11.90,15.00,18.00,24.50,37.50,39.40,40.00,40.60,45.00,2022-01-01
"East Midlands, Elementary trades and related occupations",31,39.3,-1.8,38.1,-4.2,x,33.80,36.00,37.50,38.00,40.00,41.90,43.50,45.20,x,2022-01-01
"East Midlands, Elementary administration and service occupations",218,29.5,-1.8,27.3,-3.9,6.50,10.80,13.70,16.10,21.80,36.80,38.60,39.90,40.00,43.60,2022-01-01
West Midlands,2287,37,0,33.5,-1.3,16.00,24.30,28.80,32.00,35.40,37.50,38.80,39.90,40.00,43.80,2022-01-01
"West Midlands, Managers, directors and senior officials",224,37.5,0,36.4,-2,24.00,35.00,35.00,36.50,37.30,38.50,39.90,40.00,40.00,44.00,2022-01-01
"West Midlands, Corporate managers and directors",182,37.5,0,36,-1.7,24.00,35.00,35.00,36.00,37.00,37.50,39.20,40.00,40.00,42.50,2022-01-01
"West Midlands, Other managers and proprietors",41,39,-1.7,38.1,-2.3,24.00,35.00,36.90,37.00,37.50,40.00,40.10,41.40,43.80,x,2022-01-01
