Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"West Midlands, Professional occupations",567,37,0,33.9,-1.4,22.50,30.00,32.50,32.50,36.00,37.50,37.50,37.50,38.10,40.00,2022-01-01
"West Midlands, Science, research, engineering and technology professionals",141,37.5,0,37.5,0.2,35.00,x,36.90,37.00,37.10,37.50,38.80,39.10,39.90,40.70,2022-01-01
"West Midlands, Health professionals",156,37.5,0.1,32.9,-1,18.80,24.10,29.30,30.00,35.90,37.50,x,37.50,38.00,40.20,2022-01-01
"West Midlands, Teaching and other educational professionals",129,32.5,0,29.5,-2.9,16.40,24.00,25.00,27.50,32.40,32.50,32.50,35.50,36.50,37.00,2022-01-01
"West Midlands, Business, media and public service professionals",142,37,0,35.5,-0.6,29.00,x,35.00,35.00,36.50,37.40,37.50,x,37.50,x,2022-01-01
"West Midlands, Associate professional occupations",325,37.5,0.1,36.2,0.2,24.50,35.00,35.10,36.80,37.00,38.00,x,40.00,40.00,42.50,2022-01-01
"West Midlands, Science, engineering and technology associate professionals",65,37.5,0,37.5,-0.1,31.00,36.50,36.90,37.00,37.50,38.60,40.00,40.00,40.30,x,2022-01-01
"West Midlands, Health and social care associate professionals",45,36.8,3.8,32.6,3,18.30,24.50,26.60,30.00,34.20,37.00,37.20,37.50,38.00,x,2022-01-01
"West Midlands, Protective service occupations",48,40,0,40.8,1.3,37.00,40.00,40.00,x,x,41.20,42.00,42.30,43.40,x,2022-01-01
"West Midlands, Culture, media and sports occupations",14,36.5,-2.3,31.7,-2.9,x,x,x,x,35.80,37.50,39.80,40.00,x,x,2022-01-01
"West Midlands, Business and public service associate professionals",152,37.4,0.1,35.6,-1.5,25.30,35.00,35.00,36.20,37.00,37.50,38.30,39.80,40.00,41.00,2022-01-01
"West Midlands, Administrative and secretarial occupations",239,35,-3.4,30.6,-1.7,13.80,20.00,23.00,25.50,32.00,37.00,37.50,37.50,37.60,40.00,2022-01-01
"West Midlands, Administrative occupations",199,36.3,-1.9,31.1,-2.7,14.40,21.00,24.00,27.60,34.50,37.00,37.50,37.50,38.00,40.00,2022-01-01
"West Midlands, Secretarial and related occupations",41,30.1,4.4,28.1,3.6,10.10,18.00,20.00,22.80,26.80,34.90,36.30,37.00,37.50,x,2022-01-01
"West Midlands, Skilled trades occupations",160,40,0,39.6,-0.9,29.80,36.80,37.00,37.50,39.00,40.00,42.50,44.00,45.00,49.00,2022-01-01
"West Midlands, Skilled metal, electrical and electronic trades",95,40,0,41.2,-0.3,36.20,37.20,37.50,38.40,39.30,41.30,43.20,44.70,45.60,49.60,2022-01-01
"West Midlands, Skilled construction and building trades",27,40,0,39.2,-3.3,27.20,36.90,37.00,37.00,38.00,40.00,40.50,42.50,43.90,x,2022-01-01
"West Midlands, Textiles, printing and other skilled trades",31,37.5,-1.6,35.1,-2.4,16.10,24.70,29.10,30.00,36.50,39.80,40.00,41.30,44.70,x,2022-01-01
"West Midlands, Caring, leisure and other service occupations",206,31.6,-1.7,30.1,-1.9,13.70,19.50,21.80,23.30,28.00,34.60,37.20,37.50,38.10,42.50,2022-01-01
"West Midlands, Caring personal service occupations",176,31.6,-0.8,30.4,-1.1,13.90,20.00,22.00,23.90,28.30,34.50,37.00,37.50,38.00,43.30,2022-01-01
"West Midlands, Leisure, travel and related personal service occupations",27,29.6,-1.3,27.9,-4.6,x,16.90,18.90,20.50,25.00,35.00,37.40,37.50,38.50,x,2022-01-01
"West Midlands, Sales and customer service occupations",161,27.6,-0.8,27,-0.9,10.30,15.40,16.80,18.90,23.00,32.40,36.70,37.50,38.00,40.00,2022-01-01
"West Midlands, Sales occupations",112,24.4,1.7,25.6,-0.7,10.00,14.70,16.00,17.40,21.50,29.20,34.00,36.40,37.50,40.00,2022-01-01
"West Midlands, Customer service occupations",49,35,-2,30.2,-3.8,11.60,17.90,22.00,24.90,31.20,37.00,37.50,37.50,38.90,40.50,2022-01-01
"West Midlands, Process, plant and machine operatives",171,40,0,39.8,-2.7,25.00,35.40,36.90,37.00,39.00,42.00,44.20,45.50,47.90,51.80,2022-01-01
"West Midlands, Process, plant and machine operatives",98,39.9,-0.3,39.7,-2,30.00,36.00,37.00,37.00,38.00,40.00,42.50,43.90,44.40,48.30,2022-01-01
"West Midlands, Transport and mobile machine drivers and operatives",73,42,2.4,40.1,-2.9,16.70,32.00,35.50,37.50,40.00,45.00,48.00,48.30,50.00,54.00,2022-01-01
"West Midlands, Elementary occupations",235,29.5,-14.8,27.9,-6.5,7.20,12.20,14.70,16.40,22.80,36.00,38.40,39.90,40.10,45.00,2022-01-01
"West Midlands, Elementary trades and related occupations",27,39,-1.3,38.2,-0.7,19.60,25.50,30.10,35.50,37.50,40.00,42.70,44.40,47.50,x,2022-01-01
"West Midlands, Elementary administration and service occupations",209,26.1,-15.7,26.6,-6.5,6.40,11.20,13.50,15.40,20.60,34.20,37.50,39.00,40.00,44.00,2022-01-01
East,2429,37,0,32.8,0.1,13.10,22.20,25.30,30.00,35.00,37.50,38.60,40.00,40.00,44.50,2022-01-01
"East, Managers, directors and senior officials",261,37.5,0,36.3,-1,24.10,35.00,35.00,36.40,37.40,37.80,40.00,40.00,40.00,44.80,2022-01-01
"East, Corporate managers and directors",204,37.5,0,35.7,-1.5,23.20,34.90,35.00,36.00,37.00,37.50,39.30,40.00,40.00,42.50,2022-01-01
"East, Other managers and proprietors",57,39.8,-0.1,38.5,1,27.40,35.30,36.90,37.40,37.50,40.00,41.80,42.70,44.80,x,2022-01-01
"East, Professional occupations",661,36.9,0,32,-0.1,12.00,22.70,26.00,30.00,34.70,37.00,37.50,37.50,37.80,40.10,2022-01-01
"East, Science, research, engineering and technology professionals",160,37.5,0,37.2,0.7,34.80,36.20,36.90,37.00,37.10,37.50,38.00,39.20,40.00,41.00,2022-01-01
"East, Health professionals",223,31,3.3,28.5,1.4,9.50,12.00,15.00,18.80,24.00,37.00,37.50,37.50,37.90,43.90,2022-01-01
"East, Teaching and other educational professionals",131,32.1,-1.2,27.8,-4.5,13.10,19.50,23.00,24.30,27.50,32.50,32.50,33.40,35.00,x,2022-01-01
"East, Business, media and public service professionals",147,37,0,35.4,0.3,26.00,35.00,35.00,36.10,37.00,37.50,x,37.50,38.60,40.00,2022-01-01
"East, Associate professional occupations",331,37.4,0.1,35.7,1.2,22.50,34.70,35.00,36.10,37.00,37.50,39.90,40.00,40.00,42.50,2022-01-01
"East, Science, engineering and technology associate professionals",69,37.5,0,37.4,-0.2,30.00,35.90,36.80,37.00,37.40,38.00,40.00,40.00,40.70,x,2022-01-01
"East, Health and social care associate professionals",37,36.9,0.7,31.2,-0.3,x,22.20,23.30,26.10,34.70,37.00,37.00,37.50,37.50,x,2022-01-01
"East, Protective service occupations",38,40.7,1.7,42,3.4,37.00,39.70,x,40.00,40.00,41.90,42.40,43.00,44.80,x,2022-01-01
"East, Culture, media and sports occupations",20,32.8,5.8,27.2,-2.7,x,x,x,x,27.50,35.00,37.40,x,x,x,2022-01-01
"East, Business and public service associate professionals",166,37.4,1,35.6,0.8,25.80,35.00,35.00,36.00,37.00,37.50,37.70,39.80,40.00,41.50,2022-01-01
"East, Administrative and secretarial occupations",243,35,0,29.6,-0.9,10.60,18.00,21.00,24.00,30.00,37.00,37.50,37.50,37.50,40.00,2022-01-01
"East, Administrative occupations",196,35.9,2.5,30.3,-0.2,11.50,19.00,22.40,25.00,32.50,37.00,37.50,x,37.50,40.00,2022-01-01
"East, Secretarial and related occupations",47,28,-3.4,26.8,-3.2,9.30,15.00,17.00,19.30,24.00,33.60,36.80,37.00,37.50,x,2022-01-01
"East, Skilled trades occupations",184,40,0,39.7,-1.1,29.50,36.80,37.20,37.50,39.30,40.10,42.50,43.80,45.00,49.40,2022-01-01
"East, Skilled agricultural and related trades",13,38.9,5,37.3,11.1,x,33.80,35.50,36.90,37.00,40.00,40.00,40.40,x,x,2022-01-01
"East, Skilled metal, electrical and electronic trades",104,40,-1.2,42,-0.3,36.90,37.50,38.30,39.10,40.00,42.00,44.00,45.00,46.40,50.50,2022-01-01
"East, Skilled construction and building trades",26,40,-1.2,40.4,-2.1,35.10,37.50,37.50,37.60,39.90,40.10,42.50,43.10,44.50,x,2022-01-01
"East, Textiles, printing and other skilled trades",41,37,-1.4,34.2,-4.6,17.90,24.00,26.40,29.90,33.70,38.60,40.00,40.20,41.90,x,2022-01-01
"East, Caring, leisure and other service occupations",186,30.1,4.7,29.3,4.2,10.90,18.30,20.00,22.40,26.80,34.50,37.30,37.50,38.40,43.40,2022-01-01
"East, Caring personal service occupations",152,30.1,5.3,29.8,5.8,12.50,18.80,20.60,23.00,27.10,34.10,37.40,37.50,38.60,44.30,2022-01-01
"East, Leisure, travel and related personal service occupations",33,28.5,-5,26.8,-2.1,x,12.60,16.30,19.50,24.00,35.10,37.00,37.50,38.20,x,2022-01-01
"East, Sales and customer service occupations",162,25.6,-4.9,26.4,-0.9,10.80,15.50,17.20,18.70,22.20,30.80,35.80,37.00,37.50,40.40,2022-01-01
"East, Sales occupations",121,23.7,-0.7,25.1,0,10.30,14.90,16.00,17.50,20.20,27.60,32.00,35.60,37.30,40.40,2022-01-01
"East, Customer service occupations",41,35,-3.9,30.4,-1.8,12.00,19.50,21.30,24.50,32.20,37.00,37.50,37.50,37.70,x,2022-01-01
"East, Process, plant and machine operatives",156,40.5,-0.1,40.7,-1.5,23.90,35.60,37.00,37.80,40.00,43.00,45.50,47.50,49.00,53.90,2022-01-01
"East, Process, plant and machine operatives",64,40,0,40,1.1,32.40,36.90,37.50,37.70,39.10,40.70,43.00,44.00,45.30,x,2022-01-01
"East, Transport and mobile machine drivers and operatives",92,42.1,-1.7,41.3,-3.1,19.40,33.20,36.20,37.80,40.00,45.00,48.00,49.70,51.00,56.70,2022-01-01
"East, Elementary occupations",246,28.4,-9.1,27.4,-4.6,6.40,11.00,13.60,16.00,20.80,36.00,37.90,40.00,40.50,45.50,2022-01-01
"East, Elementary trades and related occupations",30,40,0,37.8,-2.9,21.20,30.40,33.80,36.80,38.70,40.20,42.60,44.70,45.00,x,2022-01-01
"East, Elementary administration and service occupations",217,24.4,-12.5,26,-4.3,6.00,10.10,12.50,15.00,19.30,32.50,37.00,38.10,40.00,44.60,2022-01-01
London,4085,36.6,1.7,34.2,1,18.50,30.00,32.90,35.00,35.00,37.50,37.50,39.80,40.00,41.90,2022-01-01
"London, Managers, directors and senior officials",627,37.4,0.1,36.7,0.4,33.80,x,35.00,35.00,35.30,37.50,39.80,40.00,40.00,42.50,2022-01-01
"London, Corporate managers and directors",530,37,0,36.5,0.9,34.50,x,x,35.00,35.00,37.50,38.50,39.90,40.00,40.90,2022-01-01
"London, Other managers and proprietors",98,38.5,-2.1,38.3,-0.4,30.10,35.00,35.80,36.80,37.50,40.00,40.00,40.80,42.00,47.30,2022-01-01
"London, Professional occupations",1460,36.8,2.2,34.7,1.3,25.00,32.50,35.00,35.00,35.00,37.50,37.50,37.50,38.60,40.00,2022-01-01
"London, Science, research, engineering and technology professionals",351,37.5,0,37.1,0.2,35.00,35.00,36.00,36.80,37.50,37.50,37.60,39.80,39.90,40.00,2022-01-01
"London, Teaching and other educational professionals",282,32.5,0,28.6,-1.7,13.90,21.60,25.00,27.50,30.00,32.50,35.00,35.00,35.00,37.10,2022-01-01
"London, Business, media and public service professionals",563,36.1,0.2,36.1,0.6,34.90,x,x,35.00,35.00,37.40,37.50,37.50,38.60,40.00,2022-01-01
"London, Associate professional occupations",625,37.5,1.4,36.4,2.7,30.00,x,35.00,35.00,36.30,37.50,40.00,40.00,40.20,42.50,2022-01-01
"London, Science, engineering and technology associate professionals",96,37.5,0,37.3,0.8,34.80,35.00,x,35.00,36.80,37.50,39.90,40.00,40.00,x,2022-01-01
"London, Health and social care associate professionals",59,35.5,1.4,31.8,0.9,14.40,24.90,29.30,32.40,35.00,36.00,37.40,37.50,37.50,x,2022-01-01
"London, Protective service occupations",98,41.2,-1.7,42,3.7,36.60,40.20,40.30,40.50,40.70,41.80,42.50,43.50,44.40,x,2022-01-01
"London, Culture, media and sports occupations",45,35,-5.3,30.5,1.9,x,x,23.00,30.00,35.00,37.50,37.50,39.80,40.00,x,2022-01-01
"London, Business and public service associate professionals",327,37,0,36.1,0,33.80,x,35.00,35.00,36.00,37.50,37.50,39.80,40.00,40.00,2022-01-01
"London, Administrative and secretarial occupations",380,35,-0.1,31.9,-0.1,15.00,22.50,27.50,31.30,35.00,36.90,37.50,37.50,37.60,40.00,2022-01-01
"London, Administrative occupations",310,35.9,0.1,32.3,-0.1,15.60,24.00,29.20,33.70,35.00,37.00,37.50,37.50,37.90,40.00,2022-01-01
"London, Secretarial and related occupations",70,35,0,30,0.5,12.80,18.40,21.50,24.20,31.30,35.00,37.40,37.50,37.50,40.00,2022-01-01
"London, Skilled trades occupations",145,40,0.1,38.5,1.1,23.30,35.00,35.40,36.80,37.70,40.00,42.10,43.50,45.00,49.30,2022-01-01
"London, Skilled metal, electrical and electronic trades",66,40,0,40.4,-0.3,35.00,36.80,37.40,37.50,39.00,40.00,41.80,42.90,44.60,x,2022-01-01
"London, Skilled construction and building trades",20,40,0,39.3,1.1,19.20,34.10,35.90,36.80,39.00,42.40,44.00,45.00,47.40,x,2022-01-01
"London, Textiles, printing and other skilled trades",52,38.6,-0.7,36.3,2.5,18.00,24.00,28.80,31.40,35.00,40.00,42.20,44.70,45.50,x,2022-01-01
"London, Caring, leisure and other service occupations",262,33,2.5,30.6,2.1,12.00,18.00,21.00,24.00,30.00,36.00,37.50,37.90,40.00,44.50,2022-01-01
"London, Caring personal service occupations",191,32.5,5.1,30.1,1.9,11.00,17.50,20.00,22.70,28.90,35.10,37.50,37.50,38.90,44.70,2022-01-01
"London, Leisure, travel and related personal service occupations",64,34.3,-2.6,31.4,0.3,15.00,18.90,22.60,25.10,30.00,37.40,39.30,40.00,40.00,x,2022-01-01
"London, Community and civil enforcement occupations",7,36,-10.7,38.3,-9.9,x,36.00,x,x,x,36.90,41.20,x,x,x,2022-01-01
"London, Sales and customer service occupations",222,27.2,-6.3,27.2,-1.7,10.90,15.90,17.00,19.00,22.50,34.40,36.10,37.40,37.80,40.10,2022-01-01
"London, Sales occupations",164,24,-6.5,25.8,-2.7,10.00,14.80,16.00,17.20,20.70,29.60,35.00,36.80,37.60,40.40,2022-01-01
"London, Customer service occupations",58,35,0,31.1,-0.4,15.10,20.10,23.50,26.20,34.90,36.00,37.40,37.50,38.60,40.00,2022-01-01
"London, Process, plant and machine operatives",104,39.9,0.9,38.1,-1.9,20.20,32.00,35.00,35.10,37.60,40.60,43.50,44.80,46.30,51.00,2022-01-01
"London, Process, plant and machine operatives",32,39,-1.8,36.8,-5.8,19.60,28.30,31.70,34.50,36.80,40.00,41.10,42.50,44.00,x,2022-01-01
"London, Transport and mobile machine drivers and operatives",72,40,2,38.7,-0.2,20.40,33.80,35.00,35.60,38.00,41.30,44.50,45.50,47.00,51.90,2022-01-01
"London, Elementary occupations",261,30,-3.2,28.7,-1.8,9.20,14.40,15.90,18.00,23.20,36.00,38.20,39.90,40.00,45.50,2022-01-01
"London, Elementary trades and related occupations",11,36.3,-6.2,33.7,-5.1,x,24.00,26.20,29.00,34.30,38.10,40.00,40.00,x,x,2022-01-01
"London, Elementary administration and service occupations",250,29.9,-0.5,28.5,-1.5,9.00,14.00,15.80,17.90,22.50,35.70,38.00,39.90,40.00,45.50,2022-01-01
South East,3895,37,0,33,0,15.00,23.90,28.50,32.00,35.00,37.50,37.80,39.80,40.00,42.50,2022-01-01
"South East, Managers, directors and senior officials",458,37.5,0,36.2,0.3,24.10,35.00,35.00,36.80,37.30,37.80,40.00,40.00,40.00,43.50,2022-01-01
"South East, Corporate managers and directors",368,37.5,0,35.9,0.5,24.00,35.00,35.00,36.50,37.00,37.50,39.90,40.00,40.00,42.50,2022-01-01
"South East, Other managers and proprietors",90,38.9,-0.3,37.8,1,29.90,35.00,36.80,37.00,37.50,40.00,40.00,40.50,42.00,x,2022-01-01
"South East, Professional occupations",1175,37,0,33.2,-0.5,19.50,28.80,32.40,32.50,35.00,37.40,37.50,37.50,37.70,40.00,2022-01-01
"South East, Science, research, engineering and technology professionals",328,37.5,0,36.7,-1.2,34.80,36.00,36.90,37.00,37.00,x,37.50,38.40,39.90,40.00,2022-01-01
"South East, Health professionals",216,37.4,0,32.3,-0.5,16.40,22.50,25.00,28.80,34.00,37.50,37.50,37.50,38.90,40.90,2022-01-01
"South East, Teaching and other educational professionals",322,32.5,0.1,28.9,0.7,12.70,19.50,24.00,26.00,32.40,32.50,34.90,35.00,37.00,38.60,2022-01-01
"South East, Business, media and public service professionals",308,37,0,34.8,-0.1,22.50,34.80,35.00,35.00,36.20,37.50,37.50,x,37.50,40.00,2022-01-01
"South East, Associate professional occupations",574,37.5,0.3,35.9,2.3,25.00,35.00,35.00,36.20,37.00,37.50,39.60,40.00,40.00,41.90,2022-01-01
"South East, Science, engineering and technology associate professionals",133,37.5,0,38.3,1.6,34.00,36.50,36.90,37.00,37.50,38.60,40.00,40.00,40.10,44.60,2022-01-01
"South East, Health and social care associate professionals",64,35,0,30.8,3.4,x,22.00,24.10,28.00,32.50,37.00,37.00,37.40,37.50,x,2022-01-01
"South East, Protective service occupations",50,40,0,40.9,1.6,37.00,x,x,40.00,40.00,40.60,41.80,42.00,42.80,x,2022-01-01
"South East, Culture, media and sports occupations",33,35,14.2,28.6,11.7,x,x,18.60,20.50,29.00,37.00,37.50,37.50,40.00,x,2022-01-01
"South East, Business and public service associate professionals",294,37.4,0.1,35.9,0.8,30.00,35.00,35.00,36.20,37.00,37.50,37.50,38.80,39.90,40.00,2022-01-01
"South East, Administrative and secretarial occupations",419,35,-1.2,30,-1.1,12.00,18.70,21.50,24.00,31.20,37.00,37.50,37.50,37.50,40.00,2022-01-01
"South East, Administrative occupations",340,36.1,-1.1,30.5,-2,12.10,19.80,22.40,25.60,32.60,37.00,37.50,x,37.50,40.00,2022-01-01
"South East, Secretarial and related occupations",78,30.1,8.8,27.8,4.3,10.90,16.60,18.70,20.90,24.00,35.00,37.00,37.40,37.50,x,2022-01-01
"South East, Skilled trades occupations",248,40,0,39.1,-0.7,25.80,37.00,37.40,37.50,39.40,40.00,42.00,43.00,44.50,47.80,2022-01-01
"South East, Skilled agricultural and related trades",25,37.6,-3.6,36.2,-5.7,x,35.00,36.00,37.00,37.00,39.20,40.00,40.00,40.00,x,2022-01-01
"South East, Skilled metal, electrical and electronic trades",131,40,0,41,-0.2,36.50,37.50,38.30,39.00,40.00,41.30,42.80,44.10,45.00,49.80,2022-01-01
"South East, Skilled construction and building trades",38,40,0,40.2,-2.2,35.10,37.50,38.80,39.90,40.00,40.00,42.50,43.70,44.90,x,2022-01-01
"South East, Textiles, printing and other skilled trades",55,38.1,-1.3,35,0.1,17.80,23.90,25.00,30.20,36.60,39.90,40.00,40.30,42.00,x,2022-01-01
"South East, Caring, leisure and other service occupations",308,31,2.2,29.5,0.8,10.70,17.90,20.20,22.90,27.50,35.00,37.40,37.50,39.00,43.30,2022-01-01
"South East, Caring personal service occupations",248,30.4,1.1,29.7,1.3,12.00,18.40,21.00,23.00,27.50,34.40,37.40,37.50,38.80,43.70,2022-01-01
"South East, Leisure, travel and related personal service occupations",54,31.3,-2.2,28.2,-1.3,8.10,14.50,17.50,20.00,25.50,36.20,37.50,38.00,39.40,x,2022-01-01
"South East, Sales and customer service occupations",246,26.5,-3.5,26.6,-1,10.00,14.30,16.00,18.30,22.00,31.80,36.60,37.40,37.50,40.40,2022-01-01
"South East, Sales occupations",180,24.3,0.2,25.4,0.1,9.10,13.00,15.20,16.80,20.10,29.60,35.00,36.80,37.50,40.30,2022-01-01
"South East, Customer service occupations",67,35,-2,29.7,-5.4,12.50,18.00,20.50,22.10,28.00,36.90,37.50,37.50,38.00,40.70,2022-01-01
"South East, Process, plant and machine operatives",152,40,0,39,-0.7,20.00,34.00,36.00,37.10,38.90,42.00,44.80,45.50,47.20,51.30,2022-01-01
"South East, Process, plant and machine operatives",59,40,0,39.2,3.2,30.00,36.70,37.00,37.50,38.70,40.00,42.00,43.40,45.00,49.10,2022-01-01
"South East, Transport and mobile machine drivers and operatives",94,40.2,-0.7,38.9,-3.3,16.30,29.00,34.90,36.70,39.00,44.00,45.50,47.00,48.30,53.30,2022-01-01
"South East, Elementary occupations",316,27.6,-1.5,27,-0.9,6.50,11.40,14.00,15.60,20.00,35.00,37.50,39.00,40.00,45.00,2022-01-01
"South East, Elementary trades and related occupations",31,39.8,-0.5,36.8,-8.5,x,26.00,32.80,35.60,37.50,40.00,42.50,44.00,45.00,x,2022-01-01
"South East, Elementary administration and service occupations",285,25,-1,25.9,-0.5,6.20,10.90,13.00,15.00,19.20,32.20,37.10,38.00,39.90,44.00,2022-01-01
South West,2264,37,0.1,32.5,0.6,14.60,22.50,26.20,30.00,35.00,37.40,37.60,39.30,40.00,42.80,2022-01-01
"South West, Managers, directors and senior officials",252,37.5,0,36.3,0.2,24.10,34.90,35.00,36.00,37.00,38.20,40.00,40.00,40.00,44.00,2022-01-01
"South West, Corporate managers and directors",199,37.5,0,35.7,0,22.70,34.60,35.00,35.00,37.00,37.50,39.90,40.00,40.00,42.40,2022-01-01
"South West, Other managers and proprietors",53,39,1.1,38.8,2.4,30.00,36.60,37.00,37.20,37.50,40.00,40.00,42.60,44.00,x,2022-01-01
"South West, Professional occupations",591,36.5,-1,33,1.2,19.50,27.30,30.10,32.50,35.00,37.00,37.50,37.50,37.50,40.00,2022-01-01
"South West, Science, research, engineering and technology professionals",147,37.4,-0.1,36.3,-1.4,32.30,35.00,36.00,36.80,37.00,37.50,37.50,38.40,39.30,40.00,2022-01-01
"South West, Health professionals",134,37.3,0.9,32.3,2.6,16.10,22.50,24.90,28.10,33.70,37.50,37.50,37.50,39.20,42.00,2022-01-01
"South West, Teaching and other educational professionals",149,32.4,-0.1,28.4,2.7,14.00,19.50,24.20,25.00,30.00,32.50,32.50,33.40,35.00,37.00,2022-01-01
"South West, Business, media and public service professionals",161,37,0,35,1.1,25.00,34.90,x,35.00,36.30,37.10,37.50,37.50,37.70,x,2022-01-01
"South West, Associate professional occupations",301,37,0,34.2,0.5,21.10,30.00,34.10,35.00,36.90,37.50,37.50,38.60,39.90,40.10,2022-01-01
"South West, Science, engineering and technology associate professionals",68,37,-1,36.5,-2,32.10,35.00,36.50,37.00,37.00,37.50,37.50,38.60,39.80,x,2022-01-01
"South West, Health and social care associate professionals",44,34.7,-0.8,30.7,1.4,17.50,22.50,23.90,26.20,30.00,37.00,37.00,37.00,37.50,x,2022-01-01
"South West, Culture, media and sports occupations",21,31.8,10.9,26.5,7.2,x,x,x,x,x,36.10,x,37.20,x,x,2022-01-01
"South West, Business and public service associate professionals",153,37,0,34.9,-0.1,23.00,32.80,35.00,35.00,37.00,37.50,37.50,38.60,39.90,40.00,2022-01-01
"South West, Administrative and secretarial occupations",254,35,0,29.9,1,12.20,19.90,22.00,24.10,30.00,37.00,37.40,37.50,37.50,40.00,2022-01-01
"South West, Administrative occupations",202,35.7,-0.1,30.6,1,13.00,20.30,22.60,26.00,31.60,37.00,37.40,37.50,37.50,40.00,2022-01-01
"South West, Secretarial and related occupations",52,28,-2.2,27.2,1.8,9.90,16.90,18.90,20.70,24.00,32.60,36.80,37.40,37.50,x,2022-01-01
"South West, Skilled trades occupations",157,40,0,39.1,-0.2,30.50,36.00,37.00,37.50,39.00,40.00,42.30,43.00,44.40,48.00,2022-01-01
"South West, Skilled agricultural and related trades",10,38.5,2.8,37.2,4.6,x,x,35.80,37.00,37.20,39.90,40.00,40.70,x,x,2022-01-01
"South West, Skilled metal, electrical and electronic trades",76,40,0,39.7,-2.7,34.90,36.90,37.00,37.50,39.10,40.00,42.00,42.50,43.90,x,2022-01-01
"South West, Skilled construction and building trades",31,40,0,41,-0.1,36.10,37.70,39.80,40.00,40.00,41.50,42.50,44.00,45.00,x,2022-01-01
"South West, Textiles, printing and other skilled trades",40,38.4,2.4,37.1,3.6,19.90,30.00,31.70,33.90,36.90,40.00,42.60,44.50,45.00,x,2022-01-01
"South West, Caring, leisure and other service occupations",178,30,0.3,28.3,-0.1,10.10,16.00,18.50,21.10,25.10,33.50,37.00,37.40,38.00,42.10,2022-01-01
"South West, Caring personal service occupations",146,29.9,1.1,28.4,-0.7,11.20,16.60,19.20,21.30,25.70,33.00,36.90,37.40,37.50,42.30,2022-01-01
"South West, Leisure, travel and related personal service occupations",30,29.9,-4.6,27.6,3.3,8.10,13.70,16.00,18.80,23.40,36.00,37.00,37.60,38.90,x,2022-01-01
"South West, Sales and customer service occupations",152,26.3,3,26.1,0.5,9.10,13.90,16.00,17.80,22.40,31.20,36.00,37.00,37.50,40.20,2022-01-01
"South West, Sales occupations",116,24.5,2.1,25.1,0,8.60,13.00,15.30,16.60,21.00,29.00,33.30,36.40,37.50,40.30,2022-01-01
"South West, Customer service occupations",36,34.9,0.1,29.6,-0.7,12.00,18.20,20.50,23.90,30.10,36.90,37.30,37.50,37.50,x,2022-01-01
"South West, Process, plant and machine operatives",140,40,0,39.3,-2.6,20.10,35.00,36.90,37.50,39.00,42.00,44.50,45.30,47.80,51.10,2022-01-01
"South West, Process, plant and machine operatives",69,40,0,39.4,0,28.10,36.90,37.00,37.50,38.80,40.50,42.20,43.60,45.00,48.60,2022-01-01
"South West, Transport and mobile machine drivers and operatives",71,41.3,-0.3,39.2,-4.7,16.40,29.00,33.20,37.00,39.20,44.00,45.50,48.00,48.70,54.60,2022-01-01
"South West, Elementary occupations",240,28.1,-6.3,26.8,-3,6.20,11.10,13.00,16.00,20.80,34.30,37.50,39.10,40.00,44.50,2022-01-01
"South West, Elementary trades and related occupations",28,40,0,38.1,0.2,x,32.70,34.80,37.00,38.10,41.40,43.90,44.50,45.20,x,2022-01-01
"South West, Elementary administration and service occupations",212,24.8,-4.6,25.3,-3.1,6.00,10.20,12.00,14.30,19.30,31.30,37.00,37.50,39.50,43.00,2022-01-01
Wales,1178,36.9,-0.2,32.9,0,15.50,24.10,27.90,31.00,35.00,37.40,37.50,38.80,40.00,42.50,2022-01-01
"Wales, Managers, directors and senior officials",93,37.5,0,36.3,-1.9,24.90,35.00,35.00,36.90,37.30,38.90,40.00,40.00,40.00,42.80,2022-01-01
"Wales, Corporate managers and directors",69,37.5,0,36,-2.2,22.60,35.00,35.00,36.90,37.40,38.80,40.00,40.00,40.00,x,2022-01-01
"Wales, Other managers and proprietors",23,37.5,0,37.2,-0.8,29.20,35.00,36.80,37.00,37.00,39.00,40.00,40.00,40.30,x,2022-01-01
"Wales, Professional occupations",303,36.9,1.8,34.1,3,22.50,30.00,32.50,33.70,35.00,37.10,37.50,37.50,37.50,40.00,2022-01-01
"Wales, Science, research, engineering and technology professionals",58,37.4,1.1,36.4,-0.8,32.00,35.00,35.90,36.90,37.00,37.50,37.50,38.20,39.90,x,2022-01-01
"Wales, Health professionals",93,37.5,0.1,35.2,4.9,22.50,30.00,31.60,35.00,37.40,37.50,x,37.50,38.70,42.50,2022-01-01
"Wales, Teaching and other educational professionals",76,32.5,0.2,29.8,3,16.60,26.00,x,27.50,32.30,32.50,35.00,35.00,36.80,x,2022-01-01
"Wales, Business, media and public service professionals",77,37,0,35.2,2,30.00,x,35.00,35.00,36.90,37.00,37.50,x,37.50,x,2022-01-01
"Wales, Associate professional occupations",142,37,0,35.5,-0.2,24.50,35.00,35.00,36.50,37.00,37.50,37.50,38.90,40.00,40.40,2022-01-01
"Wales, Science, engineering and technology associate professionals",34,37.5,0.1,37.5,-3.5,33.60,36.40,36.90,37.00,37.00,37.50,38.40,39.30,40.00,x,2022-01-01
