Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Caring, leisure and other service occupations",2078,15372,3.9,15921,3.4,6090.00,8977.00,10295.00,11350.00,13313.00,17369.00,19395.00,20688.00,21954.00,25881.00,2020-01-01
Caring personal service occupations,1775,15319,4.4,15789,4.1,6302.00,9235.00,10464.00,11472.00,13379.00,17233.00,19210.00,20449.00,21724.00,25340.00,2020-01-01
"  Leisure, travel and related personal service occupations",303,15835,0.4,16693,0.8,5065.00,7654.00,8789.00,10207.00,12669.00,18427.00,20807.00,22099.00,23767.00,29354.00,2020-01-01
Sales and customer service occupations,1603,14512,5.3,16223,3.7,5687.00,7850.00,8860.00,9948.00,12048.00,17208.00,19512.00,20987.00,22708.00,28237.00,2020-01-01
Sales occupations,1140,12802,5.8,14452,3.9,5334.00,7336.00,8151.00,8939.00,10711.00,14977.00,17430.00,18576.00,20005.00,24922.00,2020-01-01
Customer service occupations,463,19708,2.4,20577,0.8,7255.00,10821.00,12648.00,14596.00,17695.00,21777.00,24180.00,25729.00,27764.00,33736.00,2020-01-01
"Process, plant and machine operatives",1195,24821,2.5,26345,2.5,13042.00,17843.00,19000.00,20212.00,22523.00,27537.00,30861.00,32542.00,34405.00,39925.00,2020-01-01
"  Process, plant and machine operatives",581,23860,3.2,25322,2.8,14825.00,17826.00,18776.00,19700.00,21659.00,26122.00,29413.00,31182.00,32933.00,37837.00,2020-01-01
Transport and mobile machine drivers and operatives,614,26126,2.3,27313,2.4,11591.00,17861.00,19385.00,20907.00,23345.00,28649.00,32053.00,33853.00,35829.00,42022.00,2020-01-01
Elementary occupations,1954,14653,0.9,15263,0.8,3510.00,5964.00,6982.00,8234.00,11069.00,17669.00,20053.00,21353.00,22932.00,27729.00,2020-01-01
Elementary trades and related occupations,279,21105,3.1,22182,4.8,12468.00,16636.00,17515.00,18353.00,19665.00,22763.00,24793.00,26188.00,28059.00,33091.00,2020-01-01
Elementary administration and service occupations,1675,12674,-1.6,14110,-1.2,3143.00,5349.00,6355.00,7240.00,9524.00,16143.00,18781.00,20205.00,21718.00,26464.00,2020-01-01
North East,784,23436,3.7,27224,3.4,8604.00,13559.00,15725.00,17377.00,20214.00,27000.00,31706.00,34193.00,37271.00,47344.00,2020-01-01
"North East,  Managers, directors and senior officials",71,35389,5.1,44997,0.7,15862.00,22544.00,24015.00,25451.00,30330.00,43345.00,51086.00,56049.00,62567.00,x,2020-01-01
"  North East, Corporate managers and directors",56,39341,8.3,47622,0.8,15246.00,22449.00,24038.00,25424.00,31069.00,46456.00,55403.00,61314.00,67264.00,x,2020-01-01
"  North East, Other managers and proprietors",14,30564,11.5,34653,5.4,x,22798.00,23808.00,25246.00,28078.00,32702.00,x,x,x,x,2020-01-01
"North East,  Professional occupations",160,35264,2.3,38362,3.2,18126.00,24612.00,26286.00,28397.00,32364.00,38553.00,42236.00,44876.00,48045.00,x,2020-01-01
"  North East, Science, research, engineering and technology professionals",34,38429,3.7,41052,5,24327.00,29964.00,31921.00,33385.00,35538.00,43556.00,46564.00,49341.00,52645.00,x,2020-01-01
"  North East, Health professionals",43,33254,8.2,39990,8.8,17745.00,23276.00,25493.00,26783.00,29711.00,37275.00,40465.00,45630.00,x,x,2020-01-01
"  North East, Teaching and educational professionals",45,35125,0.1,37453,1.8,17790.00,23522.00,25337.00,27707.00,32321.00,37652.00,40577.00,43526.00,45999.00,x,2020-01-01
"  North East, Business, media and public service professionals",37,34490,-1.5,35139,-3.2,14883.00,22725.00,24878.00,26338.00,30327.00,37238.00,40617.00,41913.00,x,x,2020-01-01
"North East,  Associate professional and technical occupations",123,26833,-2.4,29523,-0.8,14832.00,19418.00,20586.00,21734.00,24289.00,30324.00,32783.00,34716.00,37863.00,x,2020-01-01
"  North East, Science, engineering and technology associate professionals",27,27054,1.4,28837,0.6,17676.00,19850.00,20909.00,21905.00,24565.00,29577.00,32009.00,34078.00,36714.00,x,2020-01-01
"  North East, Health and social care associate professionals",15,22082,2.4,21055,-2.1,x,x,16062.00,17031.00,19781.00,23823.00,25255.00,x,x,x,2020-01-01
"  North East, Protective service occupations",10,34581,-10.2,33228,-6.7,x,x,29497.00,31223.00,32817.00,36387.00,38474.00,x,x,x,2020-01-01
"  North East, Business and public service associate professionals",63,27536,-3.1,32121,0.1,16050.00,19850.00,21098.00,22207.00,24748.00,31344.00,34023.00,37030.00,40527.00,x,2020-01-01
"North East,  Administrative and secretarial occupations",97,19409,4.2,19894,2.1,8738.00,12417.00,13859.00,15141.00,17410.00,21020.00,22843.00,24673.00,26317.00,x,2020-01-01
"  North East, Administrative occupations",83,20125,4.5,20668,2.4,9134.00,13377.00,14862.00,16164.00,18252.00,21560.00,23780.00,25385.00,27035.00,31859.00,2020-01-01
"  North East, Secretarial and related occupations",14,14432,-2.9,15291,-0.7,x,9433.00,10246.00,11199.00,13135.00,x,x,x,x,x,2020-01-01
"North East,  Skilled trades occupations",62,27969,2.8,29397,3.4,13731.00,18803.00,20029.00,22039.00,24437.00,31204.00,33875.00,35293.00,37742.00,x,2020-01-01
"  North East, Skilled metal, electrical and electronic trades",35,33529,5.8,34982,6,19516.00,23884.00,26920.00,28678.00,31453.00,35179.00,38080.00,40853.00,44666.00,x,2020-01-01
"  North East, Skilled construction and building trades",11,26129,-3.7,26755,-3.3,x,20831.00,22639.00,23831.00,25170.00,27336.00,29226.00,x,x,x,2020-01-01
"  North East, Textiles, printing and other skilled trades",13,18311,-8.9,19090,-3.8,x,12049.00,13444.00,14552.00,15938.00,19914.00,x,x,x,x,2020-01-01
"North East,  Caring, leisure and other service occupations",74,15929,6,15883,5,6751.00,9431.00,10847.00,11964.00,14115.00,17512.00,19159.00,20132.00,21351.00,x,2020-01-01
"  North East, Caring personal service occupations",66,16023,7.7,16066,8.1,6746.00,9976.00,11298.00,12356.00,14415.00,17534.00,19319.00,20225.00,21449.00,x,2020-01-01
"  North East, Leisure, travel and related personal service occupations",9,13641,,14501,,x,x,x,9088.00,x,16535.00,x,x,x,x,2020-01-01
"North East,  Sales and customer service occupations",69,14329,4.2,15460,1.9,x,8378.00,8921.00,9578.00,12023.00,16794.00,18835.00,20253.00,21212.00,x,2020-01-01
"  North East, Sales occupations",45,12586,7.3,13468,1.2,x,7592.00,8515.00,8893.00,10507.00,14230.00,16150.00,17190.00,x,x,2020-01-01
"  North East, Customer service occupations",24,19554,4.1,19278,1.3,x,9364.00,11972.00,14216.00,17537.00,20975.00,22446.00,23658.00,x,x,2020-01-01
"North East,  Process, plant and machine operatives",53,24050,2.4,25765,5.7,15192.00,18409.00,18824.00,19553.00,21689.00,26987.00,30924.00,31927.00,34008.00,x,2020-01-01
"  North East, Process, plant and machine operatives",30,24839,0.3,26380,4.7,15308.00,18274.00,18774.00,19396.00,21655.00,29282.00,31722.00,32714.00,34532.00,x,2020-01-01
"  North East, Transport and mobile machine drivers and operatives",23,23405,4.3,24948,6.9,12681.00,18472.00,19255.00,19972.00,21694.00,25468.00,27674.00,29156.00,31999.00,x,2020-01-01
"North East,  Elementary occupations",75,12358,-4.5,13806,-2.9,3010.00,5003.00,5990.00,6750.00,8891.00,15954.00,18673.00,20009.00,21166.00,x,2020-01-01
"  North East, Elementary administration and service occupations",63,9747,-11.8,12333,-4.5,2901.00,4608.00,5302.00,6131.00,7409.00,13064.00,16763.00,18191.00,19794.00,x,2020-01-01
North West,2334,24396,3.9,28804,3.5,8628.00,13532.00,15850.00,17800.00,20973.00,28503.00,33597.00,36684.00,40137.00,50746.00,2020-01-01
"North West, Managers, directors and senior officials",234,37517,2.2,47777,0.7,12726.00,21482.00,24193.00,27239.00,32430.00,43483.00,50362.00,55108.00,63046.00,x,2020-01-01
"  North West, Corporate managers and directors",197,39603,1.5,50473,-0.9,13018.00,22037.00,26280.00,28684.00,34177.00,45920.00,52743.00,58574.00,69213.00,x,2020-01-01
"  North West, Other managers and proprietors",37,28310,3.2,33285,7,x,19583.00,20678.00,22758.00,x,32480.00,x,x,x,x,2020-01-01
"North West, Professional occupations",527,36591,3.8,38741,2.6,19599.00,25039.00,26984.00,28961.00,32888.00,40038.00,44521.00,46792.00,50206.00,59566.00,2020-01-01
"  North West, Science, research, engineering and technology professionals",107,40000,1.7,41735,0.8,21560.00,27970.00,30841.00,33430.00,36662.00,44206.00,47714.00,50774.00,54014.00,x,2020-01-01
"  North West, Health professionals",151,33241,6,38038,3.2,17008.00,23921.00,25684.00,27069.00,30338.00,37124.00,41117.00,44244.00,47856.00,x,2020-01-01
"  North West, Teaching and educational professionals",141,37056,2.6,37101,3.2,18698.00,24186.00,25850.00,27794.00,32266.00,40063.00,43876.00,45628.00,49261.00,57038.00,2020-01-01
"  North West, Business, media and public service professionals",127,36878,5.5,38872,2.7,20123.00,25944.00,28030.00,29928.00,33376.00,40079.00,44814.00,46994.00,50098.00,x,2020-01-01
"North West, Associate professional and technical occupations",355,29565,-0.1,33093,1.1,14038.00,19390.00,21344.00,23121.00,26317.00,33274.00,38026.00,40937.00,43681.00,53705.00,2020-01-01
"  North West, Science, engineering and technology associate professionals",62,29567,1.6,30836,1,17189.00,19919.00,20607.00,22098.00,24687.00,31836.00,34988.00,38458.00,41223.00,x,2020-01-01
"  North West, Health and social care associate professionals",43,21600,-4.1,21043,-4.1,x,x,x,x,18026.00,24152.00,26228.00,26882.00,x,x,2020-01-01
"  North West, Protective service occupations",28,38435,-1.6,37097,-1,25159.00,27818.00,29308.00,31220.00,34460.00,40530.00,42480.00,43031.00,44421.00,x,2020-01-01
"  North West, Culture, media and sports occupations",23,24981,-3,25649,-6.8,x,x,x,x,20587.00,27669.00,31135.00,x,x,x,2020-01-01
"  North West, Business and public service associate professionals",199,31330,3.3,36731,4.4,16781.00,21290.00,23269.00,24801.00,28366.00,35484.00,40983.00,44924.00,47072.00,59139.00,2020-01-01
"North West, Administrative and secretarial occupations",284,19820,4.2,20756,3.1,8539.00,12179.00,13648.00,15337.00,17690.00,21517.00,23914.00,25248.00,26985.00,32647.00,2020-01-01
"  North West, Administrative occupations",227,20682,3.8,21649,3.1,9034.00,13069.00,15000.00,16571.00,18833.00,22449.00,24751.00,26183.00,27609.00,33320.00,2020-01-01
"  North West, Secretarial and related occupations",56,15882,-1,17158,2.8,x,9071.00,10325.00,11761.00,14019.00,17557.00,19693.00,20947.00,22311.00,x,2020-01-01
"North West, Skilled trades occupations",155,26623,3.2,28422,3.1,14631.00,18659.00,20077.00,21370.00,24020.00,30000.00,33346.00,35721.00,37999.00,44373.00,2020-01-01
"  North West, Skilled agricultural and related trades",8,20578,1.4,21141,0.1,x,x,x,18976.00,19548.00,21669.00,x,x,x,x,2020-01-01
"  North West, Skilled metal, electrical and electronic trades",91,31429,3.5,32805,2.5,18805.00,22800.00,24138.00,25891.00,28718.00,34333.00,38022.00,39562.00,41847.00,x,2020-01-01
"  North West, Skilled construction and building trades",22,25976,-1.1,26427,-0.8,12813.00,16997.00,20327.00,21915.00,24303.00,27870.00,31166.00,32802.00,x,x,2020-01-01
"  North West, Textiles, printing and other skilled trades",34,19212,4.7,19573,2.6,x,x,14129.00,15307.00,17546.00,20819.00,22724.00,x,x,x,2020-01-01
"North West, Caring, leisure and other service occupations",234,15265,3.5,15819,3.5,6449.00,9179.00,10616.00,11717.00,13486.00,17299.00,19188.00,20413.00,21482.00,25415.00,2020-01-01
"  North West, Caring personal service occupations",202,15335,3.4,15876,4.3,6627.00,9861.00,11044.00,12026.00,13692.00,17267.00,19217.00,20480.00,21467.00,25251.00,2020-01-01
"  North West, Leisure, travel and related personal service occupations",33,13715,-4.5,15467,-0.8,x,x,x,9515.00,11723.00,17393.00,x,x,x,x,2020-01-01
"North West, Sales and customer service occupations",184,14573,3.2,16271,3.2,5927.00,8218.00,9185.00,10344.00,12346.00,17148.00,19287.00,20829.00,22720.00,28793.00,2020-01-01
"  North West, Sales occupations",128,13004,6.6,14547,4,5424.00,7352.00,8430.00,9244.00,10911.00,14768.00,17231.00,18264.00,19346.00,x,2020-01-01
"  North West, Customer service occupations",56,19653,4,20259,0.6,x,11467.00,13026.00,14619.00,17434.00,21722.00,24539.00,26000.00,28457.00,x,2020-01-01
"North West, Process, plant and machine operatives",139,24734,2.5,26217,1.7,13583.00,17798.00,18915.00,20256.00,22383.00,27043.00,30462.00,32307.00,33711.00,39794.00,2020-01-01
"  North West, Process, plant and machine operatives",64,23182,1.7,24933,1.8,15084.00,17571.00,18502.00,19430.00,21356.00,25630.00,28767.00,30554.00,32548.00,x,2020-01-01
"  North West, Transport and mobile machine drivers and operatives",75,25532,1.8,27302,1.5,12467.00,17956.00,19652.00,20862.00,23664.00,28242.00,31919.00,33409.00,34871.00,x,2020-01-01
"North West, Elementary occupations",223,14328,-0.3,14729,-1.1,3489.00,5845.00,6989.00,8041.00,10642.00,17255.00,19537.00,20628.00,21977.00,26369.00,2020-01-01
"  North West, Elementary trades and related occupations",29,20839,0.8,21823,2.8,11924.00,16349.00,17428.00,18128.00,19471.00,22057.00,23999.00,25681.00,26575.00,x,2020-01-01
"  North West, Elementary administration and service occupations",194,12192,-4.6,13656,-2.9,3217.00,5296.00,6439.00,7255.00,9268.00,15670.00,18306.00,19681.00,20894.00,24972.00,2020-01-01
Yorkshire and The Humber,1777,23894,4,27692,3.4,8599.00,13212.00,15517.00,17435.00,20476.00,27753.00,32108.00,34930.00,38444.00,48165.00,2020-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",195,37718,5.1,46241,3.2,15727.00,22076.00,24964.00,27592.00,32413.00,42389.00,49698.00,53037.00,59154.00,x,2020-01-01
"  Yorkshire and The Humber, Corporate managers and directors",162,39988,5.1,49324,2.3,15908.00,23663.00,26692.00,29735.00,34155.00,45569.00,51480.00,57205.00,64621.00,x,2020-01-01
"  Yorkshire and The Humber, Other managers and proprietors",33,28983,6.1,30933,5.7,x,20019.00,21463.00,23687.00,24905.00,32502.00,36421.00,38464.00,x,x,2020-01-01
"Yorkshire and The Humber, Professional occupations",354,34718,0.6,37210,0.8,17163.00,23407.00,25548.00,27567.00,31161.00,38509.00,42803.00,44808.00,47389.00,59383.00,2020-01-01
"  Yorkshire and The Humber, Science, research, engineering and technology professionals",87,39922,-0.4,41350,0.3,22124.00,27913.00,29498.00,32018.00,36392.00,43879.00,47163.00,49481.00,51740.00,x,2020-01-01
"  Yorkshire and The Humber, Health professionals",90,30843,4.1,36750,4.6,16585.00,21327.00,23478.00,24938.00,28224.00,34073.00,37890.00,40357.00,43983.00,x,2020-01-01
"  Yorkshire and The Humber, Teaching and educational professionals",93,33117,-4.5,33550,-5.7,x,21212.00,24665.00,26298.00,29790.00,36297.00,40038.00,42551.00,43998.00,x,2020-01-01
"  Yorkshire and The Humber, Business, media and public service professionals",83,36167,3.3,37455,3.6,17703.00,23219.00,26203.00,27775.00,31958.00,39718.00,43985.00,46059.00,48832.00,x,2020-01-01
"Yorkshire and The Humber, Associate professional and technical occupations",255,28785,3.5,31462,1.1,14477.00,19503.00,21083.00,23047.00,26087.00,31406.00,35904.00,38566.00,41355.00,49603.00,2020-01-01
"  Yorkshire and The Humber, Science, engineering and technology associate professionals",44,28729,7.8,29599,5.6,16206.00,19403.00,20945.00,23379.00,26392.00,30835.00,33908.00,35417.00,37747.00,x,2020-01-01
"  Yorkshire and The Humber, Health and social care associate professionals",31,21446,2,23044,6.4,x,16570.00,17886.00,18877.00,19729.00,24461.00,26536.00,27535.00,28798.00,x,2020-01-01
"  Yorkshire and The Humber, Protective service occupations",27,34342,3.7,34277,1.6,x,26183.00,27599.00,28221.00,29853.00,39753.00,41085.00,41547.00,42847.00,x,2020-01-01
"  Yorkshire and The Humber, Culture, media and sports occupations",14,22831,3.6,21983,,x,x,x,x,20458.00,25657.00,27617.00,x,x,x,2020-01-01
"  Yorkshire and The Humber, Business and public service associate professionals",140,30175,0.6,34256,3,15872.00,20652.00,22532.00,24166.00,27660.00,32880.00,38057.00,41060.00,44274.00,x,2020-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",188,18941,2.7,19808,3.2,8216.00,11095.00,12589.00,14289.00,16997.00,21024.00,23511.00,25121.00,26842.00,31357.00,2020-01-01
"  Yorkshire and The Humber, Administrative occupations",154,19995,2.9,20664,1.1,8628.00,12000.00,13890.00,15502.00,17980.00,21617.00,24381.00,26191.00,27686.00,32147.00,2020-01-01
"  Yorkshire and The Humber, Secretarial and related occupations",34,14829,7,15941,8.4,5956.00,9014.00,x,11099.00,12761.00,16661.00,18958.00,x,x,x,2020-01-01
"Yorkshire and The Humber, Skilled trades occupations",142,27140,-0.4,27771,0.3,14070.00,19006.00,20609.00,21870.00,24461.00,29775.00,32733.00,33907.00,35672.00,41695.00,2020-01-01
"  Yorkshire and The Humber, Skilled metal, electrical and electronic trades",79,31147,-0.8,31520,-1.2,18319.00,22390.00,23691.00,25085.00,28242.00,32976.00,36008.00,37888.00,40113.00,x,2020-01-01
"  Yorkshire and The Humber, Skilled construction and building trades",27,28233,3.9,28102,4.1,17984.00,21063.00,22072.00,23881.00,26661.00,30041.00,31512.00,32973.00,33844.00,x,2020-01-01
"  Yorkshire and The Humber, Textiles, printing and other skilled trades",32,19570,0,19245,-1.4,8823.00,11375.00,14009.00,14835.00,17459.00,21027.00,22703.00,24414.00,25439.00,x,2020-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",188,14701,6.2,15348,6.2,6418.00,8997.00,10258.00,11162.00,12958.00,16819.00,18621.00,19637.00,20871.00,24345.00,2020-01-01
"  Yorkshire and The Humber, Caring personal service occupations",165,14691,6.7,15254,6.1,6511.00,9208.00,10455.00,11265.00,13059.00,16722.00,18414.00,19402.00,20798.00,24153.00,2020-01-01
"  Yorkshire and The Humber, Leisure, travel and related personal service occupations",23,14694,2.6,16036,7.4,x,7375.00,8640.00,9286.00,12188.00,18320.00,x,x,x,x,2020-01-01
"Yorkshire and The Humber, Sales and customer service occupations",148,14660,7,15817,4.7,6095.00,8349.00,9354.00,10240.00,12383.00,17306.00,19341.00,20492.00,21884.00,26446.00,2020-01-01
"  Yorkshire and The Humber, Sales occupations",101,12702,6.5,14032,5,5598.00,7362.00,8099.00,9029.00,10631.00,14675.00,17228.00,18428.00,19578.00,x,2020-01-01
"  Yorkshire and The Humber, Customer service occupations",47,19153,3.5,19659,0.2,9074.00,11960.00,13531.00,15444.00,17637.00,20664.00,22511.00,23448.00,24918.00,x,2020-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",127,24395,4.3,26638,4.9,14654.00,18296.00,19246.00,20427.00,22276.00,27516.00,31007.00,32715.00,34404.00,x,2020-01-01
"  Yorkshire and The Humber, Process, plant and machine operatives",65,23110,3.2,25827,5.5,14839.00,17741.00,18518.00,19236.00,21035.00,25985.00,29512.00,31543.00,33752.00,x,2020-01-01
"  Yorkshire and The Humber, Transport and mobile machine drivers and operatives",62,25902,4.8,27487,4.4,14611.00,19449.00,20689.00,21514.00,23465.00,28734.00,31996.00,33651.00,34978.00,x,2020-01-01
"Yorkshire and The Humber, Elementary occupations",180,14548,2.2,15142,2,3131.00,5503.00,6776.00,7628.00,10638.00,17798.00,20021.00,21352.00,23045.00,27289.00,2020-01-01
"  Yorkshire and The Humber, Elementary trades and related occupations",27,20424,-0.1,21775,3.6,10205.00,15843.00,16731.00,17820.00,18935.00,22239.00,25261.00,26602.00,28281.00,x,2020-01-01
"  Yorkshire and The Humber, Elementary administration and service occupations",154,12233,-0.7,13983,0.5,2847.00,4907.00,6069.00,6851.00,9338.00,16277.00,18919.00,20316.00,21706.00,26181.00,2020-01-01
East Midlands,1518,24111,4.5,28150,4.8,8628.00,13247.00,15631.00,17575.00,20703.00,27943.00,32826.00,36011.00,39830.00,49676.00,2020-01-01
"East Midlands, Managers, directors and senior officials",161,37832,5.4,44587,2.7,12780.00,22076.00,25166.00,27489.00,32111.00,44125.00,50089.00,54022.00,62593.00,x,2020-01-01
"  East Midlands, Corporate managers and directors",137,39989,6.2,46485,2.9,12487.00,21450.00,25189.00,27998.00,33728.00,46188.00,52028.00,58000.00,66354.00,x,2020-01-01
"  East Midlands, Other managers and proprietors",24,30094,1.8,33637,2.4,x,23994.00,24847.00,25981.00,28115.00,32000.00,37805.00,41484.00,x,x,2020-01-01
"East Midlands, Professional occupations",311,34359,-0.7,37674,0.3,16586.00,22912.00,25200.00,27137.00,30502.00,38439.00,42706.00,45772.00,48850.00,59847.00,2020-01-01
"  East Midlands, Science, research, engineering and technology professionals",82,38983,-1.6,41078,0,21660.00,26201.00,x,30892.00,34983.00,43914.00,48150.00,49978.00,53021.00,x,2020-01-01
"  East Midlands, Health professionals",77,30434,-0.3,35734,-1,15465.00,20603.00,22724.00,24938.00,28050.00,34113.00,37609.00,40222.00,42916.00,x,2020-01-01
"  East Midlands, Teaching and educational professionals",86,33105,-0.2,34318,0.7,x,19949.00,22147.00,24462.00,28779.00,38048.00,41435.00,43556.00,45193.00,x,2020-01-01
"  East Midlands, Business, media and public service professionals",67,35251,2,40057,1.3,19055.00,25629.00,27103.00,28473.00,31724.00,39001.00,42697.00,48206.00,x,x,2020-01-01
"East Midlands, Associate professional and technical occupations",227,29205,1.8,33128,3.3,13938.00,19963.00,21763.00,23457.00,26147.00,32623.00,38371.00,40955.00,43629.00,53479.00,2020-01-01
"  East Midlands, Science, engineering and technology associate professionals",52,27853,0,30516,3.7,17234.00,20237.00,21781.00,22999.00,25657.00,30621.00,35104.00,37530.00,x,x,2020-01-01
"  East Midlands, Health and social care associate professionals",25,24323,5.9,23305,5.5,x,14040.00,16397.00,18593.00,21656.00,25595.00,27489.00,28835.00,x,x,2020-01-01
"  East Midlands, Protective service occupations",23,36569,0.5,35166,1.9,x,24716.00,26478.00,27184.00,31209.00,39969.00,41673.00,42395.00,x,x,2020-01-01
"  East Midlands, Business and public service associate professionals",115,32011,3.6,36886,4.1,17077.00,21497.00,23300.00,24680.00,28531.00,36815.00,42327.00,45200.00,50001.00,x,2020-01-01
"East Midlands, Administrative and secretarial occupations",162,18601,4,19075,1.1,7175.00,9835.00,11496.00,12840.00,15931.00,20608.00,22787.00,24022.00,25229.00,31240.00,2020-01-01
"  East Midlands, Administrative occupations",131,19551,4,20034,1.3,7676.00,10660.00,12329.00,14281.00,17366.00,21400.00,23796.00,24814.00,26215.00,32249.00,2020-01-01
"  East Midlands, Secretarial and related occupations",31,13918,3.2,15038,-0.7,5457.00,8266.00,9372.00,9849.00,12170.00,16512.00,17784.00,18826.00,20786.00,x,2020-01-01
"East Midlands, Skilled trades occupations",126,27820,1.4,29185,3,12873.00,19059.00,20579.00,22007.00,25084.00,30941.00,35184.00,37374.00,39844.00,x,2020-01-01
"  East Midlands, Skilled metal, electrical and electronic trades",76,31778,1.4,33055,0.4,19637.00,23036.00,24500.00,26068.00,28540.00,35240.00,38568.00,40295.00,41875.00,x,2020-01-01
"  East Midlands, Textiles, printing and other skilled trades",26,17576,-3.2,18569,-3,7672.00,10775.00,11556.00,12190.00,14533.00,19888.00,22405.00,23426.00,x,x,2020-01-01
"East Midlands, Caring, leisure and other service occupations",137,15642,6.8,15750,5.6,6951.00,9675.00,11049.00,12103.00,13907.00,17149.00,18829.00,20011.00,21280.00,24666.00,2020-01-01
"  East Midlands, Caring personal service occupations",120,15672,5.9,15825,5.3,7175.00,9912.00,11275.00,12318.00,13993.00,17170.00,18849.00,20121.00,21364.00,24655.00,2020-01-01
"  East Midlands, Leisure, travel and related personal service occupations",17,15496,23.5,15236,7.9,x,8421.00,9003.00,9904.00,12778.00,16738.00,18744.00,19652.00,x,x,2020-01-01
"East Midlands, Sales and customer service occupations",112,13735,5.1,15629,5.5,x,7719.00,8574.00,9754.00,11465.00,16446.00,18927.00,20331.00,22101.00,x,2020-01-01
