Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  East Midlands, Sales occupations",77,12460,7.7,14448,8.9,x,7450.00,8222.00,8804.00,10623.00,14318.00,16736.00,18108.00,19425.00,x,2020-01-01
"  East Midlands, Customer service occupations",36,18434,-0.3,18171,-1.9,x,9620.00,10637.00,11897.00,14807.00,20599.00,22979.00,23990.00,25260.00,x,2020-01-01
"East Midlands, Process, plant and machine operatives",114,24218,3.7,25682,4,12621.00,17529.00,18409.00,19623.00,21625.00,27496.00,30819.00,32711.00,34378.00,39675.00,2020-01-01
"  East Midlands, Process, plant and machine operatives",62,23103,6.5,25705,8.1,14744.00,17637.00,18242.00,19184.00,20855.00,25833.00,29825.00,31812.00,33743.00,x,2020-01-01
"  East Midlands, Transport and mobile machine drivers and operatives",52,26107,0.7,25654,-0.7,x,16851.00,18720.00,20297.00,22989.00,28503.00,31639.00,33500.00,35161.00,x,2020-01-01
"East Midlands, Elementary occupations",168,16680,9.3,16163,5.6,3961.00,6735.00,8322.00,9779.00,13321.00,18520.00,20475.00,21645.00,23711.00,27759.00,2020-01-01
"  East Midlands, Elementary trades and related occupations",33,21143,4.7,22306,6.9,14111.00,16958.00,17455.00,18204.00,19494.00,22615.00,24524.00,25322.00,28174.00,x,2020-01-01
"  East Midlands, Elementary administration and service occupations",135,14234,9.6,14672,3.7,3486.00,5675.00,6758.00,8061.00,11026.00,17185.00,19181.00,20139.00,21631.00,x,2020-01-01
West Midlands,1817,24711,3.5,29392,4.2,8628.00,13452.00,15962.00,17867.00,21026.00,28650.00,33799.00,36729.00,40000.00,50742.00,2020-01-01
"West Midlands, Managers, directors and senior officials",197,39014,-0.5,47551,-7.6,17261.00,24251.00,26781.00,28872.00,34190.00,44005.00,51699.00,56494.00,62989.00,x,2020-01-01
"  West Midlands, Corporate managers and directors",167,41230,-1.3,50217,-9,17328.00,25442.00,28313.00,30871.00,36107.00,47185.00,54666.00,60087.00,68219.00,x,2020-01-01
"  West Midlands, Other managers and proprietors",31,29174,7.2,33022,3.5,16366.00,20645.00,22126.00,23741.00,26552.00,33310.00,38384.00,39910.00,x,x,2020-01-01
"West Midlands, Professional occupations",384,35932,5.2,38586,5.1,17578.00,23995.00,26216.00,28482.00,32276.00,39789.00,43989.00,46426.00,50368.00,61390.00,2020-01-01
"  West Midlands, Science, research, engineering and technology professionals",96,42117,4.7,44228,5.9,25667.00,30498.00,32352.00,34518.00,38910.00,46232.00,50644.00,52835.00,55584.00,x,2020-01-01
"  West Midlands, Health professionals",93,30112,2.8,34121,2.6,12940.00,19717.00,21519.00,22993.00,26857.00,33484.00,37528.00,39150.00,41309.00,x,2020-01-01
"  West Midlands, Teaching and educational professionals",103,34499,2.3,34192,1.4,12791.00,21500.00,23993.00,25613.00,30199.00,38003.00,40536.00,42510.00,45541.00,x,2020-01-01
"  West Midlands, Business, media and public service professionals",92,36889,5,42131,7.5,x,26441.00,28316.00,30000.00,34504.00,41369.00,46859.00,50942.00,55912.00,x,2020-01-01
"West Midlands, Associate professional and technical occupations",276,30007,0.1,37225,14.5,14701.00,20476.00,22000.00,24085.00,27125.00,33570.00,38575.00,40672.00,43357.00,52090.00,2020-01-01
"  West Midlands, Science, engineering and technology associate professionals",57,27822,2,28683,1.4,15610.00,19664.00,20726.00,22041.00,25589.00,30874.00,33323.00,35129.00,37836.00,x,2020-01-01
"  West Midlands, Health and social care associate professionals",21,21352,-10.5,21320,-10.8,9656.00,12351.00,14582.00,17071.00,19148.00,24339.00,25511.00,26287.00,x,x,2020-01-01
"  West Midlands, Protective service occupations",36,40016,3.1,38575,4.4,25156.00,29217.00,30526.00,32507.00,37630.00,42430.00,43985.00,44886.00,46308.00,x,2020-01-01
"  West Midlands, Business and public service associate professionals",146,31643,-1.7,35694,0.4,16998.00,21636.00,23557.00,25634.00,28543.00,35727.00,39980.00,43001.00,47037.00,x,2020-01-01
"West Midlands, Administrative and secretarial occupations",206,19523,4.2,20313,4.1,7731.00,10946.00,12515.00,14355.00,17011.00,21765.00,24274.00,25638.00,27119.00,32314.00,2020-01-01
"  West Midlands, Administrative occupations",166,20369,5.9,21199,5.1,8218.00,11918.00,13538.00,15611.00,18136.00,22474.00,25072.00,26419.00,27823.00,33410.00,2020-01-01
"  West Midlands, Secretarial and related occupations",40,15379,-3.9,16602,-1.1,6182.00,9000.00,10226.00,11211.00,12946.00,17358.00,19996.00,21932.00,24022.00,x,2020-01-01
"West Midlands, Skilled trades occupations",138,27044,0.2,28322,-0.7,14916.00,18829.00,20695.00,21937.00,24685.00,29765.00,33021.00,34785.00,37195.00,x,2020-01-01
"  West Midlands, Skilled agricultural and related trades",8,20457,1.4,20329,0.3,x,x,x,18167.00,18780.00,21803.00,x,x,x,x,2020-01-01
"  West Midlands, Skilled metal, electrical and electronic trades",83,30548,0.2,31221,-0.4,17792.00,21488.00,23542.00,24850.00,27723.00,33160.00,35961.00,37922.00,39352.00,x,2020-01-01
"  West Midlands, Skilled construction and building trades",25,28323,5.7,28482,-2.4,x,x,x,x,25752.00,29719.00,x,x,x,x,2020-01-01
"  West Midlands, Textiles, printing and other skilled trades",22,20248,3.5,19910,-1.5,x,13219.00,14958.00,16825.00,18130.00,21696.00,23155.00,24723.00,x,x,2020-01-01
"West Midlands, Caring, leisure and other service occupations",166,14675,1.8,15370,2.4,5905.00,8846.00,10007.00,10952.00,12772.00,16467.00,18420.00,19309.00,20948.00,24396.00,2020-01-01
"  West Midlands, Caring personal service occupations",143,14737,-0.4,15126,0.7,5885.00,9147.00,10169.00,11036.00,13104.00,16499.00,18411.00,19266.00,20850.00,x,2020-01-01
"  West Midlands, Leisure, travel and related personal service occupations",24,13990,13.9,16841,12.3,6125.00,7977.00,8533.00,9232.00,12030.00,16357.00,18653.00,19797.00,x,x,2020-01-01
"West Midlands, Sales and customer service occupations",141,14596,8.4,15977,6.5,5846.00,7797.00,8894.00,10061.00,12476.00,17376.00,19020.00,20541.00,22127.00,27120.00,2020-01-01
"  West Midlands, Sales occupations",98,12883,10.4,14045,5.4,5495.00,7373.00,8145.00,8901.00,10897.00,14669.00,17409.00,18431.00,19384.00,x,2020-01-01
"  West Midlands, Customer service occupations",43,18871,-1.9,20377,2.9,7638.00,11424.00,13375.00,15242.00,17679.00,20728.00,23707.00,25375.00,27090.00,x,2020-01-01
"West Midlands, Process, plant and machine operatives",125,23967,2.8,25776,4.7,13987.00,17881.00,18988.00,19709.00,21539.00,26537.00,30152.00,31901.00,33766.00,37446.00,2020-01-01
"  West Midlands, Process, plant and machine operatives",68,22696,4,24345,5.4,14683.00,17438.00,18770.00,19551.00,20884.00,24741.00,28051.00,30099.00,32487.00,x,2020-01-01
"  West Midlands, Transport and mobile machine drivers and operatives",57,26012,1.5,27497,4.3,12582.00,18205.00,19274.00,20376.00,23004.00,28385.00,31752.00,33195.00,34889.00,x,2020-01-01
"West Midlands, Elementary occupations",184,15361,1.8,15330,1.9,3440.00,6201.00,7146.00,8618.00,11662.00,17994.00,20314.00,21592.00,22916.00,26565.00,2020-01-01
"  West Midlands, Elementary trades and related occupations",28,20624,7.2,21796,7.9,x,17014.00,17861.00,18669.00,19643.00,22163.00,x,x,x,x,2020-01-01
"  West Midlands, Elementary administration and service occupations",156,13113,-1.1,14182,0.1,3027.00,5354.00,6558.00,7314.00,10107.00,16387.00,19064.00,20466.00,22055.00,26035.00,2020-01-01
East,1970,24983,2.2,29584,2.3,7739.00,12471.00,15000.00,17436.00,21089.00,29129.00,34204.00,37315.00,41018.00,53168.00,2020-01-01
"East, Managers, directors and senior officials",220,41345,2.1,51896,1.4,17139.00,23989.00,26278.00,29605.00,35043.00,47962.00,57024.00,62582.00,71555.00,x,2020-01-01
"  East, Corporate managers and directors",188,43025,-1.9,54808,0.8,17109.00,24923.00,28100.00,31367.00,37448.00,50676.00,59757.00,66134.00,73877.00,x,2020-01-01
"  East, Other managers and proprietors",33,29907,3,35093,8.9,16749.00,20858.00,22999.00,23994.00,25645.00,33973.00,39208.00,41907.00,x,x,2020-01-01
"East, Professional occupations",448,33890,-2.2,36184,-1.9,9721.00,18896.00,22339.00,25295.00,29944.00,38064.00,43125.00,45778.00,49775.00,61248.00,2020-01-01
"  East, Science, research, engineering and technology professionals",105,43093,-0.2,45815,0.6,25295.00,29929.00,32000.00,34008.00,37676.00,47639.00,53284.00,57394.00,60544.00,x,2020-01-01
"  East, Health professionals",134,24907,-6.8,27097,-11.8,4299.00,9047.00,11689.00,15322.00,19829.00,29469.00,33015.00,35926.00,39114.00,x,2020-01-01
"  East, Teaching and educational professionals",119,32923,-3.8,34838,3.6,11942.00,19091.00,21922.00,24702.00,28135.00,36903.00,41170.00,43161.00,45474.00,x,2020-01-01
"  East, Business, media and public service professionals",91,37531,3.3,40198,1.1,18490.00,25299.00,27452.00,30734.00,33870.00,41000.00,45190.00,49410.00,53248.00,x,2020-01-01
"East, Associate professional and technical occupations",304,31300,1.8,35554,2.4,15000.00,20809.00,22722.00,24801.00,27964.00,34837.00,39747.00,42283.00,45388.00,56350.00,2020-01-01
"  East, Science, engineering and technology associate professionals",64,29103,1,31281,-0.5,x,21742.00,22924.00,25522.00,27154.00,31797.00,34444.00,36899.00,x,x,2020-01-01
"  East, Health and social care associate professionals",25,20501,-12,20951,-13.1,x,11987.00,13489.00,16384.00,18436.00,21971.00,24717.00,27474.00,x,x,2020-01-01
"  East, Protective service occupations",29,40134,7.1,39074,4.1,25401.00,28890.00,31233.00,32549.00,36427.00,42078.00,43602.00,46275.00,47421.00,x,2020-01-01
"  East, Culture, media and sports occupations",20,24642,5.4,23880,-4.5,x,x,x,x,x,27137.00,30575.00,31710.00,x,x,2020-01-01
"  East, Business and public service associate professionals",166,33900,2.4,40226,5.1,16388.00,22339.00,24219.00,26360.00,30265.00,37998.00,42809.00,46281.00,51310.00,x,2020-01-01
"East, Administrative and secretarial occupations",215,19036,1.7,20300,1.2,7284.00,9887.00,11640.00,12693.00,16039.00,21307.00,24187.00,26000.00,27990.00,33326.00,2020-01-01
"  East, Administrative occupations",171,20472,2.4,21393,1.5,7333.00,10516.00,12201.00,13860.00,17879.00,22557.00,25360.00,27000.00,28786.00,34659.00,2020-01-01
"  East, Secretarial and related occupations",44,14681,-1.6,16056,-1.1,7234.00,8628.00,9513.00,10785.00,12526.00,16610.00,18860.00,19930.00,22090.00,x,2020-01-01
"East, Skilled trades occupations",157,28208,1.1,29458,1.6,15228.00,20323.00,21567.00,22636.00,25514.00,31272.00,34912.00,36242.00,38180.00,x,2020-01-01
"  East, Skilled metal, electrical and electronic trades",90,32471,1.1,33234,-0.7,20307.00,23970.00,25564.00,26773.00,29330.00,35014.00,37333.00,39438.00,41560.00,x,2020-01-01
"  East, Skilled construction and building trades",25,29491,1,29855,1.8,x,x,x,x,27360.00,31070.00,x,x,x,x,2020-01-01
"  East, Textiles, printing and other skilled trades",35,21110,7.4,21148,7.2,10530.00,14782.00,15824.00,17656.00,19831.00,22050.00,24139.00,25294.00,26005.00,x,2020-01-01
"East, Caring, leisure and other service occupations",171,14597,6.2,15328,4.6,5392.00,8667.00,9752.00,10682.00,12408.00,16545.00,19001.00,20317.00,21745.00,25203.00,2020-01-01
"  East, Caring personal service occupations",146,14196,5.1,15105,5.3,5400.00,8676.00,9806.00,10680.00,12384.00,16289.00,18734.00,19907.00,21210.00,24474.00,2020-01-01
"  East, Leisure, travel and related personal service occupations",26,15528,-0.9,16586,2.2,x,8566.00,9505.00,10656.00,13586.00,18575.00,21820.00,22970.00,24169.00,x,2020-01-01
"East, Sales and customer service occupations",156,14362,10.1,15661,4.9,5171.00,7592.00,8568.00,9396.00,11311.00,17040.00,19107.00,20704.00,22000.00,27559.00,2020-01-01
"  East, Sales occupations",111,12286,5.1,14060,6,4687.00,6809.00,7823.00,8596.00,10246.00,14801.00,17269.00,18220.00,20052.00,x,2020-01-01
"  East, Customer service occupations",45,19108,2.6,19657,0.3,6615.00,10323.00,11968.00,14535.00,17560.00,20923.00,22538.00,23707.00,25573.00,x,2020-01-01
"East, Process, plant and machine operatives",113,25400,0.6,26201,0.8,12115.00,17742.00,19292.00,20822.00,23366.00,27261.00,29917.00,31648.00,33249.00,x,2020-01-01
"  East, Process, plant and machine operatives",48,24532,0.7,25222,-1.9,14695.00,18075.00,19482.00,20886.00,22888.00,26213.00,28600.00,29918.00,31875.00,x,2020-01-01
"  East, Transport and mobile machine drivers and operatives",65,26492,1.4,26918,2.9,11239.00,17521.00,18822.00,20401.00,23727.00,28363.00,31110.00,32582.00,34135.00,x,2020-01-01
"East, Elementary occupations",186,14303,2.1,15189,0.7,3093.00,5201.00,6430.00,7749.00,10649.00,17622.00,20185.00,21576.00,23346.00,28552.00,2020-01-01
"  East, Elementary trades and related occupations",26,22049,4,23347,5.8,14245.00,16727.00,17946.00,18694.00,19892.00,23589.00,25849.00,27506.00,28539.00,x,2020-01-01
"  East, Elementary administration and service occupations",160,12277,-1.4,13867,-1.5,2796.00,4697.00,5621.00,6703.00,9083.00,15734.00,18825.00,20259.00,22063.00,27013.00,2020-01-01
London,3228,35000,3.3,46915,3.2,10604.00,18342.00,21669.00,24227.00,29784.00,41369.00,49018.00,54003.00,60525.00,86702.00,2020-01-01
"London, Managers, directors and senior officials",552,60797,-0.1,86856,-0.2,23148.00,33066.00,37167.00,41514.00,50000.00,72440.00,88770.00,98472.00,109246.00,154599.00,2020-01-01
"  London, Corporate managers and directors",481,65479,-0.4,90807,-2,24627.00,35420.00,40257.00,44989.00,54865.00,78027.00,93719.00,101930.00,115039.00,158082.00,2020-01-01
"  London, Other managers and proprietors",71,38205,3.8,60082,28.4,19379.00,24527.00,26579.00,29364.00,33052.00,43571.00,49494.00,54573.00,x,x,2020-01-01
"London, Professional occupations",938,44008,2.9,50609,3.1,21090.00,29000.00,32000.00,34341.00,39119.00,49091.00,55394.00,59601.00,65360.00,85329.00,2020-01-01
"  London, Science, research, engineering and technology professionals",210,49658,4.4,54029,0.6,23900.00,34061.00,37139.00,39246.00,44000.00,55003.00,61562.00,65372.00,70705.00,x,2020-01-01
"  London, Health professionals",150,37057,-0.5,39709,-1.3,10384.00,21961.00,24827.00,27584.00,33331.00,41371.00,45852.00,48996.00,51796.00,x,2020-01-01
"  London, Teaching and educational professionals",231,39217,1.7,41253,4.9,16335.00,25154.00,27830.00,30638.00,34389.00,44032.00,48521.00,51499.00,53949.00,x,2020-01-01
"  London, Business, media and public service professionals",346,47786,2.7,59510,4.2,25645.00,32253.00,34891.00,37270.00,42305.00,54180.00,63936.00,69790.00,78159.00,x,2020-01-01
"London, Associate professional and technical occupations",599,37501,1.1,47739,-0.8,19334.00,25932.00,28225.00,29940.00,33430.00,42253.00,47831.00,51817.00,57293.00,81049.00,2020-01-01
"  London, Science, engineering and technology associate professionals",85,32610,-4.1,35600,0.3,x,x,25710.00,26921.00,29784.00,36455.00,41190.00,43675.00,x,x,2020-01-01
"  London, Health and social care associate professionals",48,27405,6.7,27532,2.1,8988.00,14304.00,17502.00,20688.00,25002.00,29529.00,32150.00,33499.00,36506.00,x,2020-01-01
"  London, Protective service occupations",24,40468,7.6,44801,9.9,29099.00,31716.00,32171.00,37138.00,39788.00,41029.00,44501.00,x,x,x,2020-01-01
"  London, Culture, media and sports occupations",49,25422,-9.2,30810,2.5,x,x,x,x,21362.00,29743.00,34338.00,35979.00,x,x,2020-01-01
"  London, Business and public service associate professionals",394,41761,3.1,55062,-0.4,23857.00,29394.00,31248.00,33230.00,36944.00,46701.00,53865.00,59891.00,66304.00,94758.00,2020-01-01
"London, Administrative and secretarial occupations",340,25368,-1.7,29220,-1,8364.00,12548.00,15490.00,17872.00,21980.00,28941.00,32766.00,35570.00,38708.00,51961.00,2020-01-01
"  London, Administrative occupations",271,26159,0.6,30175,-0.7,8628.00,13911.00,16883.00,19211.00,22952.00,29557.00,33325.00,35750.00,39830.00,53383.00,2020-01-01
"  London, Secretarial and related occupations",69,21111,-12,25494,-3,6855.00,9917.00,11389.00,13296.00,17210.00,25369.00,30796.00,33711.00,36669.00,x,2020-01-01
"London, Skilled trades occupations",127,29558,5.4,31871,4.8,x,18777.00,20678.00,22515.00,25999.00,33012.00,37586.00,40212.00,43512.00,x,2020-01-01
"  London, Skilled metal, electrical and electronic trades",59,37037,4.5,39565,8.6,20724.00,25544.00,27015.00,29750.00,33647.00,40436.00,44583.00,48657.00,52160.00,x,2020-01-01
"  London, Skilled construction and building trades",15,33119,3.9,36361,5.2,x,21735.00,25009.00,27018.00,31351.00,39361.00,44271.00,x,x,x,2020-01-01
"  London, Textiles, printing and other skilled trades",46,21415,-7.5,21746,-7,x,x,x,x,x,x,x,x,x,x,2020-01-01
"London, Caring, leisure and other service occupations",230,17605,0.6,18227,-0.1,6076.00,9316.00,10864.00,12236.00,15157.00,19798.00,22307.00,23711.00,25470.00,30008.00,2020-01-01
"  London, Caring personal service occupations",181,17225,3.5,17622,1.3,6086.00,9316.00,10811.00,11795.00,14896.00,19188.00,21872.00,22841.00,24433.00,28775.00,2020-01-01
"  London, Leisure, travel and related personal service occupations",50,20008,,20437,-2.8,x,x,x,x,16292.00,22454.00,25259.00,26919.00,x,x,2020-01-01
"London, Sales and customer service occupations",178,16694,2.1,19392,-0.4,6596.00,8550.00,9895.00,10819.00,13422.00,19429.00,22550.00,24174.00,26779.00,35120.00,2020-01-01
"  London, Sales occupations",130,14726,3,17293,-0.3,6538.00,8264.00,9110.00,10246.00,12090.00,17202.00,19662.00,21269.00,22974.00,30440.00,2020-01-01
"  London, Customer service occupations",48,23628,4.3,25064,-1.5,6599.00,x,14036.00,16995.00,20313.00,26183.00,29931.00,32043.00,34614.00,x,2020-01-01
"London, Process, plant and machine operatives",78,32670,3.1,33984,4.8,14342.00,20301.00,22724.00,24892.00,27878.00,37288.00,40462.00,43051.00,45696.00,55062.00,2020-01-01
"  London, Process, plant and machine operatives",21,25946,3.3,27227,3.3,12628.00,17925.00,18831.00,19602.00,22901.00,27746.00,31798.00,33086.00,35773.00,x,2020-01-01
"  London, Transport and mobile machine drivers and operatives",58,36184,8.3,36444,5.5,16423.00,22592.00,25028.00,27014.00,32396.00,39402.00,43030.00,45385.00,49064.00,x,2020-01-01
"London, Elementary occupations",185,16177,-3.8,16861,-1.4,4587.00,6505.00,7720.00,8823.00,12004.00,18825.00,21794.00,23134.00,25483.00,30725.00,2020-01-01
"  London, Elementary trades and related occupations",10,20857,6.6,22958,10.5,x,17188.00,17721.00,19052.00,20046.00,22856.00,23583.00,x,x,x,2020-01-01
"  London, Elementary administration and service occupations",175,15073,-6.9,16497,-2.3,4423.00,6276.00,7397.00,8625.00,11395.00,18246.00,21413.00,22790.00,25400.00,30550.00,2020-01-01
South East,3322,27100,3.4,32142,1.4,8628.00,13800.00,16726.00,18839.00,23000.00,31678.00,37306.00,40802.00,44954.00,58882.00,2020-01-01
"South East, Managers, directors and senior officials",410,40000,0,50581,-4.5,14584.00,23011.00,26000.00,28517.00,34025.00,46519.00,56507.00,62146.00,71864.00,93301.00,2020-01-01
"  South East, Corporate managers and directors",349,42740,-2.2,53553,-5.7,14200.00,23520.00,27051.00,30000.00,35775.00,50155.00,60906.00,68245.00,75814.00,98839.00,2020-01-01
"  South East, Other managers and proprietors",61,30688,0.6,33550,6,15395.00,21201.00,23573.00,24292.00,27907.00,34459.00,38893.00,40326.00,43146.00,x,2020-01-01
"South East, Professional occupations",853,37677,2.7,41373,3.1,17212.00,24291.00,26786.00,29203.00,34023.00,41973.00,47195.00,50353.00,54104.00,67844.00,2020-01-01
"  South East, Science, research, engineering and technology professionals",265,43942,2.1,47916,2.2,24331.00,31394.00,33732.00,35705.00,39781.00,48184.00,53146.00,57297.00,60833.00,74108.00,2020-01-01
"  South East, Health professionals",141,31345,1.1,34663,1.5,11878.00,18225.00,20798.00,22824.00,27705.00,35137.00,38597.00,41178.00,44569.00,x,2020-01-01
"  South East, Teaching and educational professionals",246,34237,2.9,34495,3.3,12123.00,19621.00,23220.00,24904.00,29133.00,37620.00,42130.00,44719.00,47207.00,55389.00,2020-01-01
"  South East, Business, media and public service professionals",200,40032,3.8,45926,3.5,20550.00,26888.00,29209.00,31308.00,35563.00,44674.00,51277.00,55546.00,60282.00,x,2020-01-01
"South East, Associate professional and technical occupations",595,31546,-2.8,36010,-5.2,14843.00,21004.00,23328.00,25047.00,28438.00,35791.00,41417.00,44246.00,47516.00,61008.00,2020-01-01
"  South East, Science, engineering and technology associate professionals",119,29652,-1.6,32407,0.6,18557.00,21768.00,23320.00,24323.00,27323.00,32449.00,36371.00,39359.00,42059.00,x,2020-01-01
"  South East, Health and social care associate professionals",47,22255,1.7,22279,3.2,10888.00,13601.00,15035.00,16925.00,19625.00,24588.00,26786.00,27905.00,29805.00,x,2020-01-01
"  South East, Protective service occupations",51,39158,1.4,37872,-2.6,26144.00,29599.00,31034.00,31480.00,34388.00,42285.00,44578.00,45982.00,47001.00,x,2020-01-01
"  South East, Business and public service associate professionals",339,34896,-4.3,40557,-6.5,17558.00,23347.00,25180.00,27091.00,30898.00,40000.00,45657.00,49491.00,54076.00,70570.00,2020-01-01
"South East, Administrative and secretarial occupations",380,19268,0.2,20775,-2.1,7371.00,9869.00,11358.00,12895.00,16232.00,22394.00,25011.00,26859.00,28614.00,35293.00,2020-01-01
"  South East, Administrative occupations",305,20715,0.9,21920,-2.4,7667.00,10656.00,12500.00,14363.00,17756.00,23560.00,26248.00,27884.00,29557.00,36914.00,2020-01-01
"  South East, Secretarial and related occupations",76,13475,-6.7,16153,-2.6,x,8546.00,8969.00,9988.00,11797.00,16285.00,19806.00,21062.00,22897.00,x,2020-01-01
"South East, Skilled trades occupations",232,28719,4.3,30184,3.7,15679.00,19724.00,21552.00,23125.00,25765.00,31584.00,34774.00,36697.00,38761.00,44836.00,2020-01-01
"  South East, Skilled agricultural and related trades",19,21737,6.5,21744,2.3,x,x,x,x,19946.00,23442.00,x,x,x,x,2020-01-01
"  South East, Skilled metal, electrical and electronic trades",128,32216,-0.1,34568,1.6,19691.00,24189.00,26307.00,27603.00,30342.00,35047.00,38284.00,40203.00,42163.00,x,2020-01-01
"  South East, Skilled construction and building trades",34,31789,8,32022,7.2,17671.00,24259.00,25277.00,26727.00,29332.00,34581.00,36284.00,37660.00,38571.00,x,2020-01-01
"  South East, Textiles, printing and other skilled trades",51,20920,-0.4,21148,-1.4,9969.00,12808.00,14306.00,17262.00,19173.00,23002.00,24960.00,25475.00,27041.00,x,2020-01-01
"South East, Caring, leisure and other service occupations",292,14377,1.2,14971,-0.7,5190.00,8120.00,9394.00,10586.00,12373.00,16659.00,18748.00,19815.00,21035.00,24500.00,2020-01-01
"  South East, Caring personal service occupations",254,14377,3.3,14920,1.7,5454.00,8455.00,9719.00,10759.00,12510.00,16513.00,18582.00,19601.00,20801.00,24170.00,2020-01-01
"  South East, Leisure, travel and related personal service occupations",39,14269,-11.4,15310,-10.9,x,x,x,x,x,17567.00,20003.00,21815.00,x,x,2020-01-01
"South East, Sales and customer service occupations",209,14580,4.2,16332,2.6,5264.00,7630.00,8716.00,9796.00,11878.00,17328.00,19895.00,21478.00,23281.00,29673.00,2020-01-01
"  South East, Sales occupations",150,13133,4.6,14510,3.6,5110.00,7281.00,7965.00,8853.00,10819.00,15045.00,17761.00,18720.00,20507.00,25770.00,2020-01-01
"  South East, Customer service occupations",59,20016,2.8,21013,1.5,6522.00,9890.00,11544.00,13921.00,17518.00,22461.00,24395.00,27027.00,29940.00,x,2020-01-01
"South East, Process, plant and machine operatives",114,25765,2.3,26435,-0.4,11270.00,17678.00,19280.00,20838.00,22997.00,28101.00,30822.00,32536.00,34487.00,40550.00,2020-01-01
"  South East, Process, plant and machine operatives",45,24363,-0.7,25430,-1.1,x,18190.00,19717.00,20717.00,22387.00,26702.00,29443.00,30619.00,32359.00,x,2020-01-01
"  South East, Transport and mobile machine drivers and operatives",69,26734,2.3,27082,-0.2,9754.00,16580.00,18984.00,20934.00,23389.00,28948.00,32176.00,34031.00,36453.00,42012.00,2020-01-01
"South East, Elementary occupations",238,14602,1,15295,-1.2,3035.00,5524.00,6692.00,7990.00,10351.00,17851.00,20598.00,22080.00,23977.00,28609.00,2020-01-01
"  South East, Elementary trades and related occupations",30,21026,6,21693,5.4,x,16673.00,17186.00,17990.00,19256.00,22216.00,24136.00,25297.00,x,x,2020-01-01
"  South East, Elementary administration and service occupations",208,12472,-6,14376,-3.5,2759.00,4855.00,6000.00,7074.00,9075.00,16649.00,19695.00,21108.00,22924.00,28154.00,2020-01-01
South West,1855,23736,4.3,27470,2.9,7695.00,12147.00,14444.00,16626.00,20213.00,27683.00,32399.00,35170.00,38613.00,49172.00,2020-01-01
"South West, Managers, directors and senior officials",217,35949,3.9,44282,-1.8,13751.00,21600.00,23978.00,26463.00,31034.00,41728.00,49199.00,53838.00,60789.00,x,2020-01-01
"  South West, Corporate managers and directors",180,37731,-2,46601,-4.1,14027.00,21613.00,24360.00,27206.00,32549.00,43743.00,52242.00,57986.00,63550.00,x,2020-01-01
"  South West, Other managers and proprietors",38,29741,8.2,33198,9.3,x,20896.00,22704.00,24031.00,27022.00,33155.00,38134.00,41807.00,44226.00,x,2020-01-01
"South West, Professional occupations",427,34323,2.9,36531,3,14342.00,21591.00,24343.00,26680.00,30690.00,38392.00,42450.00,45000.00,48305.00,58553.00,2020-01-01
"  South West, Science, research, engineering and technology professionals",111,39301,-2.2,40673,-1.5,20241.00,27378.00,30154.00,31735.00,35887.00,42731.00,46596.00,49500.00,52589.00,x,2020-01-01
"  South West, Health professionals",103,28937,0.9,32838,0.5,10488.00,17794.00,19743.00,21968.00,25928.00,31750.00,35698.00,37982.00,40862.00,x,2020-01-01
"  South West, Teaching and educational professionals",118,34017,11.9,33429,8.2,10744.00,20024.00,23009.00,25074.00,29371.00,37234.00,40508.00,42803.00,45321.00,x,2020-01-01
"  South West, Business, media and public service professionals",96,36556,6.7,39491,4.8,17745.00,23854.00,26598.00,28231.00,32625.00,40166.00,45459.00,48540.00,52199.00,x,2020-01-01
"South West, Associate professional and technical occupations",240,28241,-1,30650,-0.3,12356.00,18680.00,20575.00,22456.00,24965.00,31763.00,35000.00,37361.00,40261.00,48225.00,2020-01-01
"  South West, Science, engineering and technology associate professionals",46,26882,-2.8,28816,-2.2,15236.00,19977.00,21277.00,22539.00,24563.00,29884.00,33327.00,35508.00,37210.00,x,2020-01-01
"  South West, Health and social care associate professionals",31,22005,-2.2,21970,2.7,x,13175.00,15889.00,18287.00,20284.00,24023.00,25667.00,27679.00,29087.00,x,2020-01-01
"  South West, Protective service occupations",10,33817,-3.1,33374,-5,x,x,x,x,32795.00,35970.00,x,x,x,x,2020-01-01
"  South West, Business and public service associate professionals",140,31122,3.8,33965,1.1,15673.00,20542.00,22683.00,24174.00,27577.00,33580.00,37857.00,40228.00,43977.00,x,2020-01-01
"South West, Administrative and secretarial occupations",211,18247,3.4,18958,2.8,7251.00,10146.00,11438.00,12586.00,15530.00,20361.00,22748.00,24233.00,26161.00,30743.00,2020-01-01
"  South West, Administrative occupations",165,19176,4.4,19874,2.4,7717.00,10607.00,11909.00,13644.00,16555.00,21233.00,23889.00,25499.00,27225.00,31860.00,2020-01-01
"  South West, Secretarial and related occupations",46,14784,6.6,15705,4.2,6289.00,8719.00,10158.00,11055.00,12588.00,16939.00,19279.00,20402.00,21521.00,x,2020-01-01
"South West, Skilled trades occupations",152,26765,3.4,27890,3.1,14054.00,18912.00,20193.00,21553.00,24391.00,29157.00,31898.00,33568.00,35526.00,x,2020-01-01
