Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"West Midlands, Corporate managers and directors",160,40969,,47286,,16180.00,23938.00,26928.00,29371.00,35633.00,46832.00,54103.00,58106.00,65404.00,x,2021-01-01
"West Midlands, Other managers and proprietors",43,31769,,35161,,18302.00,22205.00,24232.00,25404.00,28266.00,35013.00,38370.00,40865.00,42982.00,x,2021-01-01
"West Midlands, Professional occupations",453,36093,,38579,,18734.00,24661.00,26708.00,28777.00,32375.00,39836.00,43881.00,46152.00,49997.00,59541.00,2021-01-01
"West Midlands, Science, research, engineering and technology professionals",121,40307,,42269,,23224.00,28727.00,30481.00,32645.00,36748.00,43881.00,48719.00,50862.00,53827.00,x,2021-01-01
"West Midlands, Health professionals",103,31718,,34816,,13800.00,21100.00,23052.00,25110.00,28726.00,34569.00,39040.00,41389.00,43991.00,x,2021-01-01
"West Midlands, Teaching and other educational professionals",107,35327,,35136,,14823.00,23219.00,25288.00,26480.00,30454.00,38722.00,41382.00,42964.00,45086.00,x,2021-01-01
"West Midlands, Business, media and public service professionals",122,37143,,41121,,20235.00,25156.00,28205.00,29860.00,33476.00,41034.00,46227.00,50141.00,53112.00,x,2021-01-01
"West Midlands, Associate professional occupations",300,29608,,38424,,15175.00,20208.00,21809.00,23605.00,26586.00,33065.00,37941.00,40519.00,43338.00,50825.00,2021-01-01
"West Midlands, Science, engineering and technology associate professionals",61,27354,,29042,,17690.00,20720.00,21282.00,22884.00,25431.00,30278.00,32718.00,34679.00,36284.00,x,2021-01-01
"West Midlands, Health and social care associate professionals",46,19945,,20478,,9736.00,12907.00,14301.00,15714.00,17547.00,22508.00,24811.00,26582.00,27246.00,x,2021-01-01
"West Midlands, Protective service occupations",39,40748,,40168,,24855.00,30078.00,31605.00,33396.00,37685.00,43683.00,45772.00,47775.00,49578.00,x,2021-01-01
"West Midlands, Business and public service associate professionals",142,32124,,35882,,18571.00,22434.00,24350.00,25728.00,28570.00,35996.00,40216.00,42757.00,45573.00,x,2021-01-01
"West Midlands, Administrative and secretarial occupations",230,20006,,20967,,8060.00,11842.00,13328.00,14870.00,17820.00,22288.00,24621.00,26315.00,27746.00,33566.00,2021-01-01
"West Midlands, Administrative occupations",191,20776,,21808,,8784.00,12755.00,14404.00,15970.00,18780.00,22713.00,25525.00,27098.00,28526.00,34033.00,2021-01-01
"West Midlands, Secretarial and related occupations",39,15404,,16876,,5444.00,8771.00,10008.00,11180.00,12940.00,17838.00,20906.00,22258.00,23816.00,x,2021-01-01
"West Midlands, Skilled trades occupations",134,26901,,27753,,13887.00,18270.00,19787.00,21458.00,24053.00,29536.00,31807.00,33505.00,35405.00,41731.00,2021-01-01
"West Midlands, Skilled metal, electrical and electronic trades",84,29466,,30367,,16962.00,20974.00,22733.00,24876.00,27120.00,31389.00,34354.00,35732.00,37717.00,x,2021-01-01
"West Midlands, Skilled construction and building trades",22,27408,,28267,,x,x,x,x,x,x,x,x,x,x,2021-01-01
"West Midlands, Textiles, printing and other skilled trades",22,18996,,19604,,10354.00,12230.00,12870.00,15818.00,18065.00,20916.00,22127.00,23415.00,24601.00,x,2021-01-01
"West Midlands, Caring, leisure and other service occupations",160,15613,,15997,,6508.00,9678.00,11061.00,12011.00,13872.00,17352.00,19335.00,20238.00,21602.00,25243.00,2021-01-01
"West Midlands, Caring personal service occupations",134,15833,,15926,,6507.00,10293.00,11374.00,12414.00,14113.00,17376.00,19175.00,20091.00,21359.00,24702.00,2021-01-01
"West Midlands, Leisure, travel and related personal service occupations",23,12778,,15063,,6119.00,7744.00,8275.00,9068.00,11188.00,14471.00,16568.00,18795.00,x,x,2021-01-01
"West Midlands, Sales and customer service occupations",149,14127,,15670,,5634.00,7902.00,8893.00,9838.00,11788.00,16528.00,19334.00,20601.00,22336.00,27166.00,2021-01-01
"West Midlands, Sales occupations",112,12517,,14212,,5223.00,7362.00,8218.00,9064.00,10757.00,14624.00,17196.00,18491.00,19688.00,24535.00,2021-01-01
"West Midlands, Customer service occupations",37,20049,,20086,,x,x,12991.00,15258.00,18215.00,22148.00,24864.00,26139.00,27501.00,x,2021-01-01
"West Midlands, Process, plant and machine operatives",119,23863,,25141,,12522.00,17640.00,18526.00,19740.00,21573.00,25972.00,29056.00,30683.00,32339.00,37147.00,2021-01-01
"West Midlands, Process, plant and machine operatives",62,22822,,24445,,16024.00,17902.00,18669.00,19712.00,21123.00,24690.00,27519.00,29080.00,30671.00,x,2021-01-01
"West Midlands, Transport and mobile machine drivers and operatives",57,24959,,25894,,10615.00,16336.00,18341.00,19812.00,22704.00,27657.00,30756.00,32063.00,33512.00,x,2021-01-01
"West Midlands, Elementary occupations",208,17076,,17139,,3817.00,6477.00,7610.00,9050.00,12739.00,19401.00,21922.00,23478.00,25000.00,31893.00,2021-01-01
"West Midlands, Elementary trades and related occupations",28,20682,,21241,,12010.00,15953.00,17101.00,17822.00,19029.00,22546.00,24077.00,24977.00,26032.00,x,2021-01-01
"West Midlands, Elementary administration and service occupations",180,15617,,16509,,3417.00,5801.00,6897.00,8036.00,10991.00,18405.00,21102.00,22866.00,24755.00,32607.00,2021-01-01
East,2139,25325,,29555,,8111.00,12707.00,15382.00,17805.00,21519.00,29361.00,34311.00,37565.00,41100.00,52260.00,2021-01-01
"East, Managers, directors and senior officials",231,39963,,51197,,17934.00,23680.00,26302.00,29568.00,35079.00,46003.00,55611.00,61529.00,69875.00,93700.00,2021-01-01
"East, Corporate managers and directors",180,44613,,56293,,18384.00,25625.00,29554.00,32454.00,38808.00,51677.00,61919.00,69548.00,76184.00,x,2021-01-01
"East, Other managers and proprietors",51,30000,,33185,,14949.00,20135.00,22124.00,23775.00,27034.00,33470.00,36934.00,39737.00,41779.00,x,2021-01-01
"East, Professional occupations",540,35185,,37512,,12724.00,21405.00,24544.00,26616.00,30636.00,39876.00,44000.00,46390.00,49367.00,60123.00,2021-01-01
"East, Science, research, engineering and technology professionals",126,40933,,43143,,22451.00,27836.00,30350.00,32085.00,36452.00,45615.00,50000.00,52522.00,56441.00,x,2021-01-01
"East, Health professionals",146,26732,,29253,,6051.00,11352.00,14459.00,17642.00,22864.00,30899.00,36913.00,39890.00,42421.00,x,2021-01-01
"East, Teaching and other educational professionals",140,35320,,36965,,15698.00,22565.00,25501.00,27408.00,30782.00,40125.00,43276.00,45454.00,46770.00,x,2021-01-01
"East, Business, media and public service professionals",128,37433,,42008,,18947.00,24976.00,27332.00,29846.00,33167.00,40993.00,45762.00,48861.00,53000.00,x,2021-01-01
"East, Associate professional occupations",322,28999,,31957,,12217.00,18432.00,20560.00,22502.00,26063.00,32168.00,36661.00,39647.00,42769.00,51940.00,2021-01-01
"East, Science, engineering and technology associate professionals",66,28325,,29624,,16940.00,20981.00,22182.00,24105.00,26069.00,30917.00,33482.00,34545.00,36604.00,x,2021-01-01
"East, Health and social care associate professionals",49,18112,,19466,,7312.00,11602.00,13004.00,14791.00,17090.00,19494.00,22113.00,24057.00,25588.00,x,2021-01-01
"East, Protective service occupations",36,40068,,38301,,26695.00,28508.00,29474.00,30879.00,34170.00,41727.00,43935.00,45541.00,47002.00,x,2021-01-01
"East, Business and public service associate professionals",153,31895,,36292,,14516.00,21673.00,23704.00,25160.00,28936.00,35967.00,40641.00,44976.00,48868.00,60717.00,2021-01-01
"East, Administrative and secretarial occupations",242,19736,,20611,,7781.00,10822.00,12141.00,13688.00,17035.00,21741.00,24619.00,26103.00,28373.00,34561.00,2021-01-01
"East, Administrative occupations",195,20526,,21477,,8305.00,11544.00,12846.00,14508.00,18067.00,22744.00,25300.00,27126.00,29196.00,35349.00,2021-01-01
"East, Secretarial and related occupations",47,15652,,17032,,6130.00,8784.00,9856.00,11208.00,13499.00,18077.00,20831.00,22017.00,23972.00,x,2021-01-01
"East, Skilled trades occupations",156,27734,,28771,,14332.00,19474.00,20820.00,22345.00,25171.00,30426.00,33346.00,35164.00,37320.00,44067.00,2021-01-01
"East, Skilled agricultural and related trades",8,19592,,20836,,x,x,x,17339.00,18471.00,21180.00,x,x,x,x,2021-01-01
"East, Skilled metal, electrical and electronic trades",90,30810,,32471,,19745.00,23597.00,24978.00,26253.00,28484.00,33359.00,36399.00,38958.00,40043.00,x,2021-01-01
"East, Skilled construction and building trades",24,28940,,30179,,17011.00,21967.00,23093.00,24939.00,26994.00,31475.00,34933.00,36626.00,37962.00,x,2021-01-01
"East, Textiles, printing and other skilled trades",34,19482,,19802,,8301.00,12540.00,14321.00,15402.00,18011.00,21059.00,23653.00,24624.00,25966.00,x,2021-01-01
"East, Caring, leisure and other service occupations",180,14338,,15592,,x,8304.00,9667.00,10777.00,12635.00,16380.00,18951.00,20452.00,22445.00,26334.00,2021-01-01
"East, Caring personal service occupations",151,14202,,15421,,x,8298.00,9877.00,10913.00,12594.00,15985.00,18639.00,19931.00,21482.00,x,2021-01-01
"East, Sales and customer service occupations",155,13773,,15417,,5714.00,7939.00,8671.00,9508.00,11590.00,16444.00,18919.00,20162.00,21714.00,26556.00,2021-01-01
"East, Sales occupations",115,12373,,14322,,5444.00,7664.00,8196.00,8977.00,10711.00,14647.00,17221.00,18392.00,19755.00,24850.00,2021-01-01
"East, Customer service occupations",40,19014,,18577,,6575.00,9833.00,11931.00,13267.00,16142.00,20544.00,22631.00,23577.00,24854.00,x,2021-01-01
"East, Process, plant and machine operatives",116,25114,,26074,,10752.00,17853.00,19576.00,20579.00,22867.00,27629.00,30040.00,32089.00,33904.00,x,2021-01-01
"East, Process, plant and machine operatives",47,23589,,25079,,14679.00,18467.00,19768.00,20436.00,21988.00,26500.00,29204.00,30113.00,31731.00,x,2021-01-01
"East, Transport and mobile machine drivers and operatives",69,25683,,26761,,x,17239.00,19226.00,20679.00,23906.00,28447.00,31384.00,33144.00,35288.00,x,2021-01-01
"East, Elementary occupations",198,15232,,16071,,3005.00,5507.00,6740.00,8343.00,11393.00,18979.00,21829.00,23373.00,25050.00,30169.00,2021-01-01
"East, Elementary trades and related occupations",27,21881,,23141,,10466.00,16410.00,17293.00,18393.00,19699.00,23925.00,27496.00,28529.00,30058.00,x,2021-01-01
"East, Elementary administration and service occupations",171,13354,,14952,,2725.00,4922.00,5962.00,7255.00,9849.00,17568.00,20736.00,22328.00,24097.00,28992.00,2021-01-01
London,3461,34583,,45879,,10726.00,18666.00,21822.00,24236.00,29470.00,40260.00,47819.00,52266.00,58051.00,80251.00,2021-01-01
"London, Managers, directors and senior officials",533,56031,,81069,,22148.00,30447.00,34597.00,38325.00,46513.00,67471.00,81755.00,90166.00,102597.00,142653.00,2021-01-01
"London, Corporate managers and directors",448,61366,,88163,,23344.00,33815.00,38107.00,43237.00,51837.00,73865.00,89344.00,97133.00,111297.00,151052.00,2021-01-01
"London, Other managers and proprietors",85,35866,,43783,,20047.00,24164.00,26878.00,27993.00,31196.00,39982.00,45249.00,49018.00,56632.00,x,2021-01-01
"London, Professional occupations",1164,44748,,53128,,22463.00,30168.00,32733.00,35363.00,40002.00,49657.00,55037.00,58793.00,64548.00,81684.00,2021-01-01
"London, Science, research, engineering and technology professionals",265,48468,,55651,,27666.00,34070.00,36498.00,38601.00,42994.00,53304.00,58850.00,62595.00,66560.00,x,2021-01-01
"London, Health professionals",177,39382,,40675,,15844.00,25275.00,27983.00,30990.00,35210.00,43970.00,47601.00,50193.00,52075.00,x,2021-01-01
"London, Teaching and other educational professionals",265,40298,,41999,,15510.00,25137.00,28183.00,31275.00,35302.00,44925.00,49533.00,51849.00,54867.00,x,2021-01-01
"London, Business, media and public service professionals",458,47819,,62900,,24674.00,32030.00,35680.00,38185.00,42794.00,53629.00,62417.00,67826.00,73096.00,99110.00,2021-01-01
"London, Associate professional occupations",548,34081,,44678,,18004.00,24114.00,26160.00,27578.00,30621.00,38000.00,43982.00,48026.00,52729.00,72162.00,2021-01-01
"London, Science, engineering and technology associate professionals",99,32137,,35680,,19030.00,23964.00,25621.00,26623.00,29228.00,35761.00,38773.00,40908.00,44658.00,x,2021-01-01
"London, Health and social care associate professionals",68,24619,,26933,,10829.00,17018.00,18195.00,19056.00,22296.00,26877.00,28884.00,30284.00,31930.00,x,2021-01-01
"London, Protective service occupations",23,41234,,45213,,x,31857.00,33639.00,37404.00,40448.00,44034.00,48960.00,52127.00,x,x,2021-01-01
"London, Business and public service associate professionals",320,37265,,49844,,22308.00,27500.00,29234.00,30542.00,33941.00,42814.00,49947.00,54685.00,61093.00,87324.00,2021-01-01
"London, Administrative and secretarial occupations",422,26192,,28843,,8731.00,13561.00,16588.00,19098.00,23030.00,29147.00,32400.00,35000.00,37723.00,48361.00,2021-01-01
"London, Administrative occupations",348,26760,,29416,,9341.00,15021.00,17783.00,20154.00,23806.00,29882.00,32501.00,35008.00,37790.00,49369.00,2021-01-01
"London, Secretarial and related occupations",75,22860,,26169,,6996.00,9765.00,11431.00,13079.00,17511.00,26400.00,30918.00,34327.00,37235.00,x,2021-01-01
"London, Skilled trades occupations",126,27668,,29758,,10965.00,17414.00,19159.00,20879.00,24000.00,31638.00,36265.00,37888.00,40849.00,x,2021-01-01
"London, Skilled metal, electrical and electronic trades",56,35841,,36428,,18539.00,x,26525.00,28792.00,32047.00,37845.00,41676.00,43080.00,46478.00,x,2021-01-01
"London, Textiles, printing and other skilled trades",46,19687,,20988,,8859.00,11155.00,13761.00,15353.00,17774.00,22622.00,23895.00,25436.00,27631.00,x,2021-01-01
"London, Caring, leisure and other service occupations",193,17820,,18336,,5883.00,9442.00,11034.00,12510.00,15246.00,20359.00,22609.00,24057.00,25615.00,30250.00,2021-01-01
"London, Caring personal service occupations",151,17079,,17287,,5450.00,9334.00,10774.00,12110.00,14844.00,19475.00,21532.00,22835.00,24487.00,28988.00,2021-01-01
"London, Leisure, travel and related personal service occupations",41,21499,,21980,,7041.00,9901.00,11797.00,13977.00,18131.00,23612.00,25826.00,26895.00,28373.00,x,2021-01-01
"London, Sales and customer service occupations",182,15812,,19667,,5498.00,8302.00,9291.00,10536.00,13202.00,18457.00,21291.00,23117.00,25235.00,33006.00,2021-01-01
"London, Sales occupations",136,14460,,18206,,5284.00,7890.00,8893.00,9777.00,11993.00,16798.00,19478.00,20859.00,22124.00,28500.00,2021-01-01
"London, Customer service occupations",46,21684,,24035,,7040.00,11215.00,12681.00,15291.00,18789.00,25131.00,28918.00,31031.00,34773.00,x,2021-01-01
"London, Process, plant and machine operatives",85,30463,,32520,,13411.00,19276.00,20851.00,22587.00,25758.00,33941.00,36656.00,39825.00,43595.00,59191.00,2021-01-01
"London, Process, plant and machine operatives",26,23446,,26427,,13135.00,16467.00,17920.00,19111.00,20692.00,25266.00,31170.00,33619.00,35194.00,x,2021-01-01
"London, Transport and mobile machine drivers and operatives",59,33337,,35159,,x,21767.00,23392.00,25636.00,29615.00,35621.00,39719.00,42662.00,48071.00,x,2021-01-01
"London, Elementary occupations",208,15562,,16637,,x,5990.00,7255.00,8699.00,11514.00,18603.00,21673.00,23305.00,25526.00,31099.00,2021-01-01
"London, Elementary trades and related occupations",7,20899,,22448,,x,13905.00,15134.00,15989.00,17285.00,22320.00,x,x,x,x,2021-01-01
"London, Elementary administration and service occupations",201,15399,,16434,,x,5806.00,7041.00,8511.00,11255.00,18398.00,21468.00,23220.00,25486.00,30873.00,2021-01-01
South East,3567,27300,,32139,,8829.00,14485.00,17305.00,19369.00,23258.00,31750.00,37500.00,40584.00,44610.00,57482.00,2021-01-01
"South East, Managers, directors and senior officials",417,39620,,50084,,14926.00,22607.00,25285.00,28117.00,33344.00,45695.00,56028.00,61834.00,69528.00,93141.00,2021-01-01
"South East, Corporate managers and directors",329,43195,,54747,,15366.00,24000.00,26764.00,29741.00,36000.00,52520.00,62259.00,69070.00,76763.00,101702.00,2021-01-01
"South East, Other managers and proprietors",88,30118,,32742,,x,19392.00,21281.00,23029.00,27075.00,34343.00,40026.00,42662.00,43971.00,x,2021-01-01
"South East, Professional occupations",1043,38202,,41010,,17952.00,24589.00,27055.00,29592.00,33999.00,42090.00,46902.00,49991.00,53424.00,66821.00,2021-01-01
"South East, Science, research, engineering and technology professionals",309,43591,,48246,,24032.00,30763.00,33061.00,35824.00,39927.00,49153.00,53943.00,58168.00,61779.00,74636.00,2021-01-01
"South East, Health professionals",162,32914,,35293,,14016.00,20547.00,22691.00,24618.00,30046.00,37120.00,40514.00,43378.00,45753.00,x,2021-01-01
"South East, Teaching and other educational professionals",308,33729,,34468,,11858.00,20183.00,23539.00,25756.00,29569.00,38158.00,41652.00,43841.00,46264.00,54265.00,2021-01-01
"South East, Business, media and public service professionals",265,39357,,43660,,20253.00,25776.00,28780.00,31235.00,35522.00,44051.00,49456.00,52806.00,56096.00,71387.00,2021-01-01
"South East, Associate professional occupations",617,29711,,33617,,13205.00,19568.00,21454.00,23327.00,26676.00,33435.00,38217.00,40900.00,44677.00,54739.00,2021-01-01
"South East, Science, engineering and technology associate professionals",125,28229,,30292,,16994.00,20270.00,22024.00,23449.00,26210.00,31154.00,34710.00,36019.00,38372.00,x,2021-01-01
"South East, Health and social care associate professionals",88,18646,,19431,,6353.00,10642.00,12196.00,13245.00,16397.00,21454.00,24264.00,26011.00,26865.00,x,2021-01-01
"South East, Protective service occupations",64,39403,,39758,,25622.00,30483.00,31362.00,32602.00,36142.00,42968.00,46487.00,47544.00,49476.00,x,2021-01-01
"South East, Culture, media and sports occupations",31,19365,,22170,,x,x,x,x,x,22922.00,26993.00,x,x,x,2021-01-01
"South East, Business and public service associate professionals",309,32981,,38873,,16947.00,22806.00,24769.00,26043.00,29159.00,37469.00,42202.00,45075.00,49190.00,67286.00,2021-01-01
"South East, Administrative and secretarial occupations",453,20294,,22007,,7999.00,10862.00,12411.00,14185.00,17764.00,23080.00,25978.00,27750.00,30000.00,36147.00,2021-01-01
"South East, Administrative occupations",372,21442,,23064,,8639.00,11881.00,13860.00,15829.00,18929.00,24132.00,26876.00,28618.00,30719.00,37047.00,2021-01-01
"South East, Secretarial and related occupations",81,14396,,17152,,6878.00,8682.00,9301.00,10299.00,11917.00,17419.00,21223.00,22767.00,24528.00,x,2021-01-01
"South East, Skilled trades occupations",218,27320,,28701,,14627.00,19396.00,20446.00,22191.00,24832.00,30032.00,33086.00,35062.00,37055.00,42698.00,2021-01-01
"South East, Skilled metal, electrical and electronic trades",114,31076,,32864,,19657.00,23710.00,25186.00,26260.00,28827.00,33443.00,36384.00,38038.00,39940.00,x,2021-01-01
"South East, Skilled construction and building trades",36,30839,,31851,,19008.00,24546.00,25126.00,26506.00,29088.00,33484.00,35542.00,37080.00,38562.00,x,2021-01-01
"South East, Textiles, printing and other skilled trades",50,19442,,19530,,8828.00,11387.00,12794.00,13895.00,17455.00,20800.00,22931.00,23759.00,24842.00,x,2021-01-01
"South East, Caring, leisure and other service occupations",249,14988,,16014,,5310.00,8512.00,9867.00,11001.00,13038.00,17395.00,19811.00,21033.00,22477.00,26199.00,2021-01-01
"South East, Caring personal service occupations",206,14627,,15664,,5220.00,8692.00,10025.00,11098.00,12862.00,16671.00,19350.00,20540.00,21900.00,25464.00,2021-01-01
"South East, Leisure, travel and related personal service occupations",42,16424,,17377,,5310.00,7336.00,8724.00,10073.00,13199.00,19041.00,21812.00,23214.00,24953.00,x,2021-01-01
"South East, Sales and customer service occupations",205,14519,,15871,,5297.00,7732.00,8825.00,9951.00,12232.00,17246.00,19502.00,20862.00,22383.00,27644.00,2021-01-01
"South East, Sales occupations",152,13575,,14736,,5082.00,7209.00,8258.00,9094.00,11331.00,15213.00,18043.00,18927.00,20591.00,25028.00,2021-01-01
"South East, Customer service occupations",53,19456,,19131,,6723.00,10216.00,11449.00,13100.00,16474.00,21305.00,23577.00,24662.00,26039.00,x,2021-01-01
"South East, Process, plant and machine operatives",120,24740,,26246,,11342.00,17455.00,18845.00,19973.00,22311.00,27599.00,30177.00,31824.00,33459.00,39939.00,2021-01-01
"South East, Process, plant and machine operatives",47,23045,,23937,,12869.00,17161.00,18261.00,19164.00,21317.00,24970.00,27473.00,28788.00,29924.00,x,2021-01-01
"South East, Transport and mobile machine drivers and operatives",73,26473,,27720,,10767.00,18025.00,19328.00,20222.00,23209.00,29198.00,32082.00,33492.00,35608.00,43673.00,2021-01-01
"South East, Elementary occupations",247,14177,,14979,,2513.00,5120.00,6377.00,7411.00,9983.00,17436.00,20014.00,21545.00,23742.00,28687.00,2021-01-01
"South East, Elementary trades and related occupations",20,21159,,22304,,11691.00,16518.00,17399.00,18136.00,19389.00,23007.00,25596.00,26468.00,28213.00,x,2021-01-01
"South East, Elementary administration and service occupations",228,12816,,14349,,2425.00,4700.00,5954.00,6955.00,9244.00,16374.00,19411.00,20882.00,23044.00,28155.00,2021-01-01
South West,1996,23790,,27253,,8022.00,12644.00,15004.00,17253.00,20597.00,27599.00,32031.00,34761.00,37985.00,48305.00,2021-01-01
"South West, Managers, directors and senior officials",223,33663,,41668,,14540.00,21073.00,22948.00,25524.00,29471.00,39571.00,46679.00,50741.00,56443.00,77892.00,2021-01-01
"South West, Corporate managers and directors",174,35151,,44417,,12500.00,21018.00,23496.00,26296.00,30654.00,42159.00,50000.00,55283.00,61089.00,x,2021-01-01
"South West, Other managers and proprietors",49,28714,,31895,,16897.00,21174.00,22545.00,23683.00,27013.00,31897.00,36236.00,39084.00,41656.00,x,2021-01-01
"South West, Professional occupations",490,34953,,37414,,17494.00,23334.00,25562.00,27692.00,31381.00,38545.00,42491.00,44973.00,48294.00,58897.00,2021-01-01
"South West, Science, research, engineering and technology professionals",115,40707,,44405,,22668.00,29143.00,31629.00,33441.00,37184.00,44579.00,49386.00,51217.00,54976.00,x,2021-01-01
"South West, Health professionals",100,31208,,33530,,x,20494.00,22604.00,24134.00,27822.00,33939.00,37172.00,39823.00,42218.00,x,2021-01-01
"South West, Teaching and other educational professionals",138,33630,,33740,,13425.00,20028.00,23059.00,24684.00,28786.00,37809.00,41140.00,43830.00,45765.00,x,2021-01-01
"South West, Business, media and public service professionals",138,34700,,38079,,18974.00,24707.00,26855.00,28468.00,31720.00,37735.00,42132.00,44999.00,49622.00,x,2021-01-01
"South West, Associate professional occupations",276,26524,,28325,,11751.00,16904.00,19121.00,20754.00,23443.00,29786.00,33591.00,35344.00,37558.00,45594.00,2021-01-01
"South West, Science, engineering and technology associate professionals",58,27328,,28668,,17302.00,20877.00,21507.00,22239.00,24720.00,29776.00,32586.00,33979.00,36012.00,x,2021-01-01
"South West, Health and social care associate professionals",50,19606,,18916,,x,11816.00,12739.00,13623.00,16321.00,21244.00,23223.00,24443.00,26148.00,x,2021-01-01
"South West, Protective service occupations",10,33758,,33371,,x,x,x,29418.00,32292.00,34815.00,41193.00,x,x,x,2021-01-01
"South West, Business and public service associate professionals",142,30075,,32446,,15823.00,20020.00,21571.00,23587.00,26983.00,33791.00,36943.00,38808.00,41973.00,x,2021-01-01
"South West, Administrative and secretarial occupations",241,19098,,19586,,7547.00,10845.00,12076.00,13628.00,16610.00,20988.00,23055.00,24745.00,26566.00,31215.00,2021-01-01
"South West, Administrative occupations",195,19720,,20359,,8123.00,11548.00,12755.00,14291.00,17505.00,21748.00,23999.00,25702.00,27303.00,31786.00,2021-01-01
"South West, Secretarial and related occupations",46,16321,,16321,,x,8803.00,9603.00,11050.00,13089.00,17775.00,19707.00,20844.00,22052.00,x,2021-01-01
"South West, Skilled trades occupations",150,25978,,26623,,13264.00,18573.00,19944.00,21041.00,23551.00,28384.00,30683.00,32193.00,34087.00,40469.00,2021-01-01
"South West, Skilled agricultural and related trades",9,20095,,20206,,x,x,14403.00,17768.00,19702.00,22222.00,23654.00,x,x,x,2021-01-01
"South West, Skilled metal, electrical and electronic trades",73,29353,,30351,,18814.00,22229.00,23408.00,24471.00,27012.00,31489.00,34026.00,35243.00,37575.00,x,2021-01-01
"South West, Skilled construction and building trades",30,28423,,29154,,18579.00,21494.00,22475.00,24346.00,26273.00,30359.00,31867.00,32687.00,35577.00,x,2021-01-01
"South West, Textiles, printing and other skilled trades",38,19343,,19054,,8369.00,11306.00,12612.00,14226.00,17219.00,20965.00,23170.00,24396.00,25303.00,x,2021-01-01
"South West, Caring, leisure and other service occupations",170,14351,,15261,,5514.00,8261.00,9530.00,10614.00,12653.00,16703.00,19150.00,20391.00,21578.00,25225.00,2021-01-01
"South West, Caring personal service occupations",141,14144,,15091,,5935.00,8600.00,9647.00,10735.00,12646.00,16592.00,18846.00,20268.00,21388.00,24497.00,2021-01-01
"South West, Leisure, travel and related personal service occupations",28,14558,,15842,,x,x,7975.00,9757.00,12203.00,17082.00,19799.00,20984.00,22768.00,x,2021-01-01
"South West, Sales and customer service occupations",151,13088,,14500,,x,x,7845.00,8586.00,10984.00,15314.00,17909.00,19196.00,20658.00,x,2021-01-01
"South West, Sales occupations",123,12351,,13649,,x,x,x,8172.00,10306.00,14492.00,16887.00,18098.00,x,x,2021-01-01
"South West, Customer service occupations",28,17623,,18255,,6183.00,9633.00,10861.00,12494.00,15173.00,19875.00,21527.00,22733.00,24837.00,x,2021-01-01
"South West, Process, plant and machine operatives",106,23936,,25149,,11641.00,17874.00,18792.00,19998.00,21856.00,25984.00,28844.00,30460.00,32400.00,38398.00,2021-01-01
"South West, Process, plant and machine operatives",49,22690,,24502,,14173.00,17904.00,18529.00,19387.00,21004.00,25517.00,27682.00,29461.00,31616.00,x,2021-01-01
"South West, Transport and mobile machine drivers and operatives",56,24528,,25715,,9945.00,17365.00,19198.00,20587.00,22907.00,26615.00,29875.00,31103.00,32603.00,x,2021-01-01
"South West, Elementary occupations",190,14356,,14851,,x,5351.00,6637.00,7789.00,10309.00,17592.00,20070.00,21229.00,22772.00,27058.00,2021-01-01
"South West, Elementary trades and related occupations",24,20483,,21177,,x,x,x,x,19034.00,21948.00,24933.00,x,x,x,2021-01-01
"South West, Elementary administration and service occupations",166,12496,,13946,,x,4780.00,5961.00,7179.00,9526.00,15977.00,19175.00,20533.00,22014.00,25817.00,2021-01-01
Wales,1044,23585,,26385,,8602.00,13565.00,15815.00,17737.00,20562.00,27388.00,31681.00,34459.00,38008.00,45875.00,2021-01-01
"Wales, Managers, directors and senior officials",88,32894,,37744,,12610.00,21155.00,23955.00,25701.00,29171.00,39144.00,44542.00,48432.00,51592.00,x,2021-01-01
"Wales, Corporate managers and directors",64,36683,,40495,,12500.00,22328.00,25565.00,27252.00,31584.00,41517.00,48894.00,51851.00,x,x,2021-01-01
"Wales, Other managers and proprietors",25,27325,,30624,,14971.00,19142.00,21410.00,22398.00,25171.00,30108.00,33631.00,38814.00,x,x,2021-01-01
"Wales, Professional occupations",254,35942,,36934,,18503.00,24535.00,26791.00,28779.00,32694.00,38962.00,41951.00,44826.00,46781.00,56256.00,2021-01-01
"Wales, Science, research, engineering and technology professionals",44,38495,,39770,,22892.00,29737.00,31231.00,32968.00,35696.00,40000.00,44118.00,46718.00,49293.00,x,2021-01-01
"Wales, Health professionals",75,32250,,34311,,17028.00,21990.00,23277.00,25210.00,28592.00,35472.00,38183.00,40072.00,43167.00,x,2021-01-01
"Wales, Teaching and other educational professionals",70,39683,,38427,,17530.00,25461.00,27734.00,30250.00,36487.00,41185.00,45053.00,45869.00,47969.00,x,2021-01-01
"Wales, Business, media and public service professionals",65,34370,,36400,,16353.00,25263.00,26993.00,29121.00,32007.00,37890.00,41194.00,43401.00,46608.00,x,2021-01-01
"Wales, Associate professional occupations",133,27679,,29058,,14506.00,19720.00,20953.00,22426.00,24580.00,29862.00,33028.00,35556.00,38624.00,46069.00,2021-01-01
"Wales, Science, engineering and technology associate professionals",31,28419,,29961,,18240.00,21314.00,23027.00,23794.00,26058.00,29762.00,32025.00,34485.00,36641.00,x,2021-01-01
