Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"North East, Science, research, engineering and technology professionals",36,37930,,38835,,21401.00,27691.00,29441.00,31448.00,35088.00,40274.00,45028.00,46214.00,49266.00,x,2021-01-01
"North East, Health professionals",48,33823,,39951,,18658.00,23216.00,26143.00,28218.00,31729.00,39017.00,43678.00,47449.00,50456.00,x,2021-01-01
"North East, Teaching and other educational professionals",49,36358,,38274,,18118.00,25678.00,27041.00,29185.00,34035.00,38541.00,41772.00,44196.00,47618.00,x,2021-01-01
"North East, Business, media and public service professionals",50,32949,,35334,,17447.00,23617.00,25195.00,27010.00,x,36884.00,x,x,x,x,2021-01-01
"North East,  Associate professional occupations",126,25714,,27422,,12518.00,18557.00,19594.00,20995.00,23531.00,28640.00,31950.00,33593.00,35289.00,x,2021-01-01
"North East, Science, engineering and technology associate professionals",28,24723,,26736,,16303.00,19132.00,20048.00,21420.00,23526.00,27027.00,29558.00,30597.00,x,x,2021-01-01
"North East, Health and social care associate professionals",25,21353,,20654,,x,11690.00,14172.00,15797.00,18067.00,23379.00,26306.00,27418.00,x,x,2021-01-01
"North East, Protective service occupations",15,36879,,36446,,x,30828.00,32904.00,33976.00,35261.00,39617.00,41565.00,42737.00,x,x,2021-01-01
"North East, Business and public service associate professionals",52,25953,,29562,,16746.00,19488.00,20283.00,21745.00,23959.00,28769.00,32370.00,33863.00,35439.00,x,2021-01-01
"North East,  Administrative and secretarial occupations",104,20490,,20997,,9435.00,13032.00,14587.00,15925.00,17791.00,22047.00,24498.00,25699.00,27444.00,x,2021-01-01
"North East, Administrative occupations",89,20992,,21894,,x,14172.00,15660.00,16605.00,19006.00,22461.00,25169.00,26959.00,27883.00,x,2021-01-01
"North East, Secretarial and related occupations",15,14940,,15610,,x,9178.00,10058.00,11193.00,12884.00,16914.00,18552.00,19740.00,x,x,2021-01-01
"North East,  Skilled trades occupations",61,26688,,27335,,11787.00,17808.00,19442.00,21028.00,24491.00,29360.00,32053.00,33807.00,35427.00,x,2021-01-01
"North East, Skilled metal, electrical and electronic trades",34,30684,,31166,,17379.00,22134.00,23552.00,25394.00,27877.00,32545.00,35170.00,36019.00,37267.00,x,2021-01-01
"North East, Textiles, printing and other skilled trades",13,15953,,16193,,x,8423.00,9812.00,11425.00,14057.00,18072.00,19440.00,x,x,x,2021-01-01
"North East,  Caring, leisure and other service occupations",70,16114,,15776,,6402.00,9648.00,10827.00,11829.00,13955.00,17763.00,19099.00,19703.00,21104.00,x,2021-01-01
"North East, Caring personal service occupations",58,16485,,15713,,6492.00,10060.00,11045.00,12201.00,14289.00,17826.00,19138.00,19709.00,20953.00,x,2021-01-01
"North East, Leisure, travel and related personal service occupations",11,12586,,15481,,x,8092.00,9017.00,9671.00,11011.00,14693.00,x,x,x,x,2021-01-01
"North East,  Sales and customer service occupations",75,14791,,15579,,6640.00,9090.00,10102.00,10968.00,12657.00,16805.00,18508.00,19731.00,20503.00,x,2021-01-01
"North East, Sales occupations",55,13732,,14657,,6506.00,8567.00,9529.00,10448.00,11765.00,15203.00,17604.00,18179.00,19290.00,x,2021-01-01
"North East, Customer service occupations",20,18465,,18122,,7468.00,10757.00,12501.00,13805.00,16773.00,19895.00,21286.00,21733.00,24085.00,x,2021-01-01
"North East,  Process, plant and machine operatives",50,22754,,24189,,14595.00,17494.00,18254.00,19128.00,20862.00,24530.00,27623.00,29594.00,31833.00,x,2021-01-01
"North East, Process, plant and machine operatives",26,22115,,23846,,15527.00,17268.00,18086.00,x,20271.00,24392.00,27571.00,29567.00,x,x,2021-01-01
"North East, Transport and mobile machine drivers and operatives",23,23045,,24578,,11708.00,17683.00,18638.00,19296.00,21837.00,24548.00,27647.00,29577.00,31901.00,x,2021-01-01
"North East,  Elementary occupations",83,13403,,14556,,3150.00,5079.00,6483.00,7176.00,10121.00,17209.00,20030.00,21643.00,23290.00,26780.00,2021-01-01
"North East, Elementary trades and related occupations",9,21499,,21939,,x,16737.00,17243.00,17425.00,19442.00,23104.00,24389.00,x,x,x,2021-01-01
"North East, Elementary administration and service occupations",74,11686,,13667,,2888.00,4752.00,5738.00,6799.00,9106.00,15587.00,18611.00,20809.00,22387.00,x,2021-01-01
North West,2509,24398,,28485,,8557.00,13587.00,15819.00,17995.00,21100.00,28262.00,33303.00,36400.00,40082.00,50263.00,2021-01-01
"North West, Managers, directors and senior officials",248,37936,,46609,,16570.00,22714.00,25388.00,27695.00,32835.00,43403.00,50546.00,55211.00,61017.00,x,2021-01-01
"North West, Corporate managers and directors",193,41610,,50793,,16436.00,24619.00,27275.00,30382.00,35677.00,47695.00,56419.00,60107.00,69011.00,x,2021-01-01
"North West, Other managers and proprietors",55,29015,,31875,,16771.00,20114.00,21959.00,23206.00,26087.00,32958.00,36870.00,38812.00,x,x,2021-01-01
"North West, Professional occupations",609,37092,,39194,,19325.00,24739.00,26995.00,28934.00,32857.00,41090.00,44790.00,47512.00,50403.00,60548.00,2021-01-01
"North West, Science, research, engineering and technology professionals",126,40309,,43701,,23206.00,27952.00,30355.00,32567.00,36370.00,44185.00,47850.00,50869.00,53784.00,x,2021-01-01
"North West, Health professionals",158,34835,,38443,,16544.00,23650.00,25761.00,27710.00,30873.00,38890.00,43061.00,45753.00,48922.00,x,2021-01-01
"North West, Teaching and other educational professionals",168,36276,,36546,,x,23948.00,25932.00,27754.00,31183.00,41140.00,43981.00,45422.00,48077.00,x,2021-01-01
"North West, Business, media and public service professionals",157,36991,,39163,,19316.00,24167.00,27009.00,29033.00,33403.00,40766.00,45218.00,48596.00,51856.00,x,2021-01-01
"North West, Associate professional occupations",349,27317,,29726,,12490.00,18035.00,20001.00,21461.00,24374.00,30428.00,34203.00,36521.00,39524.00,48492.00,2021-01-01
"North West, Science, engineering and technology associate professionals",68,28577,,29333,,14566.00,19514.00,21188.00,22002.00,25225.00,30956.00,33268.00,34876.00,36570.00,x,2021-01-01
"North West, Health and social care associate professionals",67,19671,,19050,,7984.00,11002.00,12698.00,13820.00,16948.00,21393.00,23560.00,24859.00,25707.00,x,2021-01-01
"North West, Protective service occupations",22,34385,,33654,,x,24816.00,25869.00,28116.00,32828.00,36247.00,38275.00,39043.00,x,x,2021-01-01
"North West, Culture, media and sports occupations",17,27054,,25182,,x,x,x,x,x,30675.00,34002.00,34552.00,x,x,2021-01-01
"North West, Business and public service associate professionals",175,29846,,33873,,16821.00,20664.00,22430.00,23964.00,27029.00,33355.00,38522.00,40701.00,43278.00,x,2021-01-01
"North West, Administrative and secretarial occupations",318,20086,,21397,,8417.00,12157.00,13816.00,15512.00,18209.00,22025.00,24612.00,26444.00,28282.00,34091.00,2021-01-01
"North West, Administrative occupations",261,20987,,22317,,9025.00,13075.00,15087.00,16979.00,19156.00,22888.00,25609.00,27264.00,28958.00,34827.00,2021-01-01
"North West, Secretarial and related occupations",57,15886,,17189,,x,8785.00,9996.00,11217.00,13913.00,17817.00,20154.00,21303.00,22918.00,x,2021-01-01
"North West, Skilled trades occupations",166,25871,,27124,,13119.00,17637.00,19203.00,20555.00,23330.00,28622.00,31886.00,33691.00,36011.00,42130.00,2021-01-01
"North West, Skilled agricultural and related trades",10,21847,,23204,,x,18619.00,19144.00,19550.00,21451.00,22957.00,25175.00,x,x,x,2021-01-01
"North West, Skilled metal, electrical and electronic trades",93,29452,,31130,,17344.00,21367.00,23015.00,24335.00,26751.00,32420.00,35592.00,37446.00,39516.00,x,2021-01-01
"North West, Skilled construction and building trades",24,26848,,27087,,13183.00,18193.00,20079.00,22219.00,25119.00,29745.00,31823.00,34881.00,35966.00,x,2021-01-01
"North West, Textiles, printing and other skilled trades",40,18094,,18616,,7962.00,10690.00,12682.00,14184.00,16696.00,20327.00,22590.00,23471.00,24386.00,x,2021-01-01
"North West, Caring, leisure and other service occupations",214,15452,,15981,,6057.00,9132.00,10583.00,11793.00,13747.00,17446.00,19615.00,20583.00,21808.00,25480.00,2021-01-01
"North West, Caring personal service occupations",182,15558,,16064,,6412.00,9705.00,10845.00,12008.00,13935.00,17486.00,19716.00,20809.00,22104.00,25484.00,2021-01-01
"North West, Leisure, travel and related personal service occupations",31,14348,,15211,,5154.00,6754.00,8368.00,9164.00,12420.00,16685.00,18519.00,19171.00,19791.00,x,2021-01-01
"North West, Sales and customer service occupations",200,14612,,16080,,6000.00,8183.00,9272.00,10404.00,12413.00,17017.00,19206.00,20147.00,21521.00,26797.00,2021-01-01
"North West, Sales occupations",149,13459,,14915,,5624.00,7776.00,8614.00,9657.00,11311.00,15047.00,17494.00,18651.00,19860.00,24126.00,2021-01-01
"North West, Customer service occupations",51,19329,,19463,,x,x,12886.00,15035.00,17889.00,20877.00,23130.00,24702.00,25789.00,x,2021-01-01
"North West, Process, plant and machine operatives",149,24093,,25896,,12737.00,17901.00,19029.00,20142.00,22584.00,26545.00,29783.00,31781.00,33933.00,39981.00,2021-01-01
"North West, Process, plant and machine operatives",61,23386,,24793,,13700.00,17576.00,18767.00,19602.00,21702.00,25408.00,28328.00,29902.00,32104.00,x,2021-01-01
"North West, Transport and mobile machine drivers and operatives",88,25085,,26655,,11595.00,18230.00,19526.00,20817.00,22954.00,27465.00,30501.00,32762.00,35053.00,41304.00,2021-01-01
"North West, Elementary occupations",257,14133,,15150,,3198.00,5550.00,6741.00,8000.00,10640.00,17960.00,20645.00,21667.00,23425.00,27692.00,2021-01-01
"North West, Elementary trades and related occupations",28,21144,,21512,,x,16030.00,17618.00,18370.00,20108.00,22190.00,23896.00,25993.00,27002.00,x,2021-01-01
"North West, Elementary administration and service occupations",229,12602,,14377,,2899.00,5045.00,6030.00,7418.00,9503.00,16274.00,19722.00,21087.00,22748.00,26984.00,2021-01-01
Yorkshire and The Humber,1882,23776,,27584,,8637.00,13503.00,15669.00,17710.00,20600.00,27694.00,32000.00,35000.00,38741.00,48807.00,2021-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",191,35518,,44481,,15152.00,20912.00,23056.00,25248.00,30000.00,41896.00,49563.00,52376.00,57404.00,x,2021-01-01
"Yorkshire and The Humber, Corporate managers and directors",149,39211,,48339,,14974.00,21357.00,24233.00,27570.00,32762.00,45694.00,52313.00,56309.00,62859.00,x,2021-01-01
"Yorkshire and The Humber, Other managers and proprietors",42,28855,,30860,,16149.00,19362.00,20706.00,21643.00,25270.00,30910.00,34535.00,37653.00,42341.00,x,2021-01-01
"Yorkshire and The Humber, Professional occupations",422,35242,,37241,,18365.00,24317.00,26342.00,28187.00,31559.00,39092.00,42843.00,45012.00,48568.00,55511.00,2021-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",97,39432,,40911,,24043.00,27980.00,30320.00,31650.00,36075.00,42082.00,46601.00,49509.00,51801.00,x,2021-01-01
"Yorkshire and The Humber, Health professionals",91,31816,,35956,,16324.00,22111.00,24821.00,26153.00,29588.00,35462.00,39815.00,42606.00,45189.00,x,2021-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",112,35137,,35409,,16004.00,22894.00,25685.00,27600.00,30956.00,38794.00,41927.00,44088.00,46877.00,x,2021-01-01
"Yorkshire and The Humber, Business, media and public service professionals",121,34486,,36979,,19173.00,23385.00,25426.00,27716.00,31135.00,38502.00,42460.00,43952.00,47234.00,x,2021-01-01
"Yorkshire and The Humber, Associate professional occupations",272,26432,,29057,,11857.00,17367.00,19214.00,20540.00,23398.00,29742.00,33543.00,36609.00,39896.00,47712.00,2021-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",48,27413,,29868,,15713.00,19142.00,20002.00,21765.00,24400.00,30656.00,33752.00,36571.00,x,x,2021-01-01
"Yorkshire and The Humber, Health and social care associate professionals",63,19526,,19453,,8780.00,11855.00,13629.00,15163.00,17860.00,21210.00,23563.00,24754.00,26089.00,x,2021-01-01
"Yorkshire and The Humber, Protective service occupations",20,38418,,37286,,25626.00,28240.00,29779.00,30737.00,32735.00,41056.00,43080.00,44926.00,x,x,2021-01-01
"Yorkshire and The Humber, Business and public service associate professionals",128,29721,,32962,,14313.00,20220.00,21716.00,23042.00,26331.00,32707.00,37794.00,40567.00,44131.00,x,2021-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",216,19698,,20596,,8282.00,11491.00,13488.00,14905.00,17500.00,21583.00,23781.00,25765.00,27688.00,32234.00,2021-01-01
"Yorkshire and The Humber, Administrative occupations",180,20565,,21541,,8990.00,12806.00,14515.00,16000.00,18532.00,22318.00,24685.00,26484.00,28293.00,32820.00,2021-01-01
"Yorkshire and The Humber, Secretarial and related occupations",36,14703,,15906,,x,7828.00,9500.00,10604.00,12944.00,17278.00,19175.00,20115.00,21498.00,x,2021-01-01
"Yorkshire and The Humber, Skilled trades occupations",145,26895,,28069,,13876.00,18825.00,19766.00,21088.00,23636.00,29421.00,32441.00,34232.00,36449.00,42789.00,2021-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",77,30586,,32115,,x,21855.00,23027.00,24769.00,27751.00,33066.00,36529.00,39311.00,41351.00,x,2021-01-01
"Yorkshire and The Humber, Skilled construction and building trades",30,28710,,29177,,17068.00,20407.00,21606.00,24315.00,26981.00,29851.00,31613.00,32990.00,34805.00,x,2021-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",32,19338,,18939,,8449.00,11788.00,13166.00,14326.00,18009.00,20967.00,22511.00,23213.00,24179.00,x,2021-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",170,15078,,16002,,6698.00,9310.00,10362.00,11623.00,13305.00,17150.00,19348.00,20551.00,21670.00,25498.00,2021-01-01
"Yorkshire and The Humber, Caring personal service occupations",144,15112,,16006,,6997.00,9770.00,10763.00,11885.00,13645.00,17091.00,19260.00,20463.00,21533.00,24939.00,2021-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",25,13761,,15610,,5401.00,7432.00,8237.00,9222.00,11580.00,16612.00,19254.00,20484.00,22181.00,x,2021-01-01
"Yorkshire and The Humber, Sales and customer service occupations",150,14126,,15612,,5480.00,8200.00,9199.00,10280.00,12007.00,16759.00,18931.00,19888.00,21569.00,26596.00,2021-01-01
"Yorkshire and The Humber, Sales occupations",108,12982,,14642,,5199.00,7713.00,8708.00,9548.00,11300.00,15097.00,17475.00,18512.00,19799.00,24126.00,2021-01-01
"Yorkshire and The Humber, Customer service occupations",42,18534,,18108,,x,x,x,12792.00,16531.00,19741.00,22150.00,23346.00,24858.00,x,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",121,23846,,26194,,15320.00,17958.00,18892.00,20075.00,22004.00,26336.00,29421.00,31145.00,32770.00,39007.00,2021-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",63,22703,,24712,,16172.00,17705.00,18331.00,19035.00,20786.00,25269.00,27442.00,28973.00,30942.00,x,2021-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",58,25338,,27803,,13772.00,18635.00,20326.00,21346.00,23319.00,28383.00,31823.00,33245.00,35576.00,x,2021-01-01
"Yorkshire and The Humber, Elementary occupations",196,15144,,15642,,3129.00,5578.00,6763.00,8035.00,11155.00,18462.00,20747.00,22153.00,23886.00,28102.00,2021-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",27,19909,,20721,,x,15698.00,16759.00,17475.00,18705.00,21652.00,23759.00,25115.00,26134.00,x,2021-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",170,13373,,14850,,2838.00,5161.00,6162.00,7140.00,9887.00,17496.00,20042.00,21461.00,23398.00,27895.00,2021-01-01
East Midlands,1629,24137,,27688,,8762.00,13807.00,16241.00,17943.00,21004.00,27741.00,32100.00,34685.00,37892.00,47579.00,2021-01-01
"East Midlands, Managers, directors and senior officials",169,35888,,44920,,14698.00,22267.00,24525.00,26939.00,30728.00,40944.00,48250.00,54977.00,60296.00,x,2021-01-01
"East Midlands, Corporate managers and directors",132,38513,,48287,,12879.00,22456.00,24891.00,28008.00,31800.00,44723.00,54983.00,58915.00,67404.00,x,2021-01-01
"East Midlands, Other managers and proprietors",38,30850,,33114,,16278.00,21075.00,22619.00,24499.00,27845.00,33090.00,37151.00,39585.00,42010.00,x,2021-01-01
"East Midlands, Professional occupations",356,34046,,36701,,18118.00,24242.00,25995.00,27592.00,30663.00,37590.00,41689.00,44426.00,46898.00,55811.00,2021-01-01
"East Midlands, Science, research, engineering and technology professionals",89,37257,,39712,,22667.00,27325.00,28080.00,30599.00,33788.00,40417.00,45245.00,47007.00,50613.00,x,2021-01-01
"East Midlands, Health professionals",85,32025,,36248,,16939.00,21863.00,23565.00,25203.00,28981.00,35039.00,38563.00,41558.00,44503.00,x,2021-01-01
"East Midlands, Teaching and other educational professionals",91,33345,,34152,,14831.00,23198.00,24901.00,26254.00,29664.00,36557.00,40953.00,43036.00,45054.00,x,2021-01-01
"East Midlands, Business, media and public service professionals",92,33547,,36732,,18591.00,23968.00,25911.00,27471.00,30462.00,37601.00,42009.00,44569.00,48000.00,x,2021-01-01
"East Midlands, Associate professional occupations",235,27758,,30554,,13335.00,19364.00,20646.00,22068.00,24758.00,30816.00,34487.00,37196.00,40985.00,49379.00,2021-01-01
"East Midlands, Science, engineering and technology associate professionals",50,27631,,28753,,17131.00,20397.00,21778.00,22389.00,25130.00,29149.00,31886.00,33390.00,35869.00,x,2021-01-01
"East Midlands, Health and social care associate professionals",41,20239,,20365,,x,13535.00,14993.00,15831.00,18026.00,22260.00,24537.00,25980.00,27741.00,x,2021-01-01
"East Midlands, Protective service occupations",22,36843,,36688,,x,26605.00,27680.00,28886.00,32806.00,41085.00,42318.00,43306.00,x,x,2021-01-01
"East Midlands, Business and public service associate professionals",111,30836,,34451,,17911.00,21639.00,22812.00,24211.00,27380.00,34209.00,39297.00,42160.00,45513.00,x,2021-01-01
"East Midlands, Administrative and secretarial occupations",192,19444,,20223,,7789.00,10989.00,12423.00,14278.00,16998.00,21033.00,23081.00,24556.00,25931.00,32184.00,2021-01-01
"East Midlands, Administrative occupations",160,20079,,21100,,8242.00,11823.00,13451.00,15470.00,18153.00,21785.00,23950.00,25311.00,26980.00,32804.00,2021-01-01
"East Midlands, Secretarial and related occupations",32,14980,,15794,,x,8746.00,9446.00,10006.00,12310.00,16923.00,19213.00,20134.00,21511.00,x,2021-01-01
"East Midlands, Skilled trades occupations",125,26451,,27547,,12628.00,17966.00,19757.00,21234.00,24037.00,29598.00,32826.00,34463.00,36247.00,42332.00,2021-01-01
"East Midlands, Skilled metal, electrical and electronic trades",71,30087,,31160,,18901.00,22426.00,24210.00,25095.00,27867.00,33057.00,35381.00,36938.00,38730.00,x,2021-01-01
"East Midlands, Skilled construction and building trades",19,29771,,30573,,17475.00,21336.00,22404.00,23929.00,27248.00,31643.00,34634.00,37630.00,x,x,2021-01-01
"East Midlands, Textiles, printing and other skilled trades",28,17867,,17992,,8290.00,10313.00,11418.00,12783.00,16036.00,19826.00,21846.00,22831.00,25380.00,x,2021-01-01
"East Midlands, Caring, leisure and other service occupations",127,16010,,16163,,x,9997.00,11371.00,12375.00,14206.00,17589.00,19697.00,20713.00,22019.00,25196.00,2021-01-01
"East Midlands, Caring personal service occupations",107,16116,,16220,,x,10570.00,11829.00,12696.00,14466.00,17569.00,19588.00,20620.00,21716.00,x,2021-01-01
"East Midlands, Leisure, travel and related personal service occupations",19,13257,,15290,,5833.00,8019.00,8482.00,9099.00,12039.00,16322.00,19334.00,20660.00,x,x,2021-01-01
"East Midlands, Sales and customer service occupations",124,14618,,15407,,5645.00,8159.00,9055.00,10086.00,12246.00,16936.00,18704.00,19768.00,21598.00,25901.00,2021-01-01
"East Midlands, Sales occupations",90,13542,,14582,,5555.00,7815.00,8660.00,9547.00,11519.00,15491.00,17521.00,18361.00,19611.00,x,2021-01-01
"East Midlands, Customer service occupations",34,17996,,17570,,6852.00,9853.00,11455.00,12291.00,14858.00,19789.00,22106.00,22876.00,23958.00,x,2021-01-01
"East Midlands, Process, plant and machine operatives",112,23014,,24990,,12728.00,17127.00,18147.00,19199.00,21153.00,26092.00,29321.00,31897.00,33984.00,38351.00,2021-01-01
"East Midlands, Process, plant and machine operatives",64,21738,,24158,,x,16972.00,17700.00,18469.00,20321.00,23969.00,27357.00,29777.00,32342.00,x,2021-01-01
"East Midlands, Transport and mobile machine drivers and operatives",48,25945,,26116,,12102.00,17663.00,19397.00,20530.00,23240.00,28341.00,31938.00,34070.00,35160.00,x,2021-01-01
"East Midlands, Elementary occupations",189,17527,,16733,,x,6279.00,7924.00,9641.00,13855.00,19532.00,21984.00,23379.00,24870.00,x,2021-01-01
"East Midlands, Elementary trades and related occupations",32,21349,,22243,,14043.00,x,17557.00,18330.00,19829.00,23052.00,24824.00,25584.00,x,x,2021-01-01
"East Midlands, Elementary administration and service occupations",157,15809,,15604,,x,5285.00,6810.00,8062.00,10996.00,18578.00,21099.00,22314.00,24173.00,x,2021-01-01
West Midlands,1955,25068,,29692,,8849.00,14111.00,16507.00,18399.00,21678.00,29060.00,33751.00,36959.00,40341.00,50500.00,2021-01-01
"West Midlands, Managers, directors and senior officials",203,38087,,44723,,16934.00,23740.00,26012.00,28308.00,33050.00,43551.00,50302.00,54567.00,59533.00,x,2021-01-01
