Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
Secretarial and related occupations,420,19812,8,21424,8.5,8099.00,11384.00,12564.00,13586.00,16639.00,22891.00,25849.00,27458.00,29372.00,35989.00,2024-01-01
Skilled trades occupations,1464,32744,7.5,34020,7.6,17013.00,23151.00,24869.00,26535.00,29539.00,35950.00,39701.00,41769.00,44105.00,51549.00,2024-01-01
Skilled agricultural and related trades,90,25747,7.2,25561,5.4,12813.00,20414.00,21814.00,22793.00,24258.00,27500.00,29087.00,30000.00,31772.00,x,2024-01-01
"Skilled metal, electrical and electronic trades",782,37232,8,38781,8.2,22966.00,27516.00,29356.00,31221.00,34486.00,40479.00,44006.00,46092.00,48806.00,56716.00,2024-01-01
Skilled construction and building trades,267,33794,5.8,34554,6.1,20170.00,25327.00,27000.00,28493.00,31359.00,36488.00,39383.00,41369.00,43230.00,49269.00,2024-01-01
"Textiles, printing and other skilled trades",325,24345,6.4,24460,7.6,10853.00,14962.00,17140.00,19033.00,22266.00,26717.00,29215.00,30666.00,32693.00,37481.00,2024-01-01
"Caring, leisure and other service occupations",1937,20201,11.5,20562,10.5,7483.00,11762.00,13419.00,14815.00,17529.00,22866.00,25392.00,26869.00,28603.00,33238.00,2024-01-01
Caring personal service occupations,1612,19985,11.7,20317,10.5,7650.00,11937.00,13534.00,14887.00,17459.00,22469.00,25023.00,26504.00,28157.00,32500.00,2024-01-01
"Leisure, travel and related personal service occupations",305,21154,12.1,21361,9.8,6906.00,10426.00,12213.00,13749.00,17542.00,24063.00,26541.00,28271.00,30210.00,36116.00,2024-01-01
Community and civil enforcement occupations,20,29750,12.7,28081,11.2,x,21787.00,24043.00,24919.00,27708.00,31497.00,32267.00,33177.00,33690.00,x,2024-01-01
Sales and customer service occupations,1399,16782,11.1,18421,9.8,6363.00,9235.00,10260.00,11472.00,13987.00,20107.00,23139.00,24565.00,26169.00,31502.00,2024-01-01
Sales occupations,1034,14920,9.3,16801,9.9,6000.00,8628.00,9574.00,10443.00,12529.00,17749.00,20987.00,22453.00,24024.00,28849.00,2024-01-01
Customer service occupations,365,23356,9.7,23007,7.4,8877.00,12963.00,14893.00,16714.00,20644.00,25263.00,27663.00,29093.00,30963.00,36981.00,2024-01-01
"Process, plant and machine operatives",1196,30040,6.5,31530,6.4,15308.00,22081.00,23573.00,24895.00,27295.00,33115.00,36646.00,38831.00,41466.00,47881.00,2024-01-01
"Process, plant and machine operatives",570,28219,5.4,29750,6.4,17683.00,21999.00,23208.00,24240.00,26159.00,30815.00,33713.00,35423.00,37722.00,43748.00,2024-01-01
Transport and mobile machine drivers and operatives,626,32287,7.2,33152,6.5,13668.00,22144.00,24294.00,25950.00,28987.00,35759.00,39587.00,41943.00,44121.00,50911.00,2024-01-01
Elementary occupations,1955,18540,5.6,18643,5.9,4103.00,7376.00,8825.00,10274.00,13830.00,22338.00,24992.00,26577.00,28406.00,33387.00,2024-01-01
Elementary trades and related occupations,204,25064,6.4,25293,5.9,10590.00,18196.00,20561.00,21631.00,23164.00,26979.00,29340.00,30993.00,32590.00,37374.00,2024-01-01
Elementary administration and service occupations,1751,16690,4.5,17869,6.3,3864.00,6830.00,8306.00,9548.00,12682.00,21333.00,24371.00,25839.00,27736.00,32794.00,2024-01-01
North East,807,28153,6.4,31978,7.2,10658.00,16604.00,19376.00,21752.00,24989.00,31865.00,36989.00,39681.00,43469.00,53719.00,2024-01-01
"North East,  Managers, directors and senior officials",73,40749,7.8,51336,11.1,17208.00,25660.00,27401.00,28758.00,33939.00,47400.00,56292.00,63129.00,70299.00,x,2024-01-01
"North East, Corporate managers and directors",57,44855,,55966,9.5,17015.00,25794.00,27596.00,29834.00,37720.00,52293.00,63155.00,69142.00,75198.00,x,2024-01-01
"North East, Other managers and proprietors",16,31655,3.2,35328,6.2,x,22835.00,26409.00,28057.00,29366.00,35097.00,39875.00,x,x,x,2024-01-01
"North East,  Professional occupations",194,38406,2.6,41035,4.4,19100.00,26417.00,28682.00,31040.00,35271.00,42402.00,46711.00,49868.00,52647.00,x,2024-01-01
"North East, Science, research, engineering and technology professionals",45,42998,2.4,45374,5.5,x,31015.00,33226.00,35285.00,39881.00,47609.00,52409.00,55093.00,x,x,2024-01-01
"North East, Health professionals",56,37407,5.1,40166,2.4,x,25602.00,28087.00,30577.00,34289.00,40106.00,44903.00,47658.00,x,x,2024-01-01
"North East, Teaching and other educational professionals",38,37156,6.3,38076,4.3,x,26602.00,28039.00,30010.00,32745.00,40227.00,43903.00,45475.00,48565.00,x,2024-01-01
"North East, Business, media and public service professionals",55,37960,2.1,40402,4.1,17735.00,24233.00,26511.00,28858.00,34005.00,41391.00,45935.00,49302.00,54148.00,x,2024-01-01
"North East,  Associate professional occupations",133,30849,5,34908,5.7,16298.00,23133.00,24493.00,25634.00,28501.00,34105.00,38554.00,41926.00,44791.00,x,2024-01-01
"North East, Science, engineering and technology associate professionals",26,31137,7.6,33909,7.2,22387.00,24656.00,25806.00,26243.00,28570.00,34276.00,37795.00,41058.00,x,x,2024-01-01
"North East, Health and social care associate professionals",22,24240,5.5,24316,-0.5,x,13805.00,15772.00,17604.00,21611.00,26046.00,27633.00,29484.00,x,x,2024-01-01
"North East, Protective service occupations",20,41369,-3.2,40999,-0.6,28783.00,30085.00,32234.00,33247.00,38444.00,45543.00,47507.00,49108.00,x,x,2024-01-01
"North East, Business and public service associate professionals",59,32023,8.5,38726,9,19475.00,23949.00,24802.00,26203.00,29517.00,35683.00,40121.00,43775.00,x,x,2024-01-01
"North East,  Administrative and secretarial occupations",92,23507,9.3,23253,7.9,9516.00,13987.00,16026.00,18112.00,21069.00,25531.00,27521.00,29381.00,31228.00,36390.00,2024-01-01
"North East, Administrative occupations",77,24294,10.5,24118,7.4,10022.00,15209.00,17646.00,19079.00,21940.00,25978.00,28510.00,30003.00,31532.00,36984.00,2024-01-01
"North East, Secretarial and related occupations",15,18414,8.3,18918,11.1,x,x,x,x,x,20336.00,x,x,x,x,2024-01-01
"North East,  Skilled trades occupations",56,31258,12.7,33199,11.5,x,22202.00,23682.00,24914.00,28496.00,34789.00,39430.00,41988.00,44938.00,x,2024-01-01
"North East, Skilled metal, electrical and electronic trades",31,36535,13.4,38937,11.9,x,27998.00,29329.00,30353.00,34022.00,40691.00,45553.00,48403.00,x,x,2024-01-01
"North East, Skilled construction and building trades",11,32603,9.8,31246,7,x,21739.00,23727.00,26222.00,29225.00,33532.00,35587.00,37644.00,x,x,2024-01-01
"North East, Textiles, printing and other skilled trades",11,23031,12.3,21609,5.4,x,x,16312.00,19178.00,21080.00,23787.00,24666.00,x,x,x,2024-01-01
"North East,  Caring, leisure and other service occupations",69,20001,5.2,19960,5.5,8194.00,12114.00,13443.00,14940.00,17860.00,22471.00,24419.00,25511.00,26573.00,x,2024-01-01
"North East, Caring personal service occupations",58,20320,7.2,20124,6.6,8186.00,12156.00,13903.00,15104.00,18062.00,22409.00,24420.00,25588.00,26643.00,x,2024-01-01
"North East, Leisure, travel and related personal service occupations",10,16787,-9.3,17738,-4.5,x,10837.00,12151.00,12544.00,14162.00,19529.00,23522.00,x,x,x,2024-01-01
"North East,  Sales and customer service occupations",64,17006,11,18290,9.4,7586.00,9920.00,11096.00,12186.00,14127.00,19855.00,22834.00,24271.00,25593.00,x,2024-01-01
"North East, Sales occupations",45,14979,9.7,16715,11.1,6714.00,8974.00,10025.00,11060.00,12799.00,17520.00,20110.00,22089.00,23601.00,x,2024-01-01
"North East, Customer service occupations",18,22538,,22206,6.7,10428.00,13777.00,15547.00,17065.00,20479.00,24557.00,26861.00,28432.00,29273.00,x,2024-01-01
"North East,  Process, plant and machine operatives",51,29288,4.1,30809,7.1,18052.00,23256.00,24259.00,25365.00,26731.00,32609.00,35611.00,37436.00,40116.00,x,2024-01-01
"North East, Process, plant and machine operatives",28,29672,3.3,30819,7.3,20409.00,23385.00,24263.00,25444.00,27001.00,33037.00,35882.00,37344.00,39810.00,x,2024-01-01
"North East, Transport and mobile machine drivers and operatives",23,28590,,30796,6.9,x,22322.00,24177.00,25274.00,26531.00,31857.00,34828.00,37919.00,x,x,2024-01-01
"North East,  Elementary occupations",76,17907,10.1,18000,10.1,x,6982.00,8124.00,9149.00,13604.00,21709.00,24288.00,25555.00,27465.00,x,2024-01-01
"North East, Elementary trades and related occupations",9,23074,5.5,23853,9.7,x,x,20016.00,21346.00,22247.00,25015.00,28569.00,29356.00,x,x,2024-01-01
"North East, Elementary administration and service occupations",68,16697,11.7,17252,10.3,x,6511.00,7753.00,8759.00,12119.00,20516.00,23842.00,25055.00,26799.00,x,2024-01-01
North West,2455,30296,6.7,35029,7.9,11147.00,18043.00,21070.00,23150.00,26563.00,34717.00,40215.00,43674.00,47703.00,60422.00,2024-01-01
"North West, Managers, directors and senior officials",258,44830,8,56087,9.9,20837.00,28275.00,30818.00,33260.00,38573.00,52768.00,61007.00,67655.00,74574.00,99161.00,2024-01-01
"North West, Corporate managers and directors",197,50147,11.2,61603,12.9,20895.00,29534.00,32000.00,35701.00,42755.00,59172.00,69064.00,74910.00,82239.00,x,2024-01-01
"North West, Other managers and proprietors",61,35714,5.3,38176,2.6,19985.00,24932.00,26773.00,28523.00,32937.00,39500.00,43428.00,45493.00,48520.00,x,2024-01-01
"North West, Professional occupations",676,41581,5.7,45030,6.6,22352.00,28204.00,30670.00,32971.00,37480.00,46162.00,50894.00,53850.00,58146.00,70439.00,2024-01-01
"North West, Science, research, engineering and technology professionals",156,46439,7.5,50249,10,26385.00,32010.00,34681.00,36685.00,41597.00,50800.00,56807.00,61917.00,65679.00,x,2024-01-01
"North West, Health professionals",195,37226,1.1,41269,0.5,17434.00,24716.00,27148.00,29435.00,33699.00,41051.00,45810.00,48638.00,52513.00,x,2024-01-01
"North West, Teaching and other educational professionals",149,42166,8.7,42176,9,20247.00,28571.00,30911.00,32983.00,38184.00,45752.00,49273.00,51928.00,54378.00,62992.00,2024-01-01
"North West, Business, media and public service professionals",177,42574,6.9,46973,8.2,24101.00,28630.00,31088.00,34184.00,38569.00,47506.00,52675.00,55174.00,60250.00,74262.00,2024-01-01
"North West, Associate professional occupations",364,32147,5,36246,6.6,17246.00,23014.00,24979.00,26344.00,29133.00,36007.00,40904.00,43252.00,47077.00,57776.00,2024-01-01
"North West, Science, engineering and technology associate professionals",73,32231,-1.8,36134,3.7,21691.00,24607.00,26001.00,27534.00,29866.00,36302.00,40260.00,42910.00,45132.00,x,2024-01-01
"North West, Health and social care associate professionals",61,24659,9.7,24039,9.6,11894.00,15954.00,17416.00,19358.00,22124.00,26350.00,28760.00,30036.00,31407.00,x,2024-01-01
"North West, Protective service occupations",18,41683,6.1,41776,8.3,x,32187.00,35219.00,36261.00,38496.00,43877.00,46907.00,48059.00,x,x,2024-01-01
"North West, Culture, media and sports occupations",19,29074,,36126,,x,x,21260.00,22731.00,26261.00,32177.00,37391.00,x,x,x,2024-01-01
"North West, Business and public service associate professionals",193,34751,4,39624,4.8,19564.00,25173.00,26736.00,28316.00,31504.00,39025.00,44020.00,47746.00,51579.00,65659.00,2024-01-01
"North West, Administrative and secretarial occupations",274,25063,9.4,25730,10.3,10425.00,14651.00,16828.00,19183.00,22819.00,27407.00,30106.00,31946.00,34060.00,41793.00,2024-01-01
"North West, Administrative occupations",229,25915,9.8,26734,10.8,10987.00,16060.00,18322.00,20824.00,23990.00,28277.00,31085.00,32704.00,35356.00,42403.00,2024-01-01
"North West, Secretarial and related occupations",45,19471,5,20650,5.8,8920.00,11990.00,12708.00,13685.00,16433.00,21961.00,24206.00,26051.00,28225.00,x,2024-01-01
"North West, Skilled trades occupations",154,31993,6.9,33680,8.3,18217.00,23296.00,24719.00,26219.00,28854.00,34741.00,38789.00,41093.00,43730.00,51982.00,2024-01-01
"North West, Skilled agricultural and related trades",8,26162,8.8,26952,12.9,x,22125.00,23095.00,23723.00,25167.00,26628.00,28056.00,x,x,x,2024-01-01
"North West, Skilled metal, electrical and electronic trades",87,35564,6.7,38118,10.1,22686.00,27093.00,28442.00,30359.00,33137.00,39233.00,43431.00,45428.00,48178.00,x,2024-01-01
"North West, Skilled construction and building trades",26,32001,2.2,32497,2,16908.00,22218.00,24216.00,25475.00,29282.00,34840.00,38626.00,41373.00,42277.00,x,2024-01-01
"North West, Textiles, printing and other skilled trades",33,24728,7.5,24295,7.7,10242.00,15822.00,18137.00,20430.00,22910.00,26899.00,28633.00,29867.00,31997.00,x,2024-01-01
"North West, Caring, leisure and other service occupations",217,20487,11.7,20265,9.7,7442.00,12082.00,13771.00,15320.00,18125.00,22641.00,24865.00,25979.00,27780.00,31635.00,2024-01-01
"North West, Caring personal service occupations",185,20335,11.4,20224,10.7,7474.00,12171.00,13954.00,15442.00,18129.00,22481.00,24781.00,25851.00,27611.00,31190.00,2024-01-01
"North West, Leisure, travel and related personal service occupations",32,20816,9.3,20316,5.1,7348.00,11108.00,12967.00,13922.00,17346.00,23331.00,25142.00,26246.00,28047.00,x,2024-01-01
"North West, Sales and customer service occupations",152,17357,9.5,18866,8.5,6845.00,9496.00,10739.00,11913.00,14542.00,20640.00,23515.00,24877.00,26718.00,32028.00,2024-01-01
"North West, Sales occupations",108,15191,5.5,17237,7.7,6478.00,8843.00,9719.00,10753.00,12860.00,18024.00,21331.00,22691.00,24215.00,29543.00,2024-01-01
"North West, Customer service occupations",44,23136,8.9,22861,7.4,9422.00,13827.00,15565.00,16502.00,20567.00,25128.00,27607.00,28872.00,31042.00,x,2024-01-01
"North West, Process, plant and machine operatives",141,29540,2.7,30618,2.2,15667.00,21919.00,23305.00,24500.00,26826.00,32447.00,35302.00,37113.00,39975.00,46307.00,2024-01-01
"North West, Process, plant and machine operatives",66,28438,4.8,29506,5.6,17127.00,21922.00,23088.00,23894.00,25696.00,30703.00,33503.00,34826.00,36974.00,x,2024-01-01
"North West, Transport and mobile machine drivers and operatives",75,30995,2,31604,-0.1,14366.00,21769.00,23537.00,25206.00,27952.00,33689.00,37044.00,40220.00,42454.00,x,2024-01-01
"North West, Elementary occupations",219,18325,5.7,18598,6.9,4330.00,7507.00,9003.00,10124.00,13915.00,21940.00,24845.00,26473.00,28417.00,33800.00,2024-01-01
"North West, Elementary trades and related occupations",24,25406,2.7,25664,1.5,11218.00,17640.00,20553.00,21232.00,23608.00,27752.00,30329.00,32451.00,34250.00,x,2024-01-01
"North West, Elementary administration and service occupations",195,16514,3.4,17735,7,4038.00,7103.00,8491.00,9668.00,12660.00,20726.00,24003.00,25370.00,27486.00,32399.00,2024-01-01
Yorkshire and The Humber,1863,29811,9.2,33676,8.2,11105.00,17839.00,20682.00,22816.00,26081.00,33857.00,38833.00,42114.00,45889.00,57023.00,2024-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",193,44686,10.7,53097,7.4,21225.00,27943.00,30481.00,32740.00,37977.00,50860.00,59070.00,63832.00,69938.00,x,2024-01-01
"Yorkshire and The Humber, Corporate managers and directors",152,47467,10.8,56566,7.9,21748.00,29661.00,32339.00,34998.00,41171.00,54783.00,63080.00,68474.00,76848.00,x,2024-01-01
"Yorkshire and The Humber, Other managers and proprietors",42,33956,2.5,40422,7.4,19236.00,24744.00,26301.00,28729.00,31195.00,38277.00,44585.00,47720.00,51620.00,x,2024-01-01
"Yorkshire and The Humber, Professional occupations",488,40000,4.7,43447,6.6,22552.00,27856.00,30124.00,32000.00,36168.00,44256.00,48508.00,51511.00,55302.00,68660.00,2024-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",108,44771,7.4,48693,7.3,24872.00,30720.00,33212.00,35538.00,39312.00,49142.00,56455.00,60064.00,63905.00,x,2024-01-01
"Yorkshire and The Humber, Health professionals",128,38574,9.3,42601,11.6,20341.00,26950.00,28509.00,31017.00,34831.00,42437.00,46125.00,48567.00,51827.00,x,2024-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",118,38294,4.6,40361,6.4,x,27034.00,29362.00,31082.00,34273.00,43100.00,46525.00,48357.00,51695.00,x,2024-01-01
"Yorkshire and The Humber, Business, media and public service professionals",135,39715,4.3,42756,4.3,23583.00,27802.00,30060.00,31940.00,36295.00,43421.00,48795.00,51042.00,54818.00,69513.00,2024-01-01
"Yorkshire and The Humber, Associate professional occupations",285,31364,5.9,34200,5,15700.00,22579.00,24255.00,25814.00,28756.00,34555.00,38796.00,41999.00,45795.00,53524.00,2024-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",54,32105,3.2,34722,6.3,20784.00,24687.00,26036.00,27020.00,29709.00,34940.00,39221.00,40618.00,44603.00,x,2024-01-01
"Yorkshire and The Humber, Health and social care associate professionals",55,24315,9.5,23484,8.2,10917.00,x,16472.00,18580.00,20964.00,26074.00,28622.00,29719.00,30911.00,x,2024-01-01
"Yorkshire and The Humber, Protective service occupations",29,41799,7.5,41185,5.9,27298.00,30063.00,31321.00,32602.00,38200.00,46324.00,47979.00,49429.00,50460.00,x,2024-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",12,25751,,25797,,x,x,x,x,x,29421.00,x,x,x,x,2024-01-01
"Yorkshire and The Humber, Business and public service associate professionals",135,33878,4.9,37613,4.7,18721.00,24084.00,25790.00,27305.00,30734.00,37500.00,42253.00,45759.00,50094.00,x,2024-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",189,24484,9.4,24563,8.4,9878.00,13883.00,15789.00,18360.00,22066.00,26466.00,29084.00,30485.00,32188.00,38398.00,2024-01-01
"Yorkshire and The Humber, Administrative occupations",158,25456,9.1,25792,8.4,10836.00,15401.00,18549.00,20480.00,23488.00,27505.00,30000.00,31414.00,33122.00,39389.00,2024-01-01
"Yorkshire and The Humber, Secretarial and related occupations",31,16150,-2.3,18237,4.6,6303.00,9497.00,11438.00,12556.00,14327.00,18858.00,22252.00,23606.00,24561.00,x,2024-01-01
"Yorkshire and The Humber, Skilled trades occupations",134,33139,8.1,33693,6,16910.00,23400.00,24895.00,26137.00,29404.00,35994.00,39404.00,41631.00,43997.00,50836.00,2024-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",74,37601,9.3,38527,8.2,23036.00,27825.00,29566.00,31195.00,35011.00,40800.00,44541.00,47138.00,49363.00,x,2024-01-01
"Yorkshire and The Humber, Skilled construction and building trades",27,32662,8.5,32875,5.2,21258.00,24914.00,25982.00,27278.00,29449.00,34940.00,37393.00,39248.00,40152.00,x,2024-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",29,23727,-1.3,23572,1.1,9958.00,14277.00,16310.00,18511.00,22457.00,26000.00,27740.00,29231.00,30773.00,x,2024-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",160,19389,13.2,19704,10.8,8562.00,12104.00,14242.00,15540.00,17604.00,21548.00,23858.00,24851.00,26647.00,30965.00,2024-01-01
"Yorkshire and The Humber, Caring personal service occupations",137,19378,13.3,19864,11.8,8914.00,12512.00,14522.00,15675.00,17647.00,21487.00,23877.00,25007.00,26809.00,31221.00,2024-01-01
"Yorkshire and The Humber, Sales and customer service occupations",123,17522,15.5,18458,10.7,6895.00,9727.00,10745.00,11759.00,14268.00,20515.00,23379.00,24705.00,26072.00,30755.00,2024-01-01
"Yorkshire and The Humber, Sales occupations",87,15505,13.1,17286,12.6,6371.00,8991.00,9913.00,10875.00,12817.00,18367.00,21711.00,23187.00,24627.00,29065.00,2024-01-01
"Yorkshire and The Humber, Customer service occupations",36,21951,6,21290,5.8,9072.00,12300.00,13678.00,15257.00,19047.00,23898.00,25815.00,26861.00,28327.00,x,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",113,30511,8,31888,6.8,16317.00,22818.00,24211.00,25530.00,27618.00,33292.00,36356.00,38481.00,40723.00,x,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",62,28826,6.2,30070,6,x,21663.00,23369.00,24478.00,26247.00,31302.00,33768.00,34863.00,37159.00,x,2024-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",51,33105,8.9,34119,8.3,16269.00,23915.00,25776.00,26722.00,29807.00,36652.00,39437.00,40585.00,43124.00,x,2024-01-01
"Yorkshire and The Humber, Elementary occupations",178,19278,14.9,18863,12.4,4487.00,7798.00,9187.00,10950.00,14633.00,22499.00,24759.00,26315.00,28068.00,33282.00,2024-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",20,23111,4.8,24580,10.4,x,19956.00,20639.00,21320.00,22208.00,24898.00,27514.00,29830.00,x,x,2024-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",158,17493,18.4,18135,13.4,4157.00,7391.00,8617.00,10043.00,13479.00,21913.00,24431.00,25964.00,27741.00,32635.00,2024-01-01
East Midlands,1577,28897,7.2,32536,6.6,10239.00,16378.00,19374.00,21930.00,25288.00,32740.00,37791.00,40832.00,44697.00,55997.00,2024-01-01
"East Midlands, Managers, directors and senior officials",175,43684,7.6,52415,5.5,17620.00,27804.00,30532.00,34037.00,38583.00,50175.00,58898.00,64833.00,71621.00,x,2024-01-01
"East Midlands, Corporate managers and directors",131,46517,7.9,56727,5.6,x,28987.00,32447.00,35462.00,41030.00,54581.00,65895.00,71942.00,79154.00,x,2024-01-01
"East Midlands, Other managers and proprietors",44,37529,10.8,39563,4.4,18794.00,25891.00,28060.00,30384.00,34166.00,40990.00,45632.00,48680.00,51703.00,x,2024-01-01
"East Midlands, Professional occupations",357,38797,4,41688,4.2,20213.00,26858.00,29190.00,31152.00,35208.00,43263.00,47800.00,50459.00,53987.00,65007.00,2024-01-01
"East Midlands, Science, research, engineering and technology professionals",95,45719,5.9,48115,5.5,27352.00,32077.00,34440.00,36738.00,41326.00,50327.00,55504.00,58093.00,62039.00,x,2024-01-01
"East Midlands, Health professionals",80,36913,6.2,39713,0.4,13740.00,23260.00,25755.00,28210.00,33069.00,40054.00,45015.00,46973.00,50203.00,x,2024-01-01
"East Midlands, Teaching and other educational professionals",88,36520,1.8,37431,1.7,17267.00,24448.00,27547.00,29110.00,32148.00,40300.00,44214.00,45759.00,48491.00,x,2024-01-01
"East Midlands, Business, media and public service professionals",95,37785,8.1,40891,7.1,x,26397.00,28483.00,30206.00,34267.00,41083.00,45986.00,48686.00,52379.00,x,2024-01-01
"East Midlands, Associate professional occupations",230,31245,5.5,34551,4.1,14617.00,21937.00,24073.00,25658.00,28368.00,34752.00,39091.00,42068.00,45543.00,55866.00,2024-01-01
"East Midlands, Science, engineering and technology associate professionals",52,31627,4.1,34351,6.4,21384.00,24900.00,26146.00,27139.00,29631.00,34298.00,37928.00,39984.00,42985.00,x,2024-01-01
"East Midlands, Health and social care associate professionals",40,25025,12.5,24244,11.6,12400.00,15853.00,18149.00,19990.00,23043.00,26303.00,28251.00,29804.00,31506.00,x,2024-01-01
"East Midlands, Protective service occupations",14,39937,6.5,41295,7.2,x,30678.00,32015.00,33316.00,37911.00,45218.00,47965.00,49242.00,x,x,2024-01-01
"East Midlands, Culture, media and sports occupations",15,25224,,27853,8.4,x,x,x,x,x,x,x,x,x,x,2024-01-01
"East Midlands, Business and public service associate professionals",109,34788,3.1,38463,2.3,15707.00,23900.00,25820.00,27836.00,30793.00,39058.00,44013.00,47042.00,51255.00,x,2024-01-01
"East Midlands, Administrative and secretarial occupations",163,23370,7.4,23458,8.2,9136.00,13300.00,15020.00,16888.00,20508.00,25339.00,28208.00,29607.00,31255.00,36193.00,2024-01-01
"East Midlands, Administrative occupations",131,24126,7.4,24323,8.2,9253.00,14037.00,16087.00,18135.00,21929.00,26504.00,29297.00,30742.00,32242.00,37369.00,2024-01-01
"East Midlands, Secretarial and related occupations",32,18991,9.9,19872,10.4,8597.00,11866.00,12560.00,13462.00,16057.00,22128.00,23767.00,24941.00,26103.00,x,2024-01-01
"East Midlands, Skilled trades occupations",116,32291,6.9,33775,9.8,18282.00,23038.00,24757.00,26696.00,29298.00,35727.00,39232.00,41402.00,43552.00,51124.00,2024-01-01
"East Midlands, Skilled metal, electrical and electronic trades",69,37470,11,38579,9.5,23273.00,27855.00,29329.00,31392.00,34660.00,40069.00,42681.00,45117.00,48468.00,x,2024-01-01
"East Midlands, Skilled construction and building trades",19,31804,-0.2,32601,1.4,x,23769.00,24803.00,27163.00,29107.00,33536.00,35844.00,38398.00,x,x,2024-01-01
"East Midlands, Textiles, printing and other skilled trades",24,23427,16.8,23132,12.7,10309.00,13826.00,16862.00,19089.00,21402.00,24944.00,27278.00,29116.00,30557.00,x,2024-01-01
"East Midlands, Caring, leisure and other service occupations",132,18849,7.8,19162,9.2,7303.00,11357.00,12948.00,14288.00,16723.00,21584.00,23892.00,24923.00,26149.00,30167.00,2024-01-01
