Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
Health and social care associate professionals,444,21591,5.5,22546,8.1,9750.00,13599.00,15174.00,16682.00,19429.00,23837.00,26639.00,27931.00,29174.00,33920.00,2022-01-01
Protective service occupations,392,41690,5,41029,5.6,25946.00,30641.00,32729.00,34194.00,38013.00,44387.00,47342.00,48998.00,50766.00,55830.00,2022-01-01
"Culture, media and sports occupations",166,25500,15.6,28825,,4560.00,9711.00,12843.00,15256.00,21579.00,29093.00,32596.00,35468.00,37944.00,x,2022-01-01
Business and public service associate professionals,1463,33601,4.8,40006,6.3,18542.00,23489.00,25262.00,26908.00,30034.00,37958.00,42804.00,46067.00,50324.00,67641.00,2022-01-01
Administrative and secretarial occupations,2453,21312,4,22532,2,8728.00,12257.00,13927.00,15882.00,19039.00,23702.00,26331.00,27812.00,29856.00,36371.00,2022-01-01
Administrative occupations,2016,22093,3.6,23332,1.6,9004.00,12977.00,15000.00,17091.00,19921.00,24415.00,27061.00,28492.00,30368.00,37000.00,2022-01-01
Secretarial and related occupations,437,17502,9.6,18846,4.7,6926.00,9728.00,10889.00,12217.00,14719.00,19875.00,22224.00,23888.00,25793.00,32250.00,2022-01-01
Skilled trades occupations,1522,28719,7.9,29946,7.3,14913.00,20246.00,21850.00,23200.00,26011.00,31568.00,34689.00,36475.00,38918.00,45429.00,2022-01-01
Skilled agricultural and related trades,88,22363,5.7,22838,6.6,x,18378.00,19155.00,19949.00,21001.00,23954.00,25512.00,26307.00,27516.00,x,2022-01-01
"Skilled metal, electrical and electronic trades",846,32602,6.4,33695,5.6,19719.00,23833.00,25545.00,26937.00,30000.00,34999.00,38202.00,40153.00,42144.00,49135.00,2022-01-01
Skilled construction and building trades,267,30028,4.7,31073,4.7,18218.00,22920.00,24093.00,25980.00,27804.00,32096.00,34738.00,36520.00,38516.00,44880.00,2022-01-01
"Textiles, printing and other skilled trades",322,21032,11.1,21095,10.1,9360.00,12513.00,14244.00,15772.00,19000.00,22962.00,25124.00,26218.00,27744.00,31707.00,2022-01-01
"Caring, leisure and other service occupations",1916,16673,6.7,17264,5.4,6542.00,9796.00,11188.00,12389.00,14499.00,18887.00,21177.00,22440.00,23901.00,28236.00,2022-01-01
Caring personal service occupations,1581,16454,5.6,17003,4.8,6648.00,9918.00,11262.00,12425.00,14435.00,18574.00,20804.00,22035.00,23440.00,27436.00,2022-01-01
"Leisure, travel and related personal service occupations",311,17286,12.3,18010,7.1,5936.00,8831.00,10324.00,11701.00,14423.00,19978.00,22452.00,23865.00,25236.00,30571.00,2022-01-01
Community and civil enforcement occupations,23,25989,9.7,24966,6.1,15815.00,19180.00,20405.00,21227.00,23175.00,27487.00,29445.00,29953.00,30602.00,x,2022-01-01
Sales and customer service occupations,1441,14910,4.4,16479,3.8,5962.00,8330.00,9412.00,10475.00,12489.00,17505.00,20006.00,21300.00,23000.00,28265.00,2022-01-01
Sales occupations,1056,13511,3.6,15167,3.1,5736.00,7890.00,8747.00,9677.00,11576.00,15683.00,18192.00,19348.00,20764.00,25578.00,2022-01-01
Customer service occupations,386,20082,5.5,20073,3.6,7478.00,10980.00,12468.00,14099.00,17635.00,21936.00,24204.00,25558.00,27501.00,33261.00,2022-01-01
"Process, plant and machine operatives",1294,26262,8.5,28058,8,14264.00,19222.00,20379.00,21517.00,23901.00,29181.00,32653.00,34672.00,36894.00,42965.00,2022-01-01
"Process, plant and machine operatives",646,24910,8.4,26692,8.5,15830.00,19199.00,20101.00,20980.00,22902.00,27282.00,30436.00,32401.00,34326.00,40199.00,2022-01-01
Transport and mobile machine drivers and operatives,648,28100,10.1,29421,8.3,12558.00,19272.00,20896.00,22438.00,25200.00,31290.00,34885.00,36784.00,38687.00,45056.00,2022-01-01
Elementary occupations,1774,16984,11.8,16994,8.5,3756.00,6809.00,7994.00,9537.00,12896.00,19973.00,22600.00,24098.00,25730.00,30274.00,2022-01-01
Elementary trades and related occupations,215,22435,6.7,22795,4.9,x,16666.00,17950.00,18938.00,20697.00,24072.00,25812.00,27148.00,28815.00,x,2022-01-01
Elementary administration and service occupations,1558,15434,14.6,16192,9,3422.00,6215.00,7380.00,8641.00,11522.00,18947.00,21790.00,23402.00,25236.00,29749.00,2022-01-01
North East,831,25017,7.5,28396,6.6,9032.00,14404.00,16781.00,18534.00,21614.00,28556.00,33458.00,36042.00,39213.00,47939.00,2022-01-01
"North East,  Managers, directors and senior officials",72,36990,17.4,44463,6.2,15659.00,21650.00,23993.00,25768.00,29522.00,42515.00,49118.00,x,x,x,2022-01-01
"North East, Corporate managers and directors",57,39457,17.3,47373,4.6,15848.00,22371.00,24659.00,x,31531.00,44957.00,x,x,x,x,2022-01-01
"North East, Other managers and proprietors",15,29062,2.3,33454,3.8,x,19939.00,21351.00,23376.00,25498.00,33436.00,x,x,x,x,2022-01-01
"North East,  Professional occupations",204,36068,1.4,39177,3,19682.00,25729.00,27862.00,29839.00,32889.00,39246.00,42933.00,45041.00,47907.00,x,2022-01-01
"North East, Science, research, engineering and technology professionals",41,40670,7.2,40715,4.8,23000.00,29297.00,31650.00,32933.00,36463.00,43579.00,47098.00,49128.00,50896.00,x,2022-01-01
"North East, Health professionals",66,33765,-0.2,39552,-1,19363.00,24265.00,25910.00,27671.00,31108.00,37828.00,41592.00,43503.00,45999.00,x,2022-01-01
"North East, Teaching and other educational professionals",48,36916,1.5,40049,4.6,17314.00,26495.00,28804.00,29975.00,33709.00,39208.00,41701.00,44741.00,46600.00,x,2022-01-01
"North East, Business, media and public service professionals",49,34874,5.8,36539,3.4,19580.00,25299.00,27631.00,29886.00,32327.00,37897.00,40812.00,43327.00,45570.00,x,2022-01-01
"North East,  Associate professional occupations",116,27514,7,30094,9.7,12847.00,19771.00,21185.00,22155.00,25091.00,30711.00,35224.00,37586.00,41339.00,x,2022-01-01
"North East, Science, engineering and technology associate professionals",28,26512,7.2,29171,9.1,18649.00,22320.00,22598.00,23727.00,25097.00,28341.00,33844.00,35101.00,x,x,2022-01-01
"North East, Protective service occupations",19,41288,12,37812,3.7,x,27573.00,30326.00,31203.00,35602.00,42633.00,44412.00,45307.00,x,x,2022-01-01
"North East, Business and public service associate professionals",43,28216,8.7,32348,9.4,14692.00,20348.00,21570.00,22602.00,25841.00,32858.00,35545.00,39165.00,41250.00,x,2022-01-01
"North East,  Administrative and secretarial occupations",96,20551,0.3,20802,-0.9,9364.00,12812.00,14406.00,15715.00,18026.00,22119.00,23927.00,25411.00,27319.00,32691.00,2022-01-01
"North East, Administrative occupations",81,21244,1.2,21493,-1.8,9497.00,13360.00,15198.00,16596.00,19077.00,22591.00,25063.00,26199.00,27710.00,x,2022-01-01
"North East, Secretarial and related occupations",15,16443,10.1,17157,9.9,x,10514.00,11688.00,12729.00,14876.00,19441.00,20681.00,21337.00,x,x,2022-01-01
"North East,  Skilled trades occupations",62,27282,2.2,28580,4.6,11599.00,18716.00,20074.00,21159.00,24516.00,30309.00,33693.00,35248.00,37046.00,x,2022-01-01
"North East, Skilled metal, electrical and electronic trades",35,33492,9.2,33707,8.2,18998.00,23098.00,25261.00,26504.00,28647.00,35302.00,37428.00,39457.00,41123.00,x,2022-01-01
"North East, Skilled construction and building trades",10,28387,3.9,28585,-3.7,x,x,23863.00,26113.00,28064.00,29837.00,31395.00,x,x,x,2022-01-01
"North East, Textiles, printing and other skilled trades",15,18431,15.5,17748,9.6,x,10139.00,10737.00,x,15382.00,19715.00,21138.00,x,x,x,2022-01-01
"North East,  Caring, leisure and other service occupations",76,16995,5.5,16961,7.5,x,x,11357.00,12499.00,14849.00,18605.00,20174.00,21673.00,22745.00,x,2022-01-01
"North East, Caring personal service occupations",62,17313,5,16866,7.3,x,x,x,12921.00,15307.00,18616.00,20128.00,21534.00,x,x,2022-01-01
"North East, Leisure, travel and related personal service occupations",12,14045,11.6,16344,5.6,x,8032.00,9086.00,10257.00,12197.00,16507.00,x,x,x,x,2022-01-01
"North East,  Sales and customer service occupations",69,15166,2.5,16033,2.9,6697.00,9017.00,10081.00,11028.00,12839.00,17255.00,19347.00,20834.00,21976.00,x,2022-01-01
"North East, Sales occupations",49,13155,-4.2,14617,-0.3,6466.00,8353.00,9357.00,10203.00,11566.00,15215.00,17370.00,18613.00,19672.00,x,2022-01-01
"North East, Customer service occupations",20,19590,6.1,19564,8,x,13033.00,14507.00,15728.00,17842.00,21262.00,22524.00,23729.00,25052.00,x,2022-01-01
"North East,  Process, plant and machine operatives",56,25737,13.1,27046,11.8,16295.00,19364.00,20320.00,21359.00,23597.00,28129.00,31623.00,33577.00,35140.00,x,2022-01-01
"North East, Process, plant and machine operatives",34,26082,17.9,26361,10.5,16425.00,19532.00,20455.00,21355.00,23810.00,27807.00,30602.00,32263.00,34545.00,x,2022-01-01
"North East, Transport and mobile machine drivers and operatives",23,25251,9.6,28053,14.1,14570.00,19279.00,19954.00,21291.00,23528.00,28224.00,32641.00,35119.00,37679.00,x,2022-01-01
"North East,  Elementary occupations",80,15150,13,15581,7,x,x,x,x,11125.00,18496.00,21124.00,22382.00,24843.00,x,2022-01-01
"North East, Elementary trades and related occupations",8,22653,5.4,23294,6.2,x,18446.00,19564.00,20195.00,21777.00,24880.00,25502.00,x,x,x,2022-01-01
"North East, Elementary administration and service occupations",72,13965,19.5,14759,8,x,x,x,7508.00,10221.00,17047.00,20036.00,21545.00,23508.00,x,2022-01-01
North West,2300,26173,7.3,30313,6.4,9564.00,15115.00,17674.00,19593.00,22709.00,30200.00,35360.00,38822.00,42149.00,52954.00,2022-01-01
"North West, Managers, directors and senior officials",241,40189,5.9,47436,1.8,16444.00,23269.00,26000.00,28658.00,33156.00,45830.00,52955.00,58423.00,63936.00,x,2022-01-01
"North West, Corporate managers and directors",191,43694,5,51047,0.5,x,24062.00,26999.00,30486.00,37266.00,49858.00,58908.00,63513.00,69166.00,x,2022-01-01
"North West, Other managers and proprietors",50,31294,7.9,33550,5.3,17101.00,22706.00,23192.00,24509.00,27812.00,34709.00,38942.00,41584.00,43712.00,x,2022-01-01
"North West, Professional occupations",595,38123,2.8,40460,3.2,20247.00,26384.00,28343.00,30424.00,34172.00,41604.00,45878.00,48569.00,51519.00,62328.00,2022-01-01
"North West, Science, research, engineering and technology professionals",131,40725,1,42581,-2.6,x,29250.00,31770.00,33703.00,37291.00,44326.00,48967.00,50724.00,54439.00,x,2022-01-01
"North West, Health professionals",158,35828,2.9,39459,2.6,17487.00,24156.00,27026.00,28537.00,32367.00,39094.00,43052.00,45839.00,48585.00,x,2022-01-01
"North West, Teaching and other educational professionals",153,36961,1.9,38653,5.8,16289.00,25173.00,26909.00,28832.00,33133.00,41604.00,45133.00,47519.00,49680.00,x,2022-01-01
"North West, Business, media and public service professionals",154,38950,5.3,41482,5.9,22000.00,26605.00,28593.00,30743.00,34659.00,42160.00,47094.00,49740.00,54392.00,x,2022-01-01
"North West, Associate professional occupations",293,29377,7.5,32191,8.3,13577.00,20116.00,21292.00,23184.00,26253.00,32828.00,37037.00,39353.00,42288.00,51559.00,2022-01-01
"North West, Science, engineering and technology associate professionals",61,30511,6.8,31510,7.4,x,x,21991.00,23678.00,27231.00,32995.00,35666.00,37160.00,x,x,2022-01-01
"North West, Health and social care associate professionals",48,20197,2.7,20014,5.1,x,x,x,x,x,22344.00,x,x,x,x,2022-01-01
"North West, Protective service occupations",20,36183,5.2,36112,7.3,x,25699.00,27223.00,29870.00,32354.00,40199.00,42934.00,44362.00,x,x,2022-01-01
"North West, Business and public service associate professionals",151,32540,9,36201,6.9,18392.00,22690.00,24591.00,25748.00,28854.00,36180.00,40516.00,43015.00,46351.00,x,2022-01-01
"North West, Administrative and secretarial occupations",278,21312,6.1,22403,4.7,9008.00,12820.00,14543.00,16528.00,19224.00,23351.00,25825.00,27326.00,28827.00,35003.00,2022-01-01
"North West, Administrative occupations",230,22129,5.4,23313,4.5,9707.00,13437.00,15909.00,17951.00,20091.00,24202.00,26608.00,27872.00,29595.00,36137.00,2022-01-01
"North West, Secretarial and related occupations",48,17037,7.2,18039,4.9,6270.00,10021.00,11219.00,12688.00,14983.00,19210.00,20583.00,22011.00,23572.00,x,2022-01-01
"North West, Skilled trades occupations",159,27986,8.2,29432,8.5,15259.00,20529.00,22098.00,23359.00,25685.00,30092.00,33693.00,35600.00,38390.00,x,2022-01-01
"North West, Skilled metal, electrical and electronic trades",95,30911,5,32854,5.5,x,23728.00,24892.00,26127.00,28456.00,34211.00,37784.00,39515.00,42107.00,x,2022-01-01
"North West, Skilled construction and building trades",23,29107,8.4,29563,9.1,16346.00,22853.00,23956.00,25137.00,27016.00,31275.00,32973.00,34252.00,x,x,2022-01-01
"North West, Textiles, printing and other skilled trades",33,21212,17.2,20791,11.7,x,x,x,x,19722.00,22667.00,x,x,x,x,2022-01-01
"North West, Caring, leisure and other service occupations",215,16364,5.9,16638,4.1,6913.00,9779.00,11128.00,12478.00,14457.00,18230.00,20240.00,21393.00,22293.00,25922.00,2022-01-01
"North West, Caring personal service occupations",183,16286,4.7,16537,2.9,x,9912.00,11207.00,12543.00,14418.00,18103.00,20092.00,21395.00,22285.00,x,2022-01-01
"North West, Leisure, travel and related personal service occupations",31,16992,18.4,16789,10.4,5966.00,8070.00,9067.00,11258.00,14017.00,18431.00,20227.00,20835.00,x,x,2022-01-01
"North West, Sales and customer service occupations",164,15490,6,17100,6.3,x,8725.00,10095.00,11273.00,13372.00,18235.00,20677.00,21938.00,23185.00,x,2022-01-01
"North West, Sales occupations",116,14097,4.7,15920,6.7,x,8081.00,9388.00,10365.00,12267.00,15843.00,18532.00,19932.00,21614.00,x,2022-01-01
"North West, Customer service occupations",49,20222,4.6,19895,2.2,7568.00,11632.00,13223.00,15165.00,18240.00,21917.00,23434.00,24328.00,25829.00,x,2022-01-01
"North West, Process, plant and machine operatives",143,25772,7,27558,6.4,13887.00,18610.00,20322.00,21493.00,23602.00,28290.00,31891.00,33750.00,36088.00,43052.00,2022-01-01
"North West, Process, plant and machine operatives",66,24501,4.8,25954,4.7,15109.00,18641.00,20133.00,21090.00,22856.00,26517.00,29215.00,30311.00,32801.00,x,2022-01-01
"North West, Transport and mobile machine drivers and operatives",76,27248,8.6,28947,8.6,12420.00,18474.00,20727.00,22185.00,24475.00,30824.00,34335.00,36545.00,38593.00,x,2022-01-01
"North West, Elementary occupations",214,17648,24.9,16875,11.4,x,7109.00,8202.00,10119.00,13745.00,19970.00,22405.00,23440.00,24856.00,x,2022-01-01
"North West, Elementary trades and related occupations",24,22577,6.8,22960,6.7,11626.00,17892.00,19412.00,19737.00,21012.00,23944.00,25738.00,26635.00,28276.00,x,2022-01-01
"North West, Elementary administration and service occupations",190,16363,29.8,16120,12.1,x,6556.00,7642.00,9262.00,12309.00,19128.00,21731.00,22884.00,24444.00,x,2022-01-01
Yorkshire and The Humber,1736,25862,8.8,29864,8.3,9600.00,15116.00,17582.00,19424.00,22598.00,29888.00,34478.00,37446.00,40847.00,51740.00,2022-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",191,37405,5.3,47580,7,17602.00,23345.00,25057.00,27176.00,31588.00,44418.00,52021.00,56574.00,61995.00,x,2022-01-01
"Yorkshire and The Humber, Corporate managers and directors",152,40913,4.3,50843,5.2,16438.00,24299.00,26211.00,28724.00,34551.00,47154.00,54934.00,59963.00,65724.00,x,2022-01-01
"Yorkshire and The Humber, Other managers and proprietors",39,29977,3.9,34897,13.1,18654.00,21995.00,23041.00,24000.00,25868.00,32033.00,37871.00,41754.00,x,x,2022-01-01
"Yorkshire and The Humber, Professional occupations",420,36248,2.9,38793,4.2,19725.00,24830.00,27001.00,28821.00,32581.00,40003.00,44114.00,46786.00,50497.00,60000.00,2022-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",93,40448,2.6,42712,4.4,23957.00,28424.00,30500.00,32960.00,36679.00,44306.00,49143.00,52034.00,55312.00,x,2022-01-01
"Yorkshire and The Humber, Health professionals",101,32570,2.4,36683,2,17367.00,23452.00,24854.00,27041.00,30685.00,36868.00,40317.00,43424.00,47128.00,x,2022-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",108,35246,0.3,36575,3.3,15649.00,22523.00,25403.00,27188.00,31528.00,38606.00,41604.00,43884.00,47628.00,x,2022-01-01
"Yorkshire and The Humber, Business, media and public service professionals",118,36398,5.5,39532,6.9,20819.00,25353.00,27396.00,29174.00,33162.00,40382.00,44702.00,46965.00,50144.00,x,2022-01-01
"Yorkshire and The Humber, Associate professional occupations",230,29473,11.5,32554,12,15243.00,20462.00,21877.00,23495.00,26446.00,32380.00,37174.00,40494.00,43152.00,x,2022-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",49,29531,7.7,32104,7.5,18433.00,21126.00,22540.00,24225.00,26163.00,32079.00,36578.00,38416.00,40790.00,x,2022-01-01
"Yorkshire and The Humber, Health and social care associate professionals",41,21260,8.9,20675,6.3,9228.00,12329.00,14501.00,15765.00,18621.00,23013.00,24366.00,25535.00,27379.00,x,2022-01-01
"Yorkshire and The Humber, Protective service occupations",25,39329,2.4,38586,3.5,26778.00,30177.00,31225.00,31750.00,34369.00,41452.00,43803.00,46112.00,x,x,2022-01-01
"Yorkshire and The Humber, Business and public service associate professionals",107,31459,5.8,35920,9,18767.00,22368.00,x,25731.00,28709.00,35306.00,40551.00,x,x,x,2022-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",193,20350,3.3,20988,1.9,8715.00,12029.00,13477.00,15381.00,17983.00,22344.00,24966.00,26313.00,28050.00,32657.00,2022-01-01
"Yorkshire and The Humber, Administrative occupations",160,21267,3.4,21774,1.1,8983.00,12740.00,14520.00,16456.00,18966.00,23171.00,25710.00,27120.00,28461.00,33389.00,2022-01-01
"Yorkshire and The Humber, Secretarial and related occupations",34,16158,9.9,17246,8.4,6498.00,9220.00,10316.00,11512.00,13447.00,18751.00,20625.00,21719.00,23784.00,x,2022-01-01
"Yorkshire and The Humber, Skilled trades occupations",134,29578,10,30102,7.2,15274.00,20561.00,22198.00,23492.00,26224.00,31893.00,34885.00,36449.00,38635.00,44598.00,2022-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",76,32946,7.7,34134,6.3,20007.00,23941.00,26426.00,27690.00,30378.00,35557.00,38658.00,40755.00,43697.00,x,2022-01-01
"Yorkshire and The Humber, Skilled construction and building trades",26,29154,1.5,30002,2.8,19855.00,22825.00,23449.00,25128.00,27212.00,30775.00,33230.00,34596.00,x,x,2022-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",28,21709,12.3,21021,11,9945.00,13061.00,14870.00,16182.00,19659.00,22709.00,24555.00,25430.00,26154.00,x,2022-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",154,16181,7.3,16707,4.4,x,10148.00,11200.00,12284.00,14353.00,18217.00,20038.00,21428.00,22777.00,26341.00,2022-01-01
"Yorkshire and The Humber, Caring personal service occupations",126,16189,7.1,16678,4.2,7228.00,10308.00,11326.00,12441.00,14382.00,18167.00,19816.00,21386.00,22780.00,26245.00,2022-01-01
"Yorkshire and The Humber, Sales and customer service occupations",128,14838,5,16205,3.8,6397.00,8606.00,9608.00,10673.00,12474.00,17372.00,19740.00,21066.00,22103.00,x,2022-01-01
"Yorkshire and The Humber, Sales occupations",92,13783,6.2,15171,3.6,5853.00,7975.00,8798.00,9633.00,11517.00,15722.00,18376.00,19440.00,20808.00,x,2022-01-01
"Yorkshire and The Humber, Customer service occupations",35,19276,4,18920,4.5,8323.00,11601.00,12142.00,13233.00,16770.00,21086.00,22385.00,23212.00,24177.00,x,2022-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",128,25537,7.1,28006,6.9,15197.00,19441.00,20481.00,21574.00,24003.00,28433.00,32464.00,34317.00,36358.00,41779.00,2022-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",73,24112,6.2,26036,5.4,14891.00,18637.00,19812.00,20479.00,22164.00,26115.00,28996.00,31778.00,33186.00,x,2022-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",55,28522,12.6,30615,10.1,16350.00,20816.00,22825.00,24188.00,26020.00,32525.00,36320.00,37820.00,39575.00,x,2022-01-01
"Yorkshire and The Humber, Elementary occupations",158,17102,12.9,16831,7.6,x,6875.00,7961.00,9119.00,13030.00,19848.00,22367.00,23691.00,25335.00,x,2022-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",137,15283,14.3,15969,7.5,x,6228.00,7580.00,8524.00,11120.00,18963.00,21575.00,22900.00,24802.00,x,2022-01-01
East Midlands,1513,25819,7,29360,6,9359.00,14602.00,16950.00,19029.00,22355.00,29577.00,34042.00,36809.00,40124.00,50000.00,2022-01-01
"East Midlands, Managers, directors and senior officials",158,38781,8.1,47796,6.4,x,23862.00,26216.00,28155.00,33766.00,44272.00,50680.00,56636.00,63015.00,x,2022-01-01
"East Midlands, Corporate managers and directors",124,40623,5.5,50725,5,15147.00,23805.00,26459.00,28703.00,35199.00,46782.00,55697.00,61641.00,68804.00,x,2022-01-01
"East Midlands, Professional occupations",338,35769,5.1,38282,4.3,18361.00,25032.00,27234.00,29067.00,32018.00,39052.00,43147.00,45696.00,48592.00,x,2022-01-01
"East Midlands, Science, research, engineering and technology professionals",86,38991,4.7,41616,4.8,23505.00,28580.00,30471.00,32419.00,35692.00,42345.00,46264.00,48056.00,53168.00,x,2022-01-01
"East Midlands, Health professionals",69,33695,5.2,38572,6.4,15049.00,22616.00,25155.00,27066.00,30630.00,38513.00,42773.00,45354.00,48373.00,x,2022-01-01
"East Midlands, Teaching and other educational professionals",97,34834,4.5,34814,1.9,14459.00,22683.00,x,27304.00,30898.00,37134.00,40856.00,43811.00,45800.00,x,2022-01-01
"East Midlands, Business, media and public service professionals",86,34471,2.8,38629,5.2,x,x,27561.00,29141.00,31755.00,38242.00,42063.00,x,x,x,2022-01-01
"East Midlands, Associate professional occupations",208,28988,4.4,32238,5.5,14379.00,20091.00,21803.00,23433.00,26249.00,32199.00,36355.00,39137.00,42853.00,51559.00,2022-01-01
"East Midlands, Science, engineering and technology associate professionals",49,28266,2.3,30306,5.4,18112.00,22019.00,23290.00,24225.00,26580.00,30089.00,33448.00,35590.00,38069.00,x,2022-01-01
"East Midlands, Health and social care associate professionals",34,21760,7.5,22108,8.6,11676.00,15177.00,15836.00,17378.00,20231.00,23911.00,27035.00,28192.00,28727.00,x,2022-01-01
"East Midlands, Protective service occupations",20,38095,3.4,37909,3.3,x,28291.00,29754.00,31632.00,34941.00,41673.00,44444.00,44876.00,x,x,2022-01-01
"East Midlands, Business and public service associate professionals",92,32406,5.1,36490,5.9,16336.00,22373.00,23895.00,25653.00,28948.00,36355.00,41773.00,45000.00,48788.00,x,2022-01-01
"East Midlands, Administrative and secretarial occupations",166,20190,3.8,20724,2.5,8282.00,11441.00,12700.00,14532.00,18072.00,21782.00,24345.00,25362.00,27362.00,x,2022-01-01
"East Midlands, Administrative occupations",135,20861,3.9,21610,2.4,8787.00,12427.00,13614.00,15701.00,19001.00,22788.00,25000.00,26605.00,27974.00,33121.00,2022-01-01
"East Midlands, Secretarial and related occupations",30,16199,8.1,16754,6.1,7223.00,x,x,x,x,x,x,x,x,x,2022-01-01
"East Midlands, Skilled trades occupations",126,29100,10,29311,6.4,13854.00,19076.00,20905.00,22611.00,25738.00,31584.00,34023.00,35893.00,38444.00,44828.00,2022-01-01
"East Midlands, Skilled metal, electrical and electronic trades",72,32244,7.2,32789,5.2,19590.00,24053.00,25271.00,26267.00,30035.00,34229.00,37394.00,39183.00,40880.00,x,2022-01-01
"East Midlands, Skilled construction and building trades",21,29741,-0.1,31116,1.8,16745.00,21856.00,23346.00,24352.00,27832.00,31872.00,33922.00,36600.00,x,x,2022-01-01
"East Midlands, Textiles, printing and other skilled trades",26,18699,4.7,19908,10.6,9276.00,11476.00,13463.00,13788.00,16349.00,20791.00,23199.00,25800.00,x,x,2022-01-01
"East Midlands, Caring, leisure and other service occupations",128,16339,2.1,16617,2.8,x,9979.00,11120.00,12286.00,14508.00,18431.00,20420.00,21628.00,22595.00,x,2022-01-01
"East Midlands, Caring personal service occupations",108,16272,1,16504,1.8,x,10193.00,11263.00,12570.00,14514.00,18242.00,20071.00,21480.00,22404.00,x,2022-01-01
"East Midlands, Leisure, travel and related personal service occupations",19,16395,23.7,16903,10.6,x,7914.00,9316.00,10658.00,13524.00,19407.00,21344.00,22556.00,x,x,2022-01-01
"East Midlands, Sales and customer service occupations",98,14599,-0.1,15977,3.7,6423.00,8548.00,9599.00,10543.00,12466.00,16667.00,18924.00,20295.00,21985.00,27572.00,2022-01-01
"East Midlands, Sales occupations",70,13654,0.8,14954,2.5,6121.00,8280.00,8991.00,9965.00,11792.00,15434.00,17456.00,18680.00,19686.00,x,2022-01-01
"East Midlands, Customer service occupations",28,18272,1.5,18556,5.6,7617.00,10063.00,11631.00,12364.00,14791.00,20751.00,23186.00,23913.00,25399.00,x,2022-01-01
"East Midlands, Process, plant and machine operatives",124,26187,13.8,27444,9.8,13607.00,18832.00,19861.00,20785.00,23239.00,29040.00,32673.00,34610.00,36552.00,42281.00,2022-01-01
"East Midlands, Process, plant and machine operatives",69,24031,10.6,26270,8.7,15707.00,18790.00,19493.00,20081.00,22038.00,27196.00,30836.00,32655.00,33958.00,x,2022-01-01
"East Midlands, Transport and mobile machine drivers and operatives",55,28585,10.2,28922,10.7,11487.00,18848.00,21541.00,22672.00,25406.00,31054.00,35650.00,37018.00,38578.00,x,2022-01-01
