Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
West Midlands,2284,37,0,33.2,-0.8,15.60,24.00,28.70,32.20,35.00,37.50,38.00,39.50,40.00,42.50,2023-01-01
"West Midlands, Managers, directors and senior officials",208,37.5,0,36.5,0.2,24.00,35.00,35.00,36.50,37.00,38.00,39.90,40.00,40.00,43.50,2023-01-01
"West Midlands, Corporate managers and directors",168,37.5,0,36.1,0.2,24.00,35.00,35.00,36.00,37.00,37.50,39.80,40.00,40.00,42.50,2023-01-01
"West Midlands, Other managers and proprietors",40,39,0,38,-0.2,26.60,36.00,36.80,37.00,37.50,40.00,40.00,40.00,41.80,x,2023-01-01
"West Midlands, Professional occupations",590,37,0,33.7,-0.7,22.00,30.00,32.50,32.50,35.00,37.50,37.50,37.50,37.80,40.00,2023-01-01
"West Midlands, Science, research, engineering and technology professionals",148,37.5,0,37.5,0,35.00,36.80,36.90,36.90,37.30,37.50,38.30,39.00,39.80,40.10,2023-01-01
"West Midlands, Health professionals",169,37.5,-0.1,31.9,-3,14.70,22.50,25.00,30.00,34.50,37.50,37.50,37.50,37.50,40.00,2023-01-01
"West Midlands, Teaching and other educational professionals",127,32.5,0,29.5,-0.1,16.20,23.70,25.90,27.50,32.40,32.50,33.10,35.00,36.50,37.00,2023-01-01
"West Midlands, Business, media and public service professionals",145,37,0,35.4,-0.2,28.00,34.90,35.00,35.00,36.50,37.40,x,37.50,38.00,40.00,2023-01-01
"West Midlands, Associate professional occupations",344,37.5,-0.1,35.8,-1.1,25.00,34.50,35.00,36.20,37.00,37.50,39.10,40.00,40.00,42.00,2023-01-01
"West Midlands, Science, engineering and technology associate professionals",72,37.6,0.3,38.2,1.9,35.00,36.90,37.00,37.00,37.50,39.10,40.00,40.00,40.10,x,2023-01-01
"West Midlands, Health and social care associate professionals",47,36.4,-1.2,31.8,-2.3,18.00,23.00,26.00,30.00,33.10,37.00,37.50,37.50,37.50,x,2023-01-01
"West Midlands, Protective service occupations",22,40,0,38.5,-5.6,x,35.40,x,36.80,39.10,41.20,x,x,x,x,2023-01-01
"West Midlands, Culture, media and sports occupations",18,36.4,-0.2,29.8,-6.1,x,12.90,x,x,34.80,37.40,37.70,38.90,x,x,2023-01-01
"West Midlands, Business and public service associate professionals",185,37.4,-0.1,36.1,1.5,28.00,35.00,35.00,36.10,37.00,37.50,38.50,39.90,40.00,40.50,2023-01-01
"West Midlands, Administrative and secretarial occupations",248,36.1,3.3,31.3,2.2,14.90,22.00,24.30,28.00,34.50,37.00,37.50,37.50,38.00,40.00,2023-01-01
"West Midlands, Administrative occupations",207,36.8,1.4,31.8,2.3,15.00,22.60,25.00,30.00,35.00,37.00,37.50,37.50,38.60,40.00,2023-01-01
"West Midlands, Secretarial and related occupations",41,31.7,5.2,28.4,1.1,12.80,17.20,20.00,22.00,27.00,35.00,36.80,37.10,37.50,x,2023-01-01
"West Midlands, Skilled trades occupations",153,40,0,39.2,-1,27.10,36.60,37.00,37.10,38.90,40.00,41.90,43.20,44.60,49.00,2023-01-01
"West Midlands, Skilled agricultural and related trades",10,40,,38.2,-2.9,x,36.20,37.20,39.00,40.00,40.00,40.00,41.10,x,x,2023-01-01
"West Midlands, Skilled metal, electrical and electronic trades",87,40,0,41.2,0.1,35.40,37.00,37.50,37.50,39.00,41.30,43.70,44.80,46.20,50.40,2023-01-01
"West Midlands, Skilled construction and building trades",25,39.8,-0.5,38.3,-2.3,30.40,36.80,37.00,37.00,38.10,40.00,40.00,40.10,40.80,x,2023-01-01
"West Midlands, Textiles, printing and other skilled trades",31,37.5,0,34.7,-1.2,18.30,23.90,25.00,29.90,35.30,39.90,40.00,41.40,42.50,x,2023-01-01
"West Midlands, Caring, leisure and other service occupations",193,30.8,-2.5,29.3,-2.8,12.00,18.50,20.60,22.50,26.90,34.50,37.40,37.50,37.60,42.20,2023-01-01
"West Midlands, Caring personal service occupations",167,31.2,-1.3,29.6,-2.7,12.10,19.30,21.20,23.00,27.60,34.50,37.50,37.50,37.60,42.40,2023-01-01
"West Midlands, Leisure, travel and related personal service occupations",25,27.4,-7.3,27,-3.4,9.70,15.40,16.20,18.30,22.00,31.90,35.80,37.20,37.80,x,2023-01-01
"West Midlands, Sales and customer service occupations",146,27.1,-2,26.8,-0.8,10.50,15.50,17.00,19.30,23.10,31.80,36.40,37.40,37.50,40.00,2023-01-01
"West Midlands, Sales occupations",107,24.1,-1.4,25.4,-0.8,10.30,14.40,16.00,17.50,21.00,29.00,34.00,36.30,37.50,40.00,2023-01-01
"West Midlands, Customer service occupations",39,35,0,30.6,1.2,14.90,20.10,23.10,25.00,31.30,37.00,x,37.50,37.90,x,2023-01-01
"West Midlands, Process, plant and machine operatives",140,40,0,39.8,0,24.20,36.00,x,37.00,38.50,41.10,44.00,45.00,46.80,52.70,2023-01-01
"West Midlands, Process, plant and machine operatives",74,39,-2.3,38.5,-2.9,30.00,36.70,x,37.00,37.40,40.00,40.70,42.00,43.40,47.00,2023-01-01
"West Midlands, Transport and mobile machine drivers and operatives",66,41.7,-0.6,41.2,2.7,20.60,34.40,37.00,38.00,40.00,44.60,47.10,48.00,50.00,56.80,2023-01-01
"West Midlands, Elementary occupations",263,30.1,1.9,27.8,-0.3,7.10,11.40,14.30,16.20,23.10,36.30,38.30,39.80,40.00,44.40,2023-01-01
"West Midlands, Elementary trades and related occupations",33,39.5,1.3,37.5,-1.9,17.90,30.00,32.00,36.00,38.00,40.00,41.90,43.50,45.00,x,2023-01-01
"West Midlands, Elementary administration and service occupations",230,27.5,5.5,26.4,-0.6,6.50,10.60,12.80,15.00,20.20,34.50,37.50,38.80,40.00,43.20,2023-01-01
East,2427,37,0,32.6,-0.7,12.80,22.30,25.30,30.00,35.00,37.50,38.30,39.90,40.00,43.70,2023-01-01
"East, Managers, directors and senior officials",250,37.5,0,36.3,0.1,25.00,35.00,35.00,36.80,37.40,38.50,40.00,40.00,40.00,43.50,2023-01-01
"East, Corporate managers and directors",192,37.5,0,35.9,0.6,25.00,35.00,35.00,36.20,37.00,37.50,39.80,40.00,40.00,42.00,2023-01-01
"East, Other managers and proprietors",58,38.9,-2.2,37.7,-2.1,25.00,34.50,36.70,37.00,37.50,40.00,40.00,42.00,43.90,x,2023-01-01
"East, Professional occupations",674,36.9,0.1,31.9,-0.3,12.00,22.80,26.50,30.40,34.90,37.10,37.50,37.50,37.60,40.00,2023-01-01
"East, Science, research, engineering and technology professionals",161,37.5,0,37.1,-0.4,34.20,36.00,36.90,37.00,37.30,37.50,38.00,39.80,40.00,41.00,2023-01-01
"East, Health professionals",218,30,-3.2,27.5,-3.7,8.20,11.50,13.70,18.00,23.00,37.00,x,37.50,37.50,40.00,2023-01-01
"East, Teaching and other educational professionals",130,32.5,1.2,28.5,2.5,12.10,21.90,24.20,25.00,29.90,32.50,33.80,35.90,37.00,37.30,2023-01-01
"East, Business, media and public service professionals",166,37,0,35.4,-0.1,26.10,35.00,35.00,35.90,37.00,37.50,x,37.50,39.50,40.00,2023-01-01
"East, Associate professional occupations",357,37.4,-0.1,35.3,-1.1,22.50,32.90,35.00,36.00,37.00,37.50,39.60,40.00,40.00,42.30,2023-01-01
"East, Science, engineering and technology associate professionals",71,37.5,0,37.3,-0.4,30.10,35.20,36.80,37.00,37.00,37.50,39.80,40.00,40.00,x,2023-01-01
"East, Health and social care associate professionals",47,35,-5.1,30.2,-3.3,15.00,20.00,22.60,25.80,30.00,37.00,x,37.00,37.20,x,2023-01-01
"East, Protective service occupations",38,40,-1.7,40.5,-3.6,36.90,37.60,x,40.00,x,40.60,42.00,42.50,43.80,x,2023-01-01
"East, Culture, media and sports occupations",19,35,6.8,27.6,1.3,x,x,x,x,30.50,37.00,37.50,37.50,x,x,2023-01-01
"East, Business and public service associate professionals",181,37.4,-0.1,35.6,-0.1,24.40,34.50,35.00,36.00,37.00,37.50,37.60,39.60,40.00,40.50,2023-01-01
"East, Administrative and secretarial occupations",264,35,0.1,29.7,0.5,11.50,18.50,21.30,23.90,30.00,37.00,37.50,37.50,37.50,40.00,2023-01-01
"East, Administrative occupations",215,36,0.2,30.5,0.6,12.20,20.00,22.50,25.00,32.90,37.00,37.50,37.50,37.60,40.00,2023-01-01
"East, Secretarial and related occupations",49,27.5,-1.9,26.5,-1,9.50,15.50,17.60,20.00,22.60,34.00,36.90,37.00,37.50,x,2023-01-01
"East, Skilled trades occupations",166,40,0,39.4,-0.7,28.50,36.80,37.00,37.50,39.20,40.00,42.30,43.40,45.00,48.00,2023-01-01
"East, Skilled agricultural and related trades",12,37.5,-3.6,35.5,-4.7,x,x,x,36.80,37.00,40.00,40.00,40.30,x,x,2023-01-01
"East, Skilled metal, electrical and electronic trades",92,40,0,41.1,-2.2,35.40,37.50,37.50,38.60,39.90,41.40,43.00,44.00,45.00,49.30,2023-01-01
"East, Skilled construction and building trades",25,40,0,40.9,1.3,34.30,37.00,37.50,39.00,x,41.10,42.50,44.30,46.00,x,2023-01-01
"East, Textiles, printing and other skilled trades",38,37.8,2.3,35.6,4.1,22.30,27.30,30.00,32.00,35.10,40.00,40.00,41.10,43.20,x,2023-01-01
"East, Caring, leisure and other service occupations",183,30.1,-0.1,29.1,-0.6,9.80,16.10,19.20,22.30,26.50,35.00,37.30,37.50,39.60,44.80,2023-01-01
"East, Caring personal service occupations",154,30,-0.2,29.5,-1.1,10.40,17.50,20.00,22.80,27.00,34.50,37.30,37.50,39.60,45.00,2023-01-01
"East, Leisure, travel and related personal service occupations",27,28.8,1.1,26.4,-1.4,6.40,11.90,14.00,15.80,23.20,35.00,37.30,37.50,38.30,x,2023-01-01
"East, Sales and customer service occupations",142,26.2,2.5,26.5,0.5,10.40,15.00,16.70,18.40,22.20,30.90,35.90,37.10,37.70,40.10,2023-01-01
"East, Sales occupations",110,24,1.3,25.1,-0.1,10.00,13.90,15.90,17.10,20.20,27.80,32.10,35.20,37.50,40.00,2023-01-01
"East, Customer service occupations",33,35.3,0.9,31.4,3.3,15.10,20.90,24.00,26.20,34.50,37.00,37.50,37.70,39.50,x,2023-01-01
"East, Process, plant and machine operatives",126,40.2,-0.8,40.2,-1.2,22.80,35.90,37.30,38.00,40.00,42.80,45.00,47.00,48.00,53.50,2023-01-01
"East, Process, plant and machine operatives",49,40,0,39.8,-0.4,31.00,37.00,37.50,38.00,39.90,41.00,43.00,44.00,45.00,x,2023-01-01
"East, Transport and mobile machine drivers and operatives",77,41.3,-2,40.5,-2,18.60,32.00,36.80,37.80,40.00,44.80,47.60,48.50,50.10,55.80,2023-01-01
"East, Elementary occupations",264,29.7,4.5,27.4,0.1,6.00,11.00,13.80,16.00,22.30,36.00,38.60,40.00,40.40,45.00,2023-01-01
"East, Elementary trades and related occupations",31,39.1,-2.3,37,-2,x,28.10,34.00,36.00,37.70,40.00,41.90,42.90,45.00,x,2023-01-01
"East, Elementary administration and service occupations",233,25.4,4.2,26.2,0.6,5.60,10.00,12.90,15.00,20.00,34.30,37.50,39.10,40.00,44.40,2023-01-01
London,4187,36.8,0.4,33.9,-0.8,18.30,30.00,33.20,35.00,35.00,37.50,37.50,39.00,40.00,41.00,2023-01-01
"London, Managers, directors and senior officials",661,37.4,-0.1,36.6,-0.2,32.20,x,x,35.00,35.90,37.50,39.00,x,40.00,41.40,2023-01-01
"London, Corporate managers and directors",555,37,0,36.4,-0.3,33.60,x,x,35.00,35.00,37.50,37.70,39.90,40.00,40.20,2023-01-01
"London, Other managers and proprietors",106,37.5,-2.6,38,-0.8,30.10,35.00,35.30,36.80,37.50,39.80,40.00,40.00,41.00,47.50,2023-01-01
"London, Professional occupations",1493,36.8,0,34.6,-0.3,24.10,34.00,35.00,35.00,35.00,37.50,37.50,37.50,39.40,40.00,2023-01-01
"London, Science, research, engineering and technology professionals",378,37.5,0,37.2,0.3,34.90,35.00,35.00,36.20,37.40,37.50,39.90,x,40.00,40.00,2023-01-01
"London, Health professionals",248,37.5,,33.1,-4.8,15.00,24.00,30.00,34.50,37.50,37.50,37.50,37.50,38.00,40.00,2023-01-01
"London, Teaching and other educational professionals",223,32.4,-0.2,27.9,-2.4,12.00,19.50,22.00,25.00,28.00,32.50,35.00,35.00,35.00,37.50,2023-01-01
"London, Business, media and public service professionals",645,36,-0.3,36,-0.4,34.50,35.00,x,35.00,35.00,37.30,37.50,37.50,38.00,40.00,2023-01-01
"London, Associate professional occupations",671,37,-1.3,35.5,-2.6,28.50,35.00,x,35.00,36.00,37.50,37.60,39.90,40.00,40.00,2023-01-01
"London, Science, engineering and technology associate professionals",103,37.5,0,36.9,-1.2,33.80,35.00,35.00,35.30,36.80,37.50,39.80,x,40.00,40.30,2023-01-01
"London, Health and social care associate professionals",72,35.4,-0.2,32,0.7,16.00,23.80,30.00,32.40,35.00,36.00,37.40,37.50,37.50,x,2023-01-01
"London, Protective service occupations",18,41.9,1.8,40.4,-3.7,35.00,36.00,36.90,37.50,x,41.90,42.20,x,42.40,x,2023-01-01
"London, Culture, media and sports occupations",58,36.9,5.4,32.1,5.1,x,x,29.90,32.10,35.00,37.50,39.80,40.00,40.00,x,2023-01-01
"London, Business and public service associate professionals",421,37,0,36,-0.4,31.50,x,35.00,35.00,36.00,37.50,37.50,39.80,40.00,40.00,2023-01-01
"London, Administrative and secretarial occupations",408,35.1,0.2,31.9,0.1,15.00,22.50,27.50,31.30,35.00,37.00,37.50,37.50,37.80,40.00,2023-01-01
"London, Administrative occupations",331,36,0.2,32.4,0.3,16.00,24.10,29.90,33.10,35.00,37.00,37.50,37.50,38.00,40.00,2023-01-01
"London, Secretarial and related occupations",77,35,0,30,0,13.90,19.20,21.30,24.00,30.40,35.90,37.40,37.50,37.50,x,2023-01-01
"London, Skilled trades occupations",149,40,0,37.9,-1.5,23.20,34.50,35.20,36.80,37.90,40.00,41.50,42.50,44.00,47.50,2023-01-01
"London, Skilled agricultural and related trades",6,39.9,5.7,37.9,6.7,x,35.50,x,36.10,37.50,40.00,40.00,x,x,x,2023-01-01
"London, Skilled metal, electrical and electronic trades",59,40,0,40.2,-0.5,35.00,37.30,37.50,37.60,39.30,40.00,41.90,42.50,43.20,x,2023-01-01
"London, Skilled construction and building trades",24,40,0,39.4,0.2,23.90,36.00,36.70,38.10,40.00,40.60,42.60,43.80,45.00,x,2023-01-01
"London, Textiles, printing and other skilled trades",60,37.5,-2.9,35.2,-3.1,16.10,23.90,28.30,30.60,35.00,39.90,40.30,41.80,44.20,x,2023-01-01
"London, Caring, leisure and other service occupations",232,30.8,-6.6,29.1,-4.9,10.00,16.30,19.50,21.90,27.80,35.00,37.50,37.50,38.60,42.90,2023-01-01
"London, Caring personal service occupations",170,32,-1.5,29,-3.7,10.00,16.40,19.30,21.40,27.50,35.00,37.50,37.50,37.50,42.60,2023-01-01
"London, Leisure, travel and related personal service occupations",61,30,-12.5,29.2,-7.2,10.00,16.00,20.00,22.50,x,35.00,37.50,39.00,40.00,43.70,2023-01-01
"London, Sales and customer service occupations",196,27.1,-0.2,27.3,0.2,10.50,15.50,16.80,18.40,22.70,33.60,37.00,37.50,38.90,40.90,2023-01-01
"London, Sales occupations",148,24.6,2.5,26,0.7,10.10,14.80,16.00,17.50,20.20,29.60,35.10,37.40,38.90,40.90,2023-01-01
"London, Customer service occupations",48,35,0.1,31.1,0.1,14.00,20.00,23.00,26.20,34.90,37.20,37.50,38.00,39.40,40.40,2023-01-01
"London, Process, plant and machine operatives",83,40,0.2,38.4,0.8,19.00,28.90,32.90,35.90,38.00,41.20,44.00,45.20,47.00,52.80,2023-01-01
"London, Process, plant and machine operatives",25,37.5,-3.8,34.5,-6.2,16.20,23.90,25.00,30.10,34.20,39.90,40.50,41.40,42.70,x,2023-01-01
"London, Transport and mobile machine drivers and operatives",58,40.2,0.5,40,3.4,20.30,34.10,36.00,38.00,38.70,42.50,45.50,47.10,48.80,54.70,2023-01-01
"London, Elementary occupations",294,30.1,0.4,28.5,-0.9,9.00,14.40,16.00,17.90,22.90,36.00,38.00,40.00,40.30,45.20,2023-01-01
"London, Elementary trades and related occupations",12,36.1,-0.6,33.1,-1.6,14.50,18.00,19.90,24.00,32.80,38.70,40.00,42.00,43.50,x,2023-01-01
"London, Elementary administration and service occupations",283,30,0.3,28.3,-0.9,9.00,14.10,15.90,17.50,22.50,36.00,37.80,39.90,40.20,45.10,2023-01-01
South East,3846,37,0,33,0.1,15.00,24.10,29.90,32.50,35.00,37.50,37.50,39.10,40.00,42.30,2023-01-01
"South East, Managers, directors and senior officials",460,37.5,0,36.1,-0.2,25.00,35.00,35.00,36.20,37.00,37.50,39.90,40.00,40.00,43.50,2023-01-01
"South East, Corporate managers and directors",360,37.5,0,35.7,-0.5,25.00,34.90,35.00,35.70,37.00,37.50,39.60,40.00,40.00,42.50,2023-01-01
"South East, Other managers and proprietors",99,38.1,-2,37.5,-0.9,25.20,35.00,36.80,37.00,37.40,40.00,40.00,40.10,42.00,x,2023-01-01
"South East, Professional occupations",1173,37,0,33.9,2,21.20,31.00,32.50,34.50,36.00,37.50,37.50,37.50,37.80,40.00,2023-01-01
"South East, Science, research, engineering and technology professionals",346,37.5,0,37,0.9,34.60,36.20,36.90,37.00,37.30,x,37.50,38.90,39.90,40.00,2023-01-01
"South East, Health professionals",228,37.4,-0.1,32.5,0.7,16.00,23.60,27.20,30.00,36.70,x,37.50,37.50,37.50,40.00,2023-01-01
"South East, Teaching and other educational professionals",272,32.5,-0.1,29.5,2.1,14.20,22.20,25.00,27.10,32.40,32.50,35.00,36.00,37.00,39.90,2023-01-01
"South East, Business, media and public service professionals",328,37,0,35.1,0.7,25.10,35.00,35.00,35.00,36.90,37.50,x,37.50,37.90,40.00,2023-01-01
"South East, Associate professional occupations",662,37.4,-0.3,35.4,-1.5,22.50,34.50,35.00,35.00,37.00,37.50,38.80,40.00,40.00,41.70,2023-01-01
"South East, Science, engineering and technology associate professionals",124,37.5,0,37.3,-2.7,30.10,35.00,36.80,37.00,37.30,37.70,39.90,40.00,40.10,43.80,2023-01-01
"South East, Health and social care associate professionals",91,36,2.9,31.3,1.6,15.20,22.30,24.50,28.80,34.00,37.00,37.00,37.50,37.50,x,2023-01-01
"South East, Protective service occupations",52,40,0,41.2,0.7,36.50,40.00,x,40.00,40.00,40.80,41.90,42.00,43.00,x,2023-01-01
"South East, Culture, media and sports occupations",34,34.2,-2.4,25.7,-10.2,x,x,x,x,x,36.20,37.40,37.50,39.70,x,2023-01-01
"South East, Business and public service associate professionals",362,37.4,-0.1,35.8,-0.4,29.40,35.00,35.00,35.90,37.00,37.50,37.50,38.70,40.00,40.00,2023-01-01
"South East, Administrative and secretarial occupations",405,35,0.1,29.8,-0.6,12.00,18.00,21.00,24.00,30.60,37.00,37.40,37.50,37.50,40.00,2023-01-01
"South East, Administrative occupations",330,36,-0.3,30.4,-0.3,12.60,18.90,22.00,25.10,32.50,37.00,37.50,37.50,37.50,40.00,2023-01-01
"South East, Secretarial and related occupations",75,30,-0.4,27.3,-1.8,9.20,16.00,18.30,20.70,24.60,35.00,36.90,37.00,37.50,x,2023-01-01
"South East, Skilled trades occupations",220,40,0,38.5,-1.5,26.30,36.50,37.00,37.40,38.90,40.00,41.80,42.60,44.20,47.50,2023-01-01
"South East, Skilled agricultural and related trades",22,39.2,4.4,37.8,4.3,27.90,36.50,37.00,37.00,37.40,40.00,40.00,40.10,41.50,x,2023-01-01
"South East, Skilled metal, electrical and electronic trades",113,40,0,40.3,-1.6,35.00,37.00,37.50,37.90,39.50,40.70,42.50,43.60,44.80,48.00,2023-01-01
"South East, Skilled construction and building trades",36,40,0,39.9,-0.8,35.00,37.10,37.90,39.00,40.00,40.00,42.50,44.20,45.00,x,2023-01-01
"South East, Textiles, printing and other skilled trades",49,37.3,-2,33.7,-3.9,16.30,23.20,25.70,29.80,34.10,39.40,40.00,40.00,41.90,x,2023-01-01
"South East, Caring, leisure and other service occupations",288,31.4,1.2,29.7,0.6,10.00,17.00,19.90,22.50,27.60,35.20,37.40,37.50,39.30,45.00,2023-01-01
"South East, Caring personal service occupations",232,31.5,3.6,30.2,1.7,11.70,18.40,20.80,23.80,28.70,35.00,37.40,37.50,39.00,46.00,2023-01-01
"South East, Leisure, travel and related personal service occupations",52,29.8,-4.8,27.1,-3.8,6.40,12.00,15.40,16.60,22.80,36.20,37.50,37.90,40.00,x,2023-01-01
"South East, Sales and customer service occupations",212,26.5,0.2,26.6,-0.1,9.70,14.90,16.40,18.80,22.00,32.30,36.30,37.30,37.50,40.30,2023-01-01
"South East, Sales occupations",161,24.1,-1,25.4,-0.2,9.00,13.40,15.40,17.00,20.30,29.80,34.70,37.00,37.60,40.80,2023-01-01
"South East, Customer service occupations",51,35,0,30.4,2.4,14.70,20.10,22.80,24.30,32.00,36.40,37.30,37.50,37.50,40.00,2023-01-01
"South East, Process, plant and machine operatives",111,40,0,39.3,0.8,21.00,34.40,36.80,37.50,39.00,41.70,44.80,45.30,47.40,52.50,2023-01-01
"South East, Process, plant and machine operatives",44,39.7,-0.7,38.8,-1,27.20,36.80,37.40,37.50,38.70,40.00,41.00,42.50,43.90,47.60,2023-01-01
"South East, Transport and mobile machine drivers and operatives",67,40.5,0.8,39.6,1.9,19.10,30.40,35.00,37.00,39.60,44.20,46.40,47.60,48.90,54.40,2023-01-01
"South East, Elementary occupations",316,25.3,-8.2,26,-3.6,6.40,10.30,12.40,15.00,19.80,33.20,37.40,38.60,40.00,44.10,2023-01-01
"South East, Elementary trades and related occupations",35,38.5,-3.3,34.9,-5.3,x,24.00,30.60,33.90,36.80,40.00,40.90,42.10,44.00,x,2023-01-01
"South East, Elementary administration and service occupations",282,23.5,-6,24.9,-3.7,6.20,10.00,11.90,13.90,18.00,30.00,37.00,37.50,39.60,43.00,2023-01-01
South West,2370,37,-0.1,32.4,-0.3,14.30,22.50,26.20,30.00,35.00,37.50,37.50,39.00,40.00,42.50,2023-01-01
"South West, Managers, directors and senior officials",245,37.5,0,36.1,-0.5,25.00,34.50,35.00,36.00,37.00,37.50,39.90,40.00,40.00,43.00,2023-01-01
"South West, Corporate managers and directors",189,37.5,-0.1,35.9,0.6,25.00,34.50,35.00,35.00,37.00,37.50,39.50,40.00,40.00,42.50,2023-01-01
"South West, Other managers and proprietors",56,37.5,-3.8,36.9,-4.9,23.80,34.80,36.20,36.90,37.40,39.90,40.00,40.00,41.00,x,2023-01-01
"South West, Professional occupations",631,36.9,1.1,33.3,0.8,19.90,28.80,32.00,32.50,35.00,37.00,37.50,37.50,37.70,40.00,2023-01-01
"South West, Science, research, engineering and technology professionals",156,37.5,0.2,37.1,2.3,34.70,35.00,36.20,36.90,37.00,37.50,37.50,38.90,39.90,40.00,2023-01-01
"South West, Health professionals",159,37.5,0.5,32.1,-0.5,15.00,22.50,25.50,29.70,34.50,x,37.50,37.70,39.30,40.90,2023-01-01
"South West, Teaching and other educational professionals",141,32.4,0.1,27.9,-1.6,11.90,19.50,23.70,25.90,29.90,32.50,32.50,34.80,36.40,x,2023-01-01
"South West, Business, media and public service professionals",176,37,0,35.1,0.3,26.40,34.90,x,35.00,36.30,37.30,37.50,37.50,37.80,40.00,2023-01-01
"South West, Associate professional occupations",357,37,0,34.3,0.2,21.60,30.00,34.50,35.00,37.00,37.50,37.50,38.00,39.90,40.00,2023-01-01
"South West, Science, engineering and technology associate professionals",91,37,0,36,-1.5,27.50,35.00,36.40,37.00,x,37.50,37.50,38.20,39.90,40.80,2023-01-01
"South West, Health and social care associate professionals",52,33.8,-2.6,30,-2.3,16.50,21.20,22.50,25.50,30.00,36.90,x,37.00,37.50,x,2023-01-01
"South West, Protective service occupations",19,40,,39,0.5,37.00,38.30,x,40.00,x,40.00,41.80,41.90,42.30,x,2023-01-01
"South West, Culture, media and sports occupations",23,34.9,9.7,27.3,2.9,x,x,x,x,29.20,37.00,x,37.50,37.50,x,2023-01-01
"South West, Business and public service associate professionals",171,37,0,35.1,0.6,24.80,32.20,35.00,35.00,37.00,37.50,37.50,37.80,39.50,40.00,2023-01-01
"South West, Administrative and secretarial occupations",268,34.9,-0.2,29.9,-0.2,13.60,19.90,22.00,24.00,30.00,36.90,37.10,37.50,37.50,40.00,2023-01-01
"South West, Administrative occupations",216,35,-2,30.4,-0.7,13.80,20.00,22.40,25.30,30.30,37.00,37.40,37.50,37.50,40.00,2023-01-01
"South West, Secretarial and related occupations",53,30,7.1,27.7,1.8,11.40,16.90,18.50,21.00,24.30,33.10,36.80,37.30,37.50,x,2023-01-01
"South West, Skilled trades occupations",163,40,0,38.5,-1.6,27.20,35.30,36.60,37.00,38.90,40.00,41.50,42.50,44.00,47.70,2023-01-01
"South West, Skilled agricultural and related trades",11,37.9,-1.5,37.2,0,x,29.00,35.00,37.00,37.30,40.00,42.10,42.50,x,x,2023-01-01
"South West, Skilled metal, electrical and electronic trades",78,40,0,40,0.9,34.80,36.80,37.00,37.50,39.10,40.00,41.30,42.50,43.30,46.80,2023-01-01
"South West, Skilled construction and building trades",32,40,0,39.5,-3.6,x,37.50,39.00,39.30,40.00,40.00,42.50,43.00,44.10,x,2023-01-01
"South West, Textiles, printing and other skilled trades",42,37.5,-2.3,35.1,-5.4,18.50,24.20,27.50,31.10,35.50,39.90,40.90,42.70,44.60,x,2023-01-01
"South West, Caring, leisure and other service occupations",208,30.5,1.8,29,2.5,10.20,17.00,19.50,22.00,26.20,35.00,37.40,37.50,38.90,43.20,2023-01-01
"South West, Caring personal service occupations",175,30,0.3,29,2.1,10.60,17.20,19.50,22.00,26.00,34.20,37.40,37.50,38.70,44.00,2023-01-01
"South West, Leisure, travel and related personal service occupations",31,34.3,14.6,29,5,9.50,15.30,19.60,21.40,27.50,36.30,37.40,38.50,39.90,x,2023-01-01
"South West, Sales and customer service occupations",140,25.4,-3.6,25.8,-1.1,9.20,13.90,15.90,17.00,21.00,31.30,36.10,37.20,37.50,40.20,2023-01-01
"South West, Sales occupations",110,22.6,-7.8,24.5,-2.3,8.60,12.90,15.00,16.10,19.40,27.90,33.60,36.20,37.50,40.20,2023-01-01
"South West, Customer service occupations",30,35,0.4,30.5,3,13.00,19.00,21.90,25.00,33.10,37.00,37.50,37.50,38.20,x,2023-01-01
"South West, Process, plant and machine operatives",110,40.1,0.2,39.4,0.2,19.90,34.80,37.00,37.50,39.70,42.40,44.90,46.30,48.00,51.70,2023-01-01
"South West, Process, plant and machine operatives",52,40,0,38.3,-2.8,20.00,36.00,37.00,37.50,38.70,40.70,42.30,43.20,44.80,x,2023-01-01
"South West, Transport and mobile machine drivers and operatives",57,42.5,2.9,40.4,2.9,19.70,32.20,37.00,38.00,40.00,44.80,47.50,48.00,49.00,53.90,2023-01-01
"South West, Elementary occupations",248,26,-7.4,26.1,-2.8,5.80,10.00,12.60,15.00,19.50,34.00,37.50,39.00,40.00,44.20,2023-01-01
"South West, Elementary trades and related occupations",29,39.6,-1.1,37.6,-1.3,21.50,32.60,34.90,36.00,38.00,40.00,42.30,43.70,44.90,x,2023-01-01
"South West, Elementary administration and service occupations",219,22.5,-9.1,24.5,-3.1,5.30,9.20,11.30,13.40,17.50,30.10,37.00,37.50,39.20,42.60,2023-01-01
Wales,1211,36.9,0,32.8,-0.3,15.00,24.00,27.50,30.50,35.00,37.00,37.50,38.40,39.90,42.50,2023-01-01
"Wales, Managers, directors and senior officials",96,37.5,-0.1,36.5,0.7,25.50,35.00,35.00,36.00,37.00,37.80,39.90,40.00,40.00,43.70,2023-01-01
"Wales, Corporate managers and directors",71,37.5,-0.1,36,0.1,23.60,34.90,35.00,35.00,37.00,37.50,39.80,40.00,40.00,x,2023-01-01
