Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
West Midlands,2204,37,0,33.3,0.3,15.90,24.30,29.10,32.30,35.00,37.50,38.40,39.80,40.00,43.20,2024-01-01
"West Midlands, Managers, directors and senior officials",218,37.5,0,36.6,0.5,28.00,35.00,35.00,36.30,37.00,38.50,39.90,40.00,40.00,43.50,2024-01-01
"West Midlands, Corporate managers and directors",170,37.5,0,36.4,0.8,28.00,35.00,35.00,36.10,37.00,37.60,39.30,40.00,40.00,42.10,2024-01-01
"West Midlands, Other managers and proprietors",49,39,0,37.7,-1,28.80,35.00,36.30,37.00,37.50,39.90,40.00,40.40,41.80,x,2024-01-01
"West Midlands, Professional occupations",530,36.9,-0.2,33.4,-0.9,21.80,29.90,32.40,32.50,35.00,37.30,x,37.50,37.50,40.00,2024-01-01
"West Midlands, Science, research, engineering and technology professionals",126,37.5,0,37,-1.3,35.00,36.20,36.90,37.00,37.30,37.50,37.90,38.60,39.40,40.00,2024-01-01
"West Midlands, Health professionals",133,37.3,-0.4,32,0.3,16.60,23.00,25.00,30.00,34.00,37.50,x,37.50,37.50,40.00,2024-01-01
"West Midlands, Teaching and other educational professionals",135,32.5,0,29.3,-0.4,15.80,23.10,25.00,27.10,32.40,32.50,35.00,36.40,37.00,x,2024-01-01
"West Midlands, Business, media and public service professionals",135,37,0,35.3,-0.4,28.00,34.90,35.00,35.00,36.40,37.40,37.50,37.50,37.90,40.00,2024-01-01
"West Midlands, Associate professional occupations",369,37.5,0,35.9,0.3,25.00,34.90,35.00,36.40,37.00,37.50,39.30,40.00,40.00,42.00,2024-01-01
"West Midlands, Science, engineering and technology associate professionals",70,37.5,-0.3,37.9,-0.9,34.90,36.50,37.00,37.00,37.50,39.00,39.90,40.00,40.00,x,2024-01-01
"West Midlands, Health and social care associate professionals",52,36.1,-0.8,32.4,1.6,18.50,24.00,27.50,30.00,34.00,37.00,37.00,37.50,37.50,x,2024-01-01
"West Midlands, Protective service occupations",51,40,0,39.8,3.2,35.60,37.00,37.00,40.00,x,40.90,42.00,42.00,42.60,x,2024-01-01
"West Midlands, Culture, media and sports occupations",20,35,-3.9,29.5,-0.7,x,x,x,25.20,30.20,37.30,37.50,37.50,37.80,x,2024-01-01
"West Midlands, Business and public service associate professionals",176,37.4,0,35.8,-1,28.30,35.00,35.00,36.10,37.00,37.50,37.50,39.00,39.90,40.00,2024-01-01
"West Midlands, Administrative and secretarial occupations",232,36,-0.4,31.1,-0.4,14.20,22.00,24.40,28.00,34.00,37.00,37.50,37.50,37.90,40.00,2024-01-01
"West Midlands, Administrative occupations",196,36.6,-0.5,31.8,-0.1,15.00,23.00,25.70,30.00,35.00,37.00,37.50,37.50,38.70,40.00,2024-01-01
"West Midlands, Secretarial and related occupations",36,30.1,-5,27.5,-3.2,10.40,16.50,18.70,20.90,24.90,35.00,36.50,37.00,37.50,x,2024-01-01
"West Midlands, Skilled trades occupations",149,40,0,40,2,30.90,37.00,37.40,37.50,39.00,40.10,42.80,44.00,45.10,49.00,2024-01-01
"West Midlands, Skilled agricultural and related trades",10,40,0,38.7,1.3,x,36.90,37.40,39.00,39.90,x,40.00,41.30,x,x,2024-01-01
"West Midlands, Skilled metal, electrical and electronic trades",88,40,0,41.7,1,36.90,37.50,37.50,38.60,39.80,41.70,44.00,45.00,46.50,50.30,2024-01-01
"West Midlands, Skilled construction and building trades",25,40,0.5,39.9,4.2,32.30,37.00,37.00,37.50,39.00,40.00,42.60,43.50,44.40,x,2024-01-01
"West Midlands, Textiles, printing and other skilled trades",25,37.5,0,35,0.8,18.40,23.90,26.90,30.40,36.20,39.30,40.00,40.10,42.30,x,2024-01-01
"West Midlands, Caring, leisure and other service occupations",184,31.9,3.4,29.8,1.7,12.00,18.80,21.40,23.30,27.50,34.50,37.20,37.50,38.30,43.70,2024-01-01
"West Midlands, Caring personal service occupations",155,32.5,4.2,30.3,2.4,13.00,19.80,22.40,24.00,28.00,35.00,37.50,37.50,38.50,44.40,2024-01-01
"West Midlands, Leisure, travel and related personal service occupations",27,26.2,-4.5,26,-3.5,8.80,14.70,16.20,18.00,22.50,30.00,35.50,36.90,37.00,x,2024-01-01
"West Midlands, Sales and customer service occupations",142,26.9,-0.7,26.5,-1.2,10.40,15.20,16.80,19.00,22.80,31.70,36.10,37.00,37.50,39.90,2024-01-01
"West Midlands, Sales occupations",103,24,-0.3,24.8,-2.5,9.50,13.70,15.60,17.00,20.10,27.90,32.50,36.00,37.30,39.60,2024-01-01
"West Midlands, Customer service occupations",39,35,0,30.9,1.2,15.00,20.80,24.00,27.50,33.20,37.00,37.50,37.50,37.60,x,2024-01-01
"West Midlands, Process, plant and machine operatives",137,40,0,40.2,0.9,24.70,36.50,37.10,37.50,39.00,41.70,44.60,45.80,47.90,51.70,2024-01-01
"West Midlands, Process, plant and machine operatives",70,39.5,1.3,39.2,1.7,31.20,37.00,37.50,37.50,38.60,40.00,42.00,43.00,44.00,48.00,2024-01-01
"West Midlands, Transport and mobile machine drivers and operatives",67,41.5,-0.7,41.2,0,22.10,34.90,37.00,37.50,40.00,45.00,47.80,48.80,50.30,55.10,2024-01-01
"West Midlands, Elementary occupations",243,29.3,-2.5,27.4,-1.7,6.50,10.80,13.10,16.00,21.50,36.80,38.60,40.00,40.00,44.60,2024-01-01
"West Midlands, Elementary trades and related occupations",28,38.9,-1.5,36.8,-1.7,16.30,26.60,32.00,34.50,37.50,40.00,42.00,43.50,45.40,x,2024-01-01
"West Midlands, Elementary administration and service occupations",215,26.5,-3.8,26.1,-1.2,6.20,10.00,12.00,15.00,20.00,34.30,37.50,39.10,40.00,43.50,2024-01-01
East,2478,37,0,32.5,-0.2,12.80,21.90,25.00,30.00,35.00,37.50,37.90,39.90,40.00,43.60,2024-01-01
"East, Managers, directors and senior officials",271,37.5,0,36.7,1.1,28.00,35.00,36.00,36.90,37.40,38.90,40.00,40.00,40.00,44.70,2024-01-01
"East, Corporate managers and directors",213,37.5,0,36.2,0.8,26.90,35.00,35.70,36.50,37.30,37.50,39.90,40.00,40.00,42.30,2024-01-01
"East, Other managers and proprietors",58,39.9,2.4,38.7,2.6,30.00,35.70,37.00,37.50,38.00,40.00,41.90,43.10,44.50,x,2024-01-01
"East, Professional occupations",708,36.8,-0.3,31.5,-1.4,11.50,22.20,25.60,30.00,34.50,37.30,37.50,37.50,37.50,40.00,2024-01-01
"East, Science, research, engineering and technology professionals",160,37.5,0,37.2,0.4,35.00,36.50,36.90,37.00,37.30,37.50,37.50,37.90,39.10,40.00,2024-01-01
"East, Health professionals",262,30,-0.1,27.3,-0.6,8.60,11.50,12.50,16.10,23.00,37.00,37.50,37.50,37.50,40.20,2024-01-01
"East, Teaching and other educational professionals",129,32.5,0,28.1,-1.5,12.90,19.50,23.70,25.00,30.00,32.50,32.50,33.10,35.20,x,2024-01-01
"East, Business, media and public service professionals",158,37,0,35.4,0,27.00,35.00,35.00,35.50,36.90,37.50,37.50,37.50,39.00,40.00,2024-01-01
"East, Associate professional occupations",366,37.4,0,34.9,-1.1,21.20,31.40,35.00,35.00,37.00,37.50,39.10,x,40.00,41.90,2024-01-01
"East, Science, engineering and technology associate professionals",68,37.5,0,37.1,-0.4,30.10,36.10,36.90,37.00,37.20,37.50,39.50,40.00,40.00,x,2024-01-01
"East, Health and social care associate professionals",55,34.9,-0.4,30.8,2,15.90,22.00,23.30,25.60,30.00,37.00,37.00,37.40,37.50,x,2024-01-01
"East, Protective service occupations",36,40,0,40,-1.1,36.00,39.90,x,x,x,40.00,41.50,42.00,42.90,x,2024-01-01
"East, Culture, media and sports occupations",24,34.8,-0.7,26.5,-4,x,x,x,x,x,36.20,37.40,37.50,37.50,x,2024-01-01
"East, Business and public service associate professionals",183,37.4,0,35.4,-0.4,24.00,34.90,35.00,35.60,37.00,37.50,37.60,39.00,40.00,40.00,2024-01-01
"East, Administrative and secretarial occupations",244,35,0,30.1,1.3,12.00,19.70,22.20,24.00,30.80,37.00,37.50,37.50,37.50,40.00,2024-01-01
"East, Administrative occupations",198,36.2,0.8,30.8,1.1,13.00,20.00,22.50,26.00,34.00,37.00,37.50,37.50,38.00,40.00,2024-01-01
"East, Secretarial and related occupations",46,28,2,27.2,2.5,10.10,16.10,19.90,21.40,24.00,33.50,37.00,37.00,37.50,x,2024-01-01
"East, Skilled trades occupations",159,40,0,39.4,0,27.90,36.80,37.20,37.50,39.50,40.70,42.80,44.20,45.10,49.10,2024-01-01
"East, Skilled agricultural and related trades",12,39.3,4.8,35,-1.5,x,x,34.90,36.00,37.00,40.00,40.70,42.40,x,x,2024-01-01
"East, Skilled metal, electrical and electronic trades",88,40.3,0.8,41.5,1.2,36.50,37.50,37.90,39.00,40.00,42.00,44.20,45.00,46.00,50.00,2024-01-01
"East, Skilled construction and building trades",26,40,0,40.1,-2.1,35.00,37.00,37.50,38.50,40.00,40.00,42.50,43.90,45.00,x,2024-01-01
"East, Textiles, printing and other skilled trades",34,37.5,-0.9,34.9,-1.9,18.70,25.20,29.30,30.70,35.10,39.10,40.00,40.30,42.50,x,2024-01-01
"East, Caring, leisure and other service occupations",199,32,6.4,30.3,4,11.50,18.00,20.60,23.30,28.40,36.80,37.50,37.50,39.90,44.80,2024-01-01
"East, Caring personal service occupations",167,32.5,8.1,31.1,5.6,13.10,20.00,22.50,24.90,29.00,36.80,37.50,37.70,40.00,45.90,2024-01-01
"East, Leisure, travel and related personal service occupations",30,25,-13.3,25.4,-4,x,13.00,14.30,15.60,18.40,33.50,37.00,37.50,37.80,x,2024-01-01
"East, Sales and customer service occupations",157,25.5,-2.8,26.3,-1,11.00,15.00,16.50,18.10,21.80,30.80,36.20,37.00,37.50,40.00,2024-01-01
"East, Sales occupations",119,23.5,-2.2,24.6,-1.8,10.10,13.50,15.30,16.50,20.00,27.10,32.40,35.20,37.50,40.00,2024-01-01
"East, Customer service occupations",37,36.1,2.3,31.5,0.3,16.60,21.00,23.60,26.10,34.70,37.00,37.50,37.50,38.10,x,2024-01-01
"East, Process, plant and machine operatives",135,40.2,0.1,40.5,0.6,22.30,35.00,37.00,37.80,39.90,43.00,45.40,47.60,49.00,54.00,2024-01-01
"East, Process, plant and machine operatives",56,40,0,39,-2.2,23.50,35.50,37.00,37.50,39.10,40.70,42.60,44.00,45.00,x,2024-01-01
"East, Transport and mobile machine drivers and operatives",80,42.3,2.4,41.5,2.6,20.30,35.00,37.00,38.00,40.00,45.00,48.00,49.70,50.80,56.80,2024-01-01
"East, Elementary occupations",240,26.4,-11,26.4,-3.8,6.00,10.70,13.00,15.80,20.00,34.00,37.50,39.00,40.00,44.70,2024-01-01
"East, Elementary trades and related occupations",22,39.9,2.1,37.5,1.4,x,32.60,35.80,37.20,38.90,40.00,42.20,43.30,44.90,x,2024-01-01
"East, Elementary administration and service occupations",219,24.5,-3.5,25.3,-3.3,5.40,10.10,12.10,14.90,19.30,30.80,37.00,37.70,39.90,44.00,2024-01-01
London,4382,36.9,0.3,33.9,-0.1,18.20,29.90,33.00,35.00,35.00,37.50,37.50,38.90,40.00,40.60,2024-01-01
"London, Managers, directors and senior officials",686,37.4,0,36.6,-0.1,33.50,x,x,35.00,36.00,37.50,39.00,39.90,40.00,40.50,2024-01-01
"London, Corporate managers and directors",576,37.3,0.7,36.4,0.1,34.30,x,x,35.00,35.50,37.50,37.90,39.90,40.00,40.00,2024-01-01
"London, Other managers and proprietors",110,37.5,0,37.6,-1,30.00,35.00,35.40,36.70,37.50,39.80,40.00,40.00,40.70,45.50,2024-01-01
"London, Professional occupations",1580,37,0.6,34.6,0,24.30,32.80,35.00,35.00,35.00,37.50,37.50,37.50,38.20,40.00,2024-01-01
"London, Science, research, engineering and technology professionals",396,37.5,0,37.1,-0.2,35.00,35.00,36.00,36.80,37.40,37.50,38.40,39.90,40.00,40.00,2024-01-01
"London, Health professionals",320,37.4,-0.2,33.8,2.1,19.90,28.70,32.00,35.00,x,x,37.50,37.50,37.50,40.00,2024-01-01
"London, Teaching and other educational professionals",253,32.4,0,28.6,2.5,13.00,21.00,24.30,27.10,29.90,32.50,35.00,35.00,36.00,37.50,2024-01-01
"London, Business, media and public service professionals",611,36.5,1.4,35.9,-0.3,34.70,x,x,35.00,35.00,37.40,x,37.50,37.90,40.00,2024-01-01
"London, Associate professional occupations",682,37.3,0.9,35.5,0,24.80,35.00,35.00,35.00,36.00,37.50,37.90,39.90,40.00,40.90,2024-01-01
"London, Science, engineering and technology associate professionals",102,37.4,-0.3,37.1,0.5,34.50,35.00,35.00,35.90,36.90,37.50,38.50,39.90,40.00,42.00,2024-01-01
"London, Health and social care associate professionals",76,35.6,0.4,31.3,-2.3,14.80,21.70,24.50,29.10,35.00,36.00,37.40,37.50,37.50,x,2024-01-01
"London, Protective service occupations",46,41.5,-1.1,41.6,2.8,36.00,37.50,x,x,40.00,42.20,43.30,44.40,45.00,x,2024-01-01
"London, Culture, media and sports occupations",64,37.3,1,30.9,-3.6,x,16.20,x,32.10,35.00,37.50,37.90,39.80,40.00,x,2024-01-01
"London, Business and public service associate professionals",394,37,0,35.9,-0.2,30.10,35.00,x,35.00,36.00,37.50,37.50,38.70,39.90,40.00,2024-01-01
"London, Administrative and secretarial occupations",397,35.3,0.6,31.7,-0.9,15.00,22.20,27.40,31.00,35.00,36.90,37.50,37.50,37.50,40.00,2024-01-01
"London, Administrative occupations",320,35.9,-0.1,32,-1.1,15.00,23.20,29.90,33.00,35.00,37.00,37.50,37.50,37.50,40.00,2024-01-01
"London, Secretarial and related occupations",77,35,0,30.2,0.6,13.90,19.50,22.00,24.90,31.60,36.00,37.40,37.50,37.50,40.00,2024-01-01
"London, Skilled trades occupations",154,40,0,38.6,1.8,23.90,35.00,36.00,37.00,38.00,40.00,42.20,43.40,45.00,48.80,2024-01-01
"London, Skilled agricultural and related trades",7,38.7,-2.9,35.9,-5.2,x,x,32.10,35.00,37.00,39.90,x,x,x,x,2024-01-01
"London, Skilled metal, electrical and electronic trades",62,40,0,39.4,-1.9,35.00,36.20,37.30,37.50,38.00,40.00,41.00,42.40,43.20,x,2024-01-01
"London, Skilled construction and building trades",19,40,0,39.5,0.2,x,x,36.20,37.40,38.30,40.20,43.30,45.40,46.70,x,2024-01-01
"London, Textiles, printing and other skilled trades",67,40,6.7,37.9,7.9,20.00,29.90,32.20,35.00,38.00,41.00,44.00,45.00,46.90,x,2024-01-01
"London, Caring, leisure and other service occupations",275,32.5,5.6,30.1,3.5,10.00,16.90,20.20,22.90,29.60,36.00,37.50,37.50,39.90,44.10,2024-01-01
"London, Caring personal service occupations",204,32.5,1.7,30,3.5,9.90,16.00,20.00,22.30,28.40,35.90,37.50,37.50,39.10,45.00,2024-01-01
"London, Leisure, travel and related personal service occupations",69,32.1,7,30.2,3.7,12.00,18.70,22.50,24.00,30.00,36.40,37.50,39.10,40.00,42.00,2024-01-01
"London, Sales and customer service occupations",208,28.5,5.1,27.1,-0.4,10.60,15.20,16.60,18.40,22.40,35.00,37.20,37.50,38.10,40.50,2024-01-01
"London, Sales occupations",155,24,-2.6,25.5,-1.7,9.30,14.10,15.90,17.00,20.00,30.00,35.60,37.40,37.90,40.10,2024-01-01
"London, Customer service occupations",53,35.7,1.9,31.9,2.5,15.00,21.10,24.80,30.00,35.00,37.40,37.50,38.00,39.50,40.70,2024-01-01
"London, Process, plant and machine operatives",102,40,0,38.5,0.2,22.10,32.80,35.00,36.10,38.00,41.00,43.50,45.00,46.10,50.50,2024-01-01
"London, Process, plant and machine operatives",31,37.9,1.1,36.2,4.8,18.40,28.50,33.00,35.00,36.80,40.00,40.00,41.20,42.60,x,2024-01-01
"London, Transport and mobile machine drivers and operatives",71,40,-0.5,39.5,-1.4,22.70,34.70,35.00,37.20,38.00,42.10,44.90,45.50,47.50,52.00,2024-01-01
"London, Elementary occupations",298,27.1,-10,27.4,-3.6,7.80,13.00,15.20,17.00,21.30,35.00,37.50,39.80,40.00,45.00,2024-01-01
"London, Elementary trades and related occupations",12,36.7,1.8,32.1,-3.3,x,18.00,20.00,21.40,30.20,39.40,40.00,42.50,44.00,x,2024-01-01
"London, Elementary administration and service occupations",286,26.6,-11.4,27.2,-3.6,7.50,12.70,15.00,16.70,20.90,34.80,37.50,39.30,40.00,45.00,2024-01-01
South East,3901,37,0,33,0.1,15.00,24.20,29.90,32.50,35.00,37.50,37.60,39.30,40.00,42.10,2024-01-01
"South East, Managers, directors and senior officials",463,37.5,0,36.1,-0.1,24.90,35.00,35.00,36.80,37.30,37.50,39.90,40.00,40.00,42.50,2024-01-01
"South East, Corporate managers and directors",358,37.5,0,35.8,0.1,23.80,35.00,35.00,36.30,37.30,37.50,39.90,40.00,40.00,42.00,2024-01-01
"South East, Other managers and proprietors",105,37.5,-1.6,37.1,-1,27.00,35.00,36.80,37.00,37.40,39.00,40.00,40.00,40.90,44.80,2024-01-01
"South East, Professional occupations",1198,37,0,33.8,-0.2,21.90,30.10,32.50,33.00,35.00,37.40,37.50,37.50,37.80,40.00,2024-01-01
"South East, Science, research, engineering and technology professionals",338,37.5,0,37.1,0.2,35.00,36.20,36.90,37.00,37.30,37.50,37.50,38.10,39.80,40.00,2024-01-01
"South East, Health professionals",245,37.4,0,32.1,-1.4,16.50,23.00,25.90,29.90,34.40,37.50,37.50,37.50,37.50,40.00,2024-01-01
"South East, Teaching and other educational professionals",296,32.5,0.1,29.7,0.6,14.30,22.40,25.90,28.30,32.50,32.50,35.00,35.90,37.00,38.80,2024-01-01
"South East, Business, media and public service professionals",319,37,0,35.3,0.8,28.00,35.00,35.00,35.00,36.90,37.50,37.50,37.50,37.90,40.00,2024-01-01
"South East, Associate professional occupations",647,37.4,0.2,35.4,0.1,22.50,34.90,35.00,36.20,37.00,37.50,39.00,40.00,40.00,41.80,2024-01-01
"South East, Science, engineering and technology associate professionals",118,37.5,0,37.7,1,34.50,36.20,36.90,37.00,37.40,37.50,39.80,40.00,40.00,42.50,2024-01-01
"South East, Health and social care associate professionals",91,36.3,0.9,31.3,0.1,15.30,22.00,25.10,28.70,34.00,37.00,37.00,37.50,37.50,40.00,2024-01-01
"South East, Protective service occupations",73,40.4,0.9,41.8,1.5,37.00,x,x,40.00,40.00,41.60,42.30,42.90,44.30,x,2024-01-01
"South East, Culture, media and sports occupations",39,29.9,-12.5,24.7,-3.8,3.00,x,x,x,x,35.80,37.50,37.50,37.90,x,2024-01-01
"South East, Business and public service associate professionals",326,37.4,0,35.6,-0.6,28.00,35.00,35.00,36.20,37.00,37.50,37.50,37.90,39.90,40.00,2024-01-01
"South East, Administrative and secretarial occupations",371,35,0,30,0.7,12.00,19.50,21.90,24.80,31.30,37.00,37.50,37.50,37.50,40.00,2024-01-01
"South East, Administrative occupations",303,36.2,0.7,30.7,1,13.10,20.00,22.50,26.50,34.00,37.00,37.50,37.50,37.50,40.00,2024-01-01
"South East, Secretarial and related occupations",68,30,0,27.1,-0.6,10.80,16.00,18.00,20.00,24.20,34.20,36.60,37.00,37.50,39.30,2024-01-01
"South East, Skilled trades occupations",234,40,0,38.3,-0.7,24.10,36.00,37.00,37.40,38.50,40.00,41.90,42.50,44.30,47.40,2024-01-01
"South East, Skilled agricultural and related trades",20,39.8,1.5,37.4,-0.9,22.50,35.10,36.80,37.00,37.50,40.00,40.00,40.60,42.30,x,2024-01-01
"South East, Skilled metal, electrical and electronic trades",120,40,0,40.2,-0.4,35.00,37.10,37.50,37.90,39.60,40.50,42.50,43.40,44.80,47.40,2024-01-01
"South East, Skilled construction and building trades",39,40,0,39.7,-0.3,35.00,37.00,37.50,38.10,40.00,40.00,42.00,42.50,44.50,x,2024-01-01
"South East, Textiles, printing and other skilled trades",56,36.8,-1.4,33.4,-0.6,13.90,22.50,24.90,27.70,32.80,38.30,40.00,40.90,42.70,x,2024-01-01
"South East, Caring, leisure and other service occupations",304,31.3,-0.1,29.9,0.9,10.20,18.00,20.00,23.00,28.30,35.60,37.50,37.50,40.00,45.30,2024-01-01
"South East, Caring personal service occupations",256,31.3,-0.5,30.4,0.6,11.30,18.40,20.70,23.30,28.90,35.00,37.50,37.50,40.00,46.00,2024-01-01
"South East, Leisure, travel and related personal service occupations",44,30,0.7,27.1,-0.1,6.30,13.40,15.30,16.80,23.90,36.00,37.50,38.40,39.90,x,2024-01-01
"South East, Sales and customer service occupations",230,26.3,-1,26.1,-1.9,9.00,13.50,15.20,17.30,22.00,32.10,36.50,37.40,37.50,40.00,2024-01-01
"South East, Sales occupations",171,23.7,-1.5,24.5,-3.4,8.50,12.50,14.20,15.50,19.90,28.50,33.10,36.00,37.50,40.00,2024-01-01
"South East, Customer service occupations",59,36,2.9,30.6,0.7,11.70,20.00,23.10,25.70,34.90,37.00,37.50,37.50,37.70,40.00,2024-01-01
"South East, Process, plant and machine operatives",131,40,0,39.7,0.9,23.90,35.10,37.00,37.50,39.00,41.30,44.50,45.30,47.30,51.50,2024-01-01
"South East, Process, plant and machine operatives",52,39.8,0.3,38.8,0,30.40,36.80,37.20,37.50,38.50,40.00,41.30,42.50,43.60,47.30,2024-01-01
"South East, Transport and mobile machine drivers and operatives",79,40.4,-0.4,40.2,1.5,20.50,34.10,36.80,37.50,39.80,44.10,45.90,47.80,48.60,54.00,2024-01-01
"South East, Elementary occupations",323,26.5,4.6,26.1,0.5,5.80,10.30,12.90,15.30,20.00,33.60,37.40,38.30,40.00,43.50,2024-01-01
"South East, Elementary trades and related occupations",26,40,3.9,38.2,9.5,20.00,32.80,33.90,36.90,38.10,40.00,42.00,43.40,45.10,x,2024-01-01
"South East, Elementary administration and service occupations",296,24.6,4.9,25.1,0.6,5.50,10.00,12.20,14.80,19.60,31.20,37.00,37.50,39.00,42.40,2024-01-01
South West,2309,36.9,-0.1,32.4,-0.1,14.30,22.50,26.30,30.00,35.00,37.50,37.50,39.00,40.00,42.50,2024-01-01
"South West, Managers, directors and senior officials",249,37.5,0,36,-0.5,23.90,34.50,35.00,36.10,37.00,38.30,39.90,40.00,40.00,42.60,2024-01-01
"South West, Corporate managers and directors",190,37.5,0.1,35.4,-1.3,22.10,33.70,35.00,35.00,37.00,37.60,39.80,40.00,40.00,42.00,2024-01-01
"South West, Other managers and proprietors",59,37.7,0.5,37.7,2.2,28.00,35.00,36.80,37.00,37.50,39.90,40.00,40.40,42.30,x,2024-01-01
"South West, Professional occupations",608,36.4,-1.3,33,-0.9,19.80,28.00,30.10,32.50,35.00,37.00,37.50,37.50,37.50,40.00,2024-01-01
"South West, Science, research, engineering and technology professionals",144,37.4,-0.3,36.6,-1.4,34.50,35.00,36.10,36.80,37.00,37.50,37.50,37.90,38.90,40.00,2024-01-01
"South West, Health professionals",159,37,-1.2,31.6,-1.8,16.00,22.50,25.00,28.60,32.00,x,x,37.50,37.50,40.30,2024-01-01
"South West, Teaching and other educational professionals",140,32.4,0,28.5,1.9,14.60,21.20,24.20,26.00,30.70,32.50,32.50,35.00,35.00,x,2024-01-01
"South West, Business, media and public service professionals",164,37,0,34.9,-0.5,27.60,34.70,x,35.00,36.20,37.10,37.50,x,37.50,40.00,2024-01-01
"South West, Associate professional occupations",355,37,0,33.5,-2.2,19.40,29.90,32.20,35.00,36.80,37.40,37.50,37.50,39.00,40.00,2024-01-01
"South West, Science, engineering and technology associate professionals",78,37,0,36.7,2,30.00,35.00,36.40,36.90,37.00,37.50,37.70,39.00,40.00,x,2024-01-01
"South West, Health and social care associate professionals",60,34.7,2.6,30.1,0.2,15.00,20.80,22.50,25.00,30.00,36.90,37.00,37.40,37.50,x,2024-01-01
"South West, Protective service occupations",15,39.8,-0.5,38.2,-2.1,32.20,x,x,35.00,37.00,x,x,40.80,x,x,2024-01-01
"South West, Business and public service associate professionals",177,37,0,34.4,-1.9,22.20,32.00,34.90,35.00,36.90,37.50,x,37.50,38.90,40.00,2024-01-01
"South West, Administrative and secretarial occupations",232,35,0.2,30.6,2.7,14.90,20.90,22.70,26.50,31.60,37.00,37.50,37.50,37.50,40.00,2024-01-01
"South West, Administrative occupations",186,36,3,31.4,3.3,15.00,22.20,24.50,28.80,34.00,37.00,37.50,37.50,37.50,40.00,2024-01-01
"South West, Secretarial and related occupations",46,30.1,0.3,27.7,0,12.00,16.00,18.80,21.00,25.00,34.50,36.50,37.00,37.50,x,2024-01-01
"South West, Skilled trades occupations",166,40,0,38.6,0.2,25.90,35.00,36.80,37.00,38.80,40.00,42.30,43.00,44.50,47.60,2024-01-01
"South West, Skilled agricultural and related trades",12,38.2,0.7,36.8,-1,x,29.60,35.00,36.90,37.40,40.00,40.30,42.20,x,x,2024-01-01
"South West, Skilled metal, electrical and electronic trades",78,40,0,40,-0.1,35.00,37.00,37.00,37.50,39.00,40.00,42.40,43.00,44.10,47.30,2024-01-01
"South West, Skilled construction and building trades",35,40,0,40.7,2.9,35.00,37.50,39.00,40.00,x,41.50,42.90,45.00,45.10,x,2024-01-01
"South West, Textiles, printing and other skilled trades",41,37,-1.3,34.6,-1.6,18.00,25.00,26.30,30.10,34.90,39.80,40.00,42.00,43.60,x,2024-01-01
"South West, Caring, leisure and other service occupations",218,30.6,0.2,29.3,1.2,9.90,16.50,19.60,21.90,26.20,35.00,37.50,37.50,39.90,45.60,2024-01-01
"South West, Caring personal service occupations",180,30.5,1.6,29.6,2.3,10.40,17.50,20.00,22.40,26.60,34.50,37.50,37.50,39.90,46.20,2024-01-01
"South West, Leisure, travel and related personal service occupations",36,30.7,-10.3,27.8,-4,x,14.20,15.90,19.70,24.00,37.00,37.50,38.00,39.90,x,2024-01-01
"South West, Sales and customer service occupations",146,24.9,-1.8,25.1,-2.9,8.60,12.80,14.90,16.30,20.00,30.00,35.10,37.00,37.50,39.90,2024-01-01
"South West, Sales occupations",117,22.2,-1.6,23.7,-3.2,8.10,12.00,14.00,15.60,18.90,27.60,31.90,35.00,37.10,39.90,2024-01-01
"South West, Customer service occupations",29,36.1,3,30.4,-0.3,12.00,18.60,23.10,26.10,32.00,37.00,37.50,37.50,38.00,x,2024-01-01
"South West, Process, plant and machine operatives",114,40.1,0,39.8,1.1,22.50,35.00,37.40,37.90,39.20,42.50,44.80,46.10,47.80,51.60,2024-01-01
"South West, Process, plant and machine operatives",51,39.9,-0.2,38.9,1.7,27.80,36.90,37.40,37.50,38.50,40.00,42.30,43.10,44.70,x,2024-01-01
"South West, Transport and mobile machine drivers and operatives",64,42.5,-0.1,40.5,0.3,19.40,34.30,37.40,38.30,40.00,44.60,46.90,48.00,48.90,53.20,2024-01-01
"South West, Elementary occupations",221,26.1,0.2,26,-0.1,6.40,10.30,12.50,14.80,20.00,34.70,37.50,39.00,40.00,43.60,2024-01-01
"South West, Elementary trades and related occupations",25,39.5,-0.2,36.9,-1.8,16.70,32.50,35.00,36.80,38.00,40.00,42.00,42.80,44.80,x,2024-01-01
"South West, Elementary administration and service occupations",196,23.4,4,24.7,0.6,6.00,9.70,11.50,13.60,18.20,30.20,37.00,37.50,39.40,42.50,2024-01-01
Wales,1217,37,0.2,32.4,-1.1,15.00,23.00,27.40,30.00,35.00,37.10,37.50,38.00,39.70,42.00,2024-01-01
"Wales, Managers, directors and senior officials",98,37.5,0,36.2,-1,25.00,35.00,35.00,36.30,37.00,37.90,39.90,40.00,40.00,42.50,2024-01-01
"Wales, Corporate managers and directors",75,37.4,-0.3,35.5,-1.5,24.10,34.90,35.00,35.10,37.00,37.50,39.40,39.90,40.00,x,2024-01-01
"Wales, Other managers and proprietors",23,37.5,0.3,38.3,0.9,30.60,35.60,36.80,37.00,37.00,39.90,40.00,40.20,41.00,x,2024-01-01
"Wales, Professional occupations",321,36.9,1,33.1,-0.7,19.40,29.10,32.20,32.50,35.00,37.00,37.50,37.50,37.50,40.00,2024-01-01
