Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"Wales, Managers, directors and senior officials",93,19.17,13.8,21.91,6.9,11.08,12.50,13.72,14.62,16.46,21.42,24.11,25.62,28.60,x,2022-01-01
"Wales, Corporate managers and directors",69,20.17,3.8,23.41,4.2,11.29,13.20,14.24,15.58,17.67,22.14,25.33,28.52,32.15,x,2022-01-01
"Wales, Other managers and proprietors",23,15.87,18.5,17.64,13.3,10.50,11.50,12.03,13.25,14.96,17.76,20.81,21.61,23.50,x,2022-01-01
"Wales, Professional occupations",303,20.47,1.6,22.07,2.1,13.15,16.11,16.56,17.47,19.27,22.39,24.73,25.69,27.71,32.84,2022-01-01
"Wales, Science, research, engineering and technology professionals",58,20.14,3.7,21,2.4,12.73,14.79,15.62,16.52,18.2,21.78,24.01,25.12,26.34,x,2022-01-01
"Wales, Health professionals",93,19.96,3,21.48,6.8,14.23,16.15,16.53,17.27,19.06,20.53,22.39,23.50,25.09,x,2022-01-01
"Wales, Teaching and other educational professionals",76,24.96,-0.7,25.95,0.9,15.09,17.84,19.90,20.56,23,26.71,29.50,31.29,33.36,x,2022-01-01
"Wales, Business, media and public service professionals",77,19.35,-0.2,20.36,-1.4,12.00,14.18,15.19,16.46,18.1,20.75,22.46,24.16,25.02,x,2022-01-01
"Wales, Associate professional occupations",142,15.11,3,16.66,4.4,10.60,11.77,12.50,12.91,14.01,16.37,17.90,18.84,19.71,23.23,2022-01-01
"Wales, Science, engineering and technology associate professionals",34,14.6,4.2,15.24,1.3,10.39,11.19,11.46,11.71,13.56,15.41,16.90,17.54,18.46,x,2022-01-01
"Wales, Health and social care associate professionals",24,13.5,1.8,14.38,5,10.29,11.34,11.49,12.26,12.82,14.62,15.52,15.71,16.99,x,2022-01-01
"Wales, Protective service occupations",14,19.71,0,19.67,11.5,x,14.38,15.56,16.52,18.13,19.71,x,x,x,x,2022-01-01
"Wales, Business and public service associate professionals",65,15.89,3.7,17.78,4.1,10.71,12.58,12.92,13.66,14.36,17.32,18.80,20.03,21.25,x,2022-01-01
"Wales, Administrative and secretarial occupations",137,12.71,11.1,14.11,9,10.00,10.53,10.88,11.14,11.69,13.6,14.47,15.34,16.35,20.43,2022-01-01
"Wales, Administrative occupations",115,12.91,11,14.39,9.7,10.17,10.74,11.06,11.25,12,13.95,14.98,15.88,16.58,20.73,2022-01-01
"Wales, Secretarial and related occupations",22,11.25,8,12.33,5.7,9.76,x,10.01,10.21,10.76,12,12.72,12.78,13.83,x,2022-01-01
"Wales, Skilled trades occupations",79,14.67,12.9,15.39,10.2,9.98,10.82,11.23,12,13.04,16.03,17.38,17.97,18.96,x,2022-01-01
"Wales, Skilled metal, electrical and electronic trades",47,16.78,9.5,16.96,8.8,11.01,12.56,13.80,14.32,15.74,17.64,18.82,19.43,20.49,x,2022-01-01
"Wales, Skilled construction and building trades",12,14.11,3.3,14.34,3.6,x,10.85,11.82,12,13.05,15,15.52,16.09,x,x,2022-01-01
"Wales, Textiles, printing and other skilled trades",17,11,10.3,12.08,10.5,9.50,9.62,10.02,10.3,10.63,11.62,12.53,12.92,x,x,2022-01-01
"Wales, Caring, leisure and other service occupations",126,11.23,10.3,12.04,9.9,9.70,10.00,10.17,10.35,10.77,11.72,12.54,12.96,13.68,15.96,2022-01-01
"Wales, Caring personal service occupations",110,11.43,12,12.05,10.3,9.77,10.08,10.21,10.42,10.94,11.86,12.70,12.97,13.72,16.08,2022-01-01
"Wales, Leisure, travel and related personal service occupations",16,10.31,4.1,11.65,9,x,x,9.50,9.75,10,10.59,10.86,11.07,x,x,2022-01-01
"Wales, Sales and customer service occupations",85,10.32,4.4,11.36,4,9.42,9.53,9.67,9.78,10,10.69,11.22,11.57,12.36,14.42,2022-01-01
"Wales, Sales occupations",62,10.04,5.1,10.93,4,9.31,9.50,9.60,9.69,9.9,10.47,10.76,11.06,11.48,13.23,2022-01-01
"Wales, Customer service occupations",23,11.08,2.2,12.39,3.3,9.50,9.98,10.09,10.25,10.83,11.65,13.05,13.60,14.14,x,2022-01-01
"Wales, Process, plant and machine operatives",77,11.79,7.4,13.17,9.1,9.50,10.00,10.15,10.5,11,12.95,13.76,14.46,15.00,x,2022-01-01
"Wales, Process, plant and machine operatives",42,11.48,5.1,12.84,6,9.50,9.93,10.00,10.32,10.9,12.5,13.44,13.94,14.76,x,2022-01-01
"Wales, Transport and mobile machine drivers and operatives",35,12.41,13.1,13.56,12.8,9.50,10.00,10.42,10.66,11.11,13.12,14.40,15.00,15.55,x,2022-01-01
"Wales, Elementary occupations",135,10.1,6.3,11.2,6.8,8.81,x,9.50,9.6,9.9,10.6,11.23,11.53,12.10,13.46,2022-01-01
"Wales, Elementary trades and related occupations",18,11,8.3,11.84,6.1,9.56,10.00,10.06,10.3,10.69,11.49,12.16,12.45,13.02,x,2022-01-01
"Wales, Elementary administration and service occupations",117,10,5.7,11.06,7.5,8.28,x,9.50,9.53,9.76,10.45,11.02,11.40,11.85,13.26,2022-01-01
Scotland,2386,15,4.6,18.22,4.4,9.94,10.82,11.28,11.96,13.29,17.09,20.08,21.37,23.19,28.42,2022-01-01
"Scotland, Managers, directors and senior officials",206,21.76,5.9,25.71,5.6,11.50,13.95,15.27,16.55,19.62,24.54,28.69,31.38,34.92,44.97,2022-01-01
"Scotland, Corporate managers and directors",167,23.31,2,27.54,2.8,11.81,15.14,16.60,18.4,20.83,26.35,31.38,34.18,37.54,47.35,2022-01-01
"Scotland, Other managers and proprietors",39,16.25,11.7,18.04,10.5,10.39,12.05,12.27,12.65,14.79,18.12,20.01,21.17,22.60,x,2022-01-01
"Scotland, Professional occupations",683,22.34,2.2,23.81,2,14.07,16.83,17.59,18.75,20.82,24.01,25.86,27.28,28.46,33.36,2022-01-01
"Scotland, Science, research, engineering and technology professionals",137,22.11,2.3,23.25,3.2,13.29,15.87,17.11,17.96,20.14,24.41,26.58,28.00,29.50,33.76,2022-01-01
"Scotland, Health professionals",227,20.86,-0.2,23.89,-2.2,13.29,16.38,16.91,17.54,19.58,21.97,24.47,25.14,26.64,33.30,2022-01-01
"Scotland, Teaching and other educational professionals",154,24.65,8.7,25.87,9.5,18.14,20.86,21.96,22.68,23.32,26.15,27.85,28.86,30.23,34.75,2022-01-01
"Scotland, Business, media and public service professionals",165,21.46,2.9,22.54,1.7,13.82,15.94,16.92,17.56,19.88,23.25,24.75,25.90,27.45,31.87,2022-01-01
"Scotland, Associate professional occupations",326,16.43,3.3,18.08,3.8,11.05,12.62,13.29,13.91,15.15,17.98,19.71,20.57,21.20,25.24,2022-01-01
"Scotland, Science, engineering and technology associate professionals",66,15.54,2.8,16.42,-0.4,10.63,12.45,13.25,13.66,14.58,16.83,18.22,18.73,20.14,x,2022-01-01
"Scotland, Health and social care associate professionals",58,13.7,2.6,14.51,5,10.02,11.38,11.88,12.24,12.96,14.63,15.69,15.95,16.41,x,2022-01-01
"Scotland, Protective service occupations",57,20.23,0.7,19.8,3.4,14.71,15.98,16.69,17.67,18.44,20.57,20.82,21.33,21.72,x,2022-01-01
"Scotland, Culture, media and sports occupations",17,13.29,2.1,15.55,7.7,x,10.63,x,11.28,12.48,14.66,15.70,x,x,x,2022-01-01
"Scotland, Business and public service associate professionals",129,17.64,4.9,19.82,4.1,11.43,13.04,13.63,14.38,16.14,18.98,20.99,22.30,23.67,x,2022-01-01
"Scotland, Administrative and secretarial occupations",251,12.56,4.4,14.3,5.8,10.00,10.75,11.01,11.2,11.97,13.44,14.65,15.37,16.35,19.88,2022-01-01
"Scotland, Administrative occupations",213,12.86,5.6,14.6,5.9,10.16,11.00,11.10,11.44,12.07,13.81,14.95,15.70,16.71,20.44,2022-01-01
"Scotland, Secretarial and related occupations",38,11.15,1.8,12.43,5.4,9.72,10.00,10.19,10.29,10.72,12.02,12.94,13.29,13.78,x,2022-01-01
"Scotland, Skilled trades occupations",148,14.12,6.7,15.33,7.3,9.95,10.82,11.35,11.99,13.11,15.26,16.34,17.34,18.26,21.45,2022-01-01
"Scotland, Skilled agricultural and related trades",11,11.95,8.3,12.62,5.6,x,10.27,10.66,10.83,11.5,12.36,12.87,13.17,x,x,2022-01-01
"Scotland, Skilled metal, electrical and electronic trades",67,16.07,7.7,17.06,6.7,10.97,13.16,13.64,14.16,15.13,17.14,18.33,19.72,20.58,x,2022-01-01
"Scotland, Skilled construction and building trades",37,14.51,2.7,15.39,3.6,10.25,12.23,12.70,13.09,13.79,15.36,16.22,17.08,17.79,x,2022-01-01
"Scotland, Textiles, printing and other skilled trades",32,11,11.9,12.16,13,9.50,9.84,10.00,10.13,10.51,11.5,12.11,12.81,13.01,x,2022-01-01
"Scotland, Caring, leisure and other service occupations",252,12.06,6.8,12.97,3.2,10.00,10.50,10.60,10.89,11.4,12.8,13.65,14.24,14.91,16.91,2022-01-01
"Scotland, Caring personal service occupations",212,12.14,4.4,13.11,2.2,10.07,10.52,10.75,11,11.52,12.96,13.77,14.44,15.09,17.02,2022-01-01
"Scotland, Leisure, travel and related personal service occupations",39,11.14,10,12.18,10.4,9.50,9.89,10.05,10.26,10.53,11.84,12.50,13.18,13.78,x,2022-01-01
"Scotland, Sales and customer service occupations",157,10.2,4.4,11.56,6.2,9.49,9.56,9.71,9.83,10,10.74,11.45,12.00,12.47,14.26,2022-01-01
"Scotland, Sales occupations",111,10.02,4.2,11.13,5.4,9.35,9.50,9.63,9.73,9.91,10.26,10.85,11.21,11.69,13.25,2022-01-01
"Scotland, Customer service occupations",45,11.36,11.9,12.44,7.7,9.50,9.91,10.04,10.21,10.81,12.06,12.97,13.33,14.04,x,2022-01-01
"Scotland, Process, plant and machine operatives",128,12.5,5.3,13.75,3,9.73,10.32,10.58,11,11.73,13.42,14.41,15.00,15.82,18.45,2022-01-01
"Scotland, Process, plant and machine operatives",58,12.47,1.3,13.68,-0.3,9.62,10.04,10.42,10.75,11.51,13.46,14.54,15.08,16.28,x,2022-01-01
"Scotland, Transport and mobile machine drivers and operatives",71,12.5,8,13.79,5.2,9.77,10.50,10.94,11.16,11.78,13.29,14.17,14.99,15.69,x,2022-01-01
"Scotland, Elementary occupations",236,10.2,6.1,11.27,3.4,9.33,9.50,9.57,9.72,9.96,10.84,11.51,11.99,12.57,13.75,2022-01-01
"Scotland, Elementary trades and related occupations",22,11.06,5,11.83,5.6,9.50,9.71,10.00,10.15,10.51,11.8,12.31,12.72,13.36,x,2022-01-01
"Scotland, Elementary administration and service occupations",215,10.1,6.3,11.19,3.3,9.25,9.50,9.54,9.7,9.9,10.73,11.38,11.86,12.42,13.60,2022-01-01
Northern Ireland,1180,13.5,5.1,17.1,6.7,9.54,10.21,10.58,11.02,12.11,15.64,18.35,20.00,22.25,27.02,2022-01-01
