Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  North West, Health professionals",177,688.4,5.4,776.7,4,372.30,477.30,508.70,548.20,603.00,769.3,862.50,913.40,986.60,1195.70,2020-01-01
"  North West, Teaching and educational professionals",167,692.4,-1.4,709.5,0.9,325.30,467.10,494.50,529.00,603.10,776,832.80,879.10,933.70,1084.30,2020-01-01
"  North West, Business, media and public service professionals",145,693.7,-0.3,753.1,0.9,417.90,516.70,539.00,574.90,646.60,763.8,847.70,892.70,959.10,1183.20,2020-01-01
"North West, Associate professional and technical occupations",399,545.6,-4.4,611.9,-2.1,268.20,371.10,405.00,434.40,490.60,613.3,695.50,761.90,799.10,997.00,2020-01-01
"  North West, Science, engineering and technology associate professionals",69,526.2,-4.7,575.3,0.2,328.20,374.80,399.70,430.20,470.90,588.4,647.50,684.00,728.70,x,2020-01-01
"  North West, Health and social care associate professionals",51,428.1,-1.6,416.5,-1.8,x,217.00,242.10,278.80,364.40,467.7,516.70,526.10,545.80,x,2020-01-01
"  North West, Protective service occupations",30,769.9,2.6,792.3,8.8,495.60,554.70,604.60,633.90,695.70,793.9,830.80,857.80,895.10,x,2020-01-01
"  North West, Culture, media and sports occupations",28,453.8,-10.6,465.8,-13.1,x,x,x,x,370.90,498.3,570.40,632.00,x,x,2020-01-01
"  North West, Business and public service associate professionals",222,578.9,-0.3,662.1,-1.2,330.80,398.60,430.70,459.00,517.40,654.3,742.00,778.00,862.40,1097.20,2020-01-01
"North West, Administrative and secretarial occupations",316,374.7,0,396.1,0.6,160.50,229.90,258.70,287.70,340.40,408.5,457.20,479.10,515.40,635.80,2020-01-01
"  North West, Administrative occupations",253,389,-0.3,414.9,0.7,170.20,245.30,282.70,315.40,358.80,422.7,474.80,500.00,528.60,656.40,2020-01-01
"  North West, Secretarial and related occupations",63,302.7,-2.2,320.1,-0.1,115.00,172.90,195.90,218.90,262.20,340.9,383.20,405.20,424.40,x,2020-01-01
"North West, Skilled trades occupations",173,464.2,-7.3,503.9,-5.2,217.10,312.80,345.40,369.70,418.60,513.8,576.90,614.30,655.60,821.10,2020-01-01
"  North West, Skilled agricultural and related trades",10,389.4,1.3,389.9,0.9,x,x,345.20,353.90,367.20,406.7,420.60,x,x,x,2020-01-01
"  North West, Skilled metal, electrical and electronic trades",99,540.1,-9.1,586.8,-5.6,316.30,402.20,429.40,446.50,497.40,598.6,656.30,705.70,751.60,910.80,2020-01-01
"  North West, Skilled construction and building trades",24,457.2,-8.3,450.5,-12.1,215.30,283.10,323.70,358.10,399.50,492.6,531.60,544.00,583.80,x,2020-01-01
"  North West, Textiles, printing and other skilled trades",41,334.5,-8.5,362,-3.8,138.40,188.80,212.60,247.00,294.10,369.2,414.20,432.10,467.10,x,2020-01-01
"North West, Caring, leisure and other service occupations",269,310.4,2,314.3,2.2,125.20,181.50,204.80,229.40,270.60,343.6,378.20,399.60,423.80,500.80,2020-01-01
"  North West, Caring personal service occupations",232,314.9,2.6,319.6,3.4,132.50,191.40,215.90,238.20,277.40,347.6,381.10,403.00,429.20,500.50,2020-01-01
"  North West, Leisure, travel and related personal service occupations",37,264.1,-4.6,281.4,-6.3,x,134.30,162.40,178.20,215.40,317.9,350.10,372.10,397.90,x,2020-01-01
"North West, Sales and customer service occupations",224,272.7,-1.8,301.4,0.6,106.80,146.40,165.40,185.00,224.10,331.3,367.40,390.10,422.10,534.70,2020-01-01
"  North West, Sales occupations",158,236.7,-1.9,267.1,0.5,101.40,137.80,151.60,168.40,199.80,276.8,330.70,350.30,372.10,450.80,2020-01-01
"  North West, Customer service occupations",66,370.7,1.8,383.1,1.4,134.10,205.80,245.00,277.70,347.60,412.3,456.20,491.10,535.00,x,2020-01-01
"North West, Process, plant and machine operatives",152,451.6,-3.1,489.6,-2.7,249.40,322.60,348.30,368.00,408.70,503.3,574.60,600.00,647.60,778.90,2020-01-01
"  North West, Process, plant and machine operatives",68,422.6,-3,463.3,-1.1,265.80,317.50,335.90,352.70,382.20,469,525.70,560.20,607.10,722.10,2020-01-01
"  North West, Transport and mobile machine drivers and operatives",84,480.8,-1.6,510.7,-4.2,218.00,331.10,358.70,384.50,430.00,528,597.20,630.70,676.40,823.80,2020-01-01
"North West, Elementary occupations",263,248.2,-6,272.7,-1.8,62.00,97.80,115.00,136.40,183.50,306.5,361.00,386.90,417.40,504.60,2020-01-01
"  North West, Elementary trades and related occupations",34,380.7,-4.7,396.6,-1.4,197.10,284.10,314.40,331.40,357.10,415.4,453.80,476.50,500.50,x,2020-01-01
"  North West, Elementary administration and service occupations",228,211.6,-12.3,254,-2.7,57.70,88.70,105.60,124.40,161.30,273.5,338.30,365.70,395.10,479.50,2020-01-01
Yorkshire and The Humber,2053,441.2,-0.5,514.7,0.6,152.40,244.40,287.50,325.60,380.00,514.9,597.00,653.00,726.20,919.90,2020-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",209,708.6,1,855.6,3.1,304.50,419.10,460.00,521.10,602.20,812.3,958.20,1020.60,1171.20,1530.40,2020-01-01
"  Yorkshire and The Humber, Corporate managers and directors",175,759,1.3,910.1,2.8,307.10,438.60,498.00,553.60,652.60,878.3,992.80,1111.90,1262.80,x,2020-01-01
"  Yorkshire and The Humber, Other managers and proprietors",35,539.6,1.7,580.4,2.2,267.80,345.30,368.60,414.40,467.20,593.6,656.90,707.20,814.70,x,2020-01-01
"Yorkshire and The Humber, Professional occupations",414,670.8,-1.4,719.1,-1,355.70,467.10,498.60,536.60,597.90,744.4,816.90,863.40,920.80,1140.20,2020-01-01
"  Yorkshire and The Humber, Science, research, engineering and technology professionals",97,746.6,-2.6,778.3,-2,430.70,534.80,567.60,584.70,670.80,806.1,899.60,944.30,993.90,x,2020-01-01
"  Yorkshire and The Humber, Health professionals",111,628.3,-1.8,738.1,0.1,348.10,469.40,487.00,525.40,586.70,699.8,769.30,833.60,908.90,x,2020-01-01
"  Yorkshire and The Humber, Teaching and educational professionals",110,632.6,-5.7,657.3,-3.4,300.00,440.20,467.10,500.20,562.90,721.6,776.00,817.70,852.20,1007.40,2020-01-01
"  Yorkshire and The Humber, Business, media and public service professionals",95,672.6,-0.2,707.9,0.2,337.20,458.70,491.50,528.60,598.20,744.4,833.20,873.80,916.70,x,2020-01-01
"Yorkshire and The Humber, Associate professional and technical occupations",295,536.6,0.1,581.9,-2.2,290.90,371.80,399.40,424.80,484.30,591.5,664.90,716.10,764.40,921.70,2020-01-01
"  Yorkshire and The Humber, Science, engineering and technology associate professionals",50,523,2,541.6,0.8,300.70,367.40,397.30,409.30,463.90,573,614.00,664.50,689.90,x,2020-01-01
"  Yorkshire and The Humber, Health and social care associate professionals",35,415.5,-2.2,441.5,4.6,223.60,298.70,328.90,361.30,384.80,470.8,506.10,534.20,547.40,x,2020-01-01
"  Yorkshire and The Humber, Protective service occupations",27,707.1,8.9,696.9,6.6,484.60,526.00,537.90,558.20,624.70,769.1,785.70,802.00,817.10,x,2020-01-01
"  Yorkshire and The Humber, Culture, media and sports occupations",16,422.8,1,456.9,,x,x,x,303.10,387.80,479.4,514.00,x,x,x,2020-01-01
"  Yorkshire and The Humber, Business and public service associate professionals",167,565.5,-1.8,617,-3.5,307.80,383.30,413.20,444.30,508.70,613.3,697.30,744.40,791.60,1006.00,2020-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",214,367.4,1.9,383.7,2.6,151.30,210.70,239.90,270.10,328.60,405,453.20,479.10,511.50,610.90,2020-01-01
"  Yorkshire and The Humber, Administrative occupations",175,385.7,2.5,400.7,1.1,165.10,231.20,267.20,299.00,347.60,420.3,465.50,494.60,524.90,629.30,2020-01-01
"  Yorkshire and The Humber, Secretarial and related occupations",40,276.9,2.8,308.4,6.9,94.50,156.80,181.40,192.00,230.30,325.2,366.10,383.20,413.40,x,2020-01-01
"Yorkshire and The Humber, Skilled trades occupations",153,465.3,-9.2,504.3,-5.5,245.20,324.80,352.10,370.50,418.00,520.3,576.00,604.80,650.50,785.10,2020-01-01
"  Yorkshire and The Humber, Skilled metal, electrical and electronic trades",85,535,-9.3,578.7,-6.7,314.20,380.80,407.80,433.00,485.00,586.5,650.10,684.20,739.50,941.40,2020-01-01
"  Yorkshire and The Humber, Skilled construction and building trades",30,504.4,-3.5,502.1,-3.8,300.20,361.90,384.50,410.50,461.70,526.1,565.10,590.30,600.00,x,2020-01-01
"  Yorkshire and The Humber, Textiles, printing and other skilled trades",34,327.8,-14.5,338.8,-11.5,160.60,209.50,244.10,252.70,305.00,360.5,397.30,409.50,442.30,x,2020-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",217,302.3,4.6,313.9,6.2,123.10,181.50,206.00,229.40,268.70,338.9,376.50,400.60,421.90,492.90,2020-01-01
"  Yorkshire and The Humber, Caring personal service occupations",190,306.7,6.2,317.9,7.8,134.20,194.30,216.40,240.70,278.00,340.5,378.30,403.50,422.80,491.30,2020-01-01
"  Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,261.5,-9.7,284.8,-4.8,88.60,121.20,141.10,159.60,199.40,307,357.70,379.30,405.60,x,2020-01-01
"Yorkshire and The Humber, Sales and customer service occupations",182,266.7,0.2,288.3,-0.7,97.20,141.60,160.80,178.20,213.10,322.5,361.60,377.00,404.30,488.10,2020-01-01
"  Yorkshire and The Humber, Sales occupations",125,224.3,-1,256.6,-0.2,85.20,128.90,143.30,156.90,187.30,268.5,322.40,347.20,365.00,439.90,2020-01-01
"  Yorkshire and The Humber, Customer service occupations",57,358.1,0.9,357.9,-4.1,139.70,204.10,233.30,267.20,328.80,380.6,417.00,440.80,460.00,x,2020-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",143,432.8,-6.3,472.9,-5,232.60,311.00,332.00,352.40,390.10,483.1,541.30,574.70,605.60,739.60,2020-01-01
"  Yorkshire and The Humber, Process, plant and machine operatives",72,420.1,-2.4,463.2,-1.6,265.50,316.30,334.40,351.20,382.90,464.6,524.90,560.00,591.60,x,2020-01-01
"  Yorkshire and The Humber, Transport and mobile machine drivers and operatives",71,447.5,-9.6,482.7,-8,221.40,307.60,328.30,355.80,402.30,493.6,551.60,585.60,638.10,x,2020-01-01
"Yorkshire and The Humber, Elementary occupations",225,242.8,-5.7,269.2,-2.5,53.10,92.20,108.00,129.20,175.80,310.1,361.60,389.30,415.40,512.50,2020-01-01
"  Yorkshire and The Humber, Elementary trades and related occupations",36,384.7,-2.4,394.6,-5.4,x,276.40,294.90,316.10,351.30,416.2,444.60,467.40,499.60,x,2020-01-01
"  Yorkshire and The Humber, Elementary administration and service occupations",190,199.3,-10.2,245.8,-4.6,49.60,83.70,97.50,112.20,147.80,265.8,340.70,363.00,390.90,486.30,2020-01-01
East Midlands,1722,455.1,3.3,526.4,3.4,157.60,254.00,292.20,329.50,388.10,526.3,613.30,672.70,750.30,938.30,2020-01-01
"East Midlands, Managers, directors and senior officials",181,703.1,1.9,823.7,3.1,294.50,412.00,472.00,511.60,588.60,846.8,958.80,1054.10,1151.60,1437.40,2020-01-01
"  East Midlands, Corporate managers and directors",154,754.2,3.6,857.3,3.7,277.40,410.60,479.10,534.50,638.20,886,1027.60,1121.30,1245.20,1506.90,2020-01-01
"  East Midlands, Other managers and proprietors",27,540.7,-3.8,631,-0.9,368.40,439.40,461.80,479.20,502.20,606.3,745.70,766.60,x,x,2020-01-01
"East Midlands, Professional occupations",353,674.5,0.1,733.4,1.6,332.70,467.10,501.90,530.60,599.30,755.5,829.90,872.70,938.90,1139.50,2020-01-01
"  East Midlands, Science, research, engineering and technology professionals",86,736.9,-1.4,771.7,-1.3,407.00,517.90,558.30,589.40,660.60,820.6,921.50,960.70,1008.30,x,2020-01-01
"  East Midlands, Health professionals",94,620.7,-1.8,714.5,-2.1,325.90,435.70,477.30,505.60,557.40,697.8,773.90,818.90,859.70,x,2020-01-01
"  East Midlands, Teaching and educational professionals",96,667,6.1,681,5.3,287.40,435.90,467.20,504.00,583.70,748.4,816.30,854.70,884.70,x,2020-01-01
"  East Midlands, Business, media and public service professionals",77,685.1,1.4,778.4,3.8,345.50,463.60,518.00,539.80,601.20,764.9,832.30,891.90,1013.60,x,2020-01-01
"East Midlands, Associate professional and technical occupations",254,551.7,0.5,605.9,-1.9,270.90,372.00,402.50,429.80,485.60,601.2,697.80,757.20,795.30,958.40,2020-01-01
"  East Midlands, Science, engineering and technology associate professionals",59,517.4,-3,550.3,-2.2,313.40,364.20,393.60,415.30,457.80,573.5,631.20,675.60,731.20,x,2020-01-01
"  East Midlands, Health and social care associate professionals",27,473.9,3.8,455.7,3.8,x,275.60,319.40,356.90,408.30,497.1,523.00,564.70,x,x,2020-01-01
"  East Midlands, Protective service occupations",23,723.1,8.5,699.9,3.1,x,499.60,538.00,570.80,641.80,769.1,776.90,800.90,826.10,x,2020-01-01
"  East Midlands, Culture, media and sports occupations",16,363.6,-7.6,435.7,-7.7,x,x,x,x,321.10,403.1,x,x,x,x,2020-01-01
"  East Midlands, Business and public service associate professionals",129,581.7,0.3,667,-2.2,315.80,402.50,429.80,460.00,528.70,650.7,766.50,804.90,871.00,1070.90,2020-01-01
"East Midlands, Administrative and secretarial occupations",183,353.6,0.2,362.6,-0.9,139.70,191.80,223.60,253.20,300.10,393.7,435.90,460.00,486.70,589.80,2020-01-01
"  East Midlands, Administrative occupations",147,371.4,0.3,378.6,-1.7,146.90,209.10,241.60,269.60,326.40,411.4,452.70,475.00,511.80,621.10,2020-01-01
"  East Midlands, Secretarial and related occupations",36,276.3,4.2,298.1,4.6,115.90,166.20,184.80,196.40,238.60,319.1,357.10,375.20,411.70,x,2020-01-01
"East Midlands, Skilled trades occupations",138,488.8,-5.5,522.5,-5.3,245.20,328.00,359.00,390.10,432.10,553.4,619.60,660.80,704.70,836.80,2020-01-01
"  East Midlands, Skilled metal, electrical and electronic trades",82,574.9,-3.2,598.2,-5.9,329.70,408.40,429.70,445.80,517.50,627.9,683.70,734.40,782.00,x,2020-01-01
"  East Midlands, Skilled construction and building trades",20,516.5,-4.3,545.5,-4.9,302.30,381.60,409.40,431.70,485.70,562,606.20,663.60,722.70,x,2020-01-01
"  East Midlands, Textiles, printing and other skilled trades",30,306.2,-14,328.2,-12.1,148.30,184.00,206.90,235.80,271.30,341.2,396.90,410.40,429.70,x,2020-01-01
"East Midlands, Caring, leisure and other service occupations",157,306.9,3.2,312.8,4.6,122.90,181.20,208.00,231.00,272.70,346.2,378.30,403.20,425.90,508.30,2020-01-01
"  East Midlands, Caring personal service occupations",135,315.5,4.8,317.1,4.1,126.90,190.20,215.10,237.60,279.70,348.8,380.20,404.30,429.40,509.20,2020-01-01
"  East Midlands, Leisure, travel and related personal service occupations",22,269.5,11.1,286,8.9,x,143.10,161.00,180.50,232.30,305.6,364.10,382.50,409.80,x,2020-01-01
"East Midlands, Sales and customer service occupations",135,268.6,5.2,287.7,2.9,95.30,143.40,154.10,176.80,212.90,310.1,355.50,380.60,409.70,498.80,2020-01-01
"  East Midlands, Sales occupations",94,230.8,8.1,261.9,5.5,91.10,136.70,148.10,162.10,195.40,277.6,324.40,346.60,364.90,451.10,2020-01-01
"  East Midlands, Customer service occupations",41,351.4,1.9,347.4,0.2,101.80,165.00,205.60,236.30,296.40,384.3,434.60,459.80,479.10,x,2020-01-01
"East Midlands, Process, plant and machine operatives",126,440,-3.4,473.7,-2.7,221.40,292.70,325.90,354.60,397.10,496.1,558.40,591.50,633.50,733.90,2020-01-01
"  East Midlands, Process, plant and machine operatives",68,412.6,-0.1,472.5,1.4,251.80,301.90,323.20,347.20,379.50,455.7,528.80,576.50,638.10,x,2020-01-01
"  East Midlands, Transport and mobile machine drivers and operatives",58,473.1,-7.7,475,-7.2,195.10,279.00,334.50,363.20,416.30,524,576.50,600.80,631.00,x,2020-01-01
"East Midlands, Elementary occupations",195,293.5,2.4,300.4,4.3,69.60,112.00,141.40,164.20,228.80,347.6,386.10,411.70,440.80,543.80,2020-01-01
