Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
"  East Midlands, Elementary trades and related occupations",35,394.7,3.2,422.8,5.3,240.50,301.90,334.70,349.20,367.20,424,462.00,495.40,538.50,x,2020-01-01
"  East Midlands, Elementary administration and service occupations",160,254.5,1.5,273.7,3,65.30,96.50,115.20,142.60,184.40,311.6,358.80,386.60,418.10,514.20,2020-01-01
West Midlands,2086,460,0.4,535.9,1.1,157.00,251.40,295.10,335.00,392.40,532.8,622.90,683.30,753.10,951.50,2020-01-01
"West Midlands, Managers, directors and senior officials",211,749,0.1,866.8,-2.2,294.60,446.50,488.70,536.60,641.80,840.4,978.50,1061.30,1188.30,1571.20,2020-01-01
"  West Midlands, Corporate managers and directors",180,774.3,-3.1,906.9,-3.5,310.90,463.40,510.20,574.90,678.00,871.6,1031.80,1120.00,1237.00,1657.90,2020-01-01
"  West Midlands, Other managers and proprietors",31,536.6,-4.1,636.3,5.6,274.80,375.10,408.90,440.00,499.90,627.7,755.70,781.10,x,x,2020-01-01
"West Midlands, Professional occupations",448,689.9,1.4,739.8,2.5,353.70,465.60,504.00,553.40,620.50,766.6,845.10,889.60,954.40,1167.10,2020-01-01
"  West Midlands, Science, research, engineering and technology professionals",110,789.4,1.6,817,0.7,457.00,574.90,601.30,626.10,714.80,862.4,921.60,960.50,1010.80,x,2020-01-01
"  West Midlands, Health professionals",115,619.9,3,701.3,1.6,290.50,410.20,460.50,492.20,571.30,689.9,762.00,800.40,854.60,x,2020-01-01
"  West Midlands, Teaching and educational professionals",119,679,1.3,670.1,2.1,281.70,434.40,467.10,497.30,586.40,748.4,789.00,829.60,874.90,1063.60,2020-01-01
"  West Midlands, Business, media and public service professionals",104,689.2,0.6,780.4,4.2,378.60,479.90,539.90,574.90,637.50,775,861.10,942.50,1011.80,x,2020-01-01
"West Midlands, Associate professional and technical occupations",314,568.9,0.5,638.6,4,293.00,391.20,422.90,453.50,505.60,630.1,699.50,759.80,803.50,967.30,2020-01-01
"  West Midlands, Science, engineering and technology associate professionals",63,522.7,-1,542.9,-1.3,298.30,365.90,392.10,414.00,471.40,574.6,629.50,668.20,698.80,x,2020-01-01
"  West Midlands, Health and social care associate professionals",23,452.3,-2.6,436.4,-6.8,213.40,301.30,334.20,351.80,395.60,495.4,523.30,542.40,553.00,x,2020-01-01
"  West Midlands, Protective service occupations",40,769.1,2.5,744.1,4.7,470.40,541.90,568.20,615.40,680.10,799.4,843.40,864.50,919.20,x,2020-01-01
"  West Midlands, Business and public service associate professionals",169,593,0.7,650.5,-1.7,337.30,421.60,449.90,469.80,536.60,656.2,724.60,766.60,827.40,1016.70,2020-01-01
"West Midlands, Administrative and secretarial occupations",230,370.6,1.7,386.6,0.1,151.20,207.00,241.40,268.30,325.90,409,462.80,484.50,517.50,607.60,2020-01-01
"  West Midlands, Administrative occupations",186,382.9,2.1,403.2,1,156.10,226.30,259.00,290.70,345.00,421.6,475.70,501.70,530.00,628.40,2020-01-01
"  West Midlands, Secretarial and related occupations",44,293.6,-7,316.6,-3.2,111.20,174.80,195.00,211.20,245.00,340.8,383.40,421.60,462.10,x,2020-01-01
"West Midlands, Skilled trades occupations",152,472.4,-9.1,497.4,-8.9,236.20,327.90,352.30,379.20,423.00,514.6,574.90,613.50,656.20,766.10,2020-01-01
"  West Midlands, Skilled agricultural and related trades",8,376.5,3.4,380.2,0.6,x,326.40,331.20,336.30,357.40,400.5,415.60,x,x,x,2020-01-01
"  West Midlands, Skilled metal, electrical and electronic trades",89,520.2,-11.1,556.3,-7.4,298.00,377.90,408.60,435.40,484.40,574.9,642.60,678.40,719.60,x,2020-01-01
"  West Midlands, Skilled construction and building trades",28,496.2,-6.9,501,-13.4,276.10,352.00,360.00,390.40,447.80,517.4,574.90,582.70,609.30,x,2020-01-01
"  West Midlands, Textiles, printing and other skilled trades",27,336.5,-9.1,338.7,-13.7,145.10,197.00,209.30,259.80,297.00,382.7,412.90,420.50,443.00,x,2020-01-01
"West Midlands, Caring, leisure and other service occupations",196,302.2,2,315,4,120.70,180.90,207.10,227.20,264.80,341.3,380.90,401.00,429.10,505.80,2020-01-01
"  West Midlands, Caring personal service occupations",168,310.5,3.4,317.5,4.5,123.90,189.90,215.30,237.40,271.90,345.8,384.40,404.90,430.80,502.60,2020-01-01
"  West Midlands, Leisure, travel and related personal service occupations",28,247.2,-2.8,299.9,1.3,x,138.90,152.90,181.70,218.20,297,347.60,374.60,410.40,x,2020-01-01
"West Midlands, Sales and customer service occupations",172,282.3,9.5,298.8,5.7,104.60,146.00,167.20,188.70,231.90,332,363.30,383.30,413.40,504.10,2020-01-01
"  West Midlands, Sales occupations",118,238.7,5.6,257.4,2.7,95.60,128.50,146.40,164.60,201.10,279.6,325.60,345.00,363.70,421.90,2020-01-01
"  West Midlands, Customer service occupations",54,364.8,1.8,388.8,5.6,146.40,230.90,267.70,304.40,344.20,414.8,451.80,475.20,511.10,x,2020-01-01
"West Midlands, Process, plant and machine operatives",137,431.9,-5.3,469.8,-3.3,252.00,314.60,337.30,353.20,391.50,478.4,537.20,562.70,595.40,708.70,2020-01-01
"  West Midlands, Process, plant and machine operatives",74,407.6,-4.8,438.4,-3.6,261.10,311.40,334.30,348.80,383.40,446.6,509.20,541.50,561.10,651.70,2020-01-01
"  West Midlands, Transport and mobile machine drivers and operatives",63,467.2,-3.8,506.8,-1.9,227.30,315.40,339.30,366.80,412.00,517.4,568.70,618.00,656.80,x,2020-01-01
"West Midlands, Elementary occupations",227,252.6,-10.1,270.4,-4.2,54.60,92.80,111.80,134.30,183.00,320,368.20,392.40,418.80,504.40,2020-01-01
"  West Midlands, Elementary trades and related occupations",33,399.6,5.5,408.7,2.4,241.40,302.80,325.50,344.70,373.70,422.1,457.60,482.80,505.80,x,2020-01-01
"  West Midlands, Elementary administration and service occupations",194,208,-14.1,246.7,-6.6,49.10,81.10,96.80,116.00,159.60,273,342.80,367.50,393.60,478.20,2020-01-01
East,2279,460,-0.9,533.5,-1.8,129.10,224.20,272.30,320.00,388.20,533.9,622.70,684.40,760.30,977.40,2020-01-01
"East, Managers, directors and senior officials",244,757.1,-1.2,920.5,-0.6,311.60,441.90,503.90,550.30,623.30,886.8,1054.70,1184.80,1301.60,1689.80,2020-01-01
"  East, Corporate managers and directors",207,805.2,-2.8,976.1,-0.2,344.00,483.00,538.70,574.90,679.00,958.1,1148.30,1252.20,1389.20,1791.40,2020-01-01
"  East, Other managers and proprietors",38,535.6,-6.8,615,-2.1,249.90,370.40,386.40,419.80,481.30,574.9,665.90,718.70,x,x,2020-01-01
"East, Professional occupations",531,636.8,-5.1,665.4,-7,109.80,340.10,417.50,472.90,551.20,729.1,813.90,869.30,929.90,1125.90,2020-01-01
"  East, Science, research, engineering and technology professionals",117,795.7,-3.8,838.4,-3.1,449.30,548.60,578.10,631.30,707.20,882.9,971.70,1036.50,1102.40,1273.80,2020-01-01
"  East, Health professionals",173,475,-11.8,505,-17.1,45.60,77.40,103.10,148.90,337.00,548.6,647.70,716.00,763.60,x,2020-01-01
"  East, Teaching and educational professionals",134,651,-0.5,673.1,0.8,236.80,403.40,465.10,496.60,557.90,726.1,806.50,846.20,898.90,1048.90,2020-01-01
"  East, Business, media and public service professionals",107,704.7,-2.1,725.4,-6.5,327.50,459.60,513.90,561.20,618.90,772.5,845.30,892.30,946.60,x,2020-01-01
"East, Associate professional and technical occupations",338,561.9,-4,632.5,-2.7,287.50,387.00,423.10,456.60,505.10,622.9,718.20,769.10,827.00,1027.60,2020-01-01
"  East, Science, engineering and technology associate professionals",71,532,-3,581.8,-2,349.60,402.50,431.50,460.00,494.80,577.4,647.60,681.30,744.90,x,2020-01-01
"  East, Health and social care associate professionals",29,389.9,-13.2,405.6,-11.9,x,241.50,271.00,306.10,354.30,427.2,496.40,517.40,530.30,x,2020-01-01
"  East, Protective service occupations",32,769.1,12.6,734.2,2.4,489.40,528.90,561.00,597.10,690.50,788.2,816.60,839.40,860.30,x,2020-01-01
"  East, Culture, media and sports occupations",23,429.2,-1.2,424.9,-7.2,x,184.00,209.80,x,349.50,480.4,518.40,546.50,x,x,2020-01-01
"  East, Business and public service associate professionals",184,588.7,-5.6,695.4,-2.4,325.80,414.00,442.20,466.70,540.50,667.8,758.10,829.50,911.00,1196.00,2020-01-01
"East, Administrative and secretarial occupations",245,356.1,-4.5,378.3,-2.5,139.50,186.40,220.30,241.50,303.60,405.3,456.50,487.30,525.00,630.30,2020-01-01
"  East, Administrative occupations",196,383.3,-1.2,395.7,-2.3,143.60,195.80,234.50,263.10,329.40,421.8,474.80,505.60,540.60,651.60,2020-01-01
"  East, Secretarial and related occupations",49,277.6,-6.3,308.8,-3.4,126.60,164.80,180.70,200.60,234.30,331.5,370.60,402.70,419.60,x,2020-01-01
"East, Skilled trades occupations",181,482.4,-9.2,508.9,-8.1,252.30,343.10,374.10,393.10,436.90,536.6,586.10,621.20,670.00,769.00,2020-01-01
"  East, Skilled agricultural and related trades",8,392.4,-8.8,407.3,-6.4,x,x,327.30,340.70,364.20,433,472.80,x,x,x,2020-01-01
"  East, Skilled metal, electrical and electronic trades",98,555.7,-9.4,582,-8.3,340.00,409.10,433.90,460.00,507.60,600.3,664.10,693.60,736.20,877.20,2020-01-01
"  East, Skilled construction and building trades",32,485.2,-11.5,491.3,-13,241.40,338.50,374.80,398.30,440.60,530.7,576.90,593.10,643.40,x,2020-01-01
"  East, Textiles, printing and other skilled trades",43,383.3,0,375.4,-4.2,196.70,257.40,301.80,320.00,347.60,399.5,432.20,461.00,480.60,x,2020-01-01
"East, Caring, leisure and other service occupations",200,294.7,0.3,306.2,1.1,102.20,160.30,187.80,208.60,255.20,334.8,378.20,405.60,434.80,509.60,2020-01-01
"  East, Caring personal service occupations",168,295.9,1.4,307.4,1.7,105.90,165.30,192.70,212.70,259.20,335.2,378.30,405.20,435.20,497.00,2020-01-01
"  East, Leisure, travel and related personal service occupations",32,282,-8,299.6,-1.9,x,136.40,161.20,182.10,237.40,327.8,371.50,412.00,427.70,x,2020-01-01
"East, Sales and customer service occupations",189,262.6,5,289.1,2.9,90.80,132.70,150.70,169.90,209.80,316.5,361.60,381.10,408.90,518.60,2020-01-01
"  East, Sales occupations",135,219.9,0.7,257.9,3.2,86.20,122.10,137.70,151.00,185.40,268.1,324.70,349.30,372.00,458.40,2020-01-01
"  East, Customer service occupations",54,362.2,3.5,367.8,2.2,126.90,204.80,235.30,273.10,325.20,383.2,431.80,455.20,486.40,x,2020-01-01
"East, Process, plant and machine operatives",126,456.8,-6.2,484.4,-4.2,218.20,323.80,352.00,377.70,423.10,512.8,560.20,592.30,632.60,750.00,2020-01-01
"  East, Process, plant and machine operatives",52,453.5,-2.5,476.7,-1.9,299.80,353.40,375.90,391.90,427.80,498.6,538.10,574.80,593.10,x,2020-01-01
"  East, Transport and mobile machine drivers and operatives",74,465.2,-8.6,489.9,-5.6,188.40,295.10,327.00,366.70,414.30,521.3,575.80,615.90,673.20,x,2020-01-01
"East, Elementary occupations",225,247,-3.2,276.5,-0.4,57.40,94.80,110.20,134.30,185.80,320.1,373.40,403.60,434.10,531.20,2020-01-01
"  East, Elementary trades and related occupations",29,414.1,3.9,430.4,4.7,261.70,318.40,344.10,362.10,382.90,440.7,486.00,520.10,537.40,x,2020-01-01
"  East, Elementary administration and service occupations",197,212.2,-5.6,254.2,-2.1,52.60,87.20,102.00,115.30,160.80,271.9,343.20,373.20,409.50,506.30,2020-01-01
London,3895,639.9,0.6,798.6,1.4,196.20,343.40,401.10,450.80,546.20,760.8,901.20,994.90,1109.20,1500.60,2020-01-01
"London, Managers, directors and senior officials",618,1120.4,-2.6,1352.5,-2.6,444.40,586.20,680.40,755.80,913.60,1332.9,1581.10,1733.70,1914.50,2491.40,2020-01-01
"  London, Corporate managers and directors",536,1215.7,-0.3,1436.7,-2.4,485.10,670.80,751.80,836.60,1007.20,1414.9,1694.20,1809.20,1951.20,2567.40,2020-01-01
"  London, Other managers and proprietors",83,651.7,-2.6,805.8,0,314.80,445.70,466.00,490.80,564.00,750.3,862.40,918.00,1028.80,x,2020-01-01
"London, Professional occupations",1162,840.6,1.4,932.6,1.7,417.40,561.00,611.20,658.50,753.00,940.4,1054.10,1137.00,1227.10,1514.00,2020-01-01
"  London, Science, research, engineering and technology professionals",261,942.6,1.3,991.1,-0.4,498.30,629.90,689.50,742.00,827.80,1040,1174.10,1245.70,1318.90,1533.20,2020-01-01
"  London, Health professionals",206,753.1,0.7,817.3,0.4,334.50,492.10,535.00,581.50,678.00,832.9,924.20,975.80,1038.50,1323.40,2020-01-01
"  London, Teaching and educational professionals",274,764.3,1.6,803.5,5.6,314.40,481.30,543.40,585.30,666.40,850.2,942.00,995.00,1043.00,1252.10,2020-01-01
"  London, Business, media and public service professionals",422,896.3,2.8,1036.5,1.5,479.10,601.00,655.80,706.60,795.80,1006.9,1149.90,1243.80,1350.20,1724.90,2020-01-01
"London, Associate professional and technical occupations",731,672.8,-1.9,813.6,-0.4,373.90,475.40,506.70,544.20,595.90,758.9,862.40,939.10,1021.70,1344.70,2020-01-01
"  London, Science, engineering and technology associate professionals",100,595.9,-4.2,657.6,-0.2,366.60,442.80,466.10,494.60,543.30,666.4,746.80,790.30,848.20,x,2020-01-01
"  London, Health and social care associate professionals",57,519.1,4.9,544.2,5.3,205.10,326.40,387.30,433.10,474.30,563.6,609.50,634.70,670.80,x,2020-01-01
"  London, Protective service occupations",26,737.9,3,818.1,2.7,553.10,566.50,580.00,637.80,728.00,764.3,808.90,828.50,x,x,2020-01-01
"  London, Culture, media and sports occupations",64,457.7,-13.4,531.5,-8,x,165.60,214.90,277.20,398.60,524.3,578.60,613.30,678.30,x,2020-01-01
"  London, Business and public service associate professionals",485,738.6,-0.6,914.5,0.8,440.80,529.00,568.10,589.60,670.80,836.9,958.70,1028.20,1149.90,1545.10,2020-01-01
"London, Administrative and secretarial occupations",402,479.1,-3.1,525.1,-2.6,161.10,235.90,286.50,331.30,413.40,539.8,604.40,652.10,719.70,910.70,2020-01-01
"  London, Administrative occupations",319,492.1,-1.2,544.4,-1.9,168.30,265.30,316.80,363.20,431.20,549.6,613.30,665.50,730.00,941.10,2020-01-01
"  London, Secretarial and related occupations",84,398.4,-14.8,451.6,-6,120.90,184.10,206.10,231.30,312.90,488.5,561.90,608.30,696.70,807.80,2020-01-01
"London, Skilled trades occupations",146,496,-7,544.7,-5.8,208.60,314.20,357.10,383.20,440.80,560.6,631.10,675.60,732.10,959.20,2020-01-01
"  London, Skilled agricultural and related trades",8,427.8,2.5,403.6,-10,x,x,349.20,352.10,376.00,443.6,463.00,x,x,x,2020-01-01
"  London, Skilled metal, electrical and electronic trades",64,638.1,-4.7,685.5,-2.7,332.60,439.00,472.20,510.90,572.10,688.2,810.60,848.50,944.80,x,2020-01-01
"  London, Skilled construction and building trades",16,551.1,-9.8,578.7,-11.6,x,368.60,400.10,426.20,498.20,576.9,652.90,688.60,x,x,2020-01-01
"  London, Textiles, printing and other skilled trades",58,383.3,-14.9,401.3,-12.5,154.80,211.80,235.30,280.40,341.90,433.8,471.60,500.00,536.10,x,2020-01-01
"London, Caring, leisure and other service occupations",281,342.8,-4.7,354.2,-2.3,115.20,178.40,207.30,239.90,293.80,384.2,429.20,456.40,488.50,577.10,2020-01-01
"  London, Caring personal service occupations",220,341.2,-2.3,347.9,-1,117.10,184.00,210.40,239.60,294.80,378.8,425.10,451.10,477.70,565.60,2020-01-01
"  London, Leisure, travel and related personal service occupations",61,350.8,-12.5,376.9,-5.1,104.50,157.40,191.90,238.70,286.80,404,452.80,480.50,512.30,x,2020-01-01
"London, Sales and customer service occupations",224,308.7,-1.8,358.9,2.3,114.90,155.80,171.70,202.40,252.30,365.5,421.40,459.90,500.50,652.10,2020-01-01
"  London, Sales occupations",165,273.4,0.8,319.6,2.7,113.30,150.50,162.80,178.50,220.70,319.3,381.30,406.70,440.80,558.40,2020-01-01
"  London, Customer service occupations",59,420.8,0.3,469.8,2.1,132.90,212.90,262.90,306.60,367.20,482.2,559.30,614.20,648.50,x,2020-01-01
"London, Process, plant and machine operatives",85,575,-4.1,605.8,-2.7,230.40,351.80,383.30,413.30,480.80,634.8,724.20,768.60,851.70,1054.50,2020-01-01
"  London, Process, plant and machine operatives",25,449.4,-8.4,491.1,-6.8,208.60,305.90,321.90,360.60,395.70,520.1,583.50,613.20,660.70,x,2020-01-01
"  London, Transport and mobile machine drivers and operatives",60,613.7,-1.6,653.6,-0.2,250.80,381.90,417.60,448.40,556.60,685.6,776.90,849.10,910.40,1055.70,2020-01-01
"London, Elementary occupations",246,267,-13.6,301.3,-4.2,83.50,120.20,139.00,161.70,208.60,327.1,382.80,419.50,459.00,575.20,2020-01-01
"  London, Elementary trades and related occupations",12,391.6,5,405.9,6.6,x,263.80,325.50,327.00,350.60,415.6,465.50,484.00,x,x,2020-01-01
"  London, Elementary administration and service occupations",234,257.9,-13.9,295.9,-4.6,81.50,118.30,138.00,159.40,203.10,319.4,372.10,414.70,451.30,573.80,2020-01-01
South East,3887,496.7,-0.3,581.2,-1.4,157.10,260.70,308.40,350.00,421.60,575.8,684.00,747.40,823.60,1074.10,2020-01-01
"South East, Managers, directors and senior officials",450,744.8,-3.8,902.6,-6.6,290.50,422.90,479.10,537.00,627.40,870.5,1040.30,1140.00,1301.50,1697.60,2020-01-01
"  South East, Corporate managers and directors",385,787.2,-8,950.9,-8,290.50,431.10,498.30,561.70,670.80,947.2,1107.80,1205.20,1388.70,1767.40,2020-01-01
"  South East, Other managers and proprietors",65,563.9,1.1,616,2.3,287.40,397.40,429.70,460.80,509.50,617.9,711.50,760.20,800.20,x,2020-01-01
"South East, Professional occupations",990,718.7,-1.3,772.7,-0.3,345.00,469.50,514.00,562.40,643.10,795.9,891.30,951.70,1032.20,1250.20,2020-01-01
"  South East, Science, research, engineering and technology professionals",298,804.9,-3.3,870.2,-1.4,454.20,574.90,629.10,667.00,729.90,894.5,1007.30,1068.40,1132.10,1341.70,2020-01-01
"  South East, Health professionals",169,636.1,-0.4,706,1.5,279.00,397.20,446.10,491.90,568.00,707.3,792.30,854.90,909.80,x,2020-01-01
"  South East, Teaching and educational professionals",282,667,0.7,673.5,1.9,264.00,403.10,459.10,490.60,566.20,737.2,807.20,854.10,907.30,1066.70,2020-01-01
"  South East, Business, media and public service professionals",240,728.3,-3.9,815,-3.1,396.60,498.30,536.60,577.10,657.20,805.6,931.40,1005.90,1084.40,1319.50,2020-01-01
"South East, Associate professional and technical occupations",695,566.1,-5.4,639.8,-6.1,286.10,384.00,421.60,457.10,508.30,632.2,728.30,789.90,850.90,1055.80,2020-01-01
"  South East, Science, engineering and technology associate professionals",136,544.4,-2.8,602,0.5,337.30,413.60,443.00,460.70,498.40,597.2,670.80,713.00,775.00,x,2020-01-01
"  South East, Health and social care associate professionals",61,439.9,0.1,437.4,1.1,216.00,281.90,308.30,330.30,392.30,484.4,526.00,550.30,566.70,x,2020-01-01
"  South East, Protective service occupations",54,753.8,5.1,735.8,0.8,512.40,561.40,596.90,610.50,668.60,807.4,833.80,868.90,890.90,x,2020-01-01
"  South East, Culture, media and sports occupations",47,341,-20.5,367,-17.6,x,x,x,x,272.10,431.4,493.00,526.20,574.90,x,2020-01-01
"  South East, Business and public service associate professionals",396,591.8,-11,703,-7.9,329.50,406.40,450.10,479.10,533.70,679.9,787.20,860.70,942.20,1246.90,2020-01-01
"South East, Administrative and secretarial occupations",438,364.1,-4.6,395.1,-3.6,138.00,186.00,217.50,245.30,308.10,419.5,475.20,504.40,549.50,680.00,2020-01-01
"  South East, Administrative occupations",348,390.4,-3.4,421.3,-2.7,149.10,207.00,240.40,278.60,344.70,440.8,493.50,529.20,574.90,705.80,2020-01-01
"  South East, Secretarial and related occupations",91,254.7,-10.7,294.3,-8.1,97.10,153.00,167.90,180.30,219.60,306.7,368.10,388.90,430.30,539.80,2020-01-01
"South East, Skilled trades occupations",265,491,-8.5,528,-6,267.70,347.60,375.20,396.40,450.90,547.2,604.00,634.10,676.20,813.20,2020-01-01
"  South East, Skilled agricultural and related trades",22,411.9,-5.4,407.7,-2.6,x,335.00,340.20,346.50,378.20,436.2,460.00,469.70,x,x,2020-01-01
"  South East, Skilled metal, electrical and electronic trades",142,574.9,-6.9,606.1,-7.8,344.60,409.70,448.70,468.20,517.50,613.6,674.40,702.70,766.30,902.20,2020-01-01
"  South East, Skilled construction and building trades",40,543.2,-5.3,557.3,-6,317.50,400.00,432.20,459.50,502.50,574.9,620.30,651.20,670.30,x,2020-01-01
"  South East, Textiles, printing and other skilled trades",62,372,-10.6,373.8,-10.6,167.20,229.30,263.90,290.60,337.40,392.7,431.70,460.90,484.60,x,2020-01-01
"South East, Caring, leisure and other service occupations",344,293.7,-0.6,304.9,0,100.00,158.00,186.10,213.90,257.50,333.8,378.80,401.50,427.70,504.40,2020-01-01
"  South East, Caring personal service occupations",295,295.2,-0.1,308.8,2,108.80,169.30,198.60,222.10,263.00,333.7,378.80,400.90,427.30,506.00,2020-01-01
"  South East, Leisure, travel and related personal service occupations",49,278,-4.9,281.9,-10.6,x,118.50,132.20,145.60,198.60,339,376.20,404.00,427.40,x,2020-01-01
"South East, Sales and customer service occupations",264,265.5,-3.9,295.8,-1.7,94.20,132.60,149.80,173.80,217.30,319.6,372.00,392.50,424.10,536.40,2020-01-01
"  South East, Sales occupations",191,235.3,-0.9,261.5,-0.4,83.00,119.30,139.20,153.50,189.90,278.1,331.80,356.80,380.40,460.50,2020-01-01
"  South East, Customer service occupations",74,375.3,0.2,384.6,-1.9,117.60,187.20,217.10,253.90,323.40,416.6,456.00,496.10,536.60,647.50,2020-01-01
"South East, Process, plant and machine operatives",132,449.6,-6.7,470.8,-7,191.50,310.10,341.80,362.20,403.90,498.1,552.70,578.70,620.00,725.70,2020-01-01
"  South East, Process, plant and machine operatives",55,416.3,-8.9,441.6,-8.7,261.00,324.50,343.70,354.90,385.40,464,520.00,543.10,568.20,656.40,2020-01-01
"  South East, Transport and mobile machine drivers and operatives",77,465.6,-8.5,491.6,-5.9,173.20,295.40,340.80,371.30,423.50,520.9,579.20,616.20,646.70,769.00,2020-01-01
"South East, Elementary occupations",309,252.1,-5.1,276,-3.3,51.30,90.20,112.90,132.70,183.90,313.9,370.10,399.00,429.80,536.90,2020-01-01
"  South East, Elementary trades and related occupations",37,385.4,0.7,409.1,2.2,220.50,291.60,306.80,331.70,359.30,409.4,452.20,475.10,508.60,x,2020-01-01
"  South East, Elementary administration and service occupations",272,216.2,-10.4,257.9,-5.2,47.10,79.80,99.50,120.30,162.50,279.9,347.70,380.20,418.40,522.80,2020-01-01
South West,2145,437,-0.4,517.7,2.4,137.20,226.50,269.10,307.80,373.70,509.3,595.40,648.20,719.60,911.40,2020-01-01
"South West, Managers, directors and senior officials",239,663.7,-1.1,788.1,-3.7,252.80,393.50,453.60,498.80,574.90,781.5,919.30,996.30,1105.50,1408.60,2020-01-01
"  South West, Corporate managers and directors",197,726.3,-1,825.8,-5.6,253.60,396.80,475.90,520.70,597.90,824.9,958.80,1054.10,1151.90,1514.60,2020-01-01
"  South West, Other managers and proprietors",42,556.5,6.7,609.8,5.9,248.70,363.90,414.10,443.60,490.90,593.4,681.50,729.60,839.20,x,2020-01-01
"South West, Professional occupations",490,667,0.4,702.1,0,290.40,428.70,467.10,509.40,586.60,737.9,809.80,860.20,911.00,1111.10,2020-01-01
"  South West, Science, research, engineering and technology professionals",121,762.2,-0.6,776.8,-2.2,405.90,526.40,570.60,603.70,689.70,821.3,896.40,940.40,1003.90,1149.90,2020-01-01
"  South West, Health professionals",122,586.7,-1.5,680.4,1.6,259.80,379.00,420.80,461.30,517.90,647.6,726.20,779.60,822.90,x,2020-01-01
"  South West, Teaching and educational professionals",134,647.1,5.6,641.6,3.1,194.10,371.00,433.60,467.10,544.50,721.6,776.00,826.90,868.20,1008.60,2020-01-01
"  South West, Business, media and public service professionals",113,669.8,-0.5,717.6,-2,334.20,449.00,490.70,534.60,600.90,740.3,818.20,875.10,955.60,1145.00,2020-01-01
"South West, Associate professional and technical occupations",278,518.6,-3.4,560.7,-3.4,237.30,352.10,383.30,411.70,465.00,575.9,647.20,686.30,737.90,899.50,2020-01-01
"  South West, Science, engineering and technology associate professionals",53,507.3,-3,539.9,-3.5,288.50,355.10,385.00,410.50,459.90,558.6,613.20,664.60,701.30,x,2020-01-01
"  South West, Health and social care associate professionals",36,429.4,0.4,431.8,4.6,x,262.90,304.50,356.10,391.30,458.7,507.60,536.00,564.80,x,2020-01-01
"  South West, Protective service occupations",11,679.2,-3.1,717.2,4.7,x,x,595.90,611.70,630.60,761.6,795.10,x,x,x,2020-01-01
"  South West, Business and public service associate professionals",161,558.7,-2.8,607.5,-3.8,299.50,381.90,419.30,450.70,496.00,609.3,684.20,726.80,778.50,977.30,2020-01-01
"South West, Administrative and secretarial occupations",238,346.5,-1,361.4,0.3,125.20,193.40,220.80,242.40,300.80,383.4,425.00,460.00,485.90,594.10,2020-01-01
"  South West, Administrative occupations",185,368,1.7,382.9,1.6,146.00,208.60,234.50,266.70,324.80,402.5,450.40,479.10,515.60,613.30,2020-01-01
"  South West, Secretarial and related occupations",53,273,-4.6,286.6,-4.8,91.90,158.70,175.70,201.90,235.70,324,358.50,377.30,411.60,x,2020-01-01
"South West, Skilled trades occupations",170,460,-7.1,476.8,-8.6,239.60,321.60,353.80,372.40,413.90,514.6,564.60,583.00,617.10,705.40,2020-01-01
"  South West, Skilled agricultural and related trades",12,384.5,-1.9,391,-2.8,x,287.80,314.10,334.80,362.10,419,460.30,469.90,x,x,2020-01-01
"  South West, Skilled metal, electrical and electronic trades",85,529.5,-4.6,537.1,-8.3,298.30,378.40,404.50,439.60,476.80,574.3,606.50,636.50,675.10,777.30,2020-01-01
"  South West, Skilled construction and building trades",30,499,-7.5,509,-10.4,305.80,376.60,385.90,414.10,448.00,534.9,577.00,594.10,621.10,x,2020-01-01
"  South West, Textiles, printing and other skilled trades",43,359.2,-8.9,360.2,-11.1,162.70,224.60,250.00,279.50,320.60,383,409.60,447.30,473.90,x,2020-01-01
"South West, Caring, leisure and other service occupations",212,296.5,3.4,306,4.1,101.40,157.90,182.60,207.70,259.80,335,378.30,405.20,426.90,503.10,2020-01-01
"  South West, Caring personal service occupations",179,302.8,4.1,311.7,4.8,112.30,165.00,192.40,219.40,268.60,342.9,385.50,406.00,428.70,502.80,2020-01-01
"  South West, Leisure, travel and related personal service occupations",33,247.7,-2.6,274.5,0.4,49.60,111.10,138.30,173.00,204.30,287,334.50,360.50,411.00,x,2020-01-01
"South West, Sales and customer service occupations",182,245.6,5.4,269.1,-0.1,81.00,123.30,144.60,158.20,196.80,289.6,343.80,365.20,388.40,486.80,2020-01-01
"  South West, Sales occupations",139,216.3,3.9,243.1,0.2,78.40,113.30,131.60,148.90,180.00,264.3,302.90,331.40,353.00,424.60,2020-01-01
"  South West, Customer service occupations",43,354.7,1.2,352.4,-3.5,105.60,166.20,199.30,226.70,322.70,388.9,434.30,466.30,493.20,x,2020-01-01
"South West, Process, plant and machine operatives",120,441.7,-5,463.6,-2.8,209.20,319.90,348.80,367.70,404.90,481,538.10,565.60,603.20,692.90,2020-01-01
"  South West, Process, plant and machine operatives",57,443,-1.9,461.2,-4,257.70,337.30,358.80,377.00,411.20,486,540.60,572.80,595.40,x,2020-01-01
"  South West, Transport and mobile machine drivers and operatives",63,439.5,-6.8,465.8,-1.6,151.60,293.50,339.90,357.80,400.00,476.1,534.20,561.30,618.70,x,2020-01-01
