date,fuel,price,dayofquery,Car,MY,Category,ppm,UniqueID,fuelingcategory,DirectDebitComparison,DirectDebitComparisonNight
2021-07-23,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-07-26,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-07-26,Petrol,134.32,2021-07-26,Mini Cooper (3-door),2021,City Car,14.04,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-07-26,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-07-27,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-07-27,Petrol,134.22,2021-07-27,Mini Cooper (3-door),2021,City Car,14.03,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-07-27,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-07-28,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-07-28,Petrol,134.77,2021-07-28,Mini Cooper (3-door),2021,City Car,14.08,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-07-28,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-07-29,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-07-29,Petrol,134.86,2021-07-29,Mini Cooper (3-door),2021,City Car,14.09,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-07-29,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-07-30,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-07-30,Petrol,134.83,2021-07-30,Mini Cooper (3-door),2021,City Car,14.09,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-07-30,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-02,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-02,Petrol,135.36,2021-08-02,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-02,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-03,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-03,Petrol,135.36,2021-08-03,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-03,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-04,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-04,Petrol,134.99,2021-08-04,Mini Cooper (3-door),2021,City Car,14.11,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-04,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-05,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-05,Petrol,135.16,2021-08-05,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-05,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-06,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-06,Petrol,135.15,2021-08-06,Mini Cooper (3-door),2021,City Car,14.12,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-06,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-09,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-09,Petrol,135.28,2021-08-09,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-09,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-10,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-10,Petrol,135.28,2021-08-10,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-10,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-11,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-11,Petrol,135.30,2021-08-11,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-11,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-12,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-12,Petrol,135.33,2021-08-12,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-12,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-13,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-13,Petrol,135.36,2021-08-13,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-13,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-16,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-16,Petrol,134.91,2021-08-16,Mini Cooper (3-door),2021,City Car,14.10,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-16,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-17,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-17,Petrol,135.29,2021-08-17,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-17,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-18,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-18,Petrol,135.37,2021-08-18,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-18,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-19,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-19,Petrol,135.37,2021-08-19,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-19,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-20,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-20,Petrol,135.17,2021-08-20,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-20,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-23,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-23,Petrol,135.07,2021-08-23,Mini Cooper (3-door),2021,City Car,14.12,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-23,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-24,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-24,Petrol,134.91,2021-08-24,Mini Cooper (3-door),2021,City Car,14.10,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-24,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-25,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-25,Petrol,135.77,2021-08-25,Mini Cooper (3-door),2021,City Car,14.19,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-25,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-26,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-26,Petrol,135.33,2021-08-26,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-26,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-27,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-27,Petrol,135.16,2021-08-27,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-27,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-08-31,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-08-31,Petrol,135.41,2021-08-31,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-08-31,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-01,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-01,Petrol,134.97,2021-09-01,Mini Cooper (3-door),2021,City Car,14.11,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-01,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-02,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-02,Petrol,135.26,2021-09-02,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-02,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-03,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-03,Petrol,135.33,2021-09-03,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-03,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-06,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-06,Petrol,135.42,2021-09-06,Mini Cooper (3-door),2021,City Car,14.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-06,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-07,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-07,Petrol,135.19,2021-09-07,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-07,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-08,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-08,Petrol,135.33,2021-09-08,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-08,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-09,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-09,Petrol,135.33,2021-09-09,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-09,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-10,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-10,Petrol,135.24,2021-09-10,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-10,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-13,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-13,Petrol,135.51,2021-09-13,Mini Cooper (3-door),2021,City Car,14.16,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-13,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-14,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-14,Petrol,135.16,2021-09-14,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-14,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-15,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-15,Petrol,135.26,2021-09-15,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-15,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-16,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-16,Petrol,135.16,2021-09-16,Mini Cooper (3-door),2021,City Car,14.13,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-16,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-17,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-17,Petrol,135.46,2021-09-17,Mini Cooper (3-door),2021,City Car,14.16,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-17,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-20,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-20,Petrol,135.32,2021-09-20,Mini Cooper (3-door),2021,City Car,14.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-20,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-21,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-21,Petrol,135.59,2021-09-21,Mini Cooper (3-door),2021,City Car,14.17,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-21,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-22,mean rapid charger,41.13,2021-06-20,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-22,Petrol,135.51,2021-09-22,Mini Cooper (3-door),2021,City Car,14.16,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-22,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-23,mean rapid charger,41.13,2021-09-23,Mini Electric (3-door),2021,City Car,11.46,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-23,Petrol,135.77,2021-09-23,Mini Cooper (3-door),2021,City Car,14.19,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-23,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-24,mean rapid charger,41.63,2021-09-24,Mini Electric (3-door),2021,City Car,11.60,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-24,Petrol,135.90,2021-09-24,Mini Cooper (3-door),2021,City Car,14.20,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-24,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-27,mean rapid charger,41.63,2021-09-24,Mini Electric (3-door),2021,City Car,11.60,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-27,Petrol,136.69,2021-09-27,Mini Cooper (3-door),2021,City Car,14.29,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-27,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-28,mean rapid charger,41.63,2021-09-24,Mini Electric (3-door),2021,City Car,11.60,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-28,Petrol,136.43,2021-09-28,Mini Cooper (3-door),2021,City Car,14.26,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-28,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2021-09-29,mean rapid charger,41.63,2021-09-24,Mini Electric (3-door),2021,City Car,11.60,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2021-09-29,Petrol,136.50,2021-09-29,Mini Cooper (3-door),2021,City Car,14.27,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2021-09-29,"Direct debit: Average variable night unit price, United Kingdom",10.81,2021-01-01,Mini Electric (3-door),2021,City Car,3.13,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
