date,fuel,price,dayofquery,Car,MY,Category,ppm,UniqueID,fuelingcategory,DirectDebitComparison,DirectDebitComparisonNight
2022-11-03,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-04,mean rapid charger,73.13,2022-11-04,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-04,Petrol,165.73,2022-11-04,Mini Cooper (3-door),2021,City Car,17.32,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-04,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-07,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-07,Petrol,165.61,2022-11-07,Mini Cooper (3-door),2021,City Car,17.31,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-07,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-08,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-08,Petrol,165.21,2022-11-08,Mini Cooper (3-door),2021,City Car,17.27,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-08,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-09,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-09,Petrol,165.08,2022-11-09,Mini Cooper (3-door),2021,City Car,17.25,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-09,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-10,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-10,Petrol,164.95,2022-11-10,Mini Cooper (3-door),2021,City Car,17.24,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-10,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-11,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-11,Petrol,164.89,2022-11-11,Mini Cooper (3-door),2021,City Car,17.23,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-11,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-14,mean rapid charger,73.13,2022-11-07,Mini Electric (3-door),2021,City Car,20.39,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-14,Petrol,164.76,2022-11-14,Mini Cooper (3-door),2021,City Car,17.22,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-14,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-15,mean rapid charger,72.88,2022-11-15,Mini Electric (3-door),2021,City Car,20.32,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-15,Petrol,164.42,2022-11-15,Mini Cooper (3-door),2021,City Car,17.18,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-15,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-16,mean rapid charger,72.88,2022-11-16,Mini Electric (3-door),2021,City Car,20.32,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-16,Petrol,164.23,2022-11-16,Mini Cooper (3-door),2021,City Car,17.16,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-16,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-17,mean rapid charger,72.88,2022-11-17,Mini Electric (3-door),2021,City Car,20.32,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-17,Petrol,163.99,2022-11-17,Mini Cooper (3-door),2021,City Car,17.14,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-17,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-18,mean rapid charger,73.11,2022-11-18,Mini Electric (3-door),2021,City Car,20.38,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-18,Petrol,163.70,2022-11-18,Mini Cooper (3-door),2021,City Car,17.11,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-18,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-21,mean rapid charger,75.13,2022-11-21,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-21,Petrol,163.24,2022-11-21,Mini Cooper (3-door),2021,City Car,17.06,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-21,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-22,mean rapid charger,75.11,2022-11-22,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-22,Petrol,162.98,2022-11-22,Mini Cooper (3-door),2021,City Car,17.03,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-22,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-23,mean rapid charger,75.13,2022-11-23,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-23,Petrol,162.25,2022-11-23,Mini Cooper (3-door),2021,City Car,16.96,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-23,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-24,mean rapid charger,75.13,2022-11-23,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-24,Petrol,161.90,2022-11-24,Mini Cooper (3-door),2021,City Car,16.92,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-24,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-25,mean rapid charger,75.13,2022-11-23,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-25,Petrol,161.60,2022-11-25,Mini Cooper (3-door),2021,City Car,16.89,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-25,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-28,mean rapid charger,75.13,2022-11-28,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-28,Petrol,161.07,2022-11-28,Mini Cooper (3-door),2021,City Car,16.83,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-28,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-29,mean rapid charger,75.13,2022-11-29,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-29,Petrol,160.72,2022-11-29,Mini Cooper (3-door),2021,City Car,16.80,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-29,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-11-30,mean rapid charger,75.13,2022-11-30,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-11-30,Petrol,160.21,2022-11-30,Mini Cooper (3-door),2021,City Car,16.74,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-11-30,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-01,mean rapid charger,75.13,2022-12-01,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-01,Petrol,159.88,2022-12-01,Mini Cooper (3-door),2021,City Car,16.71,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-01,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-02,mean rapid charger,75.13,2022-12-02,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-02,Petrol,159.47,2022-12-02,Mini Cooper (3-door),2021,City Car,16.67,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-02,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-05,mean rapid charger,75.13,2022-12-05,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-05,Petrol,159.33,2022-12-05,Mini Cooper (3-door),2021,City Car,16.65,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-05,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-06,mean rapid charger,75.13,2022-12-06,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-06,Petrol,158.91,2022-12-06,Mini Cooper (3-door),2021,City Car,16.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-06,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-07,mean rapid charger,75.13,2022-12-07,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-07,Petrol,158.18,2022-12-07,Mini Cooper (3-door),2021,City Car,16.53,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-07,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-08,mean rapid charger,75.13,2022-12-08,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-08,Petrol,157.80,2022-12-08,Mini Cooper (3-door),2021,City Car,16.49,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-08,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-09,mean rapid charger,75.13,2022-12-08,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-09,Petrol,157.80,2022-12-09,Mini Cooper (3-door),2021,City Car,16.49,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-09,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-12,mean rapid charger,75.13,2022-12-12,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-12,Petrol,155.82,2022-12-12,Mini Cooper (3-door),2021,City Car,16.28,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-12,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-13,mean rapid charger,75.13,2022-12-13,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-13,Petrol,155.36,2022-12-13,Mini Cooper (3-door),2021,City Car,16.24,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-13,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-14,mean rapid charger,75.13,2022-12-14,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-14,Petrol,154.57,2022-12-14,Mini Cooper (3-door),2021,City Car,16.15,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-14,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-15,mean rapid charger,75.13,2022-12-15,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-15,Petrol,154.10,2022-12-15,Mini Cooper (3-door),2021,City Car,16.10,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-15,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-16,mean rapid charger,75.13,2022-12-16,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-16,Petrol,153.71,2022-12-16,Mini Cooper (3-door),2021,City Car,16.06,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-16,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-19,mean rapid charger,75.13,2022-12-19,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-19,Petrol,153.50,2022-12-19,Mini Cooper (3-door),2021,City Car,16.04,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-19,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-20,mean rapid charger,75.13,2022-12-20,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-20,Petrol,152.96,2022-12-20,Mini Cooper (3-door),2021,City Car,15.99,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-20,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-21,mean rapid charger,75.13,2022-12-21,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-21,Petrol,152.78,2022-12-21,Mini Cooper (3-door),2021,City Car,15.97,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-21,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-22,mean rapid charger,75.13,2022-12-22,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-22,Petrol,152.50,2022-12-22,Mini Cooper (3-door),2021,City Car,15.94,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-22,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-23,mean rapid charger,75.13,2022-12-23,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-23,Petrol,152.44,2022-12-23,Mini Cooper (3-door),2021,City Car,15.93,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-23,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-28,mean rapid charger,75.13,2022-12-28,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-28,Petrol,152.18,2022-12-28,Mini Cooper (3-door),2021,City Car,15.90,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-28,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-29,mean rapid charger,75.13,2022-12-29,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-29,Petrol,151.77,2022-12-29,Mini Cooper (3-door),2021,City Car,15.86,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-29,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2022-12-30,mean rapid charger,75.13,2022-12-30,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2022-12-30,Petrol,151.77,2022-12-30,Mini Cooper (3-door),2021,City Car,15.86,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2022-12-30,"Direct debit: Average variable night unit price, United Kingdom",16.75,2022-01-01,Mini Electric (3-door),2021,City Car,4.85,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-03,mean rapid charger,75.13,2023-01-03,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-03,Petrol,150.84,2023-01-03,Mini Cooper (3-door),2021,City Car,15.76,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-03,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-04,mean rapid charger,75.13,2023-01-04,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-04,Petrol,150.70,2023-01-04,Mini Cooper (3-door),2021,City Car,15.75,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-04,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-05,mean rapid charger,75.13,2023-01-05,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-05,Petrol,150.61,2023-01-05,Mini Cooper (3-door),2021,City Car,15.74,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-05,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-06,mean rapid charger,75.13,2023-01-06,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-06,Petrol,150.38,2023-01-06,Mini Cooper (3-door),2021,City Car,15.72,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-06,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-09,mean rapid charger,74.89,2023-01-09,Mini Electric (3-door),2021,City Car,20.88,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-09,Petrol,150.11,2023-01-09,Mini Cooper (3-door),2021,City Car,15.69,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-09,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-10,mean rapid charger,75.13,2023-01-10,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-10,Petrol,149.74,2023-01-10,Mini Cooper (3-door),2021,City Car,15.65,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-10,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-11,mean rapid charger,75.13,2023-01-11,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-11,Petrol,149.47,2023-01-11,Mini Cooper (3-door),2021,City Car,15.62,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-11,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
2023-01-12,mean rapid charger,75.13,2023-01-12,Mini Electric (3-door),2021,City Car,20.94,2021 Mini Electric (3-door) using mean rapid charger,On-street Rapid EV,FALSE,FALSE
2023-01-12,Petrol,149.37,2023-01-12,Mini Cooper (3-door),2021,City Car,15.61,2021 Mini Cooper (3-door) using Petrol,Fossil fuels,TRUE,TRUE
2023-01-12,"Direct debit: Average variable night unit price, United Kingdom",16.13,2023-01-01,Mini Electric (3-door),2021,City Car,4.67,"2021 Mini Electric (3-door) using Direct debit: Average variable night unit price, United Kingdom",Off-street EV,TRUE,TRUE
